session_id,user_id,session_start,session_end,session_duration_minutes,page_view_count,interaction_count,error_count,workflow_completed,workflow_name,final_page_url,device_type,browser,region,customer_segment,conversion_occurred
sess_00001154,user_008804,2025-10-23 16:36:00.160420,2025-10-23 16:39:12.556833,3.2066068874142633,2,14,0,False,PIX Transfer,/bills/list,mobile,Chrome,Manaus,retail,False
sess_00001155,user_009837,2025-10-23 16:51:00.160420,2025-10-23 16:59:19.056723,8.314938381489691,4,7,0,True,Statement Download,/account/documents,desktop,Firefox,Fortaleza,retail,True
sess_00001156,user_010237,2025-10-23 17:06:00.160420,2025-10-23 17:08:37.129249,2.6161471503654083,5,9,0,False,Card Activation,/investments/buy,desktop,Chrome,Fortaleza,premium,False
sess_00001157,user_003717,2025-10-23 17:21:00.160420,2025-10-23 17:23:29.174073,2.4835608877564943,7,10,0,False,Loan Application,/pix/confirm,desktop,Safari,Porto Alegre,premium,False
sess_00001158,user_010226,2025-10-23 17:36:00.160420,2025-10-23 17:40:30.572845,4.506873744347261,7,13,0,False,Loan Application,/dashboard,mobile,Chrome,Rio de Janeiro,retail,False
sess_00001159,user_003643,2025-10-23 17:51:00.160420,2025-10-23 17:53:01.716364,2.025932401454085,4,10,1,True,PIX Transfer,/bills/pay,mobile,Chrome,São Paulo,retail,False
sess_00001160,user_014645,2025-10-23 18:06:00.160420,2025-10-23 18:09:04.448464,3.071467400677239,2,13,0,True,Statement Download,/loans/apply,mobile,Chrome,Porto Alegre,youth,False
sess_00001161,user_003149,2025-10-23 18:21:00.160420,2025-10-23 18:21:57.636787,0.9579394476810837,3,6,1,True,Card Activation,/bills/list,mobile,Safari,Porto Alegre,youth,False
sess_00001162,user_003198,2025-10-23 18:36:00.160420,2025-10-23 18:43:51.295615,7.852253247276715,6,12,0,True,PIX Transfer,/cards/activate,desktop,Safari,Manaus,retail,True
sess_00001163,user_006578,2025-10-23 18:51:00.160420,2025-10-23 18:54:38.160974,3.6333425658709326,8,16,0,True,Loan Application,/login,desktop,Chrome,Recife,retail,True
sess_00001164,user_007379,2025-10-23 19:06:00.160420,2025-10-23 19:15:50.285820,9.8354233268439,6,14,0,False,Account Opening,/loans/status,mobile,Safari,Salvador,retail,False
sess_00001165,user_004024,2025-10-23 19:21:00.160420,2025-10-23 19:23:05.437133,2.0879452248881645,5,14,0,True,PIX Transfer,/login,desktop,Safari,Rio de Janeiro,premium,False
sess_00001166,user_006699,2025-10-23 19:36:00.160420,2025-10-23 19:44:32.983597,8.547052953302464,4,10,0,True,Statement Download,/investments/buy,desktop,Samsung Internet,Rio de Janeiro,youth,True
sess_00001167,user_014090,2025-10-23 19:51:00.160420,2025-10-23 20:19:19.165137,28.31674527656879,6,12,0,True,Statement Download,/investments/buy,mobile,Chrome,Manaus,retail,True
sess_00001168,user_002374,2025-10-23 20:06:00.160420,2025-10-23 20:07:26.406008,1.4374264585542156,2,15,2,True,Investment Purchase,/loans/status,tablet,Chrome,Salvador,retail,False
sess_00001169,user_011882,2025-10-23 20:21:00.160420,2025-10-23 20:33:18.686732,12.308771864983573,4,15,1,True,Login Flow,/cards/activate,mobile,Samsung Internet,Salvador,retail,True
sess_00001170,user_004372,2025-10-23 20:36:00.160420,2025-10-23 20:36:49.553145,0.8232120767556438,5,24,1,True,Loan Application,/pix/transfer,mobile,Chrome,Recife,youth,True
sess_00001171,user_012085,2025-10-23 20:51:00.160420,2025-10-23 20:52:36.115195,1.5992462462842771,4,12,0,True,Account Opening,/account/documents,desktop,Chrome,Fortaleza,premium,True
sess_00001172,user_005548,2025-10-23 21:06:00.160420,2025-10-23 21:13:41.069793,7.681822887758017,8,14,0,False,Account Opening,/cards/activate,mobile,Safari,Fortaleza,retail,True
sess_00001173,user_009265,2025-10-23 21:21:00.160420,2025-10-23 22:09:42.944122,48.7130617069021,9,12,0,True,PIX Transfer,/dashboard,mobile,Firefox,Fortaleza,premium,True
sess_00001174,user_009644,2025-10-23 21:36:00.160420,2025-10-23 21:39:33.286369,3.552099149203147,3,14,3,True,Support Request,/loans/apply,mobile,Samsung Internet,Belo Horizonte,retail,False
sess_00001175,user_003366,2025-10-23 21:51:00.160420,2025-10-23 21:52:58.405678,1.9707543063813444,3,7,0,True,Card Activation,/investments/buy,mobile,Safari,Rio de Janeiro,retail,True
sess_00001176,user_002424,2025-10-23 22:06:00.160420,2025-10-23 22:09:19.851856,3.328190601385611,5,21,1,False,Support Request,/pix/confirm,mobile,Safari,Manaus,corporate,False
sess_00001177,user_011503,2025-10-23 22:21:00.160420,2025-10-23 22:32:12.386380,11.203765996941865,5,10,0,True,Bill Payment,/bills/pay,desktop,Chrome,São Paulo,retail,True
sess_00001178,user_008774,2025-10-23 22:36:00.160420,2025-10-23 22:38:33.722272,2.5593641972670556,1,15,2,True,Login Flow,/login,mobile,Chrome,Rio de Janeiro,premium,True
sess_00001179,user_000502,2025-10-23 22:51:00.160420,2025-10-23 23:01:44.849692,10.744821194584004,8,16,0,True,Card Activation,/pix/confirm,tablet,Safari,Porto Alegre,retail,True
sess_00001180,user_012434,2025-10-23 23:06:00.160420,2025-10-23 23:06:54.199875,0.9006575903606647,1,17,2,True,Support Request,/account/open,desktop,Safari,Rio de Janeiro,corporate,False
sess_00001181,user_014094,2025-10-23 23:21:00.160420,2025-10-23 23:27:34.022902,6.564374698699808,4,14,0,True,Investment Purchase,/loans/apply,mobile,Chrome,Fortaleza,senior,False
sess_00001182,user_002094,2025-10-23 23:36:00.160420,2025-10-23 23:45:45.168895,9.750141250887696,4,8,0,True,Card Activation,/loans/status,mobile,Chrome,Fortaleza,corporate,True
sess_00001183,user_007578,2025-10-23 23:51:00.160420,2025-10-23 23:51:59.803844,0.9940570670635048,8,4,1,True,Login Flow,/login,mobile,Edge,Manaus,premium,True
sess_00001184,user_000514,2025-10-24 00:06:00.160420,2025-10-24 00:09:28.937928,3.479625132738686,5,9,0,True,PIX Transfer,/account/open,desktop,Firefox,Recife,corporate,True
sess_00001185,user_007231,2025-10-24 00:21:00.160420,2025-10-24 00:23:08.717658,2.1426206268995625,9,17,0,False,Support Request,/pix/confirm,desktop,Chrome,Belo Horizonte,retail,False
sess_00001186,user_013187,2025-10-24 00:36:00.160420,2025-10-24 00:38:16.704920,2.275741672184327,4,12,1,True,Bill Payment,/bills/list,tablet,Chrome,Curitiba,premium,True
sess_00001187,user_002763,2025-10-24 00:51:00.160420,2025-10-24 01:02:56.807239,11.944113643401955,2,7,1,True,Card Activation,/cards/activate,mobile,Chrome,Brasília,corporate,False
sess_00001188,user_002740,2025-10-24 01:06:00.160420,2025-10-24 01:07:23.739133,1.3929785538863209,3,9,0,False,Login Flow,/bills/list,mobile,Firefox,Manaus,premium,True
sess_00001189,user_012974,2025-10-24 01:21:00.160420,2025-10-24 01:22:35.031222,1.5811800393495699,7,16,0,True,Support Request,/dashboard,mobile,Chrome,Curitiba,youth,True
sess_00001190,user_006893,2025-10-24 01:36:00.160420,2025-10-24 01:37:40.795542,1.6772520304540908,5,14,0,True,Statement Download,/account/open,desktop,Chrome,Curitiba,corporate,True
sess_00001191,user_002509,2025-10-24 01:51:00.160420,2025-10-24 01:54:58.368510,3.9701348345301306,3,17,0,True,Support Request,/loans/apply,desktop,Safari,Brasília,premium,True
sess_00001192,user_013315,2025-10-24 02:06:00.160420,2025-10-24 02:26:28.370427,20.470166787006548,5,18,0,True,Card Activation,/login,mobile,Chrome,Recife,youth,True
sess_00001193,user_001277,2025-10-24 02:21:00.160420,2025-10-24 02:23:19.266600,2.3184363279162348,6,12,0,True,Account Opening,/bills/pay,desktop,Chrome,Rio de Janeiro,retail,True
sess_00001194,user_003048,2025-10-24 02:36:00.160420,2025-10-24 02:38:05.083910,2.0820581684407773,6,6,0,True,Login Flow,/bills/list,mobile,Chrome,Recife,retail,True
sess_00001195,user_008706,2025-10-24 02:51:00.160420,2025-10-24 02:53:40.508960,2.6724756625614217,6,8,0,True,Investment Purchase,/dashboard,desktop,Firefox,Porto Alegre,corporate,False
sess_00001196,user_009252,2025-10-24 03:06:00.160420,2025-10-24 03:09:30.771246,3.510180428428423,5,15,1,True,Support Request,/cards/list,mobile,Firefox,Belo Horizonte,retail,False
sess_00001197,user_011076,2025-10-24 03:21:00.160420,2025-10-24 03:23:28.519528,2.472651801324977,3,10,0,False,Support Request,/loans/status,desktop,Chrome,Salvador,premium,True
sess_00001198,user_005021,2025-10-24 03:36:00.160420,2025-10-24 03:39:43.278953,3.718642220867137,6,19,0,True,Support Request,/pix/confirm,tablet,Chrome,Belo Horizonte,premium,False
sess_00001199,user_003530,2025-10-24 03:51:00.160420,2025-10-24 04:14:17.037410,23.28128317009254,1,12,0,True,Login Flow,/bills/list,tablet,Chrome,Fortaleza,youth,False
sess_00001200,user_003666,2025-10-24 04:06:00.160420,2025-10-24 04:09:29.423050,3.4877104969096986,4,15,0,True,Loan Application,/cards/activate,mobile,Safari,Belo Horizonte,youth,True
sess_00001201,user_010488,2025-10-24 04:21:00.160420,2025-10-24 04:32:38.277054,11.6352772275454,5,13,0,True,Login Flow,/dashboard,desktop,Chrome,Belo Horizonte,senior,False
sess_00001202,user_014263,2025-10-24 04:36:00.160420,2025-10-24 04:56:35.316738,20.58593863029527,4,8,0,False,Card Activation,/investments/buy,mobile,Safari,Belo Horizonte,youth,False
sess_00001203,user_010149,2025-10-24 04:51:00.160420,2025-10-24 05:01:36.570972,10.606842532655957,3,16,0,True,Loan Application,/cards/list,tablet,Chrome,Belo Horizonte,retail,True
sess_00001204,user_008267,2025-10-24 05:06:00.160420,2025-10-24 05:12:26.285476,6.4354175941242335,7,11,1,True,Profile Update,/account/open,desktop,Chrome,Brasília,senior,True
sess_00001205,user_008591,2025-10-24 05:21:00.160420,2025-10-24 05:40:43.487934,19.72212523711497,12,7,0,True,Card Activation,/pix/confirm,mobile,Chrome,Porto Alegre,retail,True
sess_00001206,user_001761,2025-10-24 05:36:00.160420,2025-10-24 05:47:16.500900,11.272341331090464,6,11,0,True,Loan Application,/dashboard,mobile,Chrome,Porto Alegre,retail,True
sess_00001207,user_001850,2025-10-24 05:51:00.160420,2025-10-24 06:13:35.716888,22.592607797108307,5,14,1,True,Login Flow,/cards/activate,desktop,Chrome,Curitiba,corporate,True
sess_00001208,user_003343,2025-10-24 06:06:00.160420,2025-10-24 06:10:14.804701,4.244071356966854,6,12,1,True,Account Opening,/loans/apply,tablet,Chrome,Curitiba,premium,True
sess_00001209,user_002338,2025-10-24 06:21:00.160420,2025-10-24 06:32:56.666519,11.941768311822726,3,11,2,True,Profile Update,/login,desktop,Edge,Fortaleza,retail,True
sess_00001210,user_000665,2025-10-24 06:36:00.160420,2025-10-24 06:48:47.071111,12.781844849582681,6,17,0,True,Profile Update,/pix/confirm,desktop,Firefox,Curitiba,retail,False
sess_00001211,user_006667,2025-10-24 06:51:00.160420,2025-10-24 06:55:18.854613,4.311569880598913,1,8,0,True,Support Request,/login,desktop,Chrome,Fortaleza,youth,False
sess_00001212,user_012633,2025-10-24 07:06:00.160420,2025-10-24 07:07:30.674830,1.5085734955188004,6,12,2,False,Loan Application,/bills/list,mobile,Chrome,Brasília,youth,True
sess_00001213,user_005424,2025-10-24 07:21:00.160420,2025-10-24 07:27:15.630389,6.257832809113185,8,11,0,False,Support Request,/account/documents,desktop,Firefox,Porto Alegre,youth,True
sess_00001214,user_011781,2025-10-24 07:36:00.160420,2025-10-24 07:47:23.511490,11.389184502862967,12,8,0,True,Investment Purchase,/investments/buy,mobile,Firefox,São Paulo,corporate,True
sess_00001215,user_014152,2025-10-24 07:51:00.160420,2025-10-24 08:00:58.959468,9.979984139072961,7,17,0,False,PIX Transfer,/pix/confirm,desktop,Chrome,Fortaleza,premium,False
sess_00001216,user_004832,2025-10-24 08:06:00.160420,2025-10-24 08:40:07.623509,34.124384824706084,6,7,0,False,Card Activation,/login,mobile,Edge,Salvador,premium,False
sess_00001217,user_002359,2025-10-24 08:21:00.160420,2025-10-24 08:41:18.303628,20.30238680648303,6,12,2,True,Bill Payment,/pix/confirm,mobile,Chrome,Salvador,senior,True
sess_00001218,user_003593,2025-10-24 08:36:00.160420,2025-10-24 08:38:41.007380,2.6807826637460948,6,15,2,False,Card Activation,/login,mobile,Chrome,Manaus,retail,True
sess_00001219,user_003413,2025-10-24 08:51:00.160420,2025-10-24 08:52:27.542550,1.4563688285850378,6,13,0,True,Profile Update,/dashboard,desktop,Edge,São Paulo,premium,False
sess_00001220,user_000244,2025-10-24 09:06:00.160420,2025-10-24 09:08:21.167427,2.350116776069544,6,14,0,True,Support Request,/account/documents,mobile,Chrome,Salvador,premium,True
sess_00001221,user_003070,2025-10-24 09:21:00.160420,2025-10-24 10:00:43.893821,39.72889001279582,5,15,1,True,Login Flow,/investments/portfolio,desktop,Chrome,Fortaleza,youth,False
sess_00001222,user_007375,2025-10-24 09:36:00.160420,2025-10-24 09:40:58.363920,4.970058329425288,2,12,0,False,Loan Application,/investments/portfolio,mobile,Safari,Recife,premium,True
sess_00001223,user_002848,2025-10-24 09:51:00.160420,2025-10-24 09:53:26.809047,2.444143776356503,4,17,0,False,Investment Purchase,/account/open,mobile,Chrome,Fortaleza,senior,False
sess_00001224,user_001920,2025-10-24 10:06:00.160420,2025-10-24 10:08:38.106388,2.63243280402945,2,12,0,False,Loan Application,/profile/edit,mobile,Chrome,Rio de Janeiro,retail,False
sess_00001225,user_005094,2025-10-24 10:21:00.160420,2025-10-24 10:22:04.289996,1.0688262728188433,9,9,0,True,Bill Payment,/pix/transfer,desktop,Chrome,Brasília,youth,True
sess_00001226,user_013685,2025-10-24 10:36:00.160420,2025-10-24 11:06:47.214586,30.784236103020064,9,7,0,False,PIX Transfer,/account/documents,desktop,Chrome,Porto Alegre,youth,True
sess_00001227,user_012883,2025-10-24 10:51:00.160420,2025-10-24 11:12:17.990234,21.297163566273877,2,10,0,False,Card Activation,/loans/apply,mobile,Chrome,Porto Alegre,youth,True
sess_00001228,user_004076,2025-10-24 11:06:00.160420,2025-10-24 11:27:38.443194,21.63804622673091,4,12,0,True,Loan Application,/login,mobile,Firefox,Recife,senior,True
sess_00001229,user_006218,2025-10-24 11:21:00.160420,2025-10-24 11:25:41.982851,4.6970405167362195,2,15,0,True,Login Flow,/cards/list,desktop,Chrome,Curitiba,premium,False
sess_00001230,user_002544,2025-10-24 11:36:00.160420,2025-10-24 11:43:04.818673,7.077637549283031,5,15,0,True,Investment Purchase,/pix/transfer,desktop,Firefox,Brasília,retail,True
sess_00001231,user_006032,2025-10-24 11:51:00.160420,2025-10-24 11:52:09.568664,1.1568040677389728,1,10,0,True,Login Flow,/cards/list,mobile,Firefox,Brasília,corporate,True
sess_00001232,user_008587,2025-10-24 12:06:00.160420,2025-10-24 12:07:38.335618,1.6362532951053887,7,14,0,True,Support Request,/pix/transfer,mobile,Safari,Fortaleza,premium,False
sess_00001233,user_003237,2025-10-24 12:21:00.160420,2025-10-24 12:21:30.160420,0.5,6,15,1,True,PIX Transfer,/loans/status,tablet,Chrome,Recife,retail,False
sess_00001234,user_012940,2025-10-24 12:36:00.160420,2025-10-24 12:48:23.787238,12.393780307876558,6,13,0,True,Card Activation,/loans/status,desktop,Safari,Salvador,corporate,True
sess_00001235,user_001874,2025-10-24 12:51:00.160420,2025-10-24 13:06:08.529806,15.13948976206447,4,12,0,True,Investment Purchase,/cards/activate,tablet,Safari,São Paulo,premium,True
sess_00001236,user_005939,2025-10-24 13:06:00.160420,2025-10-24 13:10:07.361030,4.120010161047009,4,6,1,False,Account Opening,/investments/portfolio,mobile,Chrome,Porto Alegre,youth,True
sess_00001237,user_010968,2025-10-24 13:21:00.160420,2025-10-24 13:21:30.160420,0.5,5,14,1,True,Card Activation,/profile/edit,desktop,Chrome,Brasília,retail,False
sess_00001238,user_005939,2025-10-24 13:36:00.160420,2025-10-24 13:49:43.105535,13.715751919764225,4,12,1,True,Profile Update,/loans/status,desktop,Chrome,São Paulo,premium,True
sess_00001239,user_002006,2025-10-24 13:51:00.160420,2025-10-24 13:51:30.160420,0.5,4,10,0,True,Loan Application,/loans/apply,mobile,Chrome,Recife,retail,True
sess_00001240,user_001245,2025-10-24 14:06:00.160420,2025-10-24 14:06:47.749564,0.7931524038833835,3,12,0,False,Card Activation,/cards/activate,desktop,Edge,Curitiba,youth,True
sess_00001241,user_006696,2025-10-24 14:21:00.160420,2025-10-24 14:21:37.741017,0.6263432781786422,5,8,0,True,Account Opening,/pix/transfer,mobile,Chrome,Curitiba,senior,False
sess_00001242,user_010145,2025-10-24 14:36:00.160420,2025-10-24 14:43:58.976074,7.980260905581412,7,13,0,True,Investment Purchase,/cards/list,desktop,Samsung Internet,Fortaleza,retail,False
sess_00001243,user_001534,2025-10-24 14:51:00.160420,2025-10-24 14:59:03.297831,8.052290179054442,3,9,0,True,PIX Transfer,/login,mobile,Chrome,Porto Alegre,youth,False
sess_00001244,user_003635,2025-10-24 15:06:00.160420,2025-10-24 15:08:46.425328,2.7710817940614563,3,9,0,True,Statement Download,/pix/confirm,desktop,Chrome,Curitiba,youth,True
sess_00001245,user_014836,2025-10-24 15:21:00.160420,2025-10-24 15:26:16.095245,5.265580416964153,4,8,0,True,Account Opening,/pix/transfer,mobile,Chrome,Curitiba,retail,True
sess_00001246,user_012297,2025-10-24 15:36:00.160420,2025-10-24 15:36:45.183827,0.7503901245363235,6,9,0,True,Card Activation,/bills/list,mobile,Firefox,Rio de Janeiro,corporate,True
sess_00001247,user_003720,2025-10-24 15:51:00.160420,2025-10-24 15:59:31.305819,8.51908998181114,2,7,2,True,Loan Application,/loans/apply,desktop,Chrome,Manaus,retail,False
sess_00001248,user_007508,2025-10-24 16:06:00.160420,2025-10-24 16:14:57.569924,8.956825061427054,6,14,1,True,Profile Update,/bills/pay,tablet,Safari,Brasília,corporate,False
sess_00001249,user_012952,2025-10-24 16:21:00.160420,2025-10-24 16:23:55.446057,2.9214272835863913,6,10,1,True,Card Activation,/login,mobile,Chrome,Recife,premium,False
sess_00001250,user_000234,2025-10-24 16:36:00.160420,2025-10-24 16:58:42.970597,22.71350294566945,6,12,0,True,Bill Payment,/pix/transfer,mobile,Safari,Brasília,retail,False
sess_00001251,user_005692,2025-10-24 16:51:00.160420,2025-10-24 16:53:53.171044,2.8835104041410635,2,20,0,False,Account Opening,/login,desktop,Samsung Internet,Fortaleza,premium,False
sess_00001252,user_011981,2025-10-24 17:06:00.160420,2025-10-24 17:15:30.006619,9.497436649615127,5,17,0,False,Account Opening,/account/open,mobile,Safari,Curitiba,premium,True
sess_00001253,user_007352,2025-10-24 17:21:00.160420,2025-10-24 17:35:11.484988,14.188742794838591,5,14,0,True,Login Flow,/pix/confirm,desktop,Safari,Curitiba,premium,False
sess_00001254,user_006697,2025-10-24 17:36:00.160420,2025-10-24 17:46:32.134218,10.532896629823982,4,20,0,True,Statement Download,/login,mobile,Chrome,Belo Horizonte,youth,True
sess_00001255,user_000296,2025-10-24 17:51:00.160420,2025-10-24 17:56:08.982078,5.147027631427483,5,10,0,False,Login Flow,/profile/edit,mobile,Chrome,Salvador,retail,True
sess_00001256,user_004647,2025-10-24 18:06:00.160420,2025-10-24 18:18:05.759606,12.093319762917346,6,20,0,True,Profile Update,/pix/confirm,mobile,Chrome,Rio de Janeiro,retail,True
sess_00001257,user_010956,2025-10-24 18:21:00.160420,2025-10-24 18:23:35.885939,2.5954253088546815,9,12,0,True,Statement Download,/pix/transfer,mobile,Chrome,Brasília,premium,True
sess_00001258,user_001426,2025-10-24 18:36:00.160420,2025-10-24 18:36:30.160420,0.5,5,11,0,True,Card Activation,/bills/pay,desktop,Chrome,São Paulo,retail,True
sess_00001259,user_009456,2025-10-24 18:51:00.160420,2025-10-24 18:53:03.353899,2.053224649469166,5,14,0,True,Profile Update,/account/documents,tablet,Chrome,Manaus,retail,True
sess_00001260,user_012212,2025-10-24 19:06:00.160420,2025-10-24 19:23:13.660661,17.225004011405073,3,14,0,False,Investment Purchase,/cards/list,mobile,Chrome,Fortaleza,retail,True
sess_00001261,user_009248,2025-10-24 19:21:00.160420,2025-10-24 19:48:38.690647,27.64217044453049,8,11,0,True,Account Opening,/investments/portfolio,mobile,Chrome,Rio de Janeiro,premium,False
sess_00001262,user_008201,2025-10-24 19:36:00.160420,2025-10-24 19:38:10.046124,2.164761740179723,3,13,2,True,Support Request,/loans/apply,desktop,Chrome,São Paulo,retail,True
sess_00001263,user_006603,2025-10-24 19:51:00.160420,2025-10-24 19:51:30.160420,0.5,10,8,1,True,Loan Application,/pix/transfer,mobile,Safari,Brasília,youth,True
sess_00001264,user_010849,2025-10-24 20:06:00.160420,2025-10-24 20:18:16.152967,12.266542450407135,3,12,0,True,Account Opening,/loans/status,tablet,Edge,Salvador,retail,True
sess_00001265,user_014435,2025-10-24 20:21:00.160420,2025-10-24 20:23:57.347422,2.9531167041439175,2,12,0,True,Bill Payment,/pix/transfer,desktop,Safari,Rio de Janeiro,corporate,True
sess_00001266,user_003695,2025-10-24 20:36:00.160420,2025-10-24 20:42:02.449586,6.038152760715815,4,3,0,False,Bill Payment,/investments/buy,desktop,Samsung Internet,Curitiba,premium,False
sess_00001267,user_011019,2025-10-24 20:51:00.160420,2025-10-24 20:53:44.809546,2.744152097304936,5,12,0,True,Account Opening,/investments/portfolio,tablet,Chrome,Salvador,premium,False
sess_00001268,user_011665,2025-10-24 21:06:00.160420,2025-10-24 21:11:49.044969,5.814742484411733,4,14,1,True,PIX Transfer,/bills/pay,mobile,Chrome,Porto Alegre,retail,True
sess_00001269,user_000689,2025-10-24 21:21:00.160420,2025-10-24 21:23:49.622046,2.824360438716942,6,14,1,False,Bill Payment,/cards/list,tablet,Chrome,Belo Horizonte,youth,True
sess_00001270,user_014560,2025-10-24 21:36:00.160420,2025-10-24 21:45:33.328929,9.552808477856093,4,11,0,True,Login Flow,/bills/list,desktop,Safari,Curitiba,retail,True
sess_00001271,user_004656,2025-10-24 21:51:00.160420,2025-10-24 21:52:05.566625,1.0901034098390054,8,9,0,True,Support Request,/bills/pay,desktop,Chrome,Curitiba,retail,False
sess_00001272,user_014216,2025-10-24 22:06:00.160420,2025-10-24 22:15:51.489717,9.855488283966157,4,9,0,True,Card Activation,/cards/activate,desktop,Chrome,Porto Alegre,retail,False
sess_00001273,user_013274,2025-10-24 22:21:00.160420,2025-10-24 22:31:12.490732,10.205505197490776,3,11,1,True,Bill Payment,/dashboard,mobile,Chrome,Brasília,youth,True
sess_00001274,user_003555,2025-10-24 22:36:00.160420,2025-10-24 22:42:42.805553,6.710752220585813,4,12,0,False,Card Activation,/login,desktop,Edge,Recife,retail,False
sess_00001275,user_002708,2025-10-24 22:51:00.160420,2025-10-24 23:06:14.376280,15.23693100556569,8,11,0,True,Account Opening,/pix/confirm,mobile,Chrome,São Paulo,corporate,True
sess_00001276,user_011731,2025-10-24 23:06:00.160420,2025-10-24 23:13:11.594637,7.190570288045238,8,17,0,True,Bill Payment,/pix/transfer,desktop,Chrome,Recife,youth,False
sess_00001277,user_001027,2025-10-24 23:21:00.160420,2025-10-24 23:31:19.367662,10.320120703552757,6,10,0,False,Statement Download,/cards/activate,mobile,Chrome,Curitiba,premium,True
sess_00001278,user_007344,2025-10-24 23:36:00.160420,2025-10-25 00:04:24.813396,28.4108829381463,4,9,1,True,Card Activation,/pix/transfer,desktop,Chrome,Rio de Janeiro,retail,False
sess_00001279,user_003632,2025-10-24 23:51:00.160420,2025-10-24 23:51:31.039073,0.5146442154944684,8,12,1,True,Account Opening,/account/documents,desktop,Firefox,Fortaleza,youth,True
sess_00001280,user_009089,2025-10-25 00:06:00.160420,2025-10-25 00:26:03.191441,20.050517013605663,7,14,1,True,Investment Purchase,/pix/confirm,desktop,Chrome,Fortaleza,retail,False
sess_00001281,user_000311,2025-10-25 00:21:00.160420,2025-10-25 00:21:39.616162,0.657595705438649,4,17,0,True,PIX Transfer,/investments/portfolio,desktop,Chrome,São Paulo,retail,False
sess_00001282,user_012201,2025-10-25 00:36:00.160420,2025-10-25 00:40:47.248213,4.784796549222409,5,9,0,True,Loan Application,/account/open,mobile,Chrome,Recife,corporate,False
sess_00001283,user_004481,2025-10-25 00:51:00.160420,2025-10-25 00:59:32.185904,8.533758059846212,6,10,1,True,Account Opening,/account/open,tablet,Chrome,Curitiba,corporate,True
sess_00001284,user_004599,2025-10-25 01:06:00.160420,2025-10-25 01:09:03.594280,3.057231000672579,7,10,0,False,Profile Update,/login,mobile,Chrome,Salvador,youth,True
sess_00001285,user_000888,2025-10-25 01:21:00.160420,2025-10-25 01:27:02.339177,6.0363126091534065,4,10,0,True,PIX Transfer,/pix/transfer,mobile,Safari,Belo Horizonte,retail,False
sess_00001286,user_005673,2025-10-25 01:36:00.160420,2025-10-25 01:51:18.430141,15.304495353229765,5,14,1,True,Card Activation,/investments/buy,mobile,Edge,Curitiba,premium,True
sess_00001287,user_006884,2025-10-25 01:51:00.160420,2025-10-25 01:58:49.519894,7.822657894647399,4,15,1,True,PIX Transfer,/account/documents,desktop,Chrome,São Paulo,youth,True
sess_00001288,user_010835,2025-10-25 02:06:00.160420,2025-10-25 02:17:16.265706,11.268421429305985,2,9,0,False,Login Flow,/loans/apply,mobile,Chrome,Brasília,corporate,True
sess_00001289,user_007137,2025-10-25 02:21:00.160420,2025-10-25 02:29:51.705797,8.859089611561293,4,9,0,True,Card Activation,/pix/confirm,desktop,Chrome,Brasília,retail,False
sess_00001290,user_011000,2025-10-25 02:36:00.160420,2025-10-25 02:43:42.475995,7.705259578480611,4,11,0,True,Statement Download,/account/documents,mobile,Firefox,Rio de Janeiro,retail,True
sess_00001291,user_012108,2025-10-25 02:51:00.160420,2025-10-25 03:02:12.459970,11.204992493471089,6,13,1,True,PIX Transfer,/loans/apply,desktop,Chrome,Fortaleza,retail,False
sess_00001292,user_014619,2025-10-25 03:06:00.160420,2025-10-25 03:12:12.282971,6.202042515320903,7,12,0,False,Investment Purchase,/cards/activate,mobile,Chrome,Rio de Janeiro,senior,False
sess_00001293,user_014613,2025-10-25 03:21:00.160420,2025-10-25 03:34:58.376215,13.97026325034484,5,13,0,True,Account Opening,/login,tablet,Firefox,Belo Horizonte,premium,False
sess_00001294,user_008958,2025-10-25 03:36:00.160420,2025-10-25 03:51:49.735799,15.82625631368249,9,13,0,True,Support Request,/profile/edit,desktop,Safari,Belo Horizonte,retail,True
sess_00001295,user_009458,2025-10-25 03:51:00.160420,2025-10-25 04:04:01.298877,13.018974290739925,1,19,0,True,Login Flow,/cards/list,mobile,Chrome,Belo Horizonte,senior,True
sess_00001296,user_009480,2025-10-25 04:06:00.160420,2025-10-25 04:06:30.160420,0.5,5,9,0,True,Investment Purchase,/loans/status,tablet,Safari,Manaus,corporate,True
sess_00001297,user_000115,2025-10-25 04:21:00.160420,2025-10-25 04:24:24.315560,3.402585670073807,8,15,0,True,Support Request,/cards/activate,mobile,Chrome,Belo Horizonte,premium,False
sess_00001298,user_003739,2025-10-25 04:36:00.160420,2025-10-25 04:41:58.747929,5.976458475122409,3,13,0,True,Loan Application,/investments/buy,desktop,Chrome,Belo Horizonte,senior,False
sess_00001299,user_012254,2025-10-25 04:51:00.160420,2025-10-25 04:51:56.589034,0.9404769078721453,8,10,0,False,Account Opening,/loans/status,mobile,Chrome,Manaus,retail,False
sess_00001300,user_006373,2025-10-25 05:06:00.160420,2025-10-25 05:10:41.783125,4.693711745954995,9,8,0,False,PIX Transfer,/cards/activate,mobile,Firefox,São Paulo,corporate,False
sess_00001301,user_009498,2025-10-25 05:21:00.160420,2025-10-25 05:47:49.848193,26.828129554325493,3,15,0,True,Account Opening,/account/open,mobile,Chrome,Belo Horizonte,retail,True
