metric_id,@timestamp,host_id,application_id,benchmark_id,system.cpu.total.pct,system.memory.used.pct,system.diskio.read.bytes,system.diskio.write.bytes,system.diskio.io.time,system.network.in.bytes,system.network.out.bytes,transaction.duration.us,event.outcome,transactions_per_second,cost_per_hour_usd,power_consumption_watts,workload_type,test_phase,anomaly_notes
metric-0001856,2025-11-03 13:54:12.390374,host-00155,app-0109,bench-036,94.44,59.89,669121158,232051769,2675,2849200,74427648,33422,success,3613.04,1.249,181.74,ML-Training,Load-Test,Network throughput degradation during peak load testing
metric-0001857,2025-11-03 13:59:12.390374,host-00111,app-0083,bench-019,72.51,79.16,307909191,789238357,8451,10283395,87334713,17289,success,1476.23,0.86,158.74,OLAP,Baseline,None
metric-0001858,2025-11-03 14:04:12.390374,host-00162,app-0045,bench-011,37.56,54.02,427843878,445444452,2499,87049258,74128733,38642,success,2804.35,0.794,81.24,Batch,Soak-Test,None
metric-0001859,2025-11-03 14:09:12.390374,host-00058,app-0007,bench-060,54.75,42.24,997489366,896987248,9013,83982872,64664723,84571,success,3676.09,1.383,114.35,Batch,Soak-Test,None
metric-0001860,2025-11-03 14:14:12.390374,host-00103,app-0015,bench-067,56.1,33.53,744099207,983326420,4377,54503646,14696799,81329,success,66.76,0.967,95.45,ML-Training,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001861,2025-11-03 14:19:12.390374,host-00016,app-0021,bench-078,71.55,32.19,925804567,24341240,9810,60036116,29730385,39106,success,2960.39,1.254,143.06,OLTP,Stress-Test,None
metric-0001862,2025-11-03 14:24:12.390374,host-00046,app-0149,bench-076,45.42,84.93,77200887,353413755,3459,57012896,90335286,16570,success,1038.1,1.364,96.46,OLAP,Soak-Test,None
metric-0001863,2025-11-03 14:29:12.390374,host-00068,app-0126,bench-034,90.57,56.01,680727977,990902228,2951,26506530,30661189,71927,success,3549.74,0.705,214.2,OLAP,Soak-Test,None
metric-0001864,2025-11-03 14:34:12.390374,host-00014,app-0075,bench-031,55.21,73.11,667122445,649906449,2775,38308119,46693282,21742,success,3180.77,0.735,110.22,ML-Training,Production,Network throughput degradation during peak load testing
metric-0001865,2025-11-03 14:39:12.390374,host-00096,app-0011,bench-046,70.62,61.8,392294373,944322324,9034,77430368,38485598,6782,success,4993.86,1.331,110.93,Batch,Stress-Test,None
metric-0001866,2025-11-03 14:44:12.390374,host-00082,app-0101,bench-009,91.11,39.46,351172904,244442729,6534,69494595,52043803,78025,success,328.69,0.848,139.61,OLTP,Stress-Test,None
metric-0001867,2025-11-03 14:49:12.390374,host-00009,app-0148,bench-054,48.53,33.08,219327569,338895712,6624,34851235,59424796,87918,success,548.45,0.656,97.59,OLTP,Stress-Test,None
metric-0001868,2025-11-03 14:54:12.390374,host-00053,app-0120,bench-051,75.73,38.29,156437333,991203858,7828,33850436,4855777,70361,success,2304.25,0.528,214.24,API,Production,Elevated transaction latency correlates with disk I/O contention
metric-0001869,2025-11-03 14:59:12.390374,host-00014,app-0124,bench-036,36.66,55.31,445102930,288060668,6803,29152069,80958614,84350,success,2432.76,0.735,90.41,Streaming,Soak-Test,None
metric-0001870,2025-11-03 15:04:12.390374,host-00079,app-0145,bench-064,73.01,49.79,807495105,487211748,4324,78713721,23101273,7538,success,4080.21,0.664,215.44,Batch,Production,None
metric-0001871,2025-11-03 15:09:12.390374,host-00085,app-0090,bench-001,59.52,70.32,883503432,694445986,5149,13587537,62159398,20951,success,1092.73,0.544,111.58,Batch,Migration-Validation,None
metric-0001872,2025-11-03 15:14:12.390374,host-00183,app-0027,bench-021,56.9,63.72,997847697,118622085,1554,47321771,42146975,33840,success,3821.83,0.518,107.99,Batch,Soak-Test,Network throughput degradation during peak load testing
metric-0001873,2025-11-03 15:19:12.390374,host-00167,app-0133,bench-053,84.78,56.33,788469261,378641676,2542,61999571,33230747,50222,success,240.06,0.989,137.51,OLTP,Load-Test,CPU spike detected on host-00167 during Load-Test phase
metric-0001874,2025-11-03 15:24:12.390374,host-00117,app-0007,bench-058,76.47,83.19,619218961,634034922,406,17019437,4348119,87405,success,89.82,1.326,120.08,OLTP,Baseline,Memory pressure observed - 83.19% utilization exceeds threshold
metric-0001875,2025-11-03 15:29:12.390374,host-00154,app-0005,bench-012,71.68,76.28,844736321,259632800,2062,48315685,18152974,32897,success,2461.15,1.475,119.84,Streaming,Load-Test,Network throughput degradation during peak load testing
metric-0001876,2025-11-03 15:34:12.390374,host-00074,app-0117,bench-078,82.65,65.6,615245706,168832199,6162,95636814,8913564,18465,success,3148.63,0.539,218.1,ML-Training,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0001877,2025-11-03 15:39:12.390374,host-00183,app-0041,bench-021,44.86,77.29,575060798,532104278,4749,94572239,2134950,36143,success,4131.73,0.518,98.93,Batch,Load-Test,None
metric-0001878,2025-11-03 15:44:12.390374,host-00045,app-0082,bench-056,66.78,82.61,6979705,701600798,1769,8677181,23267326,38824,success,2997.41,1.174,177.68,API,Migration-Validation,None
metric-0001879,2025-11-03 15:49:12.390374,host-00121,app-0115,bench-041,71.03,60.38,724679677,488746873,8771,97697232,40555973,83551,success,2840.7,0.843,140.41,API,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0001880,2025-11-03 15:54:12.390374,host-00036,app-0062,bench-034,72.1,42.85,890597670,132213263,6845,45911257,9162361,11459,success,1368.44,1.168,147.6,API,Load-Test,None
metric-0001881,2025-11-03 15:59:12.390374,host-00155,app-0051,bench-032,58.03,50.22,953526189,165913282,6618,22645941,83794433,30107,success,2776.95,1.249,93.08,OLTP,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0001882,2025-11-03 16:04:12.390374,host-00071,app-0065,bench-070,48.34,48.45,667800299,99162028,9259,17265168,10568445,59060,success,1881.11,1.001,65.03,OLAP,Soak-Test,Network throughput degradation during peak load testing
metric-0001883,2025-11-03 16:09:12.390374,host-00023,app-0104,bench-038,52.08,47.95,846307717,493116017,1717,2186505,26305415,53184,success,3316.84,1.494,101.18,OLTP,Soak-Test,None
metric-0001884,2025-11-03 16:14:12.390374,host-00038,app-0073,bench-032,65.88,47.08,14412506,756412545,713,45450968,12969299,20800,success,4986.45,0.841,119.65,ML-Training,Load-Test,None
metric-0001885,2025-11-03 16:19:12.390374,host-00046,app-0110,bench-076,79.88,57.26,709669981,620671388,3729,34279850,13924496,1184,success,714.84,1.364,139.67,Streaming,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001886,2025-11-03 16:24:12.390374,host-00092,app-0027,bench-004,86.63,51.6,402370778,805599503,827,87607551,96554243,27649,success,297.17,0.803,189.54,OLAP,Migration-Validation,None
metric-0001887,2025-11-03 16:29:12.390374,host-00089,app-0114,bench-023,38.88,52.61,25634896,344051576,2516,58395597,89999427,39912,success,370.21,0.557,91.97,ML-Training,Migration-Validation,Network throughput degradation during peak load testing
metric-0001888,2025-11-03 16:34:12.390374,host-00076,app-0077,bench-011,52.42,71.86,725085318,956055799,4807,47699045,17996791,90875,success,2905.16,1.477,104.49,API,Migration-Validation,Memory pressure observed - 71.86% utilization exceeds threshold
metric-0001889,2025-11-03 16:39:12.390374,host-00057,app-0079,bench-054,67.14,55.76,793506988,464134017,7663,88297939,65128665,40481,success,4577.23,0.979,183.16,Streaming,Stress-Test,Network throughput degradation during peak load testing
metric-0001890,2025-11-03 16:44:12.390374,host-00184,app-0025,bench-059,50.95,74.38,998673444,813359313,9148,21954084,93228599,44920,success,1537.09,1.436,139.02,Streaming,Stress-Test,None
metric-0001891,2025-11-03 16:49:12.390374,host-00175,app-0128,bench-080,59.9,70.41,846395851,848485481,6426,52564921,46679562,75396,success,2738.11,1.374,170.74,OLTP,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001892,2025-11-03 16:54:12.390374,host-00152,app-0138,bench-037,40.8,78.96,419645454,28394277,8504,2967741,9418754,78262,success,2860.43,0.568,81.34,OLAP,Soak-Test,Network throughput degradation during peak load testing
metric-0001893,2025-11-03 16:59:12.390374,host-00114,app-0127,bench-072,52.1,59.36,465099137,542761358,4567,48626206,43483270,54289,success,1888.42,1.311,127.51,Streaming,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001894,2025-11-03 17:04:12.390374,host-00037,app-0129,bench-062,42.85,53.83,445784407,937151830,8115,43012812,98891028,8267,success,3444.34,0.786,92.28,Batch,Migration-Validation,None
metric-0001895,2025-11-03 17:09:12.390374,host-00083,app-0049,bench-050,77.7,65.0,472409353,421985999,6610,44439009,10613599,39957,success,4903.87,1.03,135.51,Streaming,Migration-Validation,Network throughput degradation during peak load testing
metric-0001896,2025-11-03 17:14:12.390374,host-00186,app-0023,bench-028,94.44,82.09,828517038,395856804,3812,24396536,18635101,39379,success,4890.22,0.606,235.75,API,Baseline,None
metric-0001897,2025-11-03 17:19:12.390374,host-00051,app-0003,bench-023,55.83,63.92,74459525,731234408,2716,75863610,61927542,29370,success,4490.97,1.489,163.04,Batch,Load-Test,Network throughput degradation during peak load testing
metric-0001898,2025-11-03 17:24:12.390374,host-00162,app-0060,bench-030,44.48,60.82,946471986,177906981,4876,52814657,97449988,45914,success,4986.01,0.794,112.36,Streaming,Soak-Test,None
metric-0001899,2025-11-03 17:29:12.390374,host-00058,app-0061,bench-054,81.89,42.55,310284245,277813216,7785,36561661,97717511,93180,success,535.58,1.383,216.23,Streaming,Soak-Test,None
metric-0001900,2025-11-03 17:34:12.390374,host-00106,app-0131,bench-047,71.02,70.94,255209868,571077674,4023,95384599,50869388,65012,success,2835.89,1.274,193.35,API,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001901,2025-11-03 17:39:12.390374,host-00154,app-0135,bench-057,74.8,43.73,822374796,751071298,4873,9338255,68545433,62102,success,4855.37,1.475,117.89,OLAP,Load-Test,None
metric-0001902,2025-11-03 17:44:12.390374,host-00200,app-0036,bench-069,64.55,42.21,90169552,327418874,8608,84522893,55676443,37550,success,1804.8,1.06,93.19,API,Stress-Test,CPU spike detected on host-00200 during Stress-Test phase
metric-0001903,2025-11-03 17:49:12.390374,host-00162,app-0149,bench-068,78.96,59.3,246571649,749257348,1158,15264918,90806112,1361,success,3371.35,0.794,160.34,Batch,Soak-Test,None
metric-0001904,2025-11-03 17:54:12.390374,host-00131,app-0082,bench-010,62.01,60.48,546925148,472693942,7796,21731677,8106525,83643,success,4400.28,1.448,106.7,OLTP,Production,Memory pressure observed - 60.48% utilization exceeds threshold
metric-0001905,2025-11-03 17:59:12.390374,host-00159,app-0081,bench-052,41.52,64.15,801312327,168913560,5167,3365838,34267133,40416,success,2952.93,1.432,78.31,ML-Training,Soak-Test,CPU spike detected on host-00159 during Soak-Test phase
metric-0001906,2025-11-03 18:04:12.390374,host-00118,app-0120,bench-074,92.35,75.77,277646237,716137042,8391,2670188,75942218,48278,success,670.76,0.81,156.46,ML-Training,Migration-Validation,None
metric-0001907,2025-11-03 18:09:12.390374,host-00135,app-0056,bench-039,51.64,72.22,864167559,813534965,5391,26650592,3736645,26951,success,3131.45,0.995,112.87,Batch,Baseline,None
metric-0001908,2025-11-03 18:14:12.390374,host-00078,app-0106,bench-059,73.0,35.55,549895124,466450922,7144,57894069,69788375,69337,success,3340.14,1.454,126.2,OLAP,Load-Test,Memory pressure observed - 35.55% utilization exceeds threshold
metric-0001909,2025-11-03 18:19:12.390374,host-00058,app-0108,bench-044,94.87,70.21,95430824,600421715,1562,50360729,83178816,59033,success,2610.86,1.383,219.61,Streaming,Baseline,None
metric-0001910,2025-11-03 18:24:12.390374,host-00061,app-0124,bench-006,94.78,46.9,506762131,256752983,3818,29258768,39539860,52217,success,483.1,0.849,178.4,API,Stress-Test,None
metric-0001911,2025-11-03 18:29:12.390374,host-00195,app-0013,bench-032,83.63,48.29,392591143,769199359,7607,9945373,31598448,9964,success,3814.94,1.408,130.7,Batch,Migration-Validation,None
metric-0001912,2025-11-03 18:34:12.390374,host-00028,app-0026,bench-044,71.73,68.25,431785505,132348596,1600,62939785,58934247,23192,success,4600.18,1.225,171.64,Streaming,Soak-Test,CPU spike detected on host-00028 during Soak-Test phase
metric-0001913,2025-11-03 18:39:12.390374,host-00132,app-0073,bench-032,91.32,76.01,747267550,318247959,9140,85409222,31969947,54633,success,4421.17,1.074,161.06,Streaming,Production,None
metric-0001914,2025-11-03 18:44:12.390374,host-00172,app-0022,bench-070,63.92,31.56,515762315,320162510,3845,28511136,61739867,39676,success,2321.55,1.248,118.67,Batch,Migration-Validation,None
metric-0001915,2025-11-03 18:49:12.390374,host-00156,app-0076,bench-040,50.44,61.11,862645434,808653401,3558,91655861,16721304,23573,success,2963.69,0.939,126.59,OLTP,Soak-Test,CPU spike detected on host-00156 during Soak-Test phase
metric-0001916,2025-11-03 18:54:12.390374,host-00136,app-0085,bench-003,57.28,68.77,586098847,372439038,552,44938499,43629892,7073,success,1814.9,1.113,103.98,Streaming,Load-Test,None
metric-0001917,2025-11-03 18:59:12.390374,host-00171,app-0012,bench-063,66.1,60.17,952275683,506831764,6823,88664773,4649321,14410,success,3571.74,1.41,119.67,OLAP,Soak-Test,Network throughput degradation during peak load testing
metric-0001918,2025-11-03 19:04:12.390374,host-00111,app-0116,bench-012,77.58,52.01,221924879,178534458,3566,55976014,11244605,20661,success,4704.93,0.86,189.33,OLTP,Load-Test,None
metric-0001919,2025-11-03 19:09:12.390374,host-00123,app-0110,bench-004,94.21,40.56,931534654,464894123,3069,63563673,91847706,17802,success,1726.23,1.301,185.56,Streaming,Baseline,None
metric-0001920,2025-11-03 19:14:12.390374,host-00090,app-0139,bench-055,74.24,41.45,842448688,148844918,5210,32865350,52786148,44634,success,2693.9,0.803,146.45,OLAP,Baseline,None
metric-0001921,2025-11-03 19:19:12.390374,host-00179,app-0039,bench-072,60.41,64.71,446136750,97363297,3390,78364184,2765759,91063,success,3739.6,1.475,136.67,API,Baseline,None
metric-0001922,2025-11-03 19:24:12.390374,host-00161,app-0097,bench-051,66.13,76.76,898021746,246137649,4573,43244291,37404348,83340,success,78.58,1.136,176.93,Streaming,Stress-Test,None
metric-0001923,2025-11-03 19:29:12.390374,host-00052,app-0101,bench-059,74.63,67.67,116210910,586157825,7191,65318658,58854997,29899,success,899.0,1.071,138.33,ML-Training,Stress-Test,None
metric-0001924,2025-11-03 19:34:12.390374,host-00052,app-0117,bench-018,50.03,49.87,778904454,325827441,4668,86627433,51196573,23088,success,2353.92,1.071,87.33,ML-Training,Baseline,None
metric-0001925,2025-11-03 19:39:12.390374,host-00103,app-0146,bench-062,42.33,33.09,675250361,926544844,8925,77892544,78943323,47253,success,4374.71,0.967,86.03,OLAP,Baseline,None
metric-0001926,2025-11-03 19:44:12.390374,host-00163,app-0063,bench-019,71.13,44.14,820402246,334767548,8175,98410664,23389378,13528,success,2552.6,0.999,131.75,OLTP,Load-Test,None
metric-0001927,2025-11-03 19:49:12.390374,host-00121,app-0133,bench-038,70.86,36.12,601199722,727230550,3937,92110910,98153234,74657,success,1144.33,0.843,154.33,OLAP,Stress-Test,None
metric-0001928,2025-11-03 19:54:12.390374,host-00140,app-0047,bench-073,78.88,37.87,44926721,746855374,5383,40816780,90531185,34632,success,1392.94,0.647,151.84,OLTP,Load-Test,Network throughput degradation during peak load testing
metric-0001929,2025-11-03 19:59:12.390374,host-00086,app-0008,bench-060,64.86,62.55,515356789,387916848,2391,63818290,48969179,49159,success,4078.51,1.03,123.99,OLTP,Soak-Test,Memory pressure observed - 62.55% utilization exceeds threshold
metric-0001930,2025-11-03 20:04:12.390374,host-00178,app-0122,bench-015,48.23,64.38,266916060,447165345,983,31098270,10911039,31396,success,2393.06,1.434,106.66,OLAP,Soak-Test,None
metric-0001931,2025-11-03 20:09:12.390374,host-00120,app-0098,bench-055,44.93,80.54,69891964,244517213,2215,91641135,43952916,76956,success,3492.48,0.761,94.61,ML-Training,Soak-Test,None
metric-0001932,2025-11-03 20:14:12.390374,host-00038,app-0062,bench-041,40.9,80.02,904284136,980364102,6364,33534849,65973073,80093,success,2976.18,0.841,71.87,OLAP,Soak-Test,None
metric-0001933,2025-11-03 20:19:12.390374,host-00158,app-0090,bench-009,79.35,49.43,392264089,850922191,7663,30406269,69336322,47744,success,620.61,0.72,134.0,Batch,Soak-Test,CPU spike detected on host-00158 during Soak-Test phase
metric-0001934,2025-11-03 20:24:12.390374,host-00011,app-0011,bench-027,47.68,59.34,432505103,661913067,1811,22807359,73988592,59520,success,1639.57,0.788,124.75,OLAP,Production,None
metric-0001935,2025-11-03 20:29:12.390374,host-00040,app-0021,bench-027,55.42,77.62,378208034,377407568,2356,22010629,48242304,72170,success,1351.0,0.681,123.44,Batch,Migration-Validation,Network throughput degradation during peak load testing
metric-0001936,2025-11-03 20:34:12.390374,host-00132,app-0047,bench-046,72.81,53.01,822236190,484813908,8887,48248058,19095850,82217,success,3654.22,1.074,142.57,API,Stress-Test,None
metric-0001937,2025-11-03 20:39:12.390374,host-00162,app-0068,bench-056,88.61,68.93,505352591,916741141,9665,20612919,77338058,39956,success,1519.36,0.794,196.58,Streaming,Migration-Validation,None
metric-0001938,2025-11-03 20:44:12.390374,host-00037,app-0011,bench-074,59.37,69.36,822409302,26767388,3339,26611719,22252531,48467,success,215.26,0.786,105.53,Streaming,Soak-Test,None
metric-0001939,2025-11-03 20:49:12.390374,host-00125,app-0114,bench-010,74.09,54.5,743698367,987935744,2805,47530923,3579869,27255,success,1221.44,0.813,169.16,Streaming,Production,None
metric-0001940,2025-11-03 20:54:12.390374,host-00042,app-0150,bench-061,68.07,56.18,744446998,139319453,7078,76737646,48481159,124462,failure,22.07,0.644,148.67,OLAP,Production,None
metric-0001941,2025-11-03 20:59:12.390374,host-00095,app-0087,bench-068,90.86,65.39,793648380,920106374,7602,60323005,31296838,94214,success,4599.85,1.464,264.92,ML-Training,Load-Test,Memory pressure observed - 65.39% utilization exceeds threshold
metric-0001942,2025-11-03 21:04:12.390374,host-00041,app-0034,bench-077,92.67,40.06,83572260,530484205,3951,72006610,44689568,69162,success,2325.2,0.886,262.65,Streaming,Load-Test,CPU spike detected on host-00041 during Load-Test phase
metric-0001943,2025-11-03 21:09:12.390374,host-00150,app-0149,bench-004,39.78,77.62,816889941,487155117,4268,65025877,57811324,61266,success,3456.16,0.551,96.93,OLAP,Load-Test,Memory pressure observed - 77.62% utilization exceeds threshold
metric-0001944,2025-11-03 21:14:12.390374,host-00093,app-0004,bench-053,87.18,50.12,339112737,902755634,239,24653544,84537822,10870,success,2028.81,0.773,165.5,OLTP,Production,None
metric-0001945,2025-11-03 21:19:12.390374,host-00172,app-0014,bench-064,56.52,33.86,440330624,445730845,290,97871613,65807288,8404,success,2837.78,1.248,113.34,ML-Training,Baseline,None
metric-0001946,2025-11-03 21:24:12.390374,host-00039,app-0035,bench-040,41.74,43.24,145144216,289505259,5508,43919367,11957676,29804,success,2291.55,1.36,92.31,ML-Training,Production,Elevated transaction latency correlates with disk I/O contention
metric-0001947,2025-11-03 21:29:12.390374,host-00150,app-0127,bench-009,37.02,52.75,913547113,766797728,9132,70653174,37456151,97388,success,916.65,0.551,74.72,ML-Training,Production,None
metric-0001948,2025-11-03 21:34:12.390374,host-00195,app-0120,bench-012,87.64,31.43,54185849,106104962,5697,71644541,82484499,58536,success,4772.2,1.408,146.4,ML-Training,Migration-Validation,None
metric-0001949,2025-11-03 21:39:12.390374,host-00194,app-0116,bench-060,49.42,76.03,780961663,879244038,4885,38320503,2781569,21915,success,3286.54,1.25,78.44,Streaming,Migration-Validation,Memory pressure observed - 76.03% utilization exceeds threshold
metric-0001950,2025-11-03 21:44:12.390374,host-00193,app-0142,bench-046,61.38,59.95,180311429,83746197,9955,73189030,83967278,56792,success,2467.14,1.379,150.26,OLAP,Stress-Test,CPU spike detected on host-00193 during Stress-Test phase
metric-0001951,2025-11-03 21:49:12.390374,host-00080,app-0088,bench-078,56.03,68.4,233521398,739828836,8045,13460552,18234609,35217,success,2514.28,0.847,177.0,Streaming,Stress-Test,Network throughput degradation during peak load testing
metric-0001952,2025-11-03 21:54:12.390374,host-00106,app-0011,bench-043,43.57,34.84,719001610,924757080,5384,75462469,46689336,84625,success,2130.38,1.274,113.55,API,Production,Memory pressure observed - 34.84% utilization exceeds threshold
metric-0001953,2025-11-03 21:59:12.390374,host-00066,app-0043,bench-003,83.48,57.14,710964696,913989783,9373,91087226,39478002,94424,success,3795.07,0.563,170.28,OLTP,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001954,2025-11-03 22:04:12.390374,host-00077,app-0128,bench-041,79.0,63.96,680119203,618435280,3931,18384230,83608679,21917,success,260.68,0.998,110.67,ML-Training,Migration-Validation,None
metric-0001955,2025-11-03 22:09:12.390374,host-00042,app-0144,bench-025,72.19,74.82,728482290,172992103,3347,95110731,8558329,476226,failure,46.81,0.644,189.39,API,Production,None
metric-0001956,2025-11-03 22:14:12.390374,host-00080,app-0100,bench-078,41.82,69.35,921062299,402581646,9512,7936268,57464947,82022,success,616.24,0.847,115.93,Batch,Soak-Test,Network throughput degradation during peak load testing
metric-0001957,2025-11-03 22:19:12.390374,host-00168,app-0073,bench-056,57.3,71.17,255087637,283666019,9021,74694177,12052774,55745,success,2919.0,0.814,104.58,OLAP,Baseline,None
metric-0001958,2025-11-03 22:24:12.390374,host-00037,app-0087,bench-016,85.87,46.54,394785689,407492674,2954,63156072,58030000,64433,success,2035.86,0.786,181.28,ML-Training,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001959,2025-11-03 22:29:12.390374,host-00040,app-0062,bench-011,75.28,80.36,14412365,949095042,9470,90616334,92533640,88851,success,1638.68,0.681,129.65,OLTP,Production,None
metric-0001960,2025-11-03 22:34:12.390374,host-00011,app-0079,bench-078,93.02,68.92,662008853,148671876,4852,81134200,36924200,66095,success,594.48,0.788,260.98,Streaming,Production,None
metric-0001961,2025-11-03 22:39:12.390374,host-00111,app-0150,bench-058,57.21,41.07,334228364,926200481,1808,82501543,77270330,57316,success,3308.47,0.86,159.05,OLTP,Migration-Validation,None
metric-0001962,2025-11-03 22:44:12.390374,host-00123,app-0115,bench-023,54.96,60.06,466816152,862511057,8876,32703824,20336681,88141,success,279.12,1.301,117.63,ML-Training,Baseline,None
metric-0001963,2025-11-03 22:49:12.390374,host-00070,app-0113,bench-060,87.97,53.49,920190516,453783839,7343,30741472,72858467,55302,success,141.65,0.727,286.77,Streaming,Stress-Test,None
metric-0001964,2025-11-03 22:54:12.390374,host-00131,app-0069,bench-040,73.14,56.27,828955052,923716834,8184,57398989,78631916,58099,success,1818.13,1.448,155.19,OLTP,Load-Test,None
metric-0001965,2025-11-03 22:59:12.390374,host-00193,app-0065,bench-065,86.75,61.58,412464248,90174360,4871,33158760,89594495,74456,success,4593.92,1.379,258.35,Batch,Baseline,None
metric-0001966,2025-11-03 23:04:12.390374,host-00134,app-0131,bench-049,90.94,37.24,545193294,21538255,1980,48044830,16644726,82164,success,1964.99,0.802,249.08,OLAP,Stress-Test,Memory pressure observed - 37.24% utilization exceeds threshold
metric-0001967,2025-11-03 23:09:12.390374,host-00171,app-0043,bench-042,59.26,71.6,36623173,680398217,411,32067223,87497475,27526,success,3569.24,1.41,104.61,API,Migration-Validation,CPU spike detected on host-00171 during Migration-Validation phase
metric-0001968,2025-11-03 23:14:12.390374,host-00114,app-0031,bench-025,55.27,34.72,831046650,666533800,4990,71112021,97386041,45940,success,666.61,1.311,151.99,OLAP,Production,None
metric-0001969,2025-11-03 23:19:12.390374,host-00059,app-0135,bench-045,67.19,81.88,723647235,593742549,9231,18364729,80523098,29075,success,3899.51,1.0,88.66,API,Stress-Test,Network throughput degradation during peak load testing
metric-0001970,2025-11-03 23:24:12.390374,host-00195,app-0080,bench-019,42.75,78.52,231232156,965210127,6494,79966647,18682885,5985,success,1779.06,1.408,70.21,Batch,Baseline,Memory pressure observed - 78.52% utilization exceeds threshold
metric-0001971,2025-11-03 23:29:12.390374,host-00140,app-0139,bench-026,50.01,40.97,384349092,419754171,6080,91835357,21099836,60026,success,3385.87,0.647,114.25,Batch,Baseline,None
metric-0001972,2025-11-03 23:34:12.390374,host-00036,app-0076,bench-016,79.52,56.16,161614771,806575752,2898,80698804,63587050,48926,success,1391.85,1.168,161.39,Streaming,Baseline,None
metric-0001973,2025-11-03 23:39:12.390374,host-00183,app-0129,bench-059,64.83,73.96,956897343,374320648,2469,69878951,66231215,36529,success,1696.33,0.518,124.78,Streaming,Load-Test,None
metric-0001974,2025-11-03 23:44:12.390374,host-00005,app-0024,bench-068,68.46,64.67,846677857,33558585,1086,15262196,66529238,16824,success,4224.74,0.876,205.87,Batch,Production,Elevated transaction latency correlates with disk I/O contention
metric-0001975,2025-11-03 23:49:12.390374,host-00185,app-0027,bench-041,75.8,40.2,812192082,988983405,1342,87664235,34110580,79320,success,1471.85,1.354,143.3,Streaming,Baseline,CPU spike detected on host-00185 during Baseline phase
metric-0001976,2025-11-03 23:54:12.390374,host-00125,app-0145,bench-051,57.73,53.97,920819268,316529347,1976,28720386,50425582,50159,success,3259.61,0.813,97.14,OLTP,Production,None
metric-0001977,2025-11-03 23:59:12.390374,host-00075,app-0068,bench-008,85.71,45.37,266823188,673899130,4607,5670420,61206484,87588,success,2488.83,0.889,216.15,API,Stress-Test,CPU spike detected on host-00075 during Stress-Test phase
metric-0001978,2025-11-04 00:04:12.390374,host-00011,app-0087,bench-064,48.12,58.56,955728631,420630210,8662,81650682,67814416,89222,success,1466.88,0.788,121.71,Streaming,Production,Elevated transaction latency correlates with disk I/O contention
metric-0001979,2025-11-04 00:09:12.390374,host-00191,app-0080,bench-079,75.74,71.9,588566404,489957779,5435,6656230,27305519,48134,success,2345.04,0.726,154.16,Streaming,Baseline,None
metric-0001980,2025-11-04 00:14:12.390374,host-00133,app-0038,bench-012,43.07,54.83,75516530,924074598,1726,58901962,89410826,18763,success,4706.37,1.024,101.72,API,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0001981,2025-11-04 00:19:12.390374,host-00110,app-0079,bench-009,93.89,77.11,109815287,780311251,3632,33680811,11755978,39839,success,2125.95,1.326,146.22,Batch,Migration-Validation,CPU spike detected on host-00110 during Migration-Validation phase
metric-0001982,2025-11-04 00:24:12.390374,host-00077,app-0006,bench-023,82.12,36.68,480844085,389096896,9001,36439929,21409831,55005,success,616.54,0.998,122.36,ML-Training,Migration-Validation,CPU spike detected on host-00077 during Migration-Validation phase
metric-0001983,2025-11-04 00:29:12.390374,host-00189,app-0137,bench-024,86.48,57.74,179586728,10867643,4905,18627800,91548894,10114,success,1813.5,1.334,185.67,Batch,Load-Test,CPU spike detected on host-00189 during Load-Test phase
metric-0001984,2025-11-04 00:34:12.390374,host-00156,app-0059,bench-045,46.17,39.24,666078290,588373172,810,70740035,9244477,92438,success,4918.57,0.939,98.56,OLAP,Load-Test,None
metric-0001985,2025-11-04 00:39:12.390374,host-00163,app-0083,bench-048,73.2,60.66,371663843,271481779,9609,96595193,95477865,62816,success,4378.5,0.999,154.62,Streaming,Production,None
metric-0001986,2025-11-04 00:44:12.390374,host-00083,app-0025,bench-065,94.87,80.46,827122833,87824916,7136,73410859,38601508,71078,success,3197.89,1.03,172.1,ML-Training,Migration-Validation,None
metric-0001987,2025-11-04 00:49:12.390374,host-00173,app-0037,bench-073,61.58,32.24,455362043,766279599,8511,15084414,30849071,94225,success,600.84,0.722,154.7,Streaming,Soak-Test,None
metric-0001988,2025-11-04 00:54:12.390374,host-00113,app-0007,bench-015,62.95,72.27,725090125,106358029,4172,73811079,37047604,92645,success,1734.82,1.458,126.05,OLAP,Production,None
metric-0001989,2025-11-04 00:59:12.390374,host-00107,app-0079,bench-030,40.5,49.15,174391353,247461377,4450,63148129,31867265,62154,success,3606.69,0.883,58.31,API,Baseline,Elevated transaction latency correlates with disk I/O contention
