kafka_metric_id,@timestamp,host_id,topic_name,consumer_group,consumer_lag,message_throughput_per_sec,topic_size_bytes,partition_count,broker_cpu_pct,broker_network_in_mb,broker_network_out_mb
kafka-0000749,2025-11-02 08:09:12.390374,host-00170,market-data,analytics,13329,23289.46,688944799622,16,69.5,407.24,197.37
kafka-0000750,2025-11-02 08:19:12.390374,host-00061,audit-logs,risk-engine,98123,26863.0,91155751820,8,27.57,448.08,793.23
kafka-0000751,2025-11-02 08:29:12.390374,host-00087,customer-events,analytics,73651,26566.59,395904174203,16,57.09,759.85,69.13
kafka-0000752,2025-11-02 08:39:12.390374,host-00115,market-data,audit-processor,32280,3236.19,798244900636,16,27.93,88.19,765.34
kafka-0000753,2025-11-02 08:49:12.390374,host-00148,market-data,reporting,79639,33882.97,155185842121,16,50.18,15.48,725.7
kafka-0000754,2025-11-02 08:59:12.390374,host-00116,market-data,risk-engine,74962,46907.43,219511322744,8,69.12,277.83,306.63
kafka-0000755,2025-11-02 09:09:12.390374,host-00063,trades,risk-engine,46954,43986.23,247793509535,64,67.22,873.05,471.87
kafka-0000756,2025-11-02 09:19:12.390374,host-00096,trades,risk-engine,1502,43738.26,782798084413,8,67.67,518.45,159.7
kafka-0000757,2025-11-02 09:29:12.390374,host-00172,customer-events,audit-processor,24343,22041.57,878338590891,64,28.53,262.89,280.51
kafka-0000758,2025-11-02 09:39:12.390374,host-00130,risk-events,risk-engine,47921,21572.07,784950771318,16,76.4,761.33,584.63
kafka-0000759,2025-11-02 09:49:12.390374,host-00183,customer-events,reporting,75109,33144.72,593986593857,64,38.01,829.47,514.23
kafka-0000760,2025-11-02 09:59:12.390374,host-00167,trades,risk-engine,43015,11689.05,35873827053,32,45.62,295.8,13.2
kafka-0000761,2025-11-02 10:09:12.390374,host-00059,payments,risk-engine,79254,11305.54,665378049064,32,24.83,428.66,172.15
kafka-0000762,2025-11-02 10:19:12.390374,host-00107,market-data,analytics,91827,42833.57,784423588355,8,24.25,943.47,154.27
kafka-0000763,2025-11-02 10:29:12.390374,host-00167,customer-events,reporting,6643,10307.12,198662001994,64,23.2,147.96,412.06
kafka-0000764,2025-11-02 10:39:12.390374,host-00163,trades,trading-app,48541,19220.73,997061767997,8,65.18,437.85,883.51
kafka-0000765,2025-11-02 10:49:12.390374,host-00047,trades,audit-processor,27962,45372.51,426930467295,8,75.16,251.1,497.39
kafka-0000766,2025-11-02 10:59:12.390374,host-00122,trades,audit-processor,95963,47171.07,541126976744,32,27.07,597.62,174.86
kafka-0000767,2025-11-02 11:09:12.390374,host-00190,trades,audit-processor,36866,17082.96,434824863256,8,50.25,842.37,794.32
kafka-0000768,2025-11-02 11:19:12.390374,host-00163,customer-events,reporting,42088,35116.92,556962596257,32,49.06,323.01,832.56
kafka-0000769,2025-11-02 11:29:12.390374,host-00101,market-data,risk-engine,81099,41461.74,62120431022,16,63.09,187.39,562.4
kafka-0000770,2025-11-02 11:39:12.390374,host-00078,audit-logs,audit-processor,47442,40964.59,779170561790,16,33.04,377.13,182.5
kafka-0000771,2025-11-02 11:49:12.390374,host-00068,risk-events,risk-engine,97391,21620.81,709771086786,64,31.2,331.48,83.39
kafka-0000772,2025-11-02 11:59:12.390374,host-00129,market-data,reporting,71761,34969.94,635567775203,8,65.85,109.35,323.76
kafka-0000773,2025-11-02 12:09:12.390374,host-00082,customer-events,analytics,45891,47207.45,45394023677,8,52.19,983.43,348.79
kafka-0000774,2025-11-02 12:19:12.390374,host-00084,risk-events,reporting,26523,42205.95,620547044238,8,20.01,388.5,970.75
kafka-0000775,2025-11-02 12:29:12.390374,host-00047,market-data,reporting,32394,44340.77,972948929357,8,30.7,608.83,630.13
kafka-0000776,2025-11-02 12:39:12.390374,host-00147,audit-logs,reporting,18297,18889.08,370436556521,8,28.13,497.17,386.27
kafka-0000777,2025-11-02 12:49:12.390374,host-00126,trades,analytics,8929,35871.55,65561800692,64,44.77,701.51,798.34
kafka-0000778,2025-11-02 12:59:12.390374,host-00066,risk-events,trading-app,58476,3765.36,109554049050,32,23.95,660.72,778.76
kafka-0000779,2025-11-02 13:09:12.390374,host-00095,audit-logs,risk-engine,70099,24437.07,145272659648,8,79.57,940.85,620.99
kafka-0000780,2025-11-02 13:19:12.390374,host-00023,risk-events,audit-processor,26214,17449.55,245222999626,64,76.22,197.71,240.17
kafka-0000781,2025-11-02 13:29:12.390374,host-00137,payments,analytics,45087,10398.72,799374527786,32,67.9,207.95,482.64
kafka-0000782,2025-11-02 13:39:12.390374,host-00065,customer-events,audit-processor,98913,32603.21,484444818535,8,38.09,116.19,926.4
kafka-0000783,2025-11-02 13:49:12.390374,host-00055,customer-events,audit-processor,41625,41703.84,13500363533,32,33.16,297.93,105.23
kafka-0000784,2025-11-02 13:59:12.390374,host-00029,market-data,analytics,79412,35161.06,724815494734,16,27.7,486.6,155.95
kafka-0000785,2025-11-02 14:09:12.390374,host-00102,audit-logs,reporting,95240,45819.06,920117451728,64,57.44,745.92,227.66
kafka-0000786,2025-11-02 14:19:12.390374,host-00176,risk-events,risk-engine,614,15605.18,890540777507,16,40.84,608.77,978.38
kafka-0000787,2025-11-02 14:29:12.390374,host-00006,trades,trading-app,68740,48731.49,4603922062,64,62.93,377.44,514.48
kafka-0000788,2025-11-02 14:39:12.390374,host-00134,trades,trading-app,66161,3048.42,345660689476,32,54.78,436.98,309.87
kafka-0000789,2025-11-02 14:49:12.390374,host-00091,market-data,reporting,35013,34275.7,129327771000,64,52.1,684.83,501.06
kafka-0000790,2025-11-02 14:59:12.390374,host-00028,audit-logs,analytics,18199,38964.39,316400755614,32,73.39,942.87,869.61
kafka-0000791,2025-11-02 15:09:12.390374,host-00108,trades,audit-processor,29781,2216.72,240433471277,8,75.41,796.22,702.41
kafka-0000792,2025-11-02 15:19:12.390374,host-00176,risk-events,trading-app,17291,42147.73,331056769338,32,40.36,892.11,983.64
kafka-0000793,2025-11-02 15:29:12.390374,host-00103,risk-events,reporting,25468,27283.87,39000045702,8,39.95,913.29,986.19
kafka-0000794,2025-11-02 15:39:12.390374,host-00145,trades,audit-processor,40217,37075.46,736240084474,64,72.49,548.23,680.19
kafka-0000795,2025-11-02 15:49:12.390374,host-00118,customer-events,trading-app,20453,9859.87,739885853333,8,58.99,203.5,123.08
kafka-0000796,2025-11-02 15:59:12.390374,host-00094,payments,trading-app,7991,24539.66,748632006196,8,65.88,179.99,100.82
kafka-0000797,2025-11-02 16:09:12.390374,host-00018,payments,reporting,81374,29942.25,901158562341,32,47.75,83.14,85.35
kafka-0000798,2025-11-02 16:19:12.390374,host-00130,payments,trading-app,68101,30879.62,183248704924,64,22.28,968.46,351.28
kafka-0000799,2025-11-02 16:29:12.390374,host-00101,payments,analytics,19997,17095.03,965766431493,8,41.31,62.86,413.8
kafka-0000800,2025-11-02 16:39:12.390374,host-00050,market-data,trading-app,29094,9387.91,681120838354,32,29.31,340.08,452.75
kafka-0000801,2025-11-02 16:49:12.390374,host-00138,payments,analytics,56163,31988.6,796751872030,32,77.11,320.71,386.82
kafka-0000802,2025-11-02 16:59:12.390374,host-00004,payments,reporting,83380,25467.54,333311448817,32,58.47,642.24,812.72
kafka-0000803,2025-11-02 17:09:12.390374,host-00139,market-data,reporting,32724,2408.48,401499645639,8,58.0,54.29,319.62
kafka-0000804,2025-11-02 17:19:12.390374,host-00062,audit-logs,reporting,82193,19089.87,631919576099,32,68.32,929.41,820.46
kafka-0000805,2025-11-02 17:29:12.390374,host-00039,audit-logs,trading-app,36214,26616.84,103023146489,64,56.41,790.77,126.67
kafka-0000806,2025-11-02 17:39:12.390374,host-00166,market-data,analytics,48743,32573.5,980777790467,16,24.57,426.58,434.15
kafka-0000807,2025-11-02 17:49:12.390374,host-00143,customer-events,reporting,75485,43116.52,740806406065,8,73.53,40.94,927.51
kafka-0000808,2025-11-02 17:59:12.390374,host-00050,customer-events,reporting,30547,47575.71,267005178807,32,38.13,59.46,910.84
kafka-0000809,2025-11-02 18:09:12.390374,host-00190,trades,trading-app,77900,35674.4,926176144742,16,44.75,573.57,673.14
kafka-0000810,2025-11-02 18:19:12.390374,host-00004,audit-logs,analytics,22039,37017.41,220073168995,32,54.8,641.26,785.13
kafka-0000811,2025-11-02 18:29:12.390374,host-00132,payments,analytics,93098,19255.15,123692324818,32,60.62,363.9,516.71
kafka-0000812,2025-11-02 18:39:12.390374,host-00136,customer-events,reporting,1838,3849.81,497712040713,32,37.07,300.25,579.09
kafka-0000813,2025-11-02 18:49:12.390374,host-00123,customer-events,reporting,2607,26495.92,320609793752,8,36.44,268.28,212.01
kafka-0000814,2025-11-02 18:59:12.390374,host-00020,customer-events,trading-app,93923,3784.27,337421253371,32,28.81,567.87,872.76
kafka-0000815,2025-11-02 19:09:12.390374,host-00157,market-data,trading-app,25687,6203.16,976193097350,64,54.29,224.44,403.33
kafka-0000816,2025-11-02 19:19:12.390374,host-00011,payments,trading-app,53120,13194.52,295879295774,8,69.87,554.5,310.72
kafka-0000817,2025-11-02 19:29:12.390374,host-00124,market-data,analytics,31624,46335.06,538862886901,64,68.79,476.11,216.61
kafka-0000818,2025-11-02 19:39:12.390374,host-00184,market-data,trading-app,86653,46157.96,56891823745,64,30.7,244.85,200.1
kafka-0000819,2025-11-02 19:49:12.390374,host-00030,customer-events,reporting,71757,19553.81,697640559565,8,40.42,306.9,127.86
kafka-0000820,2025-11-02 19:59:12.390374,host-00168,trades,audit-processor,75929,29872.31,950485768609,32,71.92,406.33,830.94
kafka-0000821,2025-11-02 20:09:12.390374,host-00122,risk-events,trading-app,39578,33848.03,76880944173,8,57.67,159.54,791.77
kafka-0000822,2025-11-02 20:19:12.390374,host-00081,audit-logs,reporting,37129,9169.57,724826569209,8,58.84,508.4,768.88
kafka-0000823,2025-11-02 20:29:12.390374,host-00111,market-data,reporting,99394,37254.74,804379533867,64,66.74,43.21,185.24
kafka-0000824,2025-11-02 20:39:12.390374,host-00057,trades,analytics,96353,11870.04,39195524069,64,30.4,221.8,404.67
kafka-0000825,2025-11-02 20:49:12.390374,host-00053,payments,trading-app,80294,11325.49,890393925127,16,73.03,850.09,138.81
kafka-0000826,2025-11-02 20:59:12.390374,host-00138,market-data,risk-engine,81934,3032.86,677492151335,32,32.98,40.11,57.15
kafka-0000827,2025-11-02 21:09:12.390374,host-00116,trades,analytics,83134,27857.38,849442786140,32,28.37,365.83,382.12
kafka-0000828,2025-11-02 21:19:12.390374,host-00155,market-data,analytics,50728,14495.71,402044917628,16,22.36,134.09,247.54
kafka-0000829,2025-11-02 21:29:12.390374,host-00019,market-data,analytics,27108,14419.06,987161401399,16,20.92,61.71,440.58
kafka-0000830,2025-11-02 21:39:12.390374,host-00071,customer-events,analytics,41162,48364.03,450748578028,64,63.73,352.77,228.12
kafka-0000831,2025-11-02 21:49:12.390374,host-00102,trades,risk-engine,46196,26570.94,582598971389,8,73.82,70.24,777.45
kafka-0000832,2025-11-02 21:59:12.390374,host-00056,trades,trading-app,77672,49196.8,55598734696,32,77.9,746.59,340.96
kafka-0000833,2025-11-02 22:09:12.390374,host-00105,audit-logs,risk-engine,94189,48352.71,587639657517,64,35.7,110.5,677.17
kafka-0000834,2025-11-02 22:19:12.390374,host-00075,risk-events,audit-processor,83796,20526.4,507765518288,64,64.94,955.92,778.22
kafka-0000835,2025-11-02 22:29:12.390374,host-00016,audit-logs,reporting,11548,49799.84,999585749176,64,68.76,995.79,121.81
kafka-0000836,2025-11-02 22:39:12.390374,host-00061,payments,risk-engine,77039,7094.0,240068771191,16,64.05,20.11,353.81
kafka-0000837,2025-11-02 22:49:12.390374,host-00097,payments,audit-processor,68902,29956.16,89625564513,8,44.95,881.88,406.58
kafka-0000838,2025-11-02 22:59:12.390374,host-00034,payments,analytics,71017,10172.78,66889420522,64,32.12,234.02,26.8
kafka-0000839,2025-11-02 23:09:12.390374,host-00105,audit-logs,audit-processor,99249,5603.21,908517235063,16,24.41,203.3,820.08
kafka-0000840,2025-11-02 23:19:12.390374,host-00118,risk-events,analytics,86514,14734.38,729872927602,64,31.25,928.68,906.24
kafka-0000841,2025-11-02 23:29:12.390374,host-00010,market-data,reporting,31919,12277.61,608342338967,8,39.28,934.13,33.8
kafka-0000842,2025-11-02 23:39:12.390374,host-00075,risk-events,reporting,91406,8365.88,998770756481,32,23.83,338.47,715.87
kafka-0000843,2025-11-02 23:49:12.390374,host-00003,payments,trading-app,15892,9808.73,326527027492,16,58.75,736.27,766.44
kafka-0000844,2025-11-02 23:59:12.390374,host-00066,payments,audit-processor,28815,18174.47,833183462911,16,34.3,33.62,530.34
kafka-0000845,2025-11-03 00:09:12.390374,host-00020,risk-events,trading-app,54184,43458.97,941451342524,8,46.28,331.22,693.19
kafka-0000846,2025-11-03 00:19:12.390374,host-00177,customer-events,reporting,92098,39464.41,367874522939,32,61.7,464.06,809.4
kafka-0000847,2025-11-03 00:29:12.390374,host-00042,audit-logs,reporting,51246,14447.63,198041982589,32,79.83,719.82,338.93
kafka-0000848,2025-11-03 00:39:12.390374,host-00121,audit-logs,audit-processor,35622,4605.82,604450441577,32,48.12,476.81,143.84
kafka-0000849,2025-11-03 00:49:12.390374,host-00196,trades,risk-engine,54910,18681.14,430621089149,64,30.16,985.5,572.38
kafka-0000850,2025-11-03 00:59:12.390374,host-00189,payments,risk-engine,71804,26375.4,539519069291,64,73.53,371.66,457.85
kafka-0000851,2025-11-03 01:09:12.390374,host-00018,payments,analytics,32181,19361.71,891944344744,8,26.55,489.06,621.88
kafka-0000852,2025-11-03 01:19:12.390374,host-00106,audit-logs,audit-processor,28414,47290.75,711407961853,64,39.78,790.02,231.02
kafka-0000853,2025-11-03 01:29:12.390374,host-00155,customer-events,reporting,34837,2054.14,59606871133,8,39.44,234.78,742.46
kafka-0000854,2025-11-03 01:39:12.390374,host-00126,trades,risk-engine,90320,43002.93,387996299255,8,79.25,22.04,43.42
kafka-0000855,2025-11-03 01:49:12.390374,host-00030,customer-events,analytics,36931,47903.9,559028518574,32,60.03,653.25,993.81
kafka-0000856,2025-11-03 01:59:12.390374,host-00104,risk-events,risk-engine,72374,32161.06,242969373988,16,27.58,686.23,753.2
kafka-0000857,2025-11-03 02:09:12.390374,host-00003,customer-events,audit-processor,3953,15005.47,127841085217,64,52.87,106.6,618.23
kafka-0000858,2025-11-03 02:19:12.390374,host-00016,payments,analytics,64463,10912.24,49513652661,64,52.83,721.1,98.78
kafka-0000859,2025-11-03 02:29:12.390374,host-00092,audit-logs,audit-processor,18956,10773.71,767255477084,16,73.17,232.98,214.04
kafka-0000860,2025-11-03 02:39:12.390374,host-00088,risk-events,audit-processor,62658,5381.79,357115935216,8,55.2,249.39,328.83
kafka-0000861,2025-11-03 02:49:12.390374,host-00080,trades,audit-processor,69022,31961.2,422458885546,8,34.56,890.67,208.45
kafka-0000862,2025-11-03 02:59:12.390374,host-00182,payments,trading-app,8719,32368.39,579096083884,16,45.46,429.91,374.99
kafka-0000863,2025-11-03 03:09:12.390374,host-00165,market-data,reporting,32518,1729.54,751991940262,32,24.74,411.63,20.73
kafka-0000864,2025-11-03 03:19:12.390374,host-00164,market-data,risk-engine,18980,9075.25,754968885012,8,56.42,440.44,502.38
kafka-0000865,2025-11-03 03:29:12.390374,host-00146,payments,trading-app,63335,24127.16,87074643472,64,70.17,118.47,922.78
kafka-0000866,2025-11-03 03:39:12.390374,host-00178,trades,analytics,51638,17782.44,784863706602,16,33.97,438.79,547.33
kafka-0000867,2025-11-03 03:49:12.390374,host-00166,trades,trading-app,6067,41973.62,991219112037,32,40.1,644.11,140.75
kafka-0000868,2025-11-03 03:59:12.390374,host-00160,trades,analytics,13130,615.25,116826466378,64,55.73,928.84,181.46
kafka-0000869,2025-11-03 04:09:12.390374,host-00104,payments,analytics,43549,14549.31,137219725782,8,70.41,808.8,599.57
kafka-0000870,2025-11-03 04:19:12.390374,host-00034,customer-events,risk-engine,41492,5406.93,88653334308,16,65.96,633.74,609.29
kafka-0000871,2025-11-03 04:29:12.390374,host-00004,payments,trading-app,2559,17035.2,440454202745,8,32.09,142.8,713.54
kafka-0000872,2025-11-03 04:39:12.390374,host-00176,customer-events,analytics,55821,20658.84,266349554233,8,62.07,91.93,174.45
kafka-0000873,2025-11-03 04:49:12.390374,host-00136,market-data,reporting,1676,46502.38,659424571150,8,74.02,836.37,765.68
kafka-0000874,2025-11-03 04:59:12.390374,host-00066,customer-events,risk-engine,77510,11090.35,757229435523,32,28.53,765.09,552.57
kafka-0000875,2025-11-03 05:09:12.390374,host-00102,market-data,audit-processor,27794,10024.3,305340514381,16,79.96,403.41,893.63
kafka-0000876,2025-11-03 05:19:12.390374,host-00111,audit-logs,risk-engine,56405,37329.33,182138163645,32,48.79,387.89,119.8
kafka-0000877,2025-11-03 05:29:12.390374,host-00024,market-data,risk-engine,99671,15104.15,756515083772,8,60.41,637.79,66.17
kafka-0000878,2025-11-03 05:39:12.390374,host-00107,risk-events,risk-engine,86796,45557.17,552559801871,8,52.01,470.49,239.29
kafka-0000879,2025-11-03 05:49:12.390374,host-00088,risk-events,risk-engine,77532,3572.34,64598059161,16,70.06,274.67,332.51
kafka-0000880,2025-11-03 05:59:12.390374,host-00154,payments,trading-app,40539,9371.88,460472904434,32,41.25,640.75,136.55
kafka-0000881,2025-11-03 06:09:12.390374,host-00045,trades,risk-engine,48992,38290.36,746160806528,32,78.59,787.73,478.42
kafka-0000882,2025-11-03 06:19:12.390374,host-00024,market-data,analytics,65548,10719.19,143388482119,8,30.44,90.28,862.94
kafka-0000883,2025-11-03 06:29:12.390374,host-00137,trades,audit-processor,32481,42228.32,465741617112,64,61.51,309.59,181.31
kafka-0000884,2025-11-03 06:39:12.390374,host-00192,payments,trading-app,91412,25110.85,911549896792,64,65.65,37.52,416.8
kafka-0000885,2025-11-03 06:49:12.390374,host-00091,market-data,risk-engine,602,12018.33,289289266413,32,53.15,593.22,181.5
kafka-0000886,2025-11-03 06:59:12.390374,host-00032,audit-logs,reporting,76778,6974.87,61480459684,8,74.9,820.14,583.19
kafka-0000887,2025-11-03 07:09:12.390374,host-00100,customer-events,trading-app,77290,30614.06,302624476627,32,63.95,266.05,187.66
kafka-0000888,2025-11-03 07:19:12.390374,host-00193,customer-events,audit-processor,21169,1981.28,613132729873,8,44.49,174.61,881.35
kafka-0000889,2025-11-03 07:29:12.390374,host-00154,market-data,audit-processor,57040,15065.85,599578513525,8,58.76,13.62,968.23
kafka-0000890,2025-11-03 07:39:12.390374,host-00166,audit-logs,analytics,52514,47021.71,493012583823,32,66.23,527.59,97.1
kafka-0000891,2025-11-03 07:49:12.390374,host-00062,risk-events,analytics,42917,11755.88,851435486736,8,31.06,822.03,34.99
kafka-0000892,2025-11-03 07:59:12.390374,host-00142,customer-events,trading-app,55958,21346.05,474280220238,64,60.32,648.3,30.82
kafka-0000893,2025-11-03 08:09:12.390374,host-00071,audit-logs,analytics,56149,19347.48,819537343107,32,79.81,50.47,558.27
kafka-0000894,2025-11-03 08:19:12.390374,host-00098,risk-events,analytics,45033,24724.99,676125262645,8,36.89,490.51,417.39
kafka-0000895,2025-11-03 08:29:12.390374,host-00128,customer-events,reporting,2532,5188.22,317650728538,32,39.83,419.02,394.11
kafka-0000896,2025-11-03 08:39:12.390374,host-00051,customer-events,trading-app,42327,20408.64,804309081517,32,52.41,690.0,411.58
kafka-0000897,2025-11-03 08:49:12.390374,host-00025,audit-logs,analytics,49463,16922.96,498826990208,64,58.55,649.59,605.69
kafka-0000898,2025-11-03 08:59:12.390374,host-00050,risk-events,risk-engine,96367,23527.35,138372928219,32,35.37,665.6,997.58
kafka-0000899,2025-11-03 09:09:12.390374,host-00187,audit-logs,audit-processor,58696,34333.58,466568502789,64,36.21,417.33,58.97
kafka-0000900,2025-11-03 09:19:12.390374,host-00166,payments,trading-app,23654,41036.23,530939393635,16,72.45,941.91,763.01
kafka-0000901,2025-11-03 09:29:12.390374,host-00102,payments,analytics,5126,22569.95,260303671843,8,26.82,871.91,298.55
kafka-0000902,2025-11-03 09:39:12.390374,host-00058,payments,risk-engine,54296,22416.15,230699855055,16,54.17,54.51,179.26
kafka-0000903,2025-11-03 09:49:12.390374,host-00136,risk-events,risk-engine,7926,21198.85,872885370521,64,50.82,857.87,746.4
kafka-0000904,2025-11-03 09:59:12.390374,host-00041,audit-logs,risk-engine,91152,8222.23,346251050550,8,50.09,580.58,214.91
kafka-0000905,2025-11-03 10:09:12.390374,host-00099,trades,audit-processor,92083,46765.23,184198603867,64,67.78,710.61,60.5
kafka-0000906,2025-11-03 10:19:12.390374,host-00079,market-data,analytics,15460,14773.74,13972594424,8,35.32,166.22,203.78
kafka-0000907,2025-11-03 10:29:12.390374,host-00125,market-data,risk-engine,79949,32527.02,234752264296,8,40.94,31.52,91.6
kafka-0000908,2025-11-03 10:39:12.390374,host-00035,trades,trading-app,97318,11746.72,611726467110,64,32.32,292.05,159.99
kafka-0000909,2025-11-03 10:49:12.390374,host-00200,audit-logs,trading-app,83849,46469.44,234494541727,32,21.73,330.6,774.42
kafka-0000910,2025-11-03 10:59:12.390374,host-00082,audit-logs,trading-app,55582,1250.67,263691098746,16,38.01,14.02,893.11
kafka-0000911,2025-11-03 11:09:12.390374,host-00070,audit-logs,trading-app,2269,1516.66,39192402914,8,61.27,819.74,118.8
kafka-0000912,2025-11-03 11:19:12.390374,host-00013,audit-logs,trading-app,1559,23533.65,31870468533,8,40.13,394.8,801.42
kafka-0000913,2025-11-03 11:29:12.390374,host-00051,market-data,reporting,89896,19506.98,659444496483,32,50.65,265.68,779.45
kafka-0000914,2025-11-03 11:39:12.390374,host-00108,trades,risk-engine,46090,7301.92,792583059285,16,45.41,360.3,862.15
kafka-0000915,2025-11-03 11:49:12.390374,host-00039,risk-events,audit-processor,6957,32489.87,670376554949,64,38.13,195.6,361.14
kafka-0000916,2025-11-03 11:59:12.390374,host-00194,risk-events,audit-processor,42965,18760.24,437353801784,16,67.26,965.94,91.21
kafka-0000917,2025-11-03 12:09:12.390374,host-00059,risk-events,analytics,98167,46425.0,407945489801,32,37.78,825.81,251.55
kafka-0000918,2025-11-03 12:19:12.390374,host-00076,market-data,analytics,9281,13607.3,432189230699,16,72.9,691.65,76.42
kafka-0000919,2025-11-03 12:29:12.390374,host-00189,payments,audit-processor,59084,9372.91,196418526352,8,40.77,888.56,639.16
kafka-0000920,2025-11-03 12:39:12.390374,host-00167,trades,risk-engine,92434,33640.63,173520575137,16,60.7,450.59,961.27
kafka-0000921,2025-11-03 12:49:12.390374,host-00008,market-data,reporting,32519,31569.56,933690560714,16,73.15,146.57,345.22
kafka-0000922,2025-11-03 12:59:12.390374,host-00063,customer-events,reporting,61512,31514.93,679680663131,16,25.69,284.75,13.89
kafka-0000923,2025-11-03 13:09:12.390374,host-00081,customer-events,risk-engine,96959,32312.84,348968609764,32,73.29,55.97,186.14
kafka-0000924,2025-11-03 13:19:12.390374,host-00111,market-data,reporting,80601,6296.23,109050471739,8,50.29,853.85,45.47
kafka-0000925,2025-11-03 13:29:12.390374,host-00130,risk-events,analytics,46292,22601.11,910578528564,8,73.78,199.55,700.52
kafka-0000926,2025-11-03 13:39:12.390374,host-00040,audit-logs,trading-app,4815,44180.32,521562139065,64,68.08,946.01,770.39
kafka-0000927,2025-11-03 13:49:12.390374,host-00157,trades,reporting,29188,17065.05,866216801302,64,61.4,556.09,202.74
kafka-0000928,2025-11-03 13:59:12.390374,host-00178,trades,audit-processor,89788,29894.52,694661307667,64,21.86,493.1,765.96
kafka-0000929,2025-11-03 14:09:12.390374,host-00009,trades,analytics,2590,16437.36,29687672451,8,60.22,47.34,101.88
kafka-0000930,2025-11-03 14:19:12.390374,host-00180,audit-logs,reporting,14072,9438.08,692076213139,32,50.45,499.73,876.16
kafka-0000931,2025-11-03 14:29:12.390374,host-00019,risk-events,risk-engine,22797,30093.71,268308267212,64,63.76,365.67,982.01
kafka-0000932,2025-11-03 14:39:12.390374,host-00180,audit-logs,risk-engine,5427,9373.52,964969228078,16,77.38,419.93,482.1
kafka-0000933,2025-11-03 14:49:12.390374,host-00034,payments,audit-processor,13332,8460.89,677968091561,16,72.27,852.35,594.28
kafka-0000934,2025-11-03 14:59:12.390374,host-00136,risk-events,audit-processor,68960,45691.63,940723438372,8,32.34,213.75,415.67
kafka-0000935,2025-11-03 15:09:12.390374,host-00006,customer-events,trading-app,64507,7806.88,203110449004,64,26.09,567.19,26.3
kafka-0000936,2025-11-03 15:19:12.390374,host-00068,customer-events,risk-engine,12249,21200.29,407103781578,64,45.92,970.94,491.29
kafka-0000937,2025-11-03 15:29:12.390374,host-00049,payments,trading-app,48409,17718.97,13644382907,32,30.31,767.48,452.47
kafka-0000938,2025-11-03 15:39:12.390374,host-00198,payments,audit-processor,17668,7239.57,577337962666,16,63.76,154.03,961.11
kafka-0000939,2025-11-03 15:49:12.390374,host-00110,risk-events,reporting,70495,25955.86,923122747704,8,57.05,202.6,731.34
kafka-0000940,2025-11-03 15:59:12.390374,host-00100,audit-logs,audit-processor,3244,21783.78,73861425176,32,66.16,788.23,278.28
kafka-0000941,2025-11-03 16:09:12.390374,host-00035,trades,audit-processor,6381,32012.01,132061322785,16,78.86,405.45,693.58
kafka-0000942,2025-11-03 16:19:12.390374,host-00145,payments,risk-engine,24853,19989.32,263274584475,8,20.14,565.36,972.35
kafka-0000943,2025-11-03 16:29:12.390374,host-00045,customer-events,audit-processor,56200,33913.67,754836458760,64,36.35,28.25,795.56
kafka-0000944,2025-11-03 16:39:12.390374,host-00093,audit-logs,risk-engine,62335,30541.73,93884651125,64,76.95,776.75,70.56
kafka-0000945,2025-11-03 16:49:12.390374,host-00165,trades,trading-app,52905,35175.42,879739471214,64,69.97,383.77,689.31
kafka-0000946,2025-11-03 16:59:12.390374,host-00198,payments,audit-processor,67470,8826.65,592377913798,8,78.85,813.27,497.9
kafka-0000947,2025-11-03 17:09:12.390374,host-00192,market-data,analytics,53972,3682.59,469137362974,32,43.27,309.4,740.35
kafka-0000948,2025-11-03 17:19:12.390374,host-00029,payments,reporting,34938,21699.77,282847375775,16,45.41,561.55,460.06
kafka-0000949,2025-11-03 17:29:12.390374,host-00102,risk-events,audit-processor,66711,6328.23,31686485503,8,47.4,690.9,473.21
kafka-0000950,2025-11-03 17:39:12.390374,host-00103,trades,audit-processor,93826,19604.75,398712061687,8,53.6,126.94,826.12
kafka-0000951,2025-11-03 17:49:12.390374,host-00148,audit-logs,audit-processor,64970,34132.25,302123065035,16,70.9,512.41,572.9
kafka-0000952,2025-11-03 17:59:12.390374,host-00015,risk-events,analytics,73765,34430.33,226220234020,8,69.89,744.72,148.72
kafka-0000953,2025-11-03 18:09:12.390374,host-00121,trades,trading-app,77805,2234.0,617811394821,32,61.78,111.06,673.32
kafka-0000954,2025-11-03 18:19:12.390374,host-00052,audit-logs,reporting,92610,25197.61,480726334456,16,65.55,156.18,943.45
kafka-0000955,2025-11-03 18:29:12.390374,host-00072,payments,analytics,55631,31866.68,975583845460,32,31.31,616.1,991.73
kafka-0000956,2025-11-03 18:39:12.390374,host-00085,customer-events,risk-engine,78154,32160.65,681926074538,8,66.12,103.22,286.49
kafka-0000957,2025-11-03 18:49:12.390374,host-00115,audit-logs,trading-app,62172,34578.25,424551413127,32,29.14,676.57,173.16
kafka-0000958,2025-11-03 18:59:12.390374,host-00051,customer-events,reporting,67163,40895.76,739217882013,16,57.0,321.9,511.44
kafka-0000959,2025-11-03 19:09:12.390374,host-00164,customer-events,reporting,61049,41178.97,829106600622,16,79.6,349.04,209.29
kafka-0000960,2025-11-03 19:19:12.390374,host-00164,trades,risk-engine,83789,2974.19,945496911155,16,39.56,340.27,643.91
kafka-0000961,2025-11-03 19:29:12.390374,host-00046,audit-logs,analytics,37815,35450.1,897415881251,16,56.98,688.52,316.16
