event_id,@timestamp,imsi,auth_result,hss_response_code,mme_host,cell_id,authentication_type,roaming_partner,response_time_ms,retry_count
AUTH-00001716,2025-10-04 17:44:55.592994,310260764155075,SUCCESS,SUCCESS,MME-02,CELL-0012,5G_AKA,None,196,0
AUTH-00001717,2025-10-04 18:10:56.592994,310160914921646,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-02,CELL-0058,5G_AKA,Orange,325,4
AUTH-00001718,2025-10-04 19:14:49.592994,310260299804594,SUCCESS,SUCCESS,MME-01,CELL-0082,EPS_AKA,Orange,119,0
AUTH-00001719,2025-10-04 19:46:12.592994,311480507424631,SUCCESS,SUCCESS,MME-03,CELL-0044,UMTS_AKA,None,156,0
AUTH-00001720,2025-10-04 20:16:06.592994,311480752418264,FAILURE,DATABASE_ERROR,MME-05,CELL-0022,UMTS_AKA,China Mobile,791,2
AUTH-00001721,2025-10-04 20:27:35.592994,311480573063349,SUCCESS,SUCCESS,MME-03,CELL-0059,5G_AKA,None,94,0
AUTH-00001722,2025-10-04 20:37:54.592994,312530973346953,SUCCESS,SUCCESS,MME-05,CELL-0071,EAP_AKA,Vodafone,122,0
AUTH-00001723,2025-10-04 20:55:34.592994,310260729595533,SUCCESS,SUCCESS,MME-03,CELL-0073,5G_AKA,Orange,538,0
AUTH-00001724,2025-10-04 23:11:28.592994,311480796998289,SUCCESS,SUCCESS,MME-01,CELL-0008,5G_AKA,None,483,0
AUTH-00001725,2025-10-04 23:12:49.592994,310260239472501,SUCCESS,SUCCESS,MME-01,CELL-0020,EAP_AKA,Vodafone,340,0
AUTH-00001726,2025-10-05 00:10:57.592994,312530693922841,SUCCESS,SUCCESS,MME-03,CELL-0021,EPS_AKA,China Mobile,165,0
AUTH-00001727,2025-10-05 00:50:24.592994,312530671124635,TIMEOUT,SYNC_FAILURE,MME-01,CELL-0096,UMTS_AKA,China Mobile,1204,5
AUTH-00001728,2025-10-05 01:18:16.592994,310160906946088,REJECTED,ROAMING_NOT_ALLOWED,MME-04,CELL-0040,EPS_AKA,China Mobile,925,2
AUTH-00001729,2025-10-05 01:25:06.592994,310160764675650,FAILURE,HSS_TIMEOUT,MME-03,CELL-0066,UMTS_AKA,Verizon,1681,3
AUTH-00001730,2025-10-05 02:53:55.592994,310260392370582,REJECTED,AUTH_VECTOR_MISMATCH,MME-04,CELL-0059,UMTS_AKA,Vodafone,1140,4
AUTH-00001731,2025-10-05 05:39:08.592994,310160184772018,SUCCESS,SUCCESS,MME-05,CELL-0027,EPS_AKA,AT&T,52,0
AUTH-00001732,2025-10-05 05:42:48.592994,310260996603676,REJECTED,SYNC_FAILURE,MME-01,CELL-0068,EAP_AKA,China Mobile,1964,2
AUTH-00001733,2025-10-05 06:14:02.592994,311480802986199,SUCCESS,SUCCESS,MME-02,CELL-0069,EAP_AKA,Orange,309,0
AUTH-00001734,2025-10-05 08:03:55.592994,312530125148606,SUCCESS,SUCCESS,MME-05,CELL-0030,5G_AKA,China Mobile,348,0
AUTH-00001735,2025-10-05 08:18:48.592994,310260716703130,FAILURE,AUTH_VECTOR_MISMATCH,MME-05,CELL-0028,EPS_AKA,Telstra,244,1
AUTH-00001736,2025-10-05 08:47:33.592994,312530910735390,SUCCESS,SUCCESS,MME-04,CELL-0060,UMTS_AKA,China Mobile,117,0
AUTH-00001737,2025-10-05 10:15:01.592994,310160789090996,SUCCESS,SUCCESS,MME-05,CELL-0037,EAP_AKA,Vodafone,52,0
AUTH-00001738,2025-10-05 10:23:52.592994,310260612019296,SUCCESS,SUCCESS,MME-02,CELL-0074,EAP_AKA,China Mobile,54,0
AUTH-00001739,2025-10-05 10:56:41.592994,311480116546942,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0065,EAP_AKA,China Mobile,452,5
AUTH-00001740,2025-10-05 11:46:33.592994,312530875847420,SUCCESS,SUCCESS,MME-03,CELL-0093,EAP_AKA,AT&T,78,0
AUTH-00001741,2025-10-05 11:46:47.592994,311480487557735,SUCCESS,SUCCESS,MME-01,CELL-0080,EAP_AKA,AT&T,117,0
AUTH-00001742,2025-10-05 13:07:24.592994,310160386971505,SUCCESS,SUCCESS,MME-01,CELL-0005,UMTS_AKA,Telstra,98,0
AUTH-00001743,2025-10-05 13:47:18.592994,310160953045311,SUCCESS,SUCCESS,MME-03,CELL-0044,5G_AKA,Orange,130,0
AUTH-00001744,2025-10-05 13:49:27.592994,312530298617706,SUCCESS,SUCCESS,MME-01,CELL-0064,5G_AKA,AT&T,448,0
AUTH-00001745,2025-10-05 13:52:09.592994,311480172380074,SUCCESS,SUCCESS,MME-04,CELL-0070,UMTS_AKA,Verizon,239,0
AUTH-00001746,2025-10-05 14:52:34.592994,312530843083768,FAILURE,SUBSCRIBER_UNKNOWN,MME-01,CELL-0019,EPS_AKA,China Mobile,657,5
AUTH-00001747,2025-10-05 15:09:03.592994,312530692803670,SUCCESS,SUCCESS,MME-01,CELL-0081,5G_AKA,China Mobile,202,0
AUTH-00001748,2025-10-05 16:27:45.592994,310160821593085,SUCCESS,SUCCESS,MME-02,CELL-0058,5G_AKA,None,287,0
AUTH-00001749,2025-10-05 16:44:26.592994,311480529080933,SUCCESS,SUCCESS,MME-03,CELL-0073,EPS_AKA,Verizon,161,0
AUTH-00001750,2025-10-05 17:36:51.592994,312530962824808,SUCCESS,SUCCESS,MME-03,CELL-0057,EAP_AKA,None,106,0
AUTH-00001751,2025-10-05 20:12:58.592994,311480581081734,SUCCESS,SUCCESS,MME-04,CELL-0092,EPS_AKA,Vodafone,221,0
AUTH-00001752,2025-10-05 22:17:28.592994,311480617388983,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-05,CELL-0016,EPS_AKA,AT&T,769,1
AUTH-00001753,2025-10-05 22:25:36.592994,310260683260104,SUCCESS,SUCCESS,MME-03,CELL-0008,5G_AKA,China Mobile,113,0
AUTH-00001754,2025-10-05 23:38:21.592994,311480209456337,FAILURE,SUBSCRIBER_UNKNOWN,MME-05,CELL-0023,UMTS_AKA,Vodafone,1063,2
AUTH-00001755,2025-10-06 00:35:52.592994,312530254196187,SUCCESS,SUCCESS,MME-04,CELL-0014,5G_AKA,Orange,81,0
AUTH-00001756,2025-10-06 02:21:37.592994,310160330488744,SUCCESS,SUCCESS,MME-03,CELL-0029,UMTS_AKA,Telstra,378,0
AUTH-00001757,2025-10-06 02:21:42.592994,312530109279924,SUCCESS,SUCCESS,MME-05,CELL-0008,EPS_AKA,Telstra,171,0
AUTH-00001758,2025-10-06 04:08:15.592994,312530324545497,SUCCESS,SUCCESS,MME-03,CELL-0056,UMTS_AKA,China Mobile,392,0
AUTH-00001759,2025-10-06 04:13:51.592994,312530399786725,SUCCESS,SUCCESS,MME-01,CELL-0003,5G_AKA,AT&T,253,0
AUTH-00001760,2025-10-06 04:49:06.592994,311480636554550,SUCCESS,SUCCESS,MME-02,CELL-0068,UMTS_AKA,AT&T,106,0
AUTH-00001761,2025-10-06 06:42:41.592994,310160533638271,SUCCESS,SUCCESS,MME-01,CELL-0089,EPS_AKA,None,145,0
AUTH-00001762,2025-10-06 07:17:54.592994,311480536802649,SUCCESS,SUCCESS,MME-04,CELL-0100,EAP_AKA,Telstra,159,0
AUTH-00001763,2025-10-06 08:20:11.592994,310160504260529,SUCCESS,SUCCESS,MME-02,CELL-0001,EPS_AKA,None,416,0
AUTH-00001764,2025-10-06 08:22:59.592994,310160961570933,SUCCESS,SUCCESS,MME-02,CELL-0050,EAP_AKA,Verizon,70,0
AUTH-00001765,2025-10-06 08:49:20.592994,312530353737484,SUCCESS,SUCCESS,MME-02,CELL-0009,UMTS_AKA,Verizon,53,0
AUTH-00001766,2025-10-06 13:33:38.592994,312530374502438,SUCCESS,SUCCESS,MME-03,CELL-0023,EPS_AKA,Vodafone,602,0
AUTH-00001767,2025-10-06 13:43:16.592994,310160578157361,TIMEOUT,HSS_TIMEOUT,MME-05,CELL-0084,5G_AKA,China Mobile,1353,2
AUTH-00001768,2025-10-06 14:07:41.592994,312530836227184,TIMEOUT,DATABASE_ERROR,MME-04,CELL-0029,EAP_AKA,Verizon,490,2
AUTH-00001769,2025-10-06 14:21:15.592994,310260440456186,TIMEOUT,DATABASE_ERROR,MME-05,CELL-0041,EAP_AKA,None,977,1
AUTH-00001770,2025-10-06 14:24:20.592994,310160663309478,FAILURE,DATABASE_ERROR,MME-05,CELL-0026,EAP_AKA,Orange,1325,4
AUTH-00001771,2025-10-06 16:18:18.592994,312530976984495,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-04,CELL-0082,EPS_AKA,China Mobile,1009,3
AUTH-00001772,2025-10-06 16:20:31.592994,310260681235961,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-02,CELL-0027,EAP_AKA,Telstra,1909,3
AUTH-00001773,2025-10-06 16:54:28.592994,312530604460132,SUCCESS,SUCCESS,MME-05,CELL-0041,EAP_AKA,China Mobile,162,0
AUTH-00001774,2025-10-06 16:56:21.592994,310260444720022,SUCCESS,SUCCESS,MME-04,CELL-0035,EPS_AKA,Vodafone,189,0
AUTH-00001775,2025-10-06 17:00:22.592994,312530160276955,SUCCESS,SUCCESS,MME-03,CELL-0074,EPS_AKA,Telstra,168,0
AUTH-00001776,2025-10-06 18:07:02.592994,311480660251919,SUCCESS,SUCCESS,MME-03,CELL-0040,5G_AKA,Telstra,90,0
AUTH-00001777,2025-10-06 19:10:26.592994,310260589863158,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-05,CELL-0043,UMTS_AKA,Telstra,1034,5
AUTH-00001778,2025-10-06 19:45:51.592994,312530448459939,SUCCESS,SUCCESS,MME-04,CELL-0024,EAP_AKA,China Mobile,197,0
AUTH-00001779,2025-10-06 19:51:09.592994,312530267609218,SUCCESS,SUCCESS,MME-05,CELL-0017,5G_AKA,China Mobile,547,0
AUTH-00001780,2025-10-06 21:18:22.592994,312530753647153,SUCCESS,SUCCESS,MME-02,CELL-0089,EAP_AKA,Vodafone,93,0
AUTH-00001781,2025-10-06 22:19:36.592994,312530456146522,SUCCESS,SUCCESS,MME-03,CELL-0042,EAP_AKA,Vodafone,58,0
AUTH-00001782,2025-10-06 23:33:38.592994,311480512374010,SUCCESS,SUCCESS,MME-05,CELL-0011,EPS_AKA,None,84,0
AUTH-00001783,2025-10-07 00:29:55.592994,311480571079617,SUCCESS,SUCCESS,MME-03,CELL-0097,UMTS_AKA,AT&T,161,0
AUTH-00001784,2025-10-07 02:22:17.592994,310260963449362,FAILURE,SUBSCRIBER_UNKNOWN,MME-02,CELL-0009,EAP_AKA,None,725,4
AUTH-00001785,2025-10-07 03:20:26.592994,311480278043070,SUCCESS,SUCCESS,MME-02,CELL-0050,UMTS_AKA,China Mobile,142,0
AUTH-00001786,2025-10-07 04:15:40.592994,310160695393059,FAILURE,ROAMING_NOT_ALLOWED,MME-01,CELL-0045,EPS_AKA,Telstra,635,3
AUTH-00001787,2025-10-07 05:22:48.592994,312530926436612,SUCCESS,SUCCESS,MME-01,CELL-0003,EAP_AKA,AT&T,112,0
AUTH-00001788,2025-10-07 05:58:46.592994,310260643815434,SUCCESS,SUCCESS,MME-01,CELL-0001,EAP_AKA,China Mobile,116,0
AUTH-00001789,2025-10-07 06:49:11.592994,310260991540021,SUCCESS,SUCCESS,MME-05,CELL-0067,EPS_AKA,AT&T,78,0
AUTH-00001790,2025-10-07 07:10:32.592994,311480616611537,SUCCESS,SUCCESS,MME-05,CELL-0011,EPS_AKA,Vodafone,122,0
AUTH-00001791,2025-10-07 07:51:22.592994,310260256372151,SUCCESS,SUCCESS,MME-01,CELL-0027,UMTS_AKA,China Mobile,106,0
AUTH-00001792,2025-10-07 08:19:39.592994,311480689747576,SUCCESS,SUCCESS,MME-01,CELL-0063,EAP_AKA,Telstra,199,0
AUTH-00001793,2025-10-07 10:30:27.592994,310260980595214,TIMEOUT,ROAMING_NOT_ALLOWED,MME-04,CELL-0077,EAP_AKA,China Mobile,454,5
AUTH-00001794,2025-10-07 11:05:10.592994,310260629084214,SUCCESS,SUCCESS,MME-05,CELL-0048,EPS_AKA,China Mobile,251,0
AUTH-00001795,2025-10-07 11:23:28.592994,310160641809027,SUCCESS,SUCCESS,MME-04,CELL-0007,EAP_AKA,Orange,95,0
AUTH-00001796,2025-10-07 11:32:50.592994,312530374945089,SUCCESS,SUCCESS,MME-01,CELL-0006,5G_AKA,Orange,108,0
AUTH-00001797,2025-10-07 13:32:11.592994,310260611092687,SUCCESS,SUCCESS,MME-05,CELL-0051,UMTS_AKA,Orange,133,0
AUTH-00001798,2025-10-07 13:46:18.592994,310160464644084,SUCCESS,SUCCESS,MME-02,CELL-0098,EPS_AKA,Orange,181,0
AUTH-00001799,2025-10-07 14:02:10.592994,310260726095140,SUCCESS,SUCCESS,MME-03,CELL-0016,UMTS_AKA,AT&T,68,0
AUTH-00001800,2025-10-07 14:05:51.592994,311480644417636,SUCCESS,SUCCESS,MME-03,CELL-0093,EAP_AKA,None,308,0
AUTH-00001801,2025-10-07 14:16:41.592994,311480924382456,SUCCESS,SUCCESS,MME-01,CELL-0045,UMTS_AKA,AT&T,194,0
AUTH-00001802,2025-10-07 15:22:22.592994,310260403662838,SUCCESS,SUCCESS,MME-02,CELL-0046,UMTS_AKA,AT&T,137,0
AUTH-00001803,2025-10-07 18:20:05.592994,311480892495882,SUCCESS,SUCCESS,MME-03,CELL-0095,EPS_AKA,AT&T,241,0
AUTH-00001804,2025-10-07 19:51:31.592994,311480853974679,FAILURE,DATABASE_ERROR,MME-02,CELL-0026,EPS_AKA,Orange,314,2
AUTH-00001805,2025-10-07 22:01:47.592994,311480389819873,SUCCESS,SUCCESS,MME-01,CELL-0014,EAP_AKA,Verizon,239,0
AUTH-00001806,2025-10-07 23:46:28.592994,312530782981474,SUCCESS,SUCCESS,MME-03,CELL-0061,EPS_AKA,AT&T,292,0
AUTH-00001807,2025-10-08 00:10:00.592994,312530856056060,SUCCESS,SUCCESS,MME-01,CELL-0067,UMTS_AKA,Telstra,344,0
AUTH-00001808,2025-10-08 00:25:04.592994,310160837350622,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-01,CELL-0073,UMTS_AKA,Verizon,1876,1
AUTH-00001809,2025-10-08 00:54:13.592994,310260601432680,SUCCESS,SUCCESS,MME-03,CELL-0008,EPS_AKA,Vodafone,237,0
AUTH-00001810,2025-10-08 01:51:45.592994,310160102461208,REJECTED,DATABASE_ERROR,MME-03,CELL-0021,UMTS_AKA,Orange,358,2
AUTH-00001811,2025-10-08 02:20:06.592994,310260811798976,SUCCESS,SUCCESS,MME-04,CELL-0059,5G_AKA,Orange,792,0
AUTH-00001812,2025-10-08 03:19:33.592994,312530266092743,SUCCESS,SUCCESS,MME-05,CELL-0040,5G_AKA,Telstra,430,0
AUTH-00001813,2025-10-08 05:08:11.592994,310160927580126,SUCCESS,SUCCESS,MME-05,CELL-0094,EPS_AKA,AT&T,396,0
AUTH-00001814,2025-10-08 05:12:52.592994,310260408517668,REJECTED,HSS_TIMEOUT,MME-05,CELL-0062,UMTS_AKA,AT&T,319,2
AUTH-00001815,2025-10-08 05:17:08.592994,312530973899351,SUCCESS,SUCCESS,MME-01,CELL-0035,UMTS_AKA,Vodafone,132,0
AUTH-00001816,2025-10-08 05:35:19.592994,310160590459186,SUCCESS,SUCCESS,MME-03,CELL-0087,5G_AKA,Verizon,217,0
AUTH-00001817,2025-10-08 05:49:49.592994,310160540794807,SUCCESS,SUCCESS,MME-05,CELL-0072,EAP_AKA,None,124,0
AUTH-00001818,2025-10-08 06:19:17.592994,311480509878044,FAILURE,SYNC_FAILURE,MME-05,CELL-0002,5G_AKA,None,348,4
AUTH-00001819,2025-10-08 08:14:09.592994,312530364780906,SUCCESS,SUCCESS,MME-04,CELL-0094,EAP_AKA,China Mobile,153,0
AUTH-00001820,2025-10-08 09:52:09.592994,310160560018719,SUCCESS,SUCCESS,MME-04,CELL-0007,EAP_AKA,AT&T,86,0
AUTH-00001821,2025-10-08 11:50:57.592994,310160619906106,TIMEOUT,HSS_TIMEOUT,MME-04,CELL-0086,EPS_AKA,China Mobile,454,5
AUTH-00001822,2025-10-08 12:39:35.592994,311480670844414,FAILURE,DATABASE_ERROR,MME-01,CELL-0036,UMTS_AKA,AT&T,851,1
AUTH-00001823,2025-10-08 13:10:32.592994,311480273046507,SUCCESS,SUCCESS,MME-01,CELL-0091,5G_AKA,Vodafone,754,0
AUTH-00001824,2025-10-08 13:43:05.592994,312530978682820,SUCCESS,SUCCESS,MME-02,CELL-0050,EPS_AKA,Vodafone,173,0
AUTH-00001825,2025-10-08 14:28:00.592994,310160681977905,FAILURE,HSS_TIMEOUT,MME-01,CELL-0096,EPS_AKA,Orange,841,5
AUTH-00001826,2025-10-08 17:07:46.592994,311480193679364,SUCCESS,SUCCESS,MME-04,CELL-0029,EAP_AKA,China Mobile,426,0
AUTH-00001827,2025-10-08 19:33:16.592994,311480464098385,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0003,EPS_AKA,China Mobile,288,3
AUTH-00001828,2025-10-08 19:56:31.592994,310260809002430,SUCCESS,SUCCESS,MME-03,CELL-0025,5G_AKA,Telstra,150,0
AUTH-00001829,2025-10-08 21:48:33.592994,311480609613732,TIMEOUT,HSS_TIMEOUT,MME-04,CELL-0010,EAP_AKA,Telstra,389,1
AUTH-00001830,2025-10-08 22:36:50.592994,312530375922903,SUCCESS,SUCCESS,MME-03,CELL-0097,5G_AKA,Vodafone,291,0
AUTH-00001831,2025-10-09 02:05:20.592994,310160171085208,SUCCESS,SUCCESS,MME-01,CELL-0096,5G_AKA,Vodafone,289,0
AUTH-00001832,2025-10-09 02:20:58.592994,312530358290840,TIMEOUT,ROAMING_NOT_ALLOWED,MME-01,CELL-0083,EAP_AKA,None,218,2
AUTH-00001833,2025-10-09 02:22:28.592994,310160414789624,SUCCESS,SUCCESS,MME-02,CELL-0054,5G_AKA,Vodafone,162,0
AUTH-00001834,2025-10-09 03:24:48.592994,311480184679208,SUCCESS,SUCCESS,MME-04,CELL-0079,EPS_AKA,Vodafone,161,0
AUTH-00001835,2025-10-09 04:12:57.592994,312530502775805,SUCCESS,SUCCESS,MME-03,CELL-0024,EPS_AKA,Telstra,94,0
AUTH-00001836,2025-10-09 04:35:36.592994,312530302442415,SUCCESS,SUCCESS,MME-05,CELL-0066,5G_AKA,Verizon,482,0
AUTH-00001837,2025-10-09 04:52:01.592994,310260359246366,FAILURE,SUBSCRIBER_UNKNOWN,MME-05,CELL-0096,5G_AKA,Vodafone,850,5
AUTH-00001838,2025-10-09 05:15:57.592994,310160828351690,SUCCESS,SUCCESS,MME-03,CELL-0022,EPS_AKA,AT&T,156,0
AUTH-00001839,2025-10-09 05:58:37.592994,311480556870547,SUCCESS,SUCCESS,MME-02,CELL-0076,EPS_AKA,Vodafone,75,0
AUTH-00001840,2025-10-09 07:27:30.592994,312530431986677,SUCCESS,SUCCESS,MME-05,CELL-0039,EAP_AKA,Verizon,275,0
AUTH-00001841,2025-10-09 07:32:29.592994,312530105524315,SUCCESS,SUCCESS,MME-01,CELL-0040,5G_AKA,Telstra,91,0
AUTH-00001842,2025-10-09 08:01:24.592994,312530118798111,FAILURE,DATABASE_ERROR,MME-02,CELL-0006,EPS_AKA,Telstra,909,3
AUTH-00001843,2025-10-09 10:09:14.592994,310160125664501,SUCCESS,SUCCESS,MME-05,CELL-0017,EAP_AKA,Telstra,116,0
AUTH-00001844,2025-10-09 11:19:10.592994,310260409275775,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-02,CELL-0024,EPS_AKA,Orange,1169,4
AUTH-00001845,2025-10-09 12:17:22.592994,310160827467977,SUCCESS,SUCCESS,MME-04,CELL-0048,5G_AKA,China Mobile,73,0
AUTH-00001846,2025-10-09 12:54:21.592994,310260569497108,FAILURE,ROAMING_NOT_ALLOWED,MME-05,CELL-0084,5G_AKA,Orange,559,1
AUTH-00001847,2025-10-09 13:14:42.592994,310260474277284,SUCCESS,SUCCESS,MME-01,CELL-0053,EAP_AKA,Telstra,220,0
AUTH-00001848,2025-10-09 14:50:55.592994,311480768500991,SUCCESS,SUCCESS,MME-01,CELL-0090,EAP_AKA,China Mobile,75,0
AUTH-00001849,2025-10-09 15:25:41.592994,312530538684953,SUCCESS,SUCCESS,MME-02,CELL-0057,EAP_AKA,Verizon,328,0
AUTH-00001850,2025-10-09 17:13:53.592994,312530692600856,SUCCESS,SUCCESS,MME-04,CELL-0095,UMTS_AKA,Orange,54,0
AUTH-00001851,2025-10-09 17:42:10.592994,310260499392094,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-02,CELL-0048,5G_AKA,Verizon,440,3
AUTH-00001852,2025-10-09 18:02:45.592994,310160329830019,SUCCESS,SUCCESS,MME-03,CELL-0015,EAP_AKA,China Mobile,80,0
AUTH-00001853,2025-10-09 18:05:28.592994,310260476607212,SUCCESS,SUCCESS,MME-04,CELL-0045,5G_AKA,Orange,88,0
AUTH-00001854,2025-10-09 18:13:38.592994,311480149631345,SUCCESS,SUCCESS,MME-03,CELL-0086,UMTS_AKA,Verizon,114,0
AUTH-00001855,2025-10-09 18:25:18.592994,311480525931480,SUCCESS,SUCCESS,MME-03,CELL-0018,EAP_AKA,Orange,451,0
AUTH-00001856,2025-10-09 18:26:11.592994,312530945358906,SUCCESS,SUCCESS,MME-05,CELL-0001,5G_AKA,Orange,126,0
AUTH-00001857,2025-10-09 18:39:59.592994,310160445677175,FAILURE,SYNC_FAILURE,MME-02,CELL-0025,UMTS_AKA,Verizon,2975,1
AUTH-00001858,2025-10-09 19:43:21.592994,311480263961946,SUCCESS,SUCCESS,MME-01,CELL-0062,EAP_AKA,AT&T,90,0
AUTH-00001859,2025-10-09 19:45:27.592994,312530670580570,SUCCESS,SUCCESS,MME-05,CELL-0077,5G_AKA,Telstra,813,0
AUTH-00001860,2025-10-09 20:41:01.592994,310160956247458,SUCCESS,SUCCESS,MME-03,CELL-0093,UMTS_AKA,AT&T,166,0
AUTH-00001861,2025-10-09 20:55:04.592994,312530247656715,SUCCESS,SUCCESS,MME-03,CELL-0096,UMTS_AKA,Telstra,158,0
AUTH-00001862,2025-10-09 21:27:43.592994,310260807540126,SUCCESS,SUCCESS,MME-04,CELL-0064,UMTS_AKA,Telstra,109,0
AUTH-00001863,2025-10-09 21:43:01.592994,310260215377389,FAILURE,SYNC_FAILURE,MME-02,CELL-0001,EAP_AKA,Verizon,445,5
AUTH-00001864,2025-10-09 22:26:51.592994,310260256423851,SUCCESS,SUCCESS,MME-02,CELL-0037,5G_AKA,Orange,289,0
AUTH-00001865,2025-10-10 01:19:36.592994,311480704241901,SUCCESS,SUCCESS,MME-01,CELL-0043,5G_AKA,AT&T,552,0
AUTH-00001866,2025-10-10 01:49:21.592994,311480315324503,SUCCESS,SUCCESS,MME-04,CELL-0004,UMTS_AKA,Telstra,239,0
AUTH-00001867,2025-10-10 01:54:48.592994,311480683735212,SUCCESS,SUCCESS,MME-03,CELL-0062,UMTS_AKA,Telstra,337,0
AUTH-00001868,2025-10-10 03:22:52.592994,310160205388054,SUCCESS,SUCCESS,MME-02,CELL-0097,UMTS_AKA,Vodafone,80,0
AUTH-00001869,2025-10-10 03:37:24.592994,310260581082615,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-05,CELL-0089,EPS_AKA,None,376,1
AUTH-00001870,2025-10-10 04:02:46.592994,310160492612721,SUCCESS,SUCCESS,MME-01,CELL-0099,5G_AKA,Orange,108,0
AUTH-00001871,2025-10-10 04:09:25.592994,310260501837229,SUCCESS,SUCCESS,MME-03,CELL-0019,EAP_AKA,Telstra,117,0
AUTH-00001872,2025-10-10 04:20:56.592994,310160937177143,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-03,CELL-0053,EPS_AKA,Orange,1528,4
AUTH-00001873,2025-10-10 05:44:31.592994,310160399762151,SUCCESS,SUCCESS,MME-03,CELL-0073,UMTS_AKA,Telstra,707,0
AUTH-00001874,2025-10-10 07:04:08.592994,312530101791870,SUCCESS,SUCCESS,MME-03,CELL-0011,EPS_AKA,Verizon,215,0
AUTH-00001875,2025-10-10 07:10:34.592994,312530974563331,FAILURE,ROAMING_NOT_ALLOWED,MME-04,CELL-0045,UMTS_AKA,Vodafone,1090,2
AUTH-00001876,2025-10-10 07:52:40.592994,310160575721457,SUCCESS,SUCCESS,MME-01,CELL-0001,UMTS_AKA,Orange,86,0
AUTH-00001877,2025-10-10 08:14:44.592994,310260881566516,SUCCESS,SUCCESS,MME-04,CELL-0063,EPS_AKA,China Mobile,312,0
AUTH-00001878,2025-10-10 08:57:28.592994,311480421474096,SUCCESS,SUCCESS,MME-05,CELL-0050,EPS_AKA,Telstra,278,0
AUTH-00001879,2025-10-10 09:43:28.592994,310260806624975,SUCCESS,SUCCESS,MME-02,CELL-0029,EAP_AKA,Orange,400,0
AUTH-00001880,2025-10-10 10:07:08.592994,311480771423015,TIMEOUT,SYNC_FAILURE,MME-02,CELL-0029,UMTS_AKA,Telstra,1980,3
AUTH-00001881,2025-10-10 10:18:02.592994,311480249150802,SUCCESS,SUCCESS,MME-05,CELL-0078,EPS_AKA,None,132,0
AUTH-00001882,2025-10-10 10:38:35.592994,312530185420926,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0001,EPS_AKA,None,1434,1
AUTH-00001883,2025-10-10 12:19:28.592994,310260704998349,SUCCESS,SUCCESS,MME-01,CELL-0012,UMTS_AKA,Telstra,702,0
AUTH-00001884,2025-10-10 13:07:33.592994,310260886713045,FAILURE,HSS_TIMEOUT,MME-01,CELL-0004,5G_AKA,Verizon,1707,1
AUTH-00001885,2025-10-10 15:04:57.592994,310260804635086,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-01,CELL-0016,5G_AKA,China Mobile,390,4
AUTH-00001886,2025-10-10 16:33:33.592994,310260792972137,SUCCESS,SUCCESS,MME-05,CELL-0069,EPS_AKA,None,95,0
AUTH-00001887,2025-10-10 17:18:40.592994,311480779100702,FAILURE,SUBSCRIBER_UNKNOWN,MME-04,CELL-0077,EPS_AKA,Verizon,437,2
AUTH-00001888,2025-10-10 17:33:14.592994,312530731822230,SUCCESS,SUCCESS,MME-03,CELL-0029,EPS_AKA,China Mobile,59,0
AUTH-00001889,2025-10-10 17:37:31.592994,311480293839029,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0031,5G_AKA,Telstra,478,3
AUTH-00001890,2025-10-10 18:15:49.592994,310160519435832,SUCCESS,SUCCESS,MME-02,CELL-0061,UMTS_AKA,AT&T,323,0
AUTH-00001891,2025-10-10 19:05:15.592994,312530246071921,SUCCESS,SUCCESS,MME-05,CELL-0070,5G_AKA,China Mobile,58,0
AUTH-00001892,2025-10-10 19:47:35.592994,310260361965386,SUCCESS,SUCCESS,MME-02,CELL-0077,UMTS_AKA,Vodafone,97,0
AUTH-00001893,2025-10-10 21:14:53.592994,310260951109372,SUCCESS,SUCCESS,MME-05,CELL-0065,UMTS_AKA,China Mobile,852,0
AUTH-00001894,2025-10-10 21:17:38.592994,311480174989588,SUCCESS,SUCCESS,MME-02,CELL-0039,5G_AKA,Vodafone,318,0
AUTH-00001895,2025-10-10 21:27:25.592994,311480903664390,SUCCESS,SUCCESS,MME-03,CELL-0086,EPS_AKA,Verizon,66,0
AUTH-00001896,2025-10-10 21:28:56.592994,312530456966535,SUCCESS,SUCCESS,MME-04,CELL-0081,UMTS_AKA,Vodafone,77,0
AUTH-00001897,2025-10-10 23:11:14.592994,310160884669645,REJECTED,HSS_TIMEOUT,MME-02,CELL-0011,5G_AKA,China Mobile,1238,3
AUTH-00001898,2025-10-10 23:17:58.592994,310160988269588,SUCCESS,SUCCESS,MME-05,CELL-0076,UMTS_AKA,AT&T,162,0
