cell_id,enb_id,cell_name,site_id,latitude,longitude,region,market,technology,frequency_band,capacity_rating,neighbor_cells,tower_status
CELL_00810,eNB_0057,Site_8363_Sector_2,SITE_0471,43.74299919110866,-72.2940954792138,Midwest,Dense Urban,LTE,Band 2 (1900MHz),High,"CELL_01399,CELL_00379,CELL_00337",Active
CELL_00811,eNB_0078,Site_9953_Sector_3,SITE_0417,45.05688816645974,-101.90635928734255,Northeast,Suburban,5G SA,Band 4 (AWS),Very High,"CELL_00925,CELL_00970,CELL_00811,CELL_01094,CELL_00827,CELL_00946,CELL_00822,CELL_01091",Active
CELL_00812,eNB_0166,Site_7564_Sector_2,SITE_0550,34.93858597053668,-90.06523899577782,Southeast,Suburban,5G NSA,Band 71 (600MHz),Medium,"CELL_01255,CELL_01449,CELL_00271,CELL_00365",Active
CELL_00813,eNB_0011,Site_7120_Sector_1,SITE_0125,38.1134623490903,-65.43415558056127,Northeast,Highway,5G NSA,n41 (2.5GHz),Very High,"CELL_00814,CELL_00294,CELL_00628,CELL_00898",Active
CELL_00814,eNB_0197,Site_4250_Sector_1,SITE_0455,36.45453038814186,-107.08919817951355,Midwest,Highway,LTE,Band 66 (AWS-3),High,"CELL_01398,CELL_01358,CELL_00038,CELL_00721,CELL_01227",Active
CELL_00815,eNB_0124,Site_4882_Sector_2,SITE_0020,32.65460138929813,-89.72845773382339,Midwest,Highway,LTE,Band 66 (AWS-3),Very High,"CELL_00360,CELL_00417,CELL_01098",Maintenance
CELL_00816,eNB_0181,Site_7903_Sector_1,SITE_0465,42.239223748513595,-68.94431977853769,Northeast,Highway,LTE,Band 71 (600MHz),Medium,"CELL_01392,CELL_01265,CELL_00116,CELL_00806,CELL_00127,CELL_01267,CELL_01222,CELL_01450",Degraded
CELL_00817,eNB_0102,Site_4180_Sector_1,SITE_0133,41.70328939619475,-114.59824440085366,West,Dense Urban,5G NSA,Band 71 (600MHz),High,"CELL_01146,CELL_00101,CELL_01236,CELL_00324,CELL_00216",Active
CELL_00818,eNB_0148,Site_6270_Sector_2,SITE_0507,28.793818055983053,-66.84238150710294,Pacific,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00443,CELL_00749,CELL_00450,CELL_00737,CELL_01203,CELL_01436,CELL_01172,CELL_00328",Active
CELL_00819,eNB_0096,Site_8051_Sector_1,SITE_0389,44.809697687345306,-111.21202039182837,Southwest,Dense Urban,LTE,Band 12 (700MHz),Very High,"CELL_01447,CELL_01194,CELL_00311,CELL_00357",Active
CELL_00820,eNB_0043,Site_5450_Sector_3,SITE_0436,33.48436632405911,-124.78111923406875,Southwest,Urban,LTE,Band 66 (AWS-3),Low,"CELL_01393,CELL_00479,CELL_01354,CELL_01299",Active
CELL_00821,eNB_0117,Site_9913_Sector_3,SITE_0158,35.00535998185286,-108.169667436569,Northeast,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00269,CELL_00446,CELL_01431,CELL_00883",Active
CELL_00822,eNB_0106,Site_3491_Sector_2,SITE_0398,38.413876767089064,-88.39845861009691,Southeast,Dense Urban,LTE,Band 71 (600MHz),High,"CELL_00672,CELL_00336,CELL_01271,CELL_01215,CELL_01425,CELL_00762,CELL_00602",Active
CELL_00823,eNB_0139,Site_7400_Sector_2,SITE_0079,27.171384147799913,-65.31607343436379,Northeast,Suburban,5G NSA,Band 12 (700MHz),Medium,"CELL_00377,CELL_00339,CELL_01234,CELL_00352",Active
CELL_00824,eNB_0064,Site_9246_Sector_1,SITE_0027,42.35244288364029,-82.81550146097241,Pacific,Suburban,LTE,Band 66 (AWS-3),High,"CELL_00356,CELL_01405,CELL_01482",Active
CELL_00825,eNB_0156,Site_8864_Sector_2,SITE_0440,34.197154544247674,-74.31178408984084,Pacific,Suburban,5G NSA,Band 12 (700MHz),High,"CELL_00278,CELL_00913,CELL_01483,CELL_00621",Active
CELL_00826,eNB_0135,Site_5928_Sector_2,SITE_0363,27.125189120464658,-70.39771821938481,Southwest,Rural,LTE,Band 4 (AWS),Medium,"CELL_00098,CELL_01117,CELL_00587,CELL_01053,CELL_01177,CELL_00905,CELL_00104",Active
CELL_00827,eNB_0035,Site_8347_Sector_1,SITE_0389,31.734984139348352,-94.28679520041392,Southwest,Suburban,5G SA,Band 71 (600MHz),Very High,"CELL_01031,CELL_00520,CELL_00350,CELL_01057,CELL_00056,CELL_00011",Active
CELL_00828,eNB_0131,Site_1839_Sector_2,SITE_0560,34.045480880633214,-67.96943164791772,Pacific,Rural,LTE,Band 4 (AWS),Very High,"CELL_00804,CELL_01395,CELL_00723,CELL_01140,CELL_01303,CELL_00049,CELL_00904",Active
CELL_00829,eNB_0138,Site_7172_Sector_2,SITE_0334,44.73705358111525,-90.844390420489,West,Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_00159,CELL_00015,CELL_01480,CELL_00342,CELL_01031",Active
CELL_00830,eNB_0179,Site_6637_Sector_1,SITE_0357,38.20112225178266,-123.55266436945656,West,Dense Urban,5G SA,Band 4 (AWS),High,"CELL_00305,CELL_00413,CELL_01347,CELL_00708,CELL_00683,CELL_00700",Active
CELL_00831,eNB_0135,Site_9407_Sector_1,SITE_0207,27.91280597606645,-98.76081266027437,West,Suburban,5G SA,n71 (600MHz),High,"CELL_00753,CELL_01091,CELL_01281,CELL_00731,CELL_01225,CELL_00991,CELL_00404,CELL_00176",Active
CELL_00832,eNB_0134,Site_9202_Sector_2,SITE_0357,28.92570707006029,-105.97412602880182,Southwest,Dense Urban,5G SA,n41 (2.5GHz),Medium,"CELL_00489,CELL_00156,CELL_00103,CELL_00743,CELL_00653,CELL_00148,CELL_01368,CELL_00536",Active
CELL_00833,eNB_0170,Site_4358_Sector_1,SITE_0464,48.980621327186114,-85.35665047219157,West,Dense Urban,5G SA,Band 66 (AWS-3),Very High,"CELL_00440,CELL_00048,CELL_00667,CELL_00619,CELL_01107,CELL_00362,CELL_00862,CELL_00595",Active
CELL_00834,eNB_0188,Site_9250_Sector_2,SITE_0298,30.72700131927264,-95.78395867044807,Southeast,Rural,5G SA,n71 (600MHz),Low,"CELL_00638,CELL_00383,CELL_00945,CELL_00895,CELL_00725,CELL_00767",Active
CELL_00835,eNB_0123,Site_2195_Sector_2,SITE_0371,47.04785638703193,-83.86536544570878,Southwest,Dense Urban,5G NSA,Band 12 (700MHz),Very High,"CELL_00773,CELL_01276,CELL_00101,CELL_00513",Active
CELL_00836,eNB_0014,Site_8352_Sector_2,SITE_0125,41.12420536621085,-76.10407829320758,Southwest,Rural,LTE,Band 66 (AWS-3),High,"CELL_00959,CELL_00528,CELL_00946",Active
CELL_00837,eNB_0032,Site_2151_Sector_2,SITE_0589,36.34190387916147,-124.00658467026851,Southeast,Suburban,LTE,Band 71 (600MHz),Medium,"CELL_01164,CELL_00926,CELL_00225",Degraded
CELL_00838,eNB_0186,Site_2607_Sector_3,SITE_0134,27.848018187546383,-80.00372896290564,Pacific,Urban,5G NSA,Band 71 (600MHz),High,"CELL_00404,CELL_00720,CELL_00618,CELL_00388,CELL_00355",Active
CELL_00839,eNB_0083,Site_7513_Sector_1,SITE_0404,44.226694944373804,-103.2058547266054,Southwest,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00613,CELL_00933,CELL_01071,CELL_00426",Active
CELL_00840,eNB_0103,Site_5053_Sector_2,SITE_0596,48.103882074484375,-90.700293147276,Southwest,Urban,5G NSA,Band 66 (AWS-3),High,"CELL_00980,CELL_01500,CELL_00949",Active
CELL_00841,eNB_0158,Site_7426_Sector_2,SITE_0565,32.76946396217648,-122.30851286916526,Northeast,Dense Urban,LTE,Band 12 (700MHz),High,"CELL_00109,CELL_00619,CELL_00681,CELL_01165,CELL_00577,CELL_01301",Active
CELL_00842,eNB_0167,Site_8162_Sector_3,SITE_0500,35.96395738904905,-110.95396610352849,West,Highway,5G NSA,n71 (600MHz),Low,"CELL_00821,CELL_00365,CELL_01186,CELL_00828,CELL_00247,CELL_01402,CELL_00420",Active
CELL_00843,eNB_0120,Site_9903_Sector_2,SITE_0594,43.88286548140765,-113.00130074677061,Northeast,Suburban,5G NSA,n71 (600MHz),High,"CELL_00167,CELL_00518,CELL_00973,CELL_01317,CELL_00896,CELL_01218,CELL_00321,CELL_01395",Active
CELL_00844,eNB_0156,Site_2884_Sector_2,SITE_0115,26.39633178873578,-118.31527315311317,Midwest,Dense Urban,5G NSA,Band 66 (AWS-3),High,"CELL_01183,CELL_01011,CELL_00794,CELL_01024,CELL_00857",Active
CELL_00845,eNB_0196,Site_8506_Sector_2,SITE_0329,35.989809693539705,-73.56554061920711,Midwest,Urban,LTE,Band 2 (1900MHz),Medium,"CELL_01412,CELL_00265,CELL_00027,CELL_00545,CELL_01497,CELL_00317,CELL_00116",Active
CELL_00846,eNB_0113,Site_9865_Sector_1,SITE_0316,37.25611587828393,-87.7463701355473,Southeast,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00837,CELL_00823,CELL_00292,CELL_01018,CELL_00530,CELL_00968,CELL_01119",Active
CELL_00847,eNB_0103,Site_2843_Sector_2,SITE_0430,42.02865204298857,-92.44174644531229,Southeast,Dense Urban,LTE,Band 66 (AWS-3),Very High,"CELL_01200,CELL_01062,CELL_00622,CELL_00752",Active
CELL_00848,eNB_0200,Site_2341_Sector_3,SITE_0148,35.16886274880771,-104.41206453555401,Southwest,Urban,5G SA,Band 4 (AWS),Very High,"CELL_00824,CELL_01058,CELL_00486,CELL_00450,CELL_01183",Active
CELL_00849,eNB_0095,Site_5432_Sector_2,SITE_0481,27.15885728254705,-91.5831963742566,Southwest,Highway,LTE,Band 2 (1900MHz),High,"CELL_00554,CELL_00769,CELL_00576,CELL_00798,CELL_00813,CELL_00672",Active
CELL_00850,eNB_0176,Site_7802_Sector_3,SITE_0376,36.43914312604163,-104.17900800656483,West,Suburban,LTE,n41 (2.5GHz),Very High,"CELL_01449,CELL_01194,CELL_00719,CELL_01002,CELL_00739,CELL_00297,CELL_00357",Active
CELL_00851,eNB_0066,Site_4297_Sector_3,SITE_0050,37.093560337123236,-117.27434629859222,Northeast,Highway,LTE,Band 12 (700MHz),Medium,"CELL_00107,CELL_00805,CELL_00122,CELL_01269",Active
CELL_00852,eNB_0174,Site_4905_Sector_3,SITE_0540,40.888270868682966,-97.87053478315454,Southwest,Suburban,LTE,Band 71 (600MHz),Medium,"CELL_00100,CELL_00698,CELL_00242,CELL_01018",Active
CELL_00853,eNB_0034,Site_5751_Sector_3,SITE_0123,41.39702351032284,-106.38840285226767,Southwest,Dense Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_01446,CELL_00575,CELL_00548",Active
CELL_00854,eNB_0037,Site_6667_Sector_2,SITE_0206,30.296147256830167,-107.64844476249564,Northeast,Suburban,LTE,n41 (2.5GHz),Very High,"CELL_00857,CELL_00680,CELL_00637,CELL_00579,CELL_01275,CELL_00870",Active
CELL_00855,eNB_0102,Site_2814_Sector_1,SITE_0030,39.57144103143346,-105.2638842217638,Southwest,Rural,5G NSA,Band 12 (700MHz),Low,"CELL_00365,CELL_01054,CELL_01246,CELL_00755,CELL_00738,CELL_01134,CELL_00941",Active
CELL_00856,eNB_0127,Site_8741_Sector_2,SITE_0271,42.14285989776757,-119.37631918189666,West,Dense Urban,5G NSA,Band 71 (600MHz),Medium,"CELL_00386,CELL_00222,CELL_00556,CELL_00468,CELL_01004,CELL_00533,CELL_00255,CELL_00453",Active
CELL_00857,eNB_0176,Site_2257_Sector_2,SITE_0216,46.12691423005942,-85.39939168631881,Pacific,Rural,LTE,Band 4 (AWS),Low,"CELL_00746,CELL_01058,CELL_00594,CELL_01318,CELL_01260,CELL_00989",Active
CELL_00858,eNB_0001,Site_6664_Sector_2,SITE_0243,37.81833044677029,-90.22783541472786,West,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_01020,CELL_00788,CELL_00292,CELL_00875,CELL_01283,CELL_01271,CELL_00906,CELL_01337",Active
CELL_00859,eNB_0089,Site_4895_Sector_2,SITE_0021,40.92949122135834,-96.58413622805028,Midwest,Suburban,LTE,Band 12 (700MHz),High,"CELL_01360,CELL_00362,CELL_01371,CELL_00458,CELL_00125,CELL_00968,CELL_00472",Active
CELL_00860,eNB_0121,Site_8477_Sector_1,SITE_0264,32.86057285906992,-81.34605850084267,Midwest,Urban,LTE,Band 2 (1900MHz),High,"CELL_01311,CELL_00525,CELL_00696,CELL_00623,CELL_00232,CELL_00532,CELL_00990",Active
CELL_00861,eNB_0053,Site_3347_Sector_2,SITE_0244,29.232238985473593,-102.17312741653312,West,Dense Urban,5G NSA,n71 (600MHz),Medium,"CELL_01448,CELL_00983,CELL_00217,CELL_00765,CELL_00266,CELL_01054,CELL_01203,CELL_01392",Active
CELL_00862,eNB_0142,Site_8664_Sector_1,SITE_0265,39.5344378499401,-85.04100144983451,Midwest,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_01066,CELL_00618,CELL_00133,CELL_00878,CELL_01060",Active
CELL_00863,eNB_0012,Site_8060_Sector_2,SITE_0156,36.48502144855694,-98.17784028794475,Southwest,Dense Urban,LTE,n41 (2.5GHz),High,"CELL_01334,CELL_00647,CELL_00942",Active
CELL_00864,eNB_0192,Site_9026_Sector_1,SITE_0316,46.27235481922778,-70.84245821919154,Southwest,Highway,LTE,n41 (2.5GHz),High,"CELL_00936,CELL_00393,CELL_00975,CELL_00561,CELL_00661,CELL_00098",Active
CELL_00865,eNB_0134,Site_7343_Sector_3,SITE_0513,41.21174378632282,-78.41625813845097,Midwest,Suburban,5G NSA,Band 2 (1900MHz),Low,"CELL_01217,CELL_01406,CELL_01497,CELL_00790",Active
CELL_00866,eNB_0179,Site_6284_Sector_1,SITE_0167,38.098939029033296,-99.691854483196,Midwest,Highway,5G SA,Band 2 (1900MHz),High,"CELL_00643,CELL_00610,CELL_00648,CELL_01408,CELL_01318,CELL_01148,CELL_00320",Active
CELL_00867,eNB_0161,Site_1189_Sector_2,SITE_0537,41.906724849593544,-106.5259294022331,Southwest,Urban,LTE,Band 12 (700MHz),High,"CELL_00825,CELL_01038,CELL_01290",Active
CELL_00868,eNB_0030,Site_1338_Sector_3,SITE_0413,30.49286321071289,-105.20762784801892,Pacific,Dense Urban,5G NSA,Band 12 (700MHz),Low,"CELL_00328,CELL_00776,CELL_00834",Active
CELL_00869,eNB_0154,Site_1821_Sector_2,SITE_0377,31.461272660415638,-84.0629426396585,Northeast,Urban,5G NSA,n41 (2.5GHz),High,"CELL_00242,CELL_00616,CELL_01499,CELL_00210,CELL_00304,CELL_00178,CELL_00553",Degraded
CELL_00870,eNB_0144,Site_5428_Sector_3,SITE_0265,44.9258096365795,-81.67674158466701,Southwest,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_00126,CELL_00522,CELL_00886,CELL_00190,CELL_00748",Active
CELL_00871,eNB_0117,Site_5573_Sector_1,SITE_0115,27.009831822393508,-112.61201396530363,Midwest,Urban,LTE,Band 66 (AWS-3),Medium,"CELL_00752,CELL_00921,CELL_01240,CELL_00526,CELL_01454,CELL_00844,CELL_00345",Active
CELL_00872,eNB_0124,Site_3748_Sector_1,SITE_0153,34.530774583289464,-72.90319270862946,Southeast,Suburban,LTE,Band 2 (1900MHz),Medium,"CELL_00188,CELL_00224,CELL_00236,CELL_00908,CELL_00429,CELL_01477,CELL_00989,CELL_01208",Active
CELL_00873,eNB_0107,Site_8923_Sector_3,SITE_0342,46.86188970531051,-89.08871385083297,Southeast,Suburban,LTE,Band 12 (700MHz),Very High,"CELL_01197,CELL_00589,CELL_00736,CELL_01392,CELL_00833,CELL_01319,CELL_01378,CELL_00505",Active
CELL_00874,eNB_0106,Site_6908_Sector_3,SITE_0090,30.22132056564913,-88.29591691289716,Northeast,Urban,5G SA,Band 71 (600MHz),Medium,"CELL_01170,CELL_00589,CELL_00633,CELL_01007,CELL_00676,CELL_00478",Active
CELL_00875,eNB_0158,Site_8438_Sector_2,SITE_0407,31.895235024368553,-121.27885041510329,West,Rural,5G NSA,Band 66 (AWS-3),Medium,"CELL_00339,CELL_00733,CELL_00433,CELL_01102,CELL_01352",Active
CELL_00876,eNB_0191,Site_1053_Sector_2,SITE_0295,48.68227187140019,-66.03430128863022,Northeast,Rural,LTE,n41 (2.5GHz),Low,"CELL_00146,CELL_00790,CELL_00303,CELL_01088,CELL_01201",Active
CELL_00877,eNB_0127,Site_7137_Sector_2,SITE_0438,46.68556622933354,-124.01267148965422,Southeast,Rural,5G SA,Band 12 (700MHz),Very High,"CELL_01017,CELL_00031,CELL_01074,CELL_00779,CELL_00349,CELL_00148,CELL_00421",Active
CELL_00878,eNB_0073,Site_5898_Sector_2,SITE_0490,39.33283474874237,-121.9728250849116,Southeast,Dense Urban,LTE,Band 12 (700MHz),High,"CELL_01256,CELL_01477,CELL_00203",Active
CELL_00879,eNB_0184,Site_8404_Sector_2,SITE_0394,36.687529354208415,-75.56476731771566,West,Highway,5G NSA,n41 (2.5GHz),Medium,"CELL_00739,CELL_00508,CELL_01371,CELL_01099,CELL_00417,CELL_01122,CELL_00515",Active
CELL_00880,eNB_0192,Site_7587_Sector_3,SITE_0367,25.744010233697637,-105.88734243963668,West,Highway,LTE,n71 (600MHz),High,"CELL_00635,CELL_01261,CELL_00809,CELL_01186,CELL_00376,CELL_00147",Active
CELL_00881,eNB_0144,Site_4570_Sector_2,SITE_0394,46.56557158953923,-100.84648533228936,West,Urban,LTE,Band 4 (AWS),Medium,"CELL_01221,CELL_00142,CELL_00934",Active
CELL_00882,eNB_0170,Site_2228_Sector_2,SITE_0021,38.08343827016045,-80.35284118152936,Southwest,Rural,LTE,Band 4 (AWS),Low,"CELL_01296,CELL_01169,CELL_01434",Active
CELL_00883,eNB_0109,Site_7624_Sector_3,SITE_0111,35.50218493973702,-84.55089733134496,Northeast,Suburban,5G NSA,Band 71 (600MHz),High,"CELL_00649,CELL_00011,CELL_00764,CELL_01005",Active
CELL_00884,eNB_0026,Site_5387_Sector_1,SITE_0391,38.329302778690085,-109.36293330840613,Southeast,Suburban,LTE,Band 66 (AWS-3),High,"CELL_00584,CELL_00729,CELL_00081,CELL_00862,CELL_01306,CELL_00125,CELL_01018,CELL_00016",Active
CELL_00885,eNB_0131,Site_2426_Sector_3,SITE_0313,25.591520452964684,-102.03843927100252,Southeast,Urban,LTE,Band 12 (700MHz),Low,"CELL_00650,CELL_01209,CELL_01340,CELL_01192,CELL_00923,CELL_00943,CELL_00154",Active
CELL_00886,eNB_0094,Site_2691_Sector_2,SITE_0013,29.173769785310864,-90.79661232603803,Southwest,Urban,LTE,Band 2 (1900MHz),High,"CELL_00867,CELL_00629,CELL_01038,CELL_00420",Maintenance
CELL_00887,eNB_0099,Site_3400_Sector_1,SITE_0354,25.703933017474117,-68.96872692197977,West,Dense Urban,5G SA,Band 71 (600MHz),Very High,"CELL_00071,CELL_00425,CELL_00069",Active
CELL_00888,eNB_0013,Site_5510_Sector_3,SITE_0535,41.87003041137681,-81.2385235515629,West,Rural,5G NSA,n71 (600MHz),Very High,"CELL_00028,CELL_00175,CELL_00546,CELL_00839",Active
CELL_00889,eNB_0062,Site_4865_Sector_2,SITE_0437,30.53486371423318,-114.6066188778011,West,Dense Urban,LTE,Band 4 (AWS),Low,"CELL_00563,CELL_00096,CELL_01055,CELL_00965,CELL_01268",Active
CELL_00890,eNB_0003,Site_1303_Sector_1,SITE_0254,28.694999715102195,-87.01791336283632,Midwest,Suburban,LTE,Band 4 (AWS),Medium,"CELL_01248,CELL_00004,CELL_00471,CELL_00647,CELL_01242,CELL_00833",Active
CELL_00891,eNB_0196,Site_3142_Sector_2,SITE_0523,45.87488840138654,-122.58455872840592,West,Highway,5G NSA,Band 66 (AWS-3),Low,"CELL_01091,CELL_00066,CELL_00492,CELL_00934",Active
CELL_00892,eNB_0088,Site_9959_Sector_1,SITE_0540,38.90874529246663,-91.44721520996666,Southeast,Rural,LTE,n41 (2.5GHz),Low,"CELL_00576,CELL_00521,CELL_01049,CELL_00643,CELL_00227,CELL_01356",Active
CELL_00893,eNB_0158,Site_2455_Sector_2,SITE_0524,45.26559673028988,-118.70015384780719,West,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00520,CELL_01049,CELL_00897,CELL_00349,CELL_00019",Active
CELL_00894,eNB_0190,Site_5813_Sector_1,SITE_0533,32.73432095359045,-120.91421399843395,Pacific,Highway,LTE,Band 12 (700MHz),Very High,"CELL_00963,CELL_01048,CELL_00815,CELL_00335",Active
CELL_00895,eNB_0198,Site_2570_Sector_3,SITE_0118,37.71220140370983,-114.5664000230929,Pacific,Highway,LTE,n41 (2.5GHz),High,"CELL_00086,CELL_00800,CELL_01058,CELL_00640,CELL_01387,CELL_00865,CELL_01417",Active
CELL_00896,eNB_0065,Site_5681_Sector_1,SITE_0401,35.70855923337001,-65.4767502477369,Northeast,Urban,5G SA,Band 4 (AWS),Medium,"CELL_01178,CELL_00686,CELL_01298,CELL_01209,CELL_01474,CELL_00073",Active
CELL_00897,eNB_0012,Site_7440_Sector_3,SITE_0158,38.152816241576,-91.40885365492963,Pacific,Suburban,5G NSA,Band 2 (1900MHz),Medium,"CELL_00943,CELL_00026,CELL_00600,CELL_00949,CELL_00283",Active
CELL_00898,eNB_0165,Site_2353_Sector_2,SITE_0551,25.178131102737453,-121.62296646195703,Pacific,Rural,5G SA,Band 12 (700MHz),Medium,"CELL_00199,CELL_01470,CELL_01366",Active
CELL_00899,eNB_0051,Site_3613_Sector_1,SITE_0584,46.420904501704406,-112.43248176853872,Northeast,Rural,LTE,n41 (2.5GHz),Medium,"CELL_00149,CELL_00133,CELL_01319,CELL_01292,CELL_00411,CELL_00350,CELL_01500,CELL_00308",Active
CELL_00900,eNB_0146,Site_4204_Sector_1,SITE_0363,30.656703765868706,-106.18426839697787,West,Highway,5G SA,Band 12 (700MHz),Medium,"CELL_00968,CELL_00660,CELL_00232,CELL_01029,CELL_01018,CELL_00934",Degraded
CELL_00901,eNB_0184,Site_6120_Sector_2,SITE_0300,30.819947158702476,-99.63184405500472,Pacific,Highway,5G SA,Band 2 (1900MHz),High,"CELL_00686,CELL_00373,CELL_00485,CELL_00765,CELL_00759,CELL_00232",Active
CELL_00902,eNB_0071,Site_1760_Sector_1,SITE_0144,43.027411205257614,-100.52787145149604,Midwest,Highway,LTE,Band 12 (700MHz),Low,"CELL_00952,CELL_00164,CELL_01493,CELL_00238,CELL_00534,CELL_00759,CELL_00100",Active
CELL_00903,eNB_0199,Site_2650_Sector_2,SITE_0243,48.47029979678913,-76.84510030671868,Southwest,Urban,5G SA,Band 12 (700MHz),Medium,"CELL_00969,CELL_00931,CELL_00303,CELL_00921,CELL_00389",Active
CELL_00904,eNB_0007,Site_9563_Sector_3,SITE_0050,27.53850783823286,-107.25065554964638,Midwest,Highway,5G SA,Band 2 (1900MHz),High,"CELL_00141,CELL_00582,CELL_00281,CELL_00042,CELL_00046",Active
CELL_00905,eNB_0099,Site_7765_Sector_1,SITE_0353,34.86000642655476,-95.38579259038704,Pacific,Dense Urban,LTE,Band 12 (700MHz),Very High,"CELL_01269,CELL_01275,CELL_00831,CELL_01476,CELL_00166",Active
CELL_00906,eNB_0120,Site_1923_Sector_1,SITE_0367,26.61979303575545,-107.77193222116661,Southwest,Highway,5G NSA,n71 (600MHz),High,"CELL_00097,CELL_00171,CELL_00585,CELL_00411,CELL_00890,CELL_01068",Active
CELL_00907,eNB_0153,Site_8516_Sector_1,SITE_0072,48.83788857047283,-102.3619764406046,Pacific,Highway,LTE,Band 2 (1900MHz),High,"CELL_00841,CELL_00142,CELL_00966,CELL_00431,CELL_00017,CELL_01174",Active
CELL_00908,eNB_0092,Site_2465_Sector_3,SITE_0338,46.685027596855655,-103.26208181145881,Pacific,Urban,LTE,n41 (2.5GHz),Low,"CELL_00935,CELL_00689,CELL_00822,CELL_00786,CELL_00386",Active
CELL_00909,eNB_0021,Site_8841_Sector_1,SITE_0078,38.58260052619696,-113.3635618614288,Pacific,Urban,LTE,Band 12 (700MHz),Medium,"CELL_00342,CELL_00344,CELL_00221,CELL_00675,CELL_00901,CELL_00789,CELL_00816",Active
CELL_00910,eNB_0071,Site_3527_Sector_2,SITE_0598,28.364394176113148,-93.72809569663802,Southwest,Dense Urban,5G SA,Band 66 (AWS-3),Low,"CELL_01357,CELL_00310,CELL_00946,CELL_00416,CELL_00297,CELL_00181",Active
CELL_00911,eNB_0061,Site_1622_Sector_1,SITE_0182,40.13764524199023,-110.49679262757046,Pacific,Suburban,5G NSA,Band 2 (1900MHz),Medium,"CELL_01128,CELL_00650,CELL_00406,CELL_00916,CELL_00238,CELL_01205",Active
CELL_00912,eNB_0026,Site_5120_Sector_3,SITE_0162,29.391125434825597,-120.9208165248283,Southeast,Suburban,LTE,Band 71 (600MHz),Medium,"CELL_01081,CELL_00850,CELL_00665,CELL_00366,CELL_00314,CELL_01282,CELL_00139",Active
CELL_00913,eNB_0159,Site_1500_Sector_3,SITE_0192,38.19352598805499,-124.78451158812967,Pacific,Suburban,LTE,n71 (600MHz),Medium,"CELL_01484,CELL_00917,CELL_00880,CELL_00704,CELL_00167,CELL_00105",Degraded
CELL_00914,eNB_0006,Site_6078_Sector_1,SITE_0597,45.86503682337182,-107.92958183201223,Pacific,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_01474,CELL_00716,CELL_00719,CELL_00003,CELL_00356",Active
CELL_00915,eNB_0101,Site_1865_Sector_1,SITE_0186,31.826561733729953,-119.25502424988443,Northeast,Suburban,LTE,Band 4 (AWS),High,"CELL_01016,CELL_00012,CELL_00982,CELL_00400",Active
CELL_00916,eNB_0140,Site_6029_Sector_3,SITE_0341,46.047146066247514,-111.57464468899926,Pacific,Suburban,5G NSA,Band 4 (AWS),Very High,"CELL_00945,CELL_00839,CELL_00936,CELL_01138,CELL_00045,CELL_00981,CELL_00717,CELL_01201",Active
CELL_00917,eNB_0010,Site_8392_Sector_3,SITE_0571,36.1765768877626,-90.75675656570971,Pacific,Suburban,LTE,n41 (2.5GHz),High,"CELL_01403,CELL_01470,CELL_01145,CELL_00836,CELL_01362,CELL_00998,CELL_00117,CELL_00685",Active
CELL_00918,eNB_0125,Site_3259_Sector_2,SITE_0146,37.72459896841502,-85.30851716007521,Pacific,Highway,5G SA,Band 2 (1900MHz),Medium,"CELL_01164,CELL_00591,CELL_00405,CELL_00856,CELL_00064,CELL_00268,CELL_01204,CELL_01053",Active
CELL_00919,eNB_0122,Site_2494_Sector_3,SITE_0063,34.22169506248295,-68.00302865268546,Pacific,Highway,LTE,Band 71 (600MHz),High,"CELL_01363,CELL_01277,CELL_00436,CELL_00423,CELL_00466",Active
CELL_00920,eNB_0029,Site_9986_Sector_2,SITE_0396,30.45783411752488,-107.65244007503888,Northeast,Suburban,LTE,Band 71 (600MHz),Very High,"CELL_00439,CELL_00184,CELL_00754,CELL_00610,CELL_00340,CELL_01404,CELL_00339,CELL_00993",Active
CELL_00921,eNB_0178,Site_4689_Sector_1,SITE_0002,46.19620934194462,-104.38618253670072,Southeast,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_01483,CELL_00687,CELL_00649,CELL_00888,CELL_01388,CELL_00040",Active
CELL_00922,eNB_0085,Site_6351_Sector_1,SITE_0422,42.11874660908088,-120.365615322987,West,Dense Urban,5G NSA,Band 2 (1900MHz),Medium,"CELL_00910,CELL_00001,CELL_00623,CELL_01069,CELL_00362",Active
CELL_00923,eNB_0138,Site_5476_Sector_3,SITE_0075,30.279081540144645,-105.89292902739906,Southeast,Urban,LTE,Band 12 (700MHz),High,"CELL_00718,CELL_01180,CELL_00086,CELL_00408,CELL_01174,CELL_01030",Active
