Performance ID,Campaign Name,Asset ID,Date,Channel,Region,Audience Segment,Impressions,Clicks,Conversions,Engagement Rate,Conversion Rate,Spend,Revenue
CP-4979,Summer Splash Sale,BA-1200,2025-02-07,Print,APAC,SMB,9456,198,11,2.09,5.56,90.11,1154.91
CP-4980,Summer Splash Sale,BA-1093,2025-02-07,Display Ads,LATAM,SMB,77013,3065,79,3.98,2.58,479.90,13164.88
CP-4981,Summer Splash Sale,BA-1093,2025-02-07,Print,EMEA,Enterprise,14095,169,5,1.20,2.96,45.97,388.90
CP-4982,Summer Splash Sale,BA-1051,2025-02-07,Web,EMEA,Developer,33430,1245,92,3.72,7.39,102.68,18963.46
CP-4983,Summer Splash Sale,BA-1051,2025-02-07,Print,LATAM,Developer,16538,526,31,3.18,5.89,40.60,6905.66
CP-4984,Summer Splash Sale,BA-1051,2025-02-07,Social Media,APAC,Enterprise,60121,3051,175,5.07,5.74,431.04,15124.60
CP-4985,Summer Splash Sale,BA-1024,2025-02-08,Social Media,APAC,Creative Professional,34154,514,23,1.50,4.47,83.93,4185.35
CP-4986,Summer Splash Sale,BA-1024,2025-02-08,Print,LATAM,Enterprise,20708,415,22,2.00,5.30,131.15,3354.17
CP-4987,Summer Splash Sale,BA-1024,2025-02-08,Email,LATAM,Consumer,23904,771,58,3.23,7.52,48.50,13658.05
CP-4988,Summer Splash Sale,BA-1130,2025-02-08,Social Media,EMEA,Consumer,38518,2307,107,5.99,4.64,246.78,24494.53
CP-4989,Summer Splash Sale,BA-1130,2025-02-08,Email,LATAM,SMB,29342,852,41,2.90,4.81,222.14,2325.04
CP-4990,Summer Splash Sale,BA-1130,2025-02-08,Print,North America,Enterprise,18036,288,12,1.60,4.17,44.82,2601.01
CP-4991,Summer Splash Sale,BA-1203,2025-02-08,Email,LATAM,Consumer,17335,881,21,5.08,2.38,78.38,2235.82
CP-4992,Summer Splash Sale,BA-1191,2025-02-08,Video,Global,SMB,17001,209,14,1.23,6.70,74.16,1699.45
CP-4993,Summer Splash Sale,BA-1200,2025-02-08,Email,LATAM,Consumer,21846,861,50,3.94,5.81,59.95,6918.44
CP-4994,Summer Splash Sale,BA-1200,2025-02-08,Print,APAC,SMB,12868,447,25,3.47,5.59,92.06,3761.78
CP-4995,Summer Splash Sale,BA-1093,2025-02-08,Web,Global,Enterprise,25231,1395,68,5.53,4.87,74.21,10650.93
CP-4996,Summer Splash Sale,BA-1093,2025-02-08,Print,APAC,Creative Professional,13027,765,56,5.87,7.32,103.24,10259.21
CP-4997,Summer Splash Sale,BA-1051,2025-02-08,Print,EMEA,Developer,14778,422,28,2.86,6.64,96.35,6627.91
CP-4998,Summer Splash Sale,BA-1024,2025-02-09,Social Media,North America,Enterprise,64114,3059,202,4.77,6.60,384.95,33707.98
CP-4999,Summer Splash Sale,BA-1024,2025-02-09,Email,EMEA,Creative Professional,19152,858,51,4.48,5.94,126.38,7528.55
CP-5000,Summer Splash Sale,BA-1024,2025-02-09,Video,LATAM,Creative Professional,19133,326,30,1.70,9.20,137.70,3937.41
CP-5001,Summer Splash Sale,BA-1130,2025-02-09,Display Ads,EMEA,SMB,80596,867,24,1.08,2.77,346.37,5777.27
CP-5002,Summer Splash Sale,BA-1130,2025-02-09,Print,EMEA,Creative Professional,21563,690,63,3.20,9.13,124.58,8781.71
CP-5003,Summer Splash Sale,BA-1130,2025-02-09,Video,APAC,SMB,12527,360,35,2.87,9.72,108.95,6599.54
CP-5004,Summer Splash Sale,BA-1203,2025-02-09,Video,APAC,Developer,11828,551,23,4.66,4.17,88.12,3473.11
CP-5005,Summer Splash Sale,BA-1203,2025-02-09,Social Media,Global,Consumer,36412,2158,94,5.93,4.36,214.51,11812.17
CP-5006,Summer Splash Sale,BA-1191,2025-02-09,Web,EMEA,Consumer,35449,1976,171,5.57,8.65,347.05,11902.30
CP-5007,Summer Splash Sale,BA-1191,2025-02-09,Video,Global,SMB,14443,161,14,1.11,8.70,99.40,2710.39
CP-5008,Summer Splash Sale,BA-1200,2025-02-09,Video,LATAM,Consumer,15636,843,66,5.39,7.83,46.84,7722.41
CP-5009,Summer Splash Sale,BA-1200,2025-02-09,Web,North America,Consumer,29284,964,19,3.29,1.97,148.29,1380.50
CP-5010,Summer Splash Sale,BA-1200,2025-02-09,Display Ads,LATAM,Developer,147085,3021,243,2.05,8.04,471.17,52479.56
CP-5011,Summer Splash Sale,BA-1093,2025-02-09,Video,LATAM,Enterprise,10986,141,2,1.28,1.42,58.42,339.46
CP-5012,Summer Splash Sale,BA-1093,2025-02-09,Print,EMEA,Creative Professional,17781,900,86,5.06,9.56,72.18,8901.64
CP-5013,Summer Splash Sale,BA-1093,2025-02-09,Web,EMEA,SMB,29241,385,20,1.32,5.19,216.18,3507.74
CP-5014,Summer Splash Sale,BA-1051,2025-02-09,Web,APAC,Enterprise,32999,1892,160,5.73,8.46,265.79,28537.41
CP-5015,Summer Splash Sale,BA-1024,2025-02-10,Print,EMEA,Developer,16722,727,43,4.35,5.91,130.47,10173.12
CP-5016,Summer Splash Sale,BA-1130,2025-02-10,Display Ads,APAC,Enterprise,64839,1325,95,2.04,7.17,293.70,14828.15
CP-5017,Summer Splash Sale,BA-1130,2025-02-10,Print,North America,Creative Professional,11066,590,23,5.33,3.90,55.80,2454.34
CP-5018,Summer Splash Sale,BA-1130,2025-02-10,Social Media,LATAM,Developer,44564,627,59,1.41,9.41,410.65,5818.17
CP-5019,Summer Splash Sale,BA-1203,2025-02-10,Email,APAC,SMB,10448,417,10,3.99,2.40,60.36,1654.63
CP-5020,Summer Splash Sale,BA-1203,2025-02-10,Display Ads,APAC,Developer,58691,975,72,1.66,7.38,547.84,4373.47
CP-5021,Summer Splash Sale,BA-1191,2025-02-10,Social Media,APAC,Creative Professional,65421,3699,346,5.65,9.35,458.67,53621.30
CP-5022,Summer Splash Sale,BA-1191,2025-02-10,Video,North America,Consumer,22190,1091,29,4.92,2.66,142.50,3639.99
CP-5023,Summer Splash Sale,BA-1191,2025-02-10,Email,EMEA,SMB,15968,284,13,1.78,4.58,91.82,1577.63
CP-5024,Summer Splash Sale,BA-1200,2025-02-10,Video,Global,Developer,21299,680,59,3.19,8.68,92.09,9738.08
CP-5025,Summer Splash Sale,BA-1200,2025-02-10,Display Ads,LATAM,Creative Professional,109096,3944,283,3.62,7.18,791.13,63461.70
CP-5026,Summer Splash Sale,BA-1093,2025-02-10,Print,North America,Developer,22180,906,48,4.08,5.30,82.70,4621.02
CP-5027,Summer Splash Sale,BA-1093,2025-02-10,Social Media,APAC,Consumer,51219,1700,136,3.32,8.00,473.46,32990.67
CP-5028,Summer Splash Sale,BA-1093,2025-02-10,Display Ads,APAC,Developer,139214,4916,188,3.53,3.82,746.85,42968.03
CP-5029,Summer Splash Sale,BA-1051,2025-02-10,Web,EMEA,Enterprise,44534,1096,94,2.46,8.58,139.81,14574.88
CP-5030,Summer Splash Sale,BA-1024,2025-02-11,Video,Global,Consumer,8405,476,13,5.66,2.73,66.65,2029.74
CP-5031,Summer Splash Sale,BA-1130,2025-02-11,Video,Global,Developer,12347,664,19,5.38,2.86,39.99,4030.85
CP-5032,Summer Splash Sale,BA-1203,2025-02-11,Social Media,North America,Consumer,27882,1400,125,5.02,8.93,250.69,9051.71
CP-5033,Summer Splash Sale,BA-1203,2025-02-11,Video,EMEA,Consumer,10712,368,19,3.44,5.16,84.07,2488.95
CP-5034,Summer Splash Sale,BA-1203,2025-02-11,Email,EMEA,Consumer,11693,521,41,4.46,7.87,50.40,3294.17
CP-5035,Summer Splash Sale,BA-1191,2025-02-11,Video,LATAM,Enterprise,15860,778,66,4.91,8.48,151.49,15562.93
CP-5036,Summer Splash Sale,BA-1191,2025-02-11,Web,North America,Developer,29244,986,64,3.37,6.49,92.56,4358.45
CP-5037,Summer Splash Sale,BA-1200,2025-02-11,Social Media,North America,Enterprise,47224,1113,102,2.36,9.16,423.49,24776.62
CP-5038,Summer Splash Sale,BA-1200,2025-02-11,Video,Global,SMB,16155,220,11,1.36,5.00,71.37,903.95
CP-5039,Summer Splash Sale,BA-1200,2025-02-11,Display Ads,LATAM,Creative Professional,97977,3610,136,3.68,3.77,396.46,33888.65
CP-5040,Summer Splash Sale,BA-1093,2025-02-11,Print,EMEA,Developer,11360,349,15,3.07,4.30,45.43,3036.76
CP-5041,Summer Splash Sale,BA-1051,2025-02-11,Web,LATAM,Developer,24341,398,28,1.64,7.04,168.05,1997.66
CP-5042,Summer Splash Sale,BA-1051,2025-02-11,Email,EMEA,Consumer,20992,615,13,2.93,2.11,59.57,2867.27
CP-5043,Summer Splash Sale,BA-1024,2025-02-12,Social Media,North America,SMB,47295,1742,59,3.68,3.39,471.66,3439.70
CP-5044,Summer Splash Sale,BA-1024,2025-02-12,Web,North America,Creative Professional,24995,1298,118,5.19,9.09,145.67,7683.95
CP-5045,Summer Splash Sale,BA-1130,2025-02-12,Web,LATAM,Creative Professional,25241,949,55,3.76,5.80,150.73,7288.16
CP-5046,Summer Splash Sale,BA-1130,2025-02-12,Display Ads,LATAM,Enterprise,74524,3100,75,4.16,2.42,712.83,4372.87
CP-5047,Summer Splash Sale,BA-1203,2025-02-12,Video,EMEA,Developer,12813,474,35,3.70,7.38,101.31,2546.04
CP-5048,Summer Splash Sale,BA-1203,2025-02-12,Display Ads,Global,Enterprise,146684,5982,496,4.08,8.29,1441.29,62572.35
CP-5049,Summer Splash Sale,BA-1191,2025-02-12,Social Media,APAC,Consumer,49843,1363,129,2.73,9.46,386.84,25622.92
CP-5050,Summer Splash Sale,BA-1191,2025-02-12,Display Ads,LATAM,Enterprise,137349,5219,495,3.80,9.48,798.25,70352.26
CP-5051,Summer Splash Sale,BA-1191,2025-02-12,Print,APAC,SMB,9336,255,6,2.73,2.35,62.87,432.54
CP-5052,Summer Splash Sale,BA-1200,2025-02-12,Video,North America,Developer,15231,291,19,1.91,6.53,132.67,2789.34
CP-5053,Summer Splash Sale,BA-1200,2025-02-12,Print,North America,SMB,20941,419,33,2.00,7.88,180.07,5330.44
CP-5054,Summer Splash Sale,BA-1093,2025-02-12,Social Media,APAC,Developer,64054,3172,159,4.95,5.01,271.68,12770.30
CP-5055,Summer Splash Sale,BA-1093,2025-02-12,Print,EMEA,Creative Professional,8381,312,23,3.72,7.37,69.17,2758.11
CP-5056,Summer Splash Sale,BA-1051,2025-02-12,Social Media,Global,SMB,56976,3001,97,5.27,3.23,358.00,7036.77
CP-5057,Summer Splash Sale,BA-1051,2025-02-12,Display Ads,LATAM,Consumer,84887,3975,174,4.68,4.38,507.90,21872.57
CP-5058,Summer Splash Sale,BA-1024,2025-02-13,Print,APAC,Creative Professional,9050,301,26,3.33,8.64,79.02,4245.36
CP-5059,Summer Splash Sale,BA-1130,2025-02-13,Display Ads,EMEA,Developer,56232,2796,274,4.97,9.80,379.25,51569.01
CP-5060,Summer Splash Sale,BA-1203,2025-02-13,Video,EMEA,Developer,14670,353,9,2.41,2.55,135.70,800.02
CP-5061,Summer Splash Sale,BA-1203,2025-02-13,Social Media,North America,Developer,69242,880,35,1.27,3.98,630.00,7844.38
CP-5062,Summer Splash Sale,BA-1203,2025-02-13,Web,LATAM,Creative Professional,21700,802,38,3.70,4.74,99.43,5379.89
CP-5063,Summer Splash Sale,BA-1191,2025-02-13,Display Ads,North America,Consumer,90037,1940,177,2.15,9.12,807.97,24510.27
CP-5064,Summer Splash Sale,BA-1191,2025-02-13,Social Media,LATAM,SMB,44229,1504,109,3.40,7.25,426.09,17067.61
CP-5065,Summer Splash Sale,BA-1191,2025-02-13,Video,Global,Enterprise,10570,543,48,5.14,8.84,104.43,4922.86
CP-5066,Summer Splash Sale,BA-1200,2025-02-13,Video,North America,Creative Professional,21318,643,57,3.02,8.86,189.34,7273.95
CP-5067,Summer Splash Sale,BA-1093,2025-02-13,Email,Global,Creative Professional,28256,822,52,2.91,6.33,177.86,11822.15
CP-5068,Summer Splash Sale,BA-1051,2025-02-13,Email,Global,Creative Professional,23507,841,74,3.58,8.80,59.21,12888.61
CP-5069,Summer Splash Sale,BA-1051,2025-02-13,Print,Global,Developer,18362,395,32,2.15,8.10,110.22,7337.53
CP-5070,Summer Splash Sale,BA-1024,2025-02-14,Display Ads,EMEA,Consumer,109255,4662,274,4.27,5.88,438.91,64743.10
CP-5071,Summer Splash Sale,BA-1024,2025-02-14,Email,Global,Consumer,23704,715,53,3.02,7.41,94.16,7429.13
CP-5072,Summer Splash Sale,BA-1130,2025-02-14,Social Media,North America,Consumer,48617,2515,169,5.17,6.72,106.50,30515.17
CP-5073,Summer Splash Sale,BA-1130,2025-02-14,Video,APAC,SMB,20802,1183,99,5.69,8.37,178.17,6484.60
CP-5074,Summer Splash Sale,BA-1203,2025-02-14,Email,North America,Developer,13791,768,57,5.57,7.42,109.93,13825.86
CP-5075,Summer Splash Sale,BA-1191,2025-02-14,Web,LATAM,SMB,17181,432,29,2.51,6.71,158.93,2794.75
CP-5076,Summer Splash Sale,BA-1191,2025-02-14,Video,Global,Consumer,22177,491,20,2.21,4.07,162.55,2573.29
CP-5077,Summer Splash Sale,BA-1191,2025-02-14,Display Ads,Global,SMB,51543,2316,216,4.49,9.33,279.56,41787.01
CP-5078,Summer Splash Sale,BA-1200,2025-02-14,Display Ads,APAC,SMB,61506,1256,45,2.04,3.58,316.58,7736.22
CP-5079,Summer Splash Sale,BA-1200,2025-02-14,Print,LATAM,Enterprise,8130,357,26,4.39,7.28,19.36,4775.49
CP-5080,Summer Splash Sale,BA-1200,2025-02-14,Web,APAC,Developer,21326,1240,82,5.81,6.61,205.83,19123.16
CP-5081,Summer Splash Sale,BA-1093,2025-02-14,Social Media,EMEA,Developer,63047,2672,185,4.24,6.92,291.79,25519.90
CP-5082,Summer Splash Sale,BA-1093,2025-02-14,Web,North America,Creative Professional,20876,545,45,2.61,8.26,181.31,5856.02
CP-5083,Summer Splash Sale,BA-1051,2025-02-14,Video,APAC,Enterprise,13990,827,62,5.91,7.50,131.04,9304.25
CP-5084,Summer Splash Sale,BA-1024,2025-02-15,Display Ads,Global,Creative Professional,98121,3800,171,3.87,4.50,714.44,27144.77
CP-5085,Summer Splash Sale,BA-1130,2025-02-15,Display Ads,APAC,SMB,101640,1094,90,1.08,8.23,862.60,22191.67
CP-5086,Summer Splash Sale,BA-1203,2025-02-15,Social Media,EMEA,Enterprise,55189,2584,164,4.68,6.35,319.64,13999.11
CP-5087,Summer Splash Sale,BA-1203,2025-02-15,Display Ads,North America,Creative Professional,65891,978,90,1.48,9.20,290.23,21015.79
CP-5088,Summer Splash Sale,BA-1203,2025-02-15,Web,Global,Developer,37473,1808,169,4.82,9.35,326.80,16320.67
CP-5089,Summer Splash Sale,BA-1191,2025-02-15,Print,LATAM,SMB,17548,818,72,4.66,8.80,141.87,9357.99
CP-5090,Summer Splash Sale,BA-1191,2025-02-15,Web,LATAM,Creative Professional,15205,829,17,5.45,2.05,102.38,1453.15
CP-5091,Summer Splash Sale,BA-1200,2025-02-15,Email,EMEA,Enterprise,26994,583,55,2.16,9.43,114.19,11990.83
CP-5092,Summer Splash Sale,BA-1200,2025-02-15,Print,EMEA,SMB,14630,324,13,2.21,4.01,128.14,2808.16
CP-5093,Summer Splash Sale,BA-1093,2025-02-15,Print,LATAM,Developer,18122,391,7,2.16,1.79,51.73,1524.31
CP-5094,Summer Splash Sale,BA-1093,2025-02-15,Web,North America,SMB,26204,1349,41,5.15,3.04,117.58,6547.80
CP-5095,Summer Splash Sale,BA-1051,2025-02-15,Web,Global,Creative Professional,16315,568,28,3.48,4.93,95.13,3492.68
CP-5096,Summer Splash Sale,BA-1051,2025-02-15,Video,APAC,Enterprise,10940,252,19,2.30,7.54,105.63,2408.80
CP-5097,Summer Splash Sale,BA-1051,2025-02-15,Email,Global,Enterprise,23221,836,22,3.60,2.63,164.42,1468.77
CP-5098,Summer Splash Sale,BA-1024,2025-02-16,Display Ads,EMEA,Developer,124448,5524,551,4.44,9.97,746.46,41712.27
CP-5099,Summer Splash Sale,BA-1024,2025-02-16,Print,EMEA,Creative Professional,12037,231,18,1.92,7.79,60.58,2702.78
CP-5100,Summer Splash Sale,BA-1024,2025-02-16,Video,Global,Creative Professional,19520,1085,67,5.56,6.18,101.90,6694.52
CP-5101,Summer Splash Sale,BA-1130,2025-02-16,Web,North America,Enterprise,20084,601,14,2.99,2.33,191.73,1504.71
CP-5102,Summer Splash Sale,BA-1130,2025-02-16,Print,North America,Developer,17800,961,64,5.40,6.66,90.98,8076.15
CP-5103,Summer Splash Sale,BA-1130,2025-02-16,Video,Global,Consumer,16433,951,92,5.79,9.67,64.00,20678.71
CP-5104,Summer Splash Sale,BA-1203,2025-02-16,Web,Global,Creative Professional,25218,262,9,1.04,3.44,106.02,490.77
CP-5105,Summer Splash Sale,BA-1203,2025-02-16,Email,EMEA,Developer,24618,418,40,1.70,9.57,161.33,7426.12
CP-5106,Summer Splash Sale,BA-1191,2025-02-16,Video,North America,Consumer,20601,928,68,4.50,7.33,181.64,14149.95
CP-5107,Summer Splash Sale,BA-1200,2025-02-16,Email,EMEA,SMB,16148,777,55,4.81,7.08,84.21,11480.71
CP-5108,Summer Splash Sale,BA-1200,2025-02-16,Web,LATAM,SMB,43396,1736,57,4.00,3.28,300.80,12047.99
CP-5109,Summer Splash Sale,BA-1200,2025-02-16,Display Ads,Global,SMB,117655,6815,319,5.79,4.68,458.82,55315.34
CP-5110,Summer Splash Sale,BA-1093,2025-02-16,Email,North America,Enterprise,12178,552,35,4.53,6.34,72.36,1895.76
CP-5111,Summer Splash Sale,BA-1051,2025-02-16,Display Ads,Global,Consumer,149651,2219,66,1.48,2.97,1154.56,12537.24
CP-5112,Summer Splash Sale,BA-1024,2025-02-17,Video,EMEA,SMB,8038,265,6,3.30,2.26,70.88,1187.03
CP-5113,Summer Splash Sale,BA-1024,2025-02-17,Web,Global,SMB,39327,421,10,1.07,2.38,294.26,875.34
CP-5114,Summer Splash Sale,BA-1024,2025-02-17,Print,Global,Creative Professional,17660,578,18,3.27,3.11,144.55,1658.16
CP-5115,Summer Splash Sale,BA-1130,2025-02-17,Email,EMEA,Creative Professional,29458,1652,164,5.61,9.93,260.41,21760.79
CP-5116,Summer Splash Sale,BA-1130,2025-02-17,Social Media,APAC,Consumer,28056,1352,88,4.82,6.51,256.31,12967.12
CP-5117,Summer Splash Sale,BA-1203,2025-02-17,Print,EMEA,Developer,18167,432,38,2.38,8.80,148.29,5583.26
CP-5118,Summer Splash Sale,BA-1203,2025-02-17,Web,North America,Developer,30914,1177,109,3.81,9.26,92.54,26302.26
CP-5119,Summer Splash Sale,BA-1191,2025-02-17,Video,APAC,Developer,21301,406,36,1.91,8.87,155.09,8984.34
CP-5120,Summer Splash Sale,BA-1200,2025-02-17,Video,LATAM,Creative Professional,12422,283,14,2.28,4.95,65.60,1964.85
CP-5121,Summer Splash Sale,BA-1093,2025-02-17,Display Ads,EMEA,Consumer,67539,2986,220,4.42,7.37,555.95,34344.79
CP-5122,Summer Splash Sale,BA-1051,2025-02-17,Display Ads,APAC,Developer,112534,3859,290,3.43,7.51,284.96,59794.55
CP-5123,Summer Splash Sale,BA-1024,2025-02-18,Web,APAC,SMB,27034,1225,29,4.53,2.37,142.78,5111.73
CP-5124,Summer Splash Sale,BA-1024,2025-02-18,Print,North America,SMB,16761,674,57,4.02,8.46,102.80,6782.69
CP-5125,Summer Splash Sale,BA-1024,2025-02-18,Social Media,Global,Creative Professional,32399,530,15,1.64,2.83,133.62,1152.39
CP-5126,Summer Splash Sale,BA-1130,2025-02-18,Web,LATAM,Creative Professional,34437,623,39,1.81,6.26,337.25,7472.72
CP-5127,Summer Splash Sale,BA-1203,2025-02-18,Video,LATAM,Creative Professional,16550,534,19,3.23,3.56,72.86,3695.54
CP-5128,Summer Splash Sale,BA-1203,2025-02-18,Display Ads,APAC,SMB,132302,3827,263,2.89,6.87,1241.39,37276.76
CP-5129,Summer Splash Sale,BA-1203,2025-02-18,Social Media,North America,Enterprise,64026,3835,249,5.99,6.49,561.95,24804.60
CP-5130,Summer Splash Sale,BA-1191,2025-02-18,Web,Global,SMB,26672,427,21,1.60,4.92,88.05,3515.49
CP-5131,Summer Splash Sale,BA-1200,2025-02-18,Email,LATAM,SMB,27303,1282,124,4.70,9.67,127.63,15114.44
CP-5132,Summer Splash Sale,BA-1200,2025-02-18,Web,Global,Creative Professional,26387,1105,88,4.19,7.96,84.77,11431.71
CP-5133,Summer Splash Sale,BA-1093,2025-02-18,Social Media,EMEA,Consumer,56896,2927,141,5.14,4.82,535.20,16062.88
CP-5134,Summer Splash Sale,BA-1093,2025-02-18,Web,APAC,Consumer,29917,1571,38,5.25,2.42,209.52,3520.21
CP-5135,Summer Splash Sale,BA-1093,2025-02-18,Email,Global,Creative Professional,11137,287,26,2.58,9.06,73.90,5122.36
CP-5136,Summer Splash Sale,BA-1051,2025-02-18,Social Media,Global,Consumer,72136,1268,78,1.76,6.15,300.14,17313.95
CP-5137,Summer Splash Sale,BA-1024,2025-02-19,Web,EMEA,Consumer,21207,462,11,2.18,2.38,113.44,2251.72
CP-5138,Summer Splash Sale,BA-1024,2025-02-19,Print,North America,SMB,12533,203,8,1.62,3.94,61.36,1249.48
CP-5139,Summer Splash Sale,BA-1024,2025-02-19,Social Media,EMEA,Developer,53482,2598,96,4.86,3.70,117.65,14890.89
CP-5140,Summer Splash Sale,BA-1130,2025-02-19,Web,APAC,Consumer,33518,1948,101,5.81,5.18,132.22,21975.87
CP-5141,Summer Splash Sale,BA-1203,2025-02-19,Email,Global,Developer,28586,704,43,2.46,6.11,234.97,8190.53
CP-5142,Summer Splash Sale,BA-1203,2025-02-19,Web,Global,Consumer,39807,2056,43,5.16,2.09,302.23,3307.88
CP-5143,Summer Splash Sale,BA-1203,2025-02-19,Video,LATAM,Consumer,16970,932,87,5.49,9.33,51.02,15606.59
CP-5144,Summer Splash Sale,BA-1191,2025-02-19,Social Media,APAC,SMB,36661,559,31,1.52,5.55,172.06,7497.26
CP-5145,Summer Splash Sale,BA-1191,2025-02-19,Web,EMEA,Developer,43337,1988,45,4.59,2.26,193.32,7805.59
CP-5146,Summer Splash Sale,BA-1200,2025-02-19,Print,North America,Consumer,19090,642,37,3.36,5.76,46.42,7503.47
CP-5147,Summer Splash Sale,BA-1093,2025-02-19,Email,North America,Creative Professional,25539,818,21,3.20,2.57,83.87,1182.85
CP-5148,Summer Splash Sale,BA-1093,2025-02-19,Video,North America,Consumer,14655,209,19,1.43,9.09,103.00,2000.96
CP-5149,Summer Splash Sale,BA-1051,2025-02-19,Print,LATAM,Developer,11413,131,3,1.15,2.29,64.47,306.94
CP-5150,Summer Splash Sale,BA-1051,2025-02-19,Social Media,LATAM,Developer,58553,1478,110,2.52,7.44,225.72,15030.41
CP-5151,Summer Splash Sale,BA-1024,2025-02-20,Email,EMEA,SMB,12410,714,69,5.75,9.66,91.02,14628.98
CP-5152,Summer Splash Sale,BA-1024,2025-02-20,Web,APAC,SMB,40802,2199,60,5.39,2.73,368.52,12666.61
CP-5153,Summer Splash Sale,BA-1024,2025-02-20,Social Media,North America,SMB,61221,3583,229,5.85,6.39,341.18,19271.03
CP-5154,Summer Splash Sale,BA-1130,2025-02-20,Social Media,APAC,SMB,46674,833,77,1.78,9.24,309.85,11772.76
CP-5155,Summer Splash Sale,BA-1130,2025-02-20,Display Ads,North America,Developer,116799,3412,203,2.92,5.95,1000.34,12329.95
CP-5156,Summer Splash Sale,BA-1130,2025-02-20,Video,APAC,Consumer,18545,261,9,1.41,3.45,143.98,512.10
CP-5157,Summer Splash Sale,BA-1203,2025-02-20,Display Ads,LATAM,Consumer,51524,1218,56,2.36,4.60,111.00,5590.92
CP-5158,Summer Splash Sale,BA-1203,2025-02-20,Print,Global,Creative Professional,12767,672,57,5.26,8.48,100.17,13592.17
CP-5159,Summer Splash Sale,BA-1191,2025-02-20,Display Ads,EMEA,Creative Professional,61890,3258,204,5.26,6.26,213.36,28041.69
CP-5160,Summer Splash Sale,BA-1191,2025-02-20,Email,EMEA,Creative Professional,19628,221,17,1.13,7.69,163.02,3074.07
CP-5161,Summer Splash Sale,BA-1191,2025-02-20,Social Media,Global,Consumer,46298,1325,127,2.86,9.58,322.91,9571.64
CP-5162,Summer Splash Sale,BA-1200,2025-02-20,Video,EMEA,Developer,11886,182,4,1.53,2.20,102.40,967.48
CP-5163,Summer Splash Sale,BA-1093,2025-02-20,Web,North America,Creative Professional,16325,928,47,5.68,5.06,91.10,6389.35
CP-5164,Summer Splash Sale,BA-1051,2025-02-20,Web,LATAM,Developer,37218,536,49,1.44,9.14,180.95,10377.11
CP-5165,Summer Splash Sale,BA-1051,2025-02-20,Email,APAC,Developer,14545,788,52,5.42,6.60,115.05,12516.42
CP-5166,Summer Splash Sale,BA-1024,2025-02-21,Web,APAC,Consumer,41164,1677,110,4.07,6.56,105.26,25433.90
CP-5167,Summer Splash Sale,BA-1024,2025-02-21,Display Ads,Global,Consumer,96747,4050,178,4.19,4.40,660.31,34932.39
CP-5168,Summer Splash Sale,BA-1130,2025-02-21,Social Media,Global,Creative Professional,35952,1653,43,4.60,2.60,89.14,6508.27
CP-5169,Summer Splash Sale,BA-1130,2025-02-21,Web,LATAM,Developer,27776,1156,53,4.16,4.58,62.51,13119.81
CP-5170,Summer Splash Sale,BA-1203,2025-02-21,Email,Global,Consumer,11343,476,45,4.20,9.45,106.92,4807.93
CP-5171,Summer Splash Sale,BA-1203,2025-02-21,Video,EMEA,Creative Professional,19885,521,29,2.62,5.57,95.05,2499.38
CP-5172,Summer Splash Sale,BA-1203,2025-02-21,Web,Global,Developer,43687,1255,83,2.87,6.61,228.46,11708.31
CP-5173,Summer Splash Sale,BA-1191,2025-02-21,Social Media,APAC,SMB,26974,475,45,1.76,9.47,176.04,8385.74
CP-5174,Summer Splash Sale,BA-1200,2025-02-21,Video,Global,Creative Professional,19658,661,36,3.36,5.45,75.11,6836.08
CP-5175,Summer Splash Sale,BA-1200,2025-02-21,Web,LATAM,Enterprise,27669,1330,33,4.81,2.48,141.67,2669.41
CP-5176,Summer Splash Sale,BA-1200,2025-02-21,Social Media,LATAM,Developer,29485,1759,84,5.97,4.78,163.12,16060.81
CP-5177,Summer Splash Sale,BA-1093,2025-02-21,Social Media,APAC,Consumer,27746,870,43,3.14,4.94,90.04,6911.95
CP-5178,Summer Splash Sale,BA-1093,2025-02-21,Print,APAC,SMB,19612,791,31,4.03,3.92,79.20,4710.45
CP-5179,Summer Splash Sale,BA-1093,2025-02-21,Web,LATAM,Creative Professional,38364,857,23,2.23,2.68,108.64,1392.05
CP-5180,Summer Splash Sale,BA-1051,2025-02-21,Display Ads,EMEA,Consumer,96019,1951,55,2.03,2.82,340.80,9825.49
CP-5181,Summer Splash Sale,BA-1051,2025-02-21,Social Media,Global,SMB,58072,796,72,1.37,9.05,192.32,3966.32
CP-5182,Summer Splash Sale,BA-1051,2025-02-21,Email,EMEA,Developer,23432,1359,28,5.80,2.06,220.29,3680.50
CP-5183,Summer Splash Sale,BA-1024,2025-02-22,Video,North America,Enterprise,9462,453,36,4.79,7.95,68.87,4066.43
CP-5184,Summer Splash Sale,BA-1024,2025-02-22,Web,APAC,SMB,44926,1676,43,3.73,2.57,273.52,7138.85
CP-5185,Summer Splash Sale,BA-1130,2025-02-22,Print,APAC,Enterprise,11593,504,18,4.35,3.57,42.46,2336.67
CP-5186,Summer Splash Sale,BA-1130,2025-02-22,Social Media,APAC,Developer,52784,2887,106,5.47,3.67,380.91,14257.64
CP-5187,Summer Splash Sale,BA-1130,2025-02-22,Display Ads,Global,Developer,70073,1959,183,2.80,9.34,567.99,9735.10
