Event ID,Asset ID,Timestamp,Action Type,User ID,Department,Device Type,Duration Seconds,Session ID
AE-655,BA-1013,2024-10-04T04:48:30.917Z,Comment Added,user-1228,Regional Marketing,Mobile,,session-9917
AE-6082,BA-1109,2024-10-04T05:37:45.584Z,Download,user-1211,Regional Marketing,Tablet,,session-8822
AE-15895,BA-1287,2024-10-04T05:39:24.554Z,Rejected,user-1342,Regional Marketing,Mobile,,session-806
AE-9382,BA-1169,2024-10-04T05:45:40.125Z,Edit Request,user-1297,Creative,Tablet,3626,session-6751
AE-15051,BA-1271,2024-10-04T07:00:07.883Z,Comment Added,user-1465,Sales,Tablet,,session-2375
AE-4349,BA-1080,2024-10-04T07:17:14.906Z,Approval Submitted,user-1271,Marketing,Desktop,,session-5855
AE-2076,BA-1037,2024-10-04T07:44:15.971Z,Edit Request,user-1107,Regional Marketing,Mobile,2940,session-3685
AE-7274,BA-1128,2024-10-04T09:46:51.752Z,Comment Added,user-1193,Regional Marketing,Desktop,,session-7732
AE-2154,BA-1038,2024-10-04T09:55:02.353Z,Rejected,user-1361,Product,Desktop,,session-1225
AE-9548,BA-1172,2024-10-04T10:12:48.651Z,Approved,user-1411,Regional Marketing,Mobile,,session-8819
AE-7239,BA-1127,2024-10-04T11:39:08.893Z,Comment Added,user-1077,Digital,Mobile,,session-7108
AE-15665,BA-1282,2024-10-04T11:47:01.458Z,Download,user-1392,Brand Management,Mobile,,session-6688
AE-9385,BA-1169,2024-10-04T12:25:46.122Z,View,user-1416,Digital,Desktop,153,session-5886
AE-15632,BA-1282,2024-10-04T12:54:58.795Z,Approval Submitted,user-1158,Regional Marketing,Desktop,,session-594
AE-1276,BA-1026,2024-10-04T13:58:09.361Z,Approval Submitted,user-1015,Sales,Tablet,,session-6870
AE-14199,BA-1253,2024-10-04T19:11:38.714Z,Approved,user-1195,Digital,Desktop,,session-3056
AE-13928,BA-1248,2024-10-04T19:56:38.482Z,View,user-1163,Brand Management,Mobile,395,session-8404
AE-3251,BA-1058,2024-10-04T20:07:36.894Z,Approval Submitted,user-1216,Brand Management,Mobile,,session-9150
AE-392,BA-1007,2024-10-04T21:23:02.516Z,Download,user-1369,Brand Management,Desktop,,session-9889
AE-1837,BA-1034,2024-10-04T22:11:24.502Z,Comment Added,user-1432,Creative,Desktop,,session-35
AE-14811,BA-1265,2024-10-04T22:59:37.844Z,View,user-1197,Product,Mobile,487,session-1454
AE-10454,BA-1186,2024-10-04T23:35:24.651Z,Edit Request,user-1209,Sales,Tablet,1028,session-638
AE-2174,BA-1039,2024-10-04T23:52:30.869Z,Rejected,user-1281,Regional Marketing,Desktop,,session-3874
AE-983,BA-1020,2024-10-05T03:18:08.896Z,View,user-1337,Brand Management,Mobile,609,session-3055
AE-16010,BA-1289,2024-10-05T03:22:33.833Z,Share,user-1296,Brand Management,Desktop,,session-114
AE-1202,BA-1025,2024-10-05T04:31:26.731Z,Share,user-1366,Marketing,Mobile,,session-6319
AE-7724,BA-1135,2024-10-05T04:33:32.935Z,Approved,user-1182,Brand Management,Desktop,,session-6080
AE-4909,BA-1089,2024-10-05T05:58:58.555Z,Comment Added,user-1242,Sales,Desktop,,session-2910
AE-3534,BA-1063,2024-10-05T06:09:40.349Z,View,user-1432,Product,Tablet,141,session-598
AE-15420,BA-1278,2024-10-05T06:25:44.481Z,Approval Submitted,user-1050,Brand Management,Mobile,,session-8180
AE-11800,BA-1211,2024-10-05T06:50:07.615Z,Approval Submitted,user-1350,Regional Marketing,Mobile,,session-4276
AE-307,BA-1006,2024-10-05T07:01:02.958Z,Comment Added,user-1283,Regional Marketing,Tablet,,session-2255
AE-13598,BA-1244,2024-10-05T07:01:34.585Z,Rejected,user-1063,Marketing,Tablet,,session-1124
AE-705,BA-1014,2024-10-05T07:06:37.068Z,Rejected,user-1003,Regional Marketing,Mobile,,session-3773
AE-13735,BA-1245,2024-10-05T07:36:07.144Z,Edit Request,user-1087,Creative,Tablet,1267,session-7875
AE-807,BA-1015,2024-10-05T08:14:51.265Z,Approval Submitted,user-1149,Brand Management,Mobile,,session-2632
AE-13769,BA-1246,2024-10-05T08:16:14.508Z,Approved,user-1139,Product,Mobile,,session-3895
AE-13000,BA-1234,2024-10-05T09:34:45.373Z,Comment Added,user-1468,Product,Desktop,,session-9289
AE-12148,BA-1219,2024-10-05T09:57:12.875Z,Download,user-1274,Brand Management,Tablet,,session-4662
AE-6810,BA-1120,2024-10-05T10:01:20.239Z,Download,user-1397,Regional Marketing,Desktop,,session-6059
AE-7746,BA-1136,2024-10-05T10:11:16.857Z,Download,user-1232,Sales,Desktop,,session-3632
AE-12554,BA-1228,2024-10-05T13:37:45.178Z,Comment Added,user-1391,Product,Tablet,,session-5669
AE-1724,BA-1032,2024-10-05T14:57:06.895Z,Rejected,user-1406,Creative,Desktop,,session-7820
AE-15936,BA-1288,2024-10-05T16:19:15.632Z,Comment Added,user-1193,Marketing,Tablet,,session-2530
AE-7440,BA-1132,2024-10-05T16:26:41.297Z,Download,user-1255,Sales,Tablet,,session-9061
AE-14908,BA-1267,2024-10-05T16:41:37.062Z,Approved,user-1417,Product,Desktop,,session-3005
AE-4750,BA-1087,2024-10-05T16:59:44.938Z,Share,user-1289,Brand Management,Mobile,,session-5728
AE-15707,BA-1283,2024-10-05T17:05:31.233Z,Download,user-1132,Product,Mobile,,session-328
AE-10555,BA-1187,2024-10-05T17:19:27.029Z,Approval Submitted,user-1185,Sales,Mobile,,session-4868
AE-9522,BA-1171,2024-10-05T18:06:57.904Z,Approved,user-1124,Sales,Desktop,,session-8828
AE-2346,BA-1042,2024-10-05T19:00:45.851Z,Download,user-1015,Product,Desktop,,session-6951
AE-14287,BA-1254,2024-10-05T19:12:01.900Z,Edit Request,user-1206,Sales,Mobile,1504,session-8595
AE-11305,BA-1203,2024-10-05T19:51:35.950Z,Comment Added,user-1336,Product,Tablet,,session-3988
AE-3017,BA-1052,2024-10-05T19:55:29.061Z,Approved,user-1156,Digital,Tablet,,session-9242
AE-14359,BA-1255,2024-10-05T19:56:29.114Z,Share,user-1295,Digital,Mobile,,session-8984
AE-8436,BA-1150,2024-10-05T20:05:29.736Z,Comment Added,user-1256,Regional Marketing,Desktop,,session-9400
AE-1177,BA-1024,2024-10-06T02:15:37.432Z,Approval Submitted,user-1471,Brand Management,Mobile,,session-7842
AE-15647,BA-1282,2024-10-06T02:37:24.793Z,Share,user-1388,Sales,Tablet,,session-2126
AE-9249,BA-1166,2024-10-06T03:02:02.761Z,Comment Added,user-1458,Creative,Tablet,,session-3531
AE-10217,BA-1182,2024-10-06T04:35:39.078Z,Comment Added,user-1370,Marketing,Tablet,,session-609
AE-4163,BA-1075,2024-10-06T07:15:29.376Z,View,user-1169,Brand Management,Desktop,290,session-1414
AE-7779,BA-1136,2024-10-06T07:30:07.251Z,Edit Request,user-1024,Marketing,Desktop,1111,session-396
AE-11060,BA-1198,2024-10-06T08:25:56.768Z,Edit Request,user-1036,Product,Desktop,409,session-2192
AE-11837,BA-1213,2024-10-06T08:31:47.242Z,Approved,user-1091,Marketing,Tablet,,session-5676
AE-10359,BA-1184,2024-10-06T09:05:03.703Z,Approval Submitted,user-1279,Regional Marketing,Desktop,,session-9038
AE-3533,BA-1063,2024-10-06T09:10:41.752Z,Approval Submitted,user-1196,Marketing,Mobile,,session-102
AE-1745,BA-1032,2024-10-06T09:28:26.343Z,View,user-1414,Regional Marketing,Mobile,97,session-4789
AE-13962,BA-1249,2024-10-06T11:19:13.379Z,Comment Added,user-1194,Regional Marketing,Mobile,,session-4127
AE-12965,BA-1234,2024-10-06T11:46:20.092Z,Approval Submitted,user-1081,Marketing,Desktop,,session-5238
AE-11657,BA-1209,2024-10-06T11:52:48.224Z,Approved,user-1211,Regional Marketing,Desktop,,session-4754
AE-640,BA-1013,2024-10-06T12:48:43.720Z,Download,user-1189,Creative,Desktop,,session-102
AE-1268,BA-1026,2024-10-06T13:51:09.469Z,Share,user-1263,Creative,Mobile,,session-211
AE-13098,BA-1235,2024-10-06T15:03:02.549Z,Edit Request,user-1028,Digital,Tablet,394,session-2356
AE-6558,BA-1116,2024-10-06T15:21:27.718Z,Edit Request,user-1440,Sales,Tablet,2159,session-9482
AE-5699,BA-1102,2024-10-06T15:22:49.697Z,Share,user-1150,Product,Tablet,,session-8736
AE-12534,BA-1228,2024-10-06T16:47:15.022Z,Share,user-1330,Product,Mobile,,session-3177
AE-412,BA-1009,2024-10-06T18:56:19.268Z,Download,user-1350,Creative,Desktop,,session-2817
AE-296,BA-1006,2024-10-06T19:29:30.343Z,Approval Submitted,user-1293,Regional Marketing,Tablet,,session-1143
AE-3144,BA-1056,2024-10-06T20:15:15.180Z,Approval Submitted,user-1156,Sales,Desktop,,session-2738
AE-7822,BA-1138,2024-10-06T20:20:51.339Z,Download,user-1365,Product,Desktop,,session-7087
AE-4938,BA-1090,2024-10-06T20:22:37.688Z,View,user-1177,Marketing,Tablet,410,session-6169
AE-3884,BA-1071,2024-10-06T20:36:15.017Z,Rejected,user-1021,Product,Mobile,,session-4622
AE-5738,BA-1103,2024-10-06T20:52:06.656Z,Rejected,user-1472,Sales,Desktop,,session-432
AE-1516,BA-1029,2024-10-06T21:48:41.308Z,Edit Request,user-1426,Brand Management,Desktop,1197,session-1458
AE-475,BA-1009,2024-10-06T21:59:20.453Z,Rejected,user-1280,Sales,Mobile,,session-4367
AE-2012,BA-1036,2024-10-06T22:55:21.647Z,Comment Added,user-1471,Brand Management,Tablet,,session-8468
AE-12879,BA-1232,2024-10-06T23:18:03.466Z,Edit Request,user-1209,Brand Management,Tablet,609,session-3623
AE-11354,BA-1203,2024-10-06T23:39:06.821Z,Approved,user-1465,Product,Tablet,,session-4090
AE-14819,BA-1265,2024-10-06T23:50:34.532Z,Approved,user-1227,Regional Marketing,Tablet,,session-9414
AE-1523,BA-1029,2024-10-07T00:05:53.840Z,Approved,user-1089,Product,Desktop,,session-4572
AE-7958,BA-1140,2024-10-07T00:17:31.881Z,Rejected,user-1162,Product,Mobile,,session-9151
AE-6208,BA-1111,2024-10-07T01:38:27.367Z,View,user-1224,Digital,Mobile,63,session-5697
AE-3836,BA-1070,2024-10-07T01:59:14.192Z,Download,user-1239,Creative,Tablet,,session-4140
AE-13674,BA-1245,2024-10-07T02:04:02.366Z,Download,user-1208,Brand Management,Mobile,,session-592
AE-13321,BA-1241,2024-10-07T04:11:53.211Z,Edit Request,user-1067,Digital,Desktop,464,session-9194
AE-10796,BA-1193,2024-10-07T08:13:25.042Z,Download,user-1328,Digital,Desktop,,session-5678
AE-2027,BA-1036,2024-10-07T08:30:34.269Z,Approved,user-1412,Brand Management,Desktop,,session-2763
AE-12342,BA-1225,2024-10-07T08:52:51.946Z,Approved,user-1134,Marketing,Desktop,,session-2853
AE-10391,BA-1184,2024-10-07T10:42:13.881Z,Edit Request,user-1309,Sales,Desktop,3225,session-3166
AE-7242,BA-1127,2024-10-07T10:44:43.314Z,Download,user-1092,Creative,Mobile,,session-9709
AE-7163,BA-1125,2024-10-07T10:52:22.147Z,Approved,user-1238,Digital,Mobile,,session-9600
AE-10363,BA-1184,2024-10-07T11:05:03.199Z,Comment Added,user-1194,Digital,Desktop,,session-8282
AE-15104,BA-1272,2024-10-07T12:29:53.160Z,View,user-1344,Digital,Tablet,453,session-3897
AE-7464,BA-1132,2024-10-07T13:50:49.310Z,Rejected,user-1135,Regional Marketing,Mobile,,session-8659
AE-2491,BA-1044,2024-10-07T14:23:34.116Z,Edit Request,user-1408,Product,Mobile,1484,session-1582
AE-14834,BA-1265,2024-10-07T14:46:03.465Z,Edit Request,user-1089,Regional Marketing,Desktop,2461,session-7043
AE-12953,BA-1234,2024-10-07T15:17:06.050Z,Comment Added,user-1280,Marketing,Mobile,,session-7638
AE-13427,BA-1242,2024-10-07T15:43:51.353Z,Approval Submitted,user-1258,Regional Marketing,Tablet,,session-7310
AE-5021,BA-1092,2024-10-07T15:50:14.788Z,Rejected,user-1185,Creative,Desktop,,session-856
AE-15538,BA-1281,2024-10-07T15:59:19.426Z,Share,user-1313,Digital,Tablet,,session-3389
AE-13939,BA-1249,2024-10-07T17:52:04.457Z,Rejected,user-1125,Creative,Desktop,,session-8815
AE-12317,BA-1224,2024-10-07T17:53:44.711Z,Edit Request,user-1043,Creative,Mobile,3308,session-7397
AE-5220,BA-1094,2024-10-07T18:16:59.953Z,View,user-1191,Sales,Desktop,121,session-5320
AE-3276,BA-1059,2024-10-07T18:58:57.274Z,Approved,user-1282,Marketing,Tablet,,session-557
AE-7441,BA-1132,2024-10-07T20:25:38.166Z,Comment Added,user-1087,Marketing,Desktop,,session-5240
AE-15638,BA-1282,2024-10-07T20:54:21.408Z,Comment Added,user-1202,Regional Marketing,Tablet,,session-9575
AE-7134,BA-1125,2024-10-07T21:42:22.274Z,Rejected,user-1085,Creative,Desktop,,session-9085
AE-7837,BA-1138,2024-10-07T21:58:55.856Z,Approved,user-1102,Product,Mobile,,session-2428
AE-12076,BA-1218,2024-10-07T22:19:02.577Z,View,user-1007,Digital,Desktop,50,session-4256
AE-8035,BA-1141,2024-10-07T22:48:14.178Z,Approval Submitted,user-1432,Product,Tablet,,session-5553
AE-1531,BA-1029,2024-10-07T23:04:52.772Z,Share,user-1337,Brand Management,Mobile,,session-8314
AE-4755,BA-1087,2024-10-07T23:24:30.409Z,Edit Request,user-1423,Digital,Mobile,2027,session-9811
AE-9523,BA-1171,2024-10-08T00:26:50.374Z,View,user-1063,Regional Marketing,Desktop,130,session-2288
AE-1401,BA-1028,2024-10-08T00:41:00.376Z,Rejected,user-1348,Regional Marketing,Mobile,,session-8632
AE-3580,BA-1064,2024-10-08T01:36:51.553Z,Share,user-1366,Regional Marketing,Tablet,,session-1576
AE-5369,BA-1098,2024-10-08T01:44:32.735Z,Edit Request,user-1370,Product,Mobile,1603,session-305
AE-13310,BA-1240,2024-10-08T03:22:14.593Z,Share,user-1484,Digital,Desktop,,session-5857
AE-6637,BA-1117,2024-10-08T03:23:26.308Z,View,user-1398,Brand Management,Tablet,435,session-8216
AE-8509,BA-1151,2024-10-08T04:08:53.782Z,Comment Added,user-1396,Marketing,Mobile,,session-5841
AE-9300,BA-1166,2024-10-08T05:23:53.808Z,Comment Added,user-1328,Brand Management,Desktop,,session-3140
AE-1218,BA-1025,2024-10-08T06:22:22.159Z,Share,user-1375,Brand Management,Tablet,,session-9455
AE-3862,BA-1071,2024-10-08T07:05:53.625Z,Share,user-1497,Sales,Desktop,,session-4971
AE-13911,BA-1248,2024-10-08T07:51:42.633Z,Approval Submitted,user-1371,Marketing,Tablet,,session-4062
AE-7001,BA-1124,2024-10-08T08:04:22.368Z,Approval Submitted,user-1159,Marketing,Desktop,,session-7545
AE-14064,BA-1250,2024-10-08T08:08:05.999Z,View,user-1470,Sales,Desktop,133,session-4494
AE-2193,BA-1039,2024-10-08T08:14:00.612Z,Comment Added,user-1496,Brand Management,Tablet,,session-6852
AE-581,BA-1011,2024-10-08T08:37:12.877Z,Share,user-1245,Marketing,Tablet,,session-560
AE-15659,BA-1282,2024-10-08T09:21:27.690Z,Approval Submitted,user-1151,Product,Tablet,,session-5765
AE-11031,BA-1198,2024-10-08T11:39:35.310Z,Comment Added,user-1283,Marketing,Tablet,,session-9866
AE-8985,BA-1162,2024-10-08T13:05:40.982Z,Approved,user-1124,Regional Marketing,Desktop,,session-5242
AE-9388,BA-1169,2024-10-08T13:19:19.664Z,Rejected,user-1337,Digital,Tablet,,session-8854
AE-8957,BA-1161,2024-10-08T13:54:37.161Z,Download,user-1290,Brand Management,Tablet,,session-1202
AE-13122,BA-1236,2024-10-08T14:36:37.943Z,Share,user-1052,Creative,Tablet,,session-4129
AE-776,BA-1015,2024-10-08T14:47:37.205Z,Comment Added,user-1087,Marketing,Desktop,,session-4952
AE-11498,BA-1205,2024-10-08T15:37:34.664Z,View,user-1389,Product,Mobile,577,session-4734
AE-5246,BA-1096,2024-10-08T17:02:25.193Z,Share,user-1409,Regional Marketing,Tablet,,session-5888
AE-686,BA-1014,2024-10-08T17:14:49.066Z,Share,user-1166,Creative,Tablet,,session-3899
AE-9902,BA-1176,2024-10-08T18:06:33.366Z,Download,user-1038,Brand Management,Mobile,,session-9976
AE-7903,BA-1138,2024-10-08T18:12:54.003Z,View,user-1042,Marketing,Mobile,86,session-8586
AE-3592,BA-1065,2024-10-08T18:29:10.443Z,Edit Request,user-1153,Brand Management,Desktop,472,session-9024
AE-6353,BA-1113,2024-10-08T19:24:42.618Z,Rejected,user-1139,Brand Management,Tablet,,session-8960
AE-11942,BA-1215,2024-10-08T20:14:12.897Z,Approval Submitted,user-1015,Creative,Mobile,,session-5845
AE-3860,BA-1071,2024-10-08T22:39:05.749Z,Comment Added,user-1105,Brand Management,Tablet,,session-1705
AE-5997,BA-1108,2024-10-08T22:43:05.948Z,Rejected,user-1163,Product,Mobile,,session-7649
AE-3637,BA-1066,2024-10-09T00:19:43.412Z,Edit Request,user-1064,Regional Marketing,Tablet,662,session-2116
AE-769,BA-1015,2024-10-09T00:55:28.908Z,Edit Request,user-1457,Brand Management,Mobile,481,session-2922
AE-8159,BA-1143,2024-10-09T00:57:21.238Z,Share,user-1075,Sales,Mobile,,session-6156
AE-1106,BA-1022,2024-10-09T02:35:23.450Z,Edit Request,user-1467,Sales,Desktop,2186,session-3952
AE-8861,BA-1157,2024-10-09T03:23:42.902Z,Download,user-1076,Digital,Mobile,,session-9454
AE-7500,BA-1132,2024-10-09T05:10:37.746Z,View,user-1270,Marketing,Desktop,91,session-5424
AE-15222,BA-1275,2024-10-09T06:07:16.424Z,Download,user-1412,Product,Desktop,,session-1563
AE-11087,BA-1199,2024-10-09T06:25:40.731Z,Approval Submitted,user-1446,Product,Tablet,,session-5115
AE-11460,BA-1204,2024-10-09T06:36:02.414Z,View,user-1462,Product,Mobile,135,session-325
AE-1835,BA-1034,2024-10-09T06:53:37.125Z,Download,user-1027,Regional Marketing,Desktop,,session-1703
AE-14917,BA-1267,2024-10-09T07:30:54.547Z,Download,user-1127,Creative,Tablet,,session-8297
AE-18,BA-1001,2024-10-09T07:57:19.227Z,Rejected,user-1499,Digital,Desktop,,session-6271
AE-11738,BA-1210,2024-10-09T09:54:26.152Z,Approval Submitted,user-1347,Sales,Mobile,,session-7050
AE-11036,BA-1198,2024-10-09T11:39:19.755Z,Share,user-1002,Brand Management,Mobile,,session-1698
AE-2270,BA-1041,2024-10-09T12:15:11.572Z,Download,user-1207,Regional Marketing,Mobile,,session-8356
AE-14680,BA-1262,2024-10-09T13:35:26.993Z,Share,user-1465,Sales,Mobile,,session-7399
AE-7998,BA-1140,2024-10-09T14:44:07.732Z,Comment Added,user-1078,Product,Mobile,,session-445
AE-2660,BA-1047,2024-10-09T15:54:57.973Z,View,user-1492,Marketing,Desktop,408,session-690
AE-9121,BA-1164,2024-10-09T16:20:05.288Z,Rejected,user-1407,Product,Tablet,,session-3156
AE-11471,BA-1204,2024-10-09T18:07:06.158Z,Approval Submitted,user-1080,Marketing,Desktop,,session-3950
AE-14042,BA-1250,2024-10-09T18:22:22.950Z,Approval Submitted,user-1414,Creative,Desktop,,session-7663
AE-14396,BA-1256,2024-10-09T18:37:06.997Z,Download,user-1194,Product,Tablet,,session-2759
AE-15315,BA-1276,2024-10-09T19:18:03.525Z,Approval Submitted,user-1337,Sales,Mobile,,session-1635
AE-12051,BA-1218,2024-10-09T19:26:57.071Z,Share,user-1010,Marketing,Tablet,,session-977
AE-13087,BA-1235,2024-10-09T20:34:51.378Z,Approved,user-1498,Creative,Desktop,,session-806
AE-10534,BA-1187,2024-10-09T21:21:59.423Z,Share,user-1300,Sales,Mobile,,session-6267
AE-13146,BA-1236,2024-10-09T21:38:04.616Z,Download,user-1149,Regional Marketing,Desktop,,session-8865
AE-2109,BA-1038,2024-10-09T21:43:48.270Z,Comment Added,user-1279,Product,Tablet,,session-8129
AE-9722,BA-1174,2024-10-09T23:46:44.919Z,View,user-1370,Marketing,Tablet,82,session-1492
AE-7701,BA-1135,2024-10-10T01:45:46.587Z,Approved,user-1323,Marketing,Tablet,,session-1098
AE-2207,BA-1040,2024-10-10T01:45:51.399Z,Approval Submitted,user-1063,Sales,Desktop,,session-3486
AE-13391,BA-1242,2024-10-10T01:56:42.325Z,Approved,user-1138,Marketing,Tablet,,session-257
AE-7342,BA-1128,2024-10-10T02:17:55.721Z,Edit Request,user-1296,Creative,Tablet,1491,session-5001
AE-3288,BA-1059,2024-10-10T02:29:53.731Z,Rejected,user-1377,Product,Mobile,,session-178
AE-8160,BA-1143,2024-10-10T03:07:20.167Z,View,user-1317,Brand Management,Tablet,222,session-1009
AE-10978,BA-1197,2024-10-10T04:46:03.927Z,Approved,user-1221,Marketing,Mobile,,session-9160
AE-5560,BA-1100,2024-10-10T05:13:58.213Z,Download,user-1284,Product,Mobile,,session-4199
AE-6804,BA-1120,2024-10-10T05:26:13.645Z,Rejected,user-1130,Sales,Tablet,,session-3629
AE-1357,BA-1027,2024-10-10T05:34:53.783Z,Edit Request,user-1195,Regional Marketing,Mobile,696,session-9103
AE-6794,BA-1120,2024-10-10T06:08:58.408Z,View,user-1437,Creative,Tablet,35,session-8652
AE-11290,BA-1202,2024-10-10T06:24:37.350Z,Download,user-1127,Sales,Desktop,,session-1405
AE-9601,BA-1172,2024-10-10T06:36:59.390Z,Approved,user-1182,Brand Management,Mobile,,session-750
AE-3496,BA-1062,2024-10-10T07:40:26.796Z,Share,user-1150,Marketing,Mobile,,session-3632
AE-5515,BA-1100,2024-10-10T07:47:56.997Z,Approved,user-1428,Marketing,Desktop,,session-2926
AE-9386,BA-1169,2024-10-10T09:52:24.975Z,Edit Request,user-1400,Regional Marketing,Desktop,2067,session-4683
AE-15853,BA-1286,2024-10-10T10:10:29.227Z,Approval Submitted,user-1153,Product,Mobile,,session-2968
AE-10104,BA-1180,2024-10-10T10:40:25.115Z,Share,user-1358,Product,Tablet,,session-3060
AE-1735,BA-1032,2024-10-10T13:49:26.292Z,Rejected,user-1090,Marketing,Tablet,,session-2456
AE-11973,BA-1215,2024-10-10T14:04:20.205Z,Comment Added,user-1455,Product,Mobile,,session-2503
AE-11170,BA-1199,2024-10-10T14:15:25.113Z,Download,user-1349,Digital,Mobile,,session-9198
AE-4095,BA-1073,2024-10-10T14:57:16.123Z,View,user-1054,Marketing,Mobile,186,session-1215
AE-11049,BA-1198,2024-10-10T15:06:22.359Z,Share,user-1405,Brand Management,Mobile,,session-4196
AE-10227,BA-1182,2024-10-10T16:04:45.420Z,Comment Added,user-1269,Regional Marketing,Tablet,,session-3027
AE-13829,BA-1246,2024-10-10T18:41:10.783Z,Approved,user-1461,Digital,Tablet,,session-2498
AE-5385,BA-1098,2024-10-10T19:00:12.514Z,View,user-1002,Product,Desktop,15,session-2257
AE-4330,BA-1080,2024-10-10T19:16:38.748Z,Download,user-1049,Digital,Desktop,,session-8123
AE-1973,BA-1036,2024-10-10T20:49:44.354Z,Share,user-1039,Sales,Tablet,,session-9049
AE-7606,BA-1133,2024-10-10T21:04:15.751Z,Rejected,user-1104,Regional Marketing,Tablet,,session-9030
AE-14787,BA-1264,2024-10-10T21:53:06.427Z,Edit Request,user-1376,Marketing,Desktop,2027,session-5001
AE-12712,BA-1230,2024-10-10T22:13:38.312Z,Rejected,user-1000,Brand Management,Desktop,,session-8913
AE-15941,BA-1288,2024-10-10T22:14:29.142Z,Comment Added,user-1345,Brand Management,Mobile,,session-1477
AE-3259,BA-1058,2024-10-10T22:36:38.928Z,Edit Request,user-1372,Marketing,Mobile,1205,session-2879
AE-9547,BA-1172,2024-10-10T23:47:17.958Z,Edit Request,user-1393,Brand Management,Desktop,2786,session-508
AE-1771,BA-1032,2024-10-11T03:35:46.871Z,Approved,user-1278,Digital,Desktop,,session-9057
AE-6211,BA-1111,2024-10-11T04:10:35.009Z,Download,user-1336,Regional Marketing,Desktop,,session-8464
AE-14228,BA-1253,2024-10-11T04:51:23.251Z,View,user-1257,Digital,Mobile,240,session-2749
AE-10191,BA-1182,2024-10-11T05:00:03.311Z,Download,user-1120,Product,Desktop,,session-3311
AE-7271,BA-1128,2024-10-11T05:58:51.751Z,Edit Request,user-1127,Brand Management,Desktop,3064,session-6172
AE-14986,BA-1269,2024-10-11T06:31:12.644Z,Approval Submitted,user-1062,Sales,Desktop,,session-7002
AE-12691,BA-1230,2024-10-11T08:03:35.677Z,Download,user-1313,Digital,Mobile,,session-6407
AE-5148,BA-1094,2024-10-11T08:17:17.916Z,Approved,user-1105,Digital,Tablet,,session-6923
AE-1763,BA-1032,2024-10-11T08:39:15.526Z,Share,user-1393,Product,Tablet,,session-4767
AE-12977,BA-1234,2024-10-11T09:19:44.547Z,Share,user-1433,Brand Management,Tablet,,session-9067
AE-15852,BA-1286,2024-10-11T11:30:57.185Z,Download,user-1202,Digital,Mobile,,session-828
AE-11089,BA-1199,2024-10-11T12:01:50.151Z,Edit Request,user-1433,Sales,Tablet,1033,session-5824
AE-10765,BA-1192,2024-10-11T12:28:51.936Z,Approval Submitted,user-1280,Sales,Tablet,,session-8614
AE-550,BA-1011,2024-10-11T12:53:47.646Z,Approval Submitted,user-1412,Product,Desktop,,session-3555
AE-10826,BA-1193,2024-10-11T13:53:14.157Z,Share,user-1286,Sales,Tablet,,session-7056
AE-2528,BA-1045,2024-10-11T16:59:51.422Z,Comment Added,user-1223,Marketing,Tablet,,session-7246
AE-6351,BA-1113,2024-10-11T17:44:46.059Z,Download,user-1135,Product,Desktop,,session-6208
AE-5636,BA-1101,2024-10-11T18:08:13.207Z,Approved,user-1093,Brand Management,Tablet,,session-4094
AE-14803,BA-1264,2024-10-11T18:28:41.482Z,Approval Submitted,user-1077,Product,Mobile,,session-1901
AE-7566,BA-1133,2024-10-11T18:37:32.250Z,View,user-1050,Regional Marketing,Mobile,207,session-94
AE-4096,BA-1073,2024-10-11T18:43:22.350Z,Approval Submitted,user-1424,Regional Marketing,Tablet,,session-3436
AE-12511,BA-1227,2024-10-11T20:51:54.565Z,Edit Request,user-1350,Brand Management,Mobile,621,session-1153
AE-1372,BA-1027,2024-10-11T20:53:20.724Z,Rejected,user-1037,Creative,Tablet,,session-3416
AE-14754,BA-1264,2024-10-11T22:44:44.603Z,Edit Request,user-1450,Marketing,Mobile,991,session-9315
AE-10937,BA-1196,2024-10-11T22:49:05.047Z,View,user-1127,Creative,Tablet,463,session-1160
AE-4450,BA-1081,2024-10-11T23:01:44.460Z,Download,user-1071,Digital,Mobile,,session-1021
AE-13230,BA-1237,2024-10-11T23:05:20.176Z,Comment Added,user-1173,Brand Management,Mobile,,session-3066
AE-7529,BA-1133,2024-10-11T23:35:24.022Z,Download,user-1190,Marketing,Desktop,,session-9597
AE-1704,BA-1031,2024-10-11T23:35:42.894Z,Edit Request,user-1229,Marketing,Mobile,1610,session-9920
AE-8387,BA-1148,2024-10-12T01:26:37.264Z,Edit Request,user-1093,Brand Management,Desktop,638,session-720
AE-7118,BA-1125,2024-10-12T02:43:30.024Z,Edit Request,user-1053,Marketing,Mobile,2899,session-3869
AE-3681,BA-1066,2024-10-12T02:47:07.817Z,Rejected,user-1099,Digital,Mobile,,session-8533
AE-4042,BA-1073,2024-10-12T05:32:06.283Z,Approved,user-1301,Digital,Mobile,,session-6071
AE-14694,BA-1262,2024-10-12T06:13:31.225Z,Download,user-1104,Marketing,Desktop,,session-9203
AE-3650,BA-1066,2024-10-12T06:44:59.127Z,Approval Submitted,user-1013,Creative,Desktop,,session-5143
AE-5783,BA-1104,2024-10-12T06:53:11.757Z,Comment Added,user-1361,Product,Desktop,,session-1309
AE-3074,BA-1054,2024-10-12T07:03:59.405Z,Download,user-1329,Regional Marketing,Tablet,,session-894
