event_id,@timestamp,user_id,tenant_id,feature_name,feature_category,session_id,experiment_variant,interaction_duration_ms,conversion_event
EVT-00501071,2025-11-11 07:54:03.113161,USR-014557,TNT-01049,Bulk Upload,Search & Discovery,SES-0556802,EXP-00135,17230.152343738715,False
EVT-00501072,2025-11-11 07:54:48.113161,USR-036602,TNT-01086,Export Pipeline,Analytics,SES-0549019,EXP-00032,1593.9313876519332,False
EVT-00501073,2025-11-11 07:55:33.113161,USR-121921,TNT-01095,Analytics Dashboard,Administration,SES-0186696,EXP-00016,1710.4142071555252,False
EVT-00501074,2025-11-11 07:56:18.113161,USR-045693,TNT-01050,Sharing,Administration,SES-0498224,EXP-00147,1774.436353274968,False
EVT-00501075,2025-11-11 07:57:03.113161,USR-049403,TNT-01127,Analytics Dashboard,Collaboration,SES-0312976,EXP-00109,4433.37584370358,True
EVT-00501076,2025-11-11 07:57:48.113161,USR-102566,TNT-01057,Asset Search,Administration,SES-0175271,EXP-00010,2036.4808695735405,True
EVT-00501077,2025-11-11 07:58:33.113161,USR-075119,TNT-01122,Collaboration,Collaboration,SES-0431685,EXP-00069,5425.0557231603925,False
EVT-00501078,2025-11-11 07:59:18.113161,USR-068293,TNT-01026,Export Pipeline,Administration,SES-0704608,EXP-00019,2605.923513846417,False
EVT-00501079,2025-11-11 08:00:03.113161,USR-011963,TNT-01122,Export Pipeline,Asset Management,SES-0105887,EXP-00045,1703.8583431746285,False
EVT-00501080,2025-11-11 08:00:48.113161,USR-086304,TNT-01011,Export Pipeline,Search & Discovery,SES-0886139,EXP-00018,1513.7155756068946,True
EVT-00501081,2025-11-11 08:01:33.113161,USR-105394,TNT-01141,Export Pipeline,Administration,SES-0651107,EXP-00117,8613.509372841561,False
EVT-00501082,2025-11-11 08:02:18.113161,USR-125028,TNT-01041,Smart Tagging,Search & Discovery,SES-0814454,EXP-00045,15815.92632289869,False
EVT-00501083,2025-11-11 08:03:03.113161,USR-036438,TNT-01009,Asset Search,Analytics,SES-0622291,EXP-00111,17623.640648263026,True
EVT-00501084,2025-11-11 08:03:48.113161,USR-094220,TNT-01107,Collaboration,Asset Management,SES-0477097,EXP-00143,585.3804986977665,False
EVT-00501085,2025-11-11 08:04:33.113161,USR-019806,TNT-01045,Asset Search,Asset Management,SES-0601331,EXP-00069,2269.933691803866,False
EVT-00501086,2025-11-11 08:05:18.113161,USR-090442,TNT-01111,Metadata Editor,Collaboration,SES-0939870,EXP-00054,6290.692120687518,False
EVT-00501087,2025-11-11 08:06:03.113161,USR-026553,TNT-01048,Smart Tagging,Collaboration,SES-0487949,EXP-00071,471.5171768088409,True
EVT-00501088,2025-11-11 08:06:48.113161,USR-083517,TNT-01139,Analytics Dashboard,Administration,SES-0377068,EXP-00057,1435.7743760766498,True
EVT-00501089,2025-11-11 08:07:33.113161,USR-063233,TNT-01123,Collections,Search & Discovery,SES-0877367,EXP-00081,671.641628513528,True
EVT-00501090,2025-11-11 08:08:18.113161,USR-085265,TNT-01122,Export Pipeline,Analytics,SES-0641231,EXP-00031,39919.64394515847,True
EVT-00501091,2025-11-11 08:09:03.113161,USR-041663,TNT-01046,Analytics Dashboard,Analytics,SES-0497148,EXP-00105,10884.425747861584,False
EVT-00501092,2025-11-11 08:09:48.113161,USR-055598,TNT-01017,Collaboration,Analytics,SES-0756002,EXP-00135,5423.516016647131,False
EVT-00501093,2025-11-11 08:10:33.113161,USR-106287,TNT-01044,Version Control,Asset Management,SES-0679477,EXP-00079,121391.16179202199,True
EVT-00501094,2025-11-11 08:11:18.113161,USR-048592,TNT-01004,Bulk Upload,Asset Management,SES-0106944,EXP-00086,20257.824258959972,False
EVT-00501095,2025-11-11 08:12:03.113161,USR-024835,TNT-01008,Metadata Editor,Asset Management,SES-0514629,EXP-00036,1284.0563001833586,True
EVT-00501096,2025-11-11 08:12:48.113161,USR-066897,TNT-01095,Analytics Dashboard,Administration,SES-0856003,EXP-00019,24567.98966665007,False
EVT-00501097,2025-11-11 08:13:33.113161,USR-125258,TNT-01132,Bulk Upload,Asset Management,SES-0995593,EXP-00033,6283.774560114818,False
EVT-00501098,2025-11-11 08:14:18.113161,USR-045713,TNT-01063,Sharing,Asset Management,SES-0150644,EXP-00050,19334.132764535243,False
EVT-00501099,2025-11-11 08:15:03.113161,USR-045719,TNT-01010,Asset Search,Administration,SES-0415784,EXP-00148,4780.3864111992325,False
EVT-00501100,2025-11-11 08:15:48.113161,USR-017429,TNT-01099,Smart Tagging,Analytics,SES-0224421,EXP-00150,1326.447205721715,False
EVT-00501101,2025-11-11 08:16:33.113161,USR-120924,TNT-01102,Sharing,Collaboration,SES-0672443,EXP-00094,18784.28079202151,True
EVT-00501102,2025-11-11 08:17:18.113161,USR-089228,TNT-01116,Analytics Dashboard,Analytics,SES-0107259,EXP-00149,2120.769320623066,True
EVT-00501103,2025-11-11 08:18:03.113161,USR-084522,TNT-01059,Collaboration,Analytics,SES-0960624,None,3182.532805840558,False
EVT-00501104,2025-11-11 08:18:48.113161,USR-024480,TNT-01115,Bulk Upload,Analytics,SES-0400431,EXP-00068,7205.2773095952525,True
EVT-00501105,2025-11-11 08:19:33.113161,USR-115990,TNT-01033,Export Pipeline,Asset Management,SES-0968107,EXP-00047,2783.2932538829523,False
EVT-00501106,2025-11-11 08:20:18.113161,USR-016375,TNT-01135,Asset Search,Search & Discovery,SES-0534811,EXP-00029,9791.27400989281,True
EVT-00501107,2025-11-11 08:21:03.113161,USR-099463,TNT-01018,Collections,Administration,SES-0877219,EXP-00097,4336.350905112295,False
EVT-00501108,2025-11-11 08:21:48.113161,USR-090349,TNT-01002,Collaboration,Analytics,SES-0229116,EXP-00060,3207.0586102929683,False
EVT-00501109,2025-11-11 08:22:33.113161,USR-037318,TNT-01049,Collections,Asset Management,SES-0714435,EXP-00051,2019.7203794563966,True
EVT-00501110,2025-11-11 08:23:18.113161,USR-120919,TNT-01067,Export Pipeline,Collaboration,SES-0236635,EXP-00071,7022.109233769483,True
EVT-00501111,2025-11-11 08:24:03.113161,USR-054849,TNT-01129,Collaboration,Administration,SES-0568042,EXP-00034,11195.513456019002,False
EVT-00501112,2025-11-11 08:24:48.113161,USR-052049,TNT-01045,Collections,Asset Management,SES-0394424,EXP-00126,12305.04175244485,True
EVT-00501113,2025-11-11 08:25:33.113161,USR-070174,TNT-01036,Bulk Upload,Administration,SES-0521669,EXP-00046,46101.83025036035,True
EVT-00501114,2025-11-11 08:26:18.113161,USR-065059,TNT-01093,Collaboration,Asset Management,SES-0667032,EXP-00035,6790.228922277057,False
EVT-00501115,2025-11-11 08:27:03.113161,USR-037045,TNT-01007,Collections,Search & Discovery,SES-0224664,EXP-00030,4076.6113309581165,True
EVT-00501116,2025-11-11 08:27:48.113161,USR-036406,TNT-01075,Sharing,Analytics,SES-0346707,EXP-00060,5328.938378867092,False
EVT-00501117,2025-11-11 08:28:33.113161,USR-116426,TNT-01111,Version Control,Analytics,SES-0307282,EXP-00004,4117.377857428008,False
EVT-00501118,2025-11-11 08:29:18.113161,USR-032383,TNT-01050,Bulk Upload,Collaboration,SES-0829961,EXP-00129,5361.120001842136,True
EVT-00501119,2025-11-11 08:30:03.113161,USR-098138,TNT-01025,Smart Tagging,Collaboration,SES-0770619,EXP-00146,3781.768946322702,False
EVT-00501120,2025-11-11 08:30:48.113161,USR-037759,TNT-01036,Sharing,Asset Management,SES-0688135,EXP-00024,4256.753600220734,True
EVT-00501121,2025-11-11 08:31:33.113161,USR-026748,TNT-01054,Asset Search,Analytics,SES-0245654,EXP-00002,1822.6828700484934,False
EVT-00501122,2025-11-11 08:32:18.113161,USR-102087,TNT-01127,Metadata Editor,Analytics,SES-0467094,EXP-00073,14895.6757255235,False
EVT-00501123,2025-11-11 08:33:03.113161,USR-070633,TNT-01008,Export Pipeline,Collaboration,SES-0894084,EXP-00008,1866.5684200660564,True
EVT-00501124,2025-11-11 08:33:48.113161,USR-016967,TNT-01050,Analytics Dashboard,Collaboration,SES-0154418,EXP-00004,2666.4478990846756,False
EVT-00501125,2025-11-11 08:34:33.113161,USR-054186,TNT-01090,Collections,Analytics,SES-0839760,EXP-00112,2326.1566624348125,False
EVT-00501126,2025-11-11 08:35:18.113161,USR-016921,TNT-01087,Analytics Dashboard,Analytics,SES-0576895,EXP-00004,2104.248075570012,False
EVT-00501127,2025-11-11 08:36:03.113161,USR-092969,TNT-01034,Collaboration,Collaboration,SES-0841002,EXP-00087,6381.932732696466,False
EVT-00501128,2025-11-11 08:36:48.113161,USR-025223,TNT-01014,Smart Tagging,Analytics,SES-0607414,EXP-00021,18371.732849107884,False
EVT-00501129,2025-11-11 08:37:33.113161,USR-066212,TNT-01106,Asset Search,Analytics,SES-0267729,EXP-00138,1733.8652220111496,False
EVT-00501130,2025-11-11 08:38:18.113161,USR-106604,TNT-01143,Metadata Editor,Administration,SES-0671386,EXP-00112,895.2713952827846,True
EVT-00501131,2025-11-11 08:39:03.113161,USR-082847,TNT-01002,Asset Search,Analytics,SES-0112329,EXP-00130,1433.783062954614,False
EVT-00501132,2025-11-11 08:39:48.113161,USR-109707,TNT-01082,Analytics Dashboard,Asset Management,SES-0132777,EXP-00121,38828.11207765503,False
EVT-00501133,2025-11-11 08:40:33.113161,USR-122692,TNT-01132,Sharing,Administration,SES-0280420,EXP-00116,3061.824521801932,False
EVT-00501134,2025-11-11 08:41:18.113161,USR-054186,TNT-01036,Asset Search,Analytics,SES-0748743,EXP-00056,22955.193061247646,False
EVT-00501135,2025-11-11 08:42:03.113161,USR-129803,TNT-01115,Version Control,Administration,SES-0402170,EXP-00036,27285.721987836696,True
EVT-00501136,2025-11-11 08:42:48.113161,USR-084328,TNT-01074,Asset Search,Analytics,SES-0531993,EXP-00031,237.44051525528013,False
EVT-00501137,2025-11-11 08:43:33.113161,USR-047288,TNT-01000,Export Pipeline,Collaboration,SES-0945899,EXP-00023,1583.2537213306,True
EVT-00501138,2025-11-11 08:44:18.113161,USR-059842,TNT-01047,Version Control,Search & Discovery,SES-0948154,EXP-00007,6278.064022050892,True
EVT-00501139,2025-11-11 08:45:03.113161,USR-102087,TNT-01096,Smart Tagging,Search & Discovery,SES-0774197,EXP-00018,815.7473149508452,False
EVT-00501140,2025-11-11 08:45:48.113161,USR-094549,TNT-01018,Export Pipeline,Analytics,SES-0953652,EXP-00131,729.1018005480306,True
EVT-00501141,2025-11-11 08:46:33.113161,USR-086626,TNT-01045,Asset Search,Administration,SES-0284891,EXP-00102,828.9475698782935,False
EVT-00501142,2025-11-11 08:47:18.113161,USR-116515,TNT-01052,Version Control,Search & Discovery,SES-0497856,EXP-00108,1968.3392457465966,False
EVT-00501143,2025-11-11 08:48:03.113161,USR-075694,TNT-01076,Collaboration,Collaboration,SES-0318880,EXP-00073,492.5799016809967,False
EVT-00501144,2025-11-11 08:48:48.113161,USR-092136,TNT-01020,Collaboration,Analytics,SES-0636635,EXP-00141,5240.989812729037,True
EVT-00501145,2025-11-11 08:49:33.113161,USR-129512,TNT-01074,Collections,Administration,SES-0732484,EXP-00029,3230.6809683180736,False
EVT-00501146,2025-11-11 08:50:18.113161,USR-061795,TNT-01052,Collaboration,Analytics,SES-0471443,EXP-00104,2205.707183921004,False
EVT-00501147,2025-11-11 08:51:03.113161,USR-038806,TNT-01061,Asset Search,Asset Management,SES-0350636,EXP-00043,3034.6705733014855,False
EVT-00501148,2025-11-11 08:51:48.113161,USR-071735,TNT-01013,Version Control,Analytics,SES-0567427,EXP-00108,43914.669121466264,False
EVT-00501149,2025-11-11 08:52:33.113161,USR-035114,TNT-01010,Export Pipeline,Collaboration,SES-0597209,EXP-00058,7320.035967986867,False
EVT-00501150,2025-11-11 08:53:18.113161,USR-120695,TNT-01064,Asset Search,Administration,SES-0114724,EXP-00025,18106.412617568778,True
EVT-00501151,2025-11-11 08:54:03.113161,USR-041488,TNT-01090,Sharing,Analytics,SES-0887834,EXP-00021,42923.47847764166,True
EVT-00501152,2025-11-11 08:54:48.113161,USR-031841,TNT-01078,Export Pipeline,Asset Management,SES-0676432,EXP-00094,17722.4095641431,False
EVT-00501153,2025-11-11 08:55:33.113161,USR-073388,TNT-01059,Asset Search,Collaboration,SES-0693306,EXP-00046,1227.7681543620533,False
EVT-00501154,2025-11-11 08:56:18.113161,USR-125966,TNT-01083,Analytics Dashboard,Administration,SES-0754617,EXP-00052,20773.20650930653,True
EVT-00501155,2025-11-11 08:57:03.113161,USR-113544,TNT-01050,Smart Tagging,Collaboration,SES-0787020,None,33026.823413109356,False
EVT-00501156,2025-11-11 08:57:48.113161,USR-025216,TNT-01142,Export Pipeline,Asset Management,SES-0877514,EXP-00119,15255.220922346807,True
EVT-00501157,2025-11-11 08:58:33.113161,USR-034745,TNT-01061,Version Control,Collaboration,SES-0290646,EXP-00036,8747.153506546483,True
EVT-00501158,2025-11-11 08:59:18.113161,USR-029426,TNT-01112,Collections,Administration,SES-0733776,EXP-00060,658.4575735481487,False
EVT-00501159,2025-11-11 09:00:03.113161,USR-122160,TNT-01051,Export Pipeline,Collaboration,SES-0768228,EXP-00062,1981.5847364226572,False
EVT-00501160,2025-11-11 09:00:48.113161,USR-114086,TNT-01008,Collaboration,Asset Management,SES-0388017,EXP-00030,724.0690672813521,False
EVT-00501161,2025-11-11 09:01:33.113161,USR-107065,TNT-01041,Asset Search,Administration,SES-0776351,EXP-00124,23672.044139349615,True
EVT-00501162,2025-11-11 09:02:18.113161,USR-125572,TNT-01044,Version Control,Collaboration,SES-0493185,EXP-00144,17986.876190720563,False
EVT-00501163,2025-11-11 09:03:03.113161,USR-058361,TNT-01081,Asset Search,Search & Discovery,SES-0820819,EXP-00051,1140.7674386358644,False
EVT-00501164,2025-11-11 09:03:48.113161,USR-125028,TNT-01109,Version Control,Asset Management,SES-0947376,EXP-00033,2605.2546875831918,False
EVT-00501165,2025-11-11 09:04:33.113161,USR-118944,TNT-01134,Analytics Dashboard,Analytics,SES-0506026,EXP-00078,12135.700045765514,False
EVT-00501166,2025-11-11 09:05:18.113161,USR-131246,TNT-01052,Version Control,Collaboration,SES-0440174,EXP-00067,6814.547355673053,False
EVT-00501167,2025-11-11 09:06:03.113161,USR-107157,TNT-01043,Smart Tagging,Asset Management,SES-0651606,EXP-00058,4733.70975778039,False
EVT-00501168,2025-11-11 09:06:48.113161,USR-033923,TNT-01127,Version Control,Analytics,SES-0478496,EXP-00007,52089.171836451,False
EVT-00501169,2025-11-11 09:07:33.113161,USR-131104,TNT-01144,Smart Tagging,Asset Management,SES-0384486,EXP-00148,12077.25883789959,False
EVT-00501170,2025-11-11 09:08:18.113161,USR-090274,TNT-01137,Smart Tagging,Search & Discovery,SES-0822407,EXP-00104,25919.641126881826,False
EVT-00501171,2025-11-11 09:09:03.113161,USR-055328,TNT-01061,Sharing,Analytics,SES-0144044,EXP-00088,5304.755938196952,True
EVT-00501172,2025-11-11 09:09:48.113161,USR-032247,TNT-01148,Sharing,Collaboration,SES-0646837,EXP-00131,5590.97848785754,True
EVT-00501173,2025-11-11 09:10:33.113161,USR-090192,TNT-01030,Sharing,Collaboration,SES-0457692,EXP-00089,2290.5409430836476,False
EVT-00501174,2025-11-11 09:11:18.113161,USR-120609,TNT-01077,Metadata Editor,Analytics,SES-0337496,EXP-00092,42153.34842109379,False
EVT-00501175,2025-11-11 09:12:03.113161,USR-071164,TNT-01069,Collections,Search & Discovery,SES-0466257,EXP-00071,1728.371357197358,False
EVT-00501176,2025-11-11 09:12:48.113161,USR-052124,TNT-01125,Analytics Dashboard,Asset Management,SES-0515946,EXP-00074,8555.680882579978,False
EVT-00501177,2025-11-11 09:13:33.113161,USR-071164,TNT-01002,Smart Tagging,Search & Discovery,SES-0809820,EXP-00086,1110.1889229712829,True
EVT-00501178,2025-11-11 09:14:18.113161,USR-094586,TNT-01055,Smart Tagging,Analytics,SES-0507775,EXP-00121,22108.02918404277,False
EVT-00501179,2025-11-11 09:15:03.113161,USR-076620,TNT-01125,Asset Search,Collaboration,SES-0516533,EXP-00069,2916.777936877077,False
EVT-00501180,2025-11-11 09:15:48.113161,USR-011745,TNT-01123,Analytics Dashboard,Search & Discovery,SES-0262770,EXP-00031,2027.4425744466223,True
EVT-00501181,2025-11-11 09:16:33.113161,USR-125258,TNT-01136,Export Pipeline,Asset Management,SES-0872474,None,12206.29828334199,False
EVT-00501182,2025-11-11 09:17:18.113161,USR-060851,TNT-01052,Collaboration,Administration,SES-0174200,EXP-00140,53993.09435568899,False
EVT-00501183,2025-11-11 09:18:03.113161,USR-086331,TNT-01066,Smart Tagging,Administration,SES-0118216,EXP-00078,5695.857632443682,True
EVT-00501184,2025-11-11 09:18:48.113161,USR-102087,TNT-01091,Collaboration,Administration,SES-0607682,EXP-00072,9066.568523052303,False
EVT-00501185,2025-11-11 09:19:33.113161,USR-105345,TNT-01031,Version Control,Analytics,SES-0177129,EXP-00123,16992.971321892164,False
EVT-00501186,2025-11-11 09:20:18.113161,USR-116227,TNT-01050,Smart Tagging,Analytics,SES-0292333,EXP-00080,12034.580973364375,False
EVT-00501187,2025-11-11 09:21:03.113161,USR-079542,TNT-01103,Smart Tagging,Asset Management,SES-0635008,EXP-00129,8332.928157988892,False
EVT-00501188,2025-11-11 09:21:48.113161,USR-079084,TNT-01052,Asset Search,Administration,SES-0417046,EXP-00062,5819.916822344864,True
EVT-00501189,2025-11-11 09:22:33.113161,USR-105788,TNT-01121,Asset Search,Analytics,SES-0966986,EXP-00055,1524.86659105532,False
EVT-00501190,2025-11-11 09:23:18.113161,USR-066897,TNT-01021,Asset Search,Search & Discovery,SES-0784491,EXP-00068,858.82876324075,False
EVT-00501191,2025-11-11 09:24:03.113161,USR-100855,TNT-01138,Collaboration,Collaboration,SES-0602190,EXP-00140,3210.1213228637866,False
EVT-00501192,2025-11-11 09:24:48.113161,USR-095638,TNT-01127,Bulk Upload,Collaboration,SES-0861943,EXP-00017,38465.54471156212,False
EVT-00501193,2025-11-11 09:25:33.113161,USR-054636,TNT-01057,Export Pipeline,Asset Management,SES-0696179,EXP-00016,12921.613804548682,False
EVT-00501194,2025-11-11 09:26:18.113161,USR-091683,TNT-01048,Bulk Upload,Analytics,SES-0459766,None,5243.739485507171,False
EVT-00501195,2025-11-11 09:27:03.113161,USR-058957,TNT-01019,Collections,Search & Discovery,SES-0795389,EXP-00026,2394.584969724233,True
EVT-00501196,2025-11-11 09:27:48.113161,USR-033608,TNT-01147,Collections,Collaboration,SES-0487599,EXP-00046,1189.3986666122644,False
EVT-00501197,2025-11-11 09:28:33.113161,USR-016921,TNT-01132,Metadata Editor,Collaboration,SES-0757472,EXP-00105,1396.363454305109,True
EVT-00501198,2025-11-11 09:29:18.113161,USR-097166,TNT-01086,Smart Tagging,Asset Management,SES-0767767,EXP-00125,3499.243923987245,True
EVT-00501199,2025-11-11 09:30:03.113161,USR-025186,TNT-01018,Metadata Editor,Asset Management,SES-0218338,EXP-00080,5940.45664097203,False
EVT-00501200,2025-11-11 09:30:48.113161,USR-118045,TNT-01072,Version Control,Collaboration,SES-0653712,EXP-00086,6980.977153211493,False
EVT-00501201,2025-11-11 09:31:33.113161,USR-020423,TNT-01002,Asset Search,Collaboration,SES-0750556,EXP-00009,4485.881406243478,True
EVT-00501202,2025-11-11 09:32:18.113161,USR-030876,TNT-01046,Metadata Editor,Asset Management,SES-0376307,EXP-00008,4775.736690715475,False
EVT-00501203,2025-11-11 09:33:03.113161,USR-116811,TNT-01024,Metadata Editor,Administration,SES-0894867,EXP-00097,2440.74214524393,False
EVT-00501204,2025-11-11 09:33:48.113161,USR-068992,TNT-01098,Asset Search,Asset Management,SES-0989570,EXP-00095,239113.94302571524,False
EVT-00501205,2025-11-11 09:34:33.113161,USR-092971,TNT-01036,Asset Search,Collaboration,SES-0463129,EXP-00057,3984.0818778800326,False
EVT-00501206,2025-11-11 09:35:18.113161,USR-115208,TNT-01119,Collections,Administration,SES-0787173,EXP-00047,7090.354965057861,False
EVT-00501207,2025-11-11 09:36:03.113161,USR-104794,TNT-01144,Asset Search,Collaboration,SES-0784985,EXP-00023,6061.967765925443,False
EVT-00501208,2025-11-11 09:36:48.113161,USR-042115,TNT-01009,Collaboration,Search & Discovery,SES-0361598,EXP-00104,1171.1500482065646,False
EVT-00501209,2025-11-11 09:37:33.113161,USR-121391,TNT-01032,Sharing,Asset Management,SES-0541915,EXP-00070,18832.87276153439,False
EVT-00501210,2025-11-11 09:38:18.113161,USR-104210,TNT-01032,Version Control,Search & Discovery,SES-0608603,EXP-00139,2328.3615582786815,True
EVT-00501211,2025-11-11 09:39:03.113161,USR-018203,TNT-01146,Version Control,Asset Management,SES-0121744,EXP-00061,6368.957884913355,False
EVT-00501212,2025-11-11 09:39:48.113161,USR-115354,TNT-01149,Export Pipeline,Asset Management,SES-0455816,EXP-00118,1863.969542785848,False
EVT-00501213,2025-11-11 09:40:33.113161,USR-075000,TNT-01121,Asset Search,Collaboration,SES-0562957,EXP-00116,1589.3188983877521,False
EVT-00501214,2025-11-11 09:41:18.113161,USR-032111,TNT-01077,Asset Search,Collaboration,SES-0184883,EXP-00141,5388.515475666965,False
EVT-00501215,2025-11-11 09:42:03.113161,USR-023435,TNT-01037,Version Control,Asset Management,SES-0363563,EXP-00003,836.7576885669423,True
EVT-00501216,2025-11-11 09:42:48.113161,USR-119379,TNT-01111,Sharing,Analytics,SES-0851293,EXP-00048,10359.358830077907,True
EVT-00501217,2025-11-11 09:43:33.113161,USR-024835,TNT-01079,Asset Search,Analytics,SES-0741817,EXP-00140,10886.430629494573,False
EVT-00501218,2025-11-11 09:44:18.113161,USR-086247,TNT-01003,Asset Search,Search & Discovery,SES-0249892,EXP-00034,6345.105110529706,False
EVT-00501219,2025-11-11 09:45:03.113161,USR-130934,TNT-01134,Analytics Dashboard,Asset Management,SES-0996919,EXP-00100,1095.5347338491815,False
EVT-00501220,2025-11-11 09:45:48.113161,USR-091683,TNT-01139,Collaboration,Collaboration,SES-0222108,EXP-00012,5838.972798118551,False
EVT-00501221,2025-11-11 09:46:33.113161,USR-025055,TNT-01102,Analytics Dashboard,Administration,SES-0792249,EXP-00045,20128.718734266622,False
EVT-00501222,2025-11-11 09:47:18.113161,USR-073661,TNT-01058,Collaboration,Search & Discovery,SES-0796105,EXP-00059,930.2446728145601,False
EVT-00501223,2025-11-11 09:48:03.113161,USR-020955,TNT-01107,Export Pipeline,Administration,SES-0665757,EXP-00146,7785.9420985312345,False
EVT-00501224,2025-11-11 09:48:48.113161,USR-023733,TNT-01077,Analytics Dashboard,Analytics,SES-0134007,EXP-00101,8176.670464715413,False
EVT-00501225,2025-11-11 09:49:33.113161,USR-131246,TNT-01022,Smart Tagging,Analytics,SES-0702151,EXP-00050,277.6361631318203,False
EVT-00501226,2025-11-11 09:50:18.113161,USR-044625,TNT-01141,Collections,Search & Discovery,SES-0642832,EXP-00028,5306.020488935955,False
EVT-00501227,2025-11-11 09:51:03.113161,USR-038290,TNT-01021,Smart Tagging,Asset Management,SES-0949290,EXP-00141,3018.699519123876,False
EVT-00501228,2025-11-11 09:51:48.113161,USR-119872,TNT-01116,Collections,Collaboration,SES-0676789,EXP-00053,827.1880464501934,False
EVT-00501229,2025-11-11 09:52:33.113161,USR-098138,TNT-01042,Analytics Dashboard,Asset Management,SES-0489476,EXP-00096,13390.988212213519,False
EVT-00501230,2025-11-11 09:53:18.113161,USR-091683,TNT-01145,Version Control,Analytics,SES-0376802,EXP-00121,13226.76202365075,False
EVT-00501231,2025-11-11 09:54:03.113161,USR-082458,TNT-01111,Sharing,Asset Management,SES-0756795,EXP-00043,5926.2924273716035,False
EVT-00501232,2025-11-11 09:54:48.113161,USR-040784,TNT-01029,Sharing,Administration,SES-0951447,EXP-00126,6709.063247439682,False
EVT-00501233,2025-11-11 09:55:33.113161,USR-037318,TNT-01004,Export Pipeline,Asset Management,SES-0211973,EXP-00077,23204.936507822185,False
EVT-00501234,2025-11-11 09:56:18.113161,USR-058955,TNT-01107,Collaboration,Analytics,SES-0554539,EXP-00133,24796.78800432477,True
EVT-00501235,2025-11-11 09:57:03.113161,USR-107065,TNT-01099,Metadata Editor,Collaboration,SES-0157742,EXP-00141,3727.8004741376735,False
EVT-00501236,2025-11-11 09:57:48.113161,USR-029618,TNT-01047,Metadata Editor,Administration,SES-0861488,EXP-00115,2275.9610833074153,False
EVT-00501237,2025-11-11 09:58:33.113161,USR-125028,TNT-01100,Collaboration,Administration,SES-0850454,EXP-00034,6835.517024010947,False
EVT-00501238,2025-11-11 09:59:18.113161,USR-057322,TNT-01114,Smart Tagging,Collaboration,SES-0877164,EXP-00108,1332.8316355562188,False
EVT-00501239,2025-11-11 10:00:03.113161,USR-020270,TNT-01017,Export Pipeline,Asset Management,SES-0394163,EXP-00123,6234.960010805106,True
EVT-00501240,2025-11-11 10:00:48.113161,USR-133514,TNT-01001,Analytics Dashboard,Administration,SES-0253903,EXP-00122,66059.51181846175,False
EVT-00501241,2025-11-11 10:01:33.113161,USR-024298,TNT-01034,Version Control,Asset Management,SES-0355031,EXP-00103,59728.056259083154,True
EVT-00501242,2025-11-11 10:02:18.113161,USR-038806,TNT-01096,Collections,Collaboration,SES-0129885,EXP-00056,6203.120255229421,False
EVT-00501243,2025-11-11 10:03:03.113161,USR-127934,TNT-01099,Version Control,Search & Discovery,SES-0218332,EXP-00014,17987.21211661498,False
EVT-00501244,2025-11-11 10:03:48.113161,USR-086331,TNT-01098,Metadata Editor,Analytics,SES-0437863,EXP-00025,5252.41869292403,False
EVT-00501245,2025-11-11 10:04:33.113161,USR-134127,TNT-01076,Asset Search,Analytics,SES-0330073,EXP-00066,5081.740187151425,True
EVT-00501246,2025-11-11 10:05:18.113161,USR-097470,TNT-01074,Collaboration,Asset Management,SES-0845538,None,20104.664029044,False
EVT-00501247,2025-11-11 10:06:03.113161,USR-073388,TNT-01038,Metadata Editor,Administration,SES-0335857,EXP-00119,652.0038187929719,True
EVT-00501248,2025-11-11 10:06:48.113161,USR-077597,TNT-01003,Collaboration,Asset Management,SES-0486721,EXP-00040,1106.9081011117519,False
EVT-00501249,2025-11-11 10:07:33.113161,USR-114060,TNT-01027,Collaboration,Collaboration,SES-0534255,EXP-00138,1046.9980679585015,False
EVT-00501250,2025-11-11 10:08:18.113161,USR-116297,TNT-01146,Bulk Upload,Administration,SES-0833758,EXP-00030,34634.16162844768,False
EVT-00501251,2025-11-11 10:09:03.113161,USR-100093,TNT-01088,Sharing,Search & Discovery,SES-0513931,EXP-00065,3761.6864274644136,False
EVT-00501252,2025-11-11 10:09:48.113161,USR-112612,TNT-01138,Export Pipeline,Collaboration,SES-0336483,EXP-00030,3464.9486107061343,True
EVT-00501253,2025-11-11 10:10:33.113161,USR-119589,TNT-01142,Asset Search,Collaboration,SES-0836593,EXP-00006,4937.259912838298,False
EVT-00501254,2025-11-11 10:11:18.113161,USR-116811,TNT-01108,Sharing,Collaboration,SES-0306840,EXP-00116,5449.508402067928,False
EVT-00501255,2025-11-11 10:12:03.113161,USR-055844,TNT-01138,Asset Search,Administration,SES-0292741,EXP-00058,6191.757665122675,False
EVT-00501256,2025-11-11 10:12:48.113161,USR-047798,TNT-01022,Smart Tagging,Asset Management,SES-0772241,EXP-00001,5908.3304205336735,False
EVT-00501257,2025-11-11 10:13:33.113161,USR-069986,TNT-01041,Collaboration,Analytics,SES-0931635,EXP-00056,6723.962694232445,False
EVT-00501258,2025-11-11 10:14:18.113161,USR-058990,TNT-01008,Collaboration,Administration,SES-0696374,EXP-00011,1008.9030813753326,False
EVT-00501259,2025-11-11 10:15:03.113161,USR-064548,TNT-01078,Analytics Dashboard,Collaboration,SES-0828672,EXP-00020,9049.959527565301,False
