event_id,@timestamp,hss_node,sync_status,affected_imsi_count,database_partition,error_code,replication_lag_ms
HSS-00001411,2025-11-06 06:27:01.973878,hss-secondary-2,Partial Failure,470,partition-07,HSS-SYNC-002,985
HSS-00001412,2025-11-06 03:46:05.973878,hss-secondary-2,Success,3,partition-16,HSS-SYNC-000,172
HSS-00001413,2025-11-06 04:37:32.973878,hss-secondary-2,Partial Failure,89,partition-13,HSS-SYNC-001,1772
HSS-00001414,2025-11-06 04:36:24.973878,hss-secondary-2,Complete Failure,4122,partition-16,HSS-SYNC-001,15090
HSS-00001415,2025-11-06 04:08:35.973878,hss-secondary-2,Partial Failure,338,partition-16,HSS-SYNC-002,1692
HSS-00001416,2025-11-06 04:16:04.973878,hss-secondary-2,Complete Failure,3601,partition-16,HSS-REP-101,19252
HSS-00001417,2025-11-06 05:22:21.973878,hss-secondary-2,Complete Failure,3078,partition-13,HSS-SYNC-001,21282
HSS-00001418,2025-11-06 03:07:28.973878,hss-secondary-2,Partial Failure,490,partition-16,HSS-SYNC-001,574
HSS-00001419,2025-11-06 05:05:00.973878,hss-secondary-2,Partial Failure,106,partition-16,HSS-REP-101,1559
HSS-00001420,2025-11-06 05:13:20.973878,hss-secondary-2,Complete Failure,2439,partition-07,HSS-DB-201,9501
HSS-00001421,2025-11-06 06:02:10.973878,hss-secondary-2,Complete Failure,4731,partition-16,HSS-SYNC-002,7566
HSS-00001422,2025-11-06 05:14:54.973878,hss-secondary-2,Partial Failure,461,partition-13,HSS-SYNC-002,1913
HSS-00001423,2025-11-06 03:35:55.973878,hss-secondary-2,Success,2,partition-07,HSS-SYNC-000,24
HSS-00001424,2025-11-06 06:06:53.973878,hss-secondary-2,Partial Failure,434,partition-07,HSS-SYNC-003,787
HSS-00001425,2025-11-06 05:58:32.973878,hss-secondary-2,Complete Failure,3129,partition-12,HSS-SYNC-001,12302
HSS-00001426,2025-11-06 03:56:43.973878,hss-secondary-2,Success,6,partition-12,HSS-SYNC-000,80
HSS-00001427,2025-11-06 06:14:02.973878,hss-secondary-2,Complete Failure,3813,partition-16,HSS-SYNC-002,24372
HSS-00001428,2025-11-06 03:49:51.973878,hss-secondary-2,Complete Failure,2067,partition-16,HSS-REP-102,17109
HSS-00001429,2025-11-06 06:09:18.973878,hss-secondary-2,Success,7,partition-13,HSS-SYNC-000,144
HSS-00001430,2025-11-06 02:35:31.973878,hss-secondary-2,Timeout,633,partition-12,HSS-REP-101,27612
HSS-00001431,2025-11-06 03:50:06.973878,hss-secondary-2,Partial Failure,495,partition-07,HSS-REP-101,1066
HSS-00001432,2025-11-06 03:24:21.973878,hss-secondary-2,Partial Failure,51,partition-13,HSS-REP-101,1108
HSS-00001433,2025-11-06 02:59:13.973878,hss-secondary-2,Complete Failure,4575,partition-07,HSS-REP-102,5242
HSS-00001434,2025-11-06 05:44:43.973878,hss-secondary-2,Complete Failure,1679,partition-12,HSS-SYNC-003,14386
HSS-00001435,2025-11-06 03:55:30.973878,hss-secondary-2,Partial Failure,58,partition-12,HSS-DB-202,1482
HSS-00001436,2025-11-06 02:59:30.973878,hss-secondary-2,Partial Failure,343,partition-07,HSS-SYNC-002,1099
HSS-00001437,2025-11-06 05:57:29.973878,hss-secondary-2,Complete Failure,2572,partition-16,HSS-DB-202,14868
HSS-00001438,2025-11-06 03:37:01.973878,hss-secondary-2,Complete Failure,3894,partition-07,HSS-SYNC-003,23542
HSS-00001439,2025-11-06 03:17:42.973878,hss-secondary-2,Complete Failure,966,partition-07,HSS-SYNC-002,19596
HSS-00001440,2025-11-06 04:01:43.973878,hss-secondary-2,Complete Failure,2191,partition-13,HSS-SYNC-001,25226
HSS-00001441,2025-11-06 04:40:21.973878,hss-secondary-2,Complete Failure,1238,partition-13,HSS-DB-201,9426
HSS-00001442,2025-11-06 05:00:41.973878,hss-secondary-2,Complete Failure,1677,partition-12,HSS-SYNC-003,21383
HSS-00001443,2025-11-06 04:02:32.973878,hss-secondary-2,Complete Failure,2325,partition-13,HSS-REP-102,28950
HSS-00001444,2025-11-06 03:01:11.973878,hss-secondary-2,Partial Failure,174,partition-07,HSS-DB-202,1030
HSS-00001445,2025-11-06 05:43:59.973878,hss-secondary-2,Complete Failure,1044,partition-12,HSS-REP-101,22408
HSS-00001446,2025-11-06 04:08:26.973878,hss-secondary-2,Complete Failure,793,partition-12,HSS-DB-201,8030
HSS-00001447,2025-11-06 03:31:01.973878,hss-secondary-2,Success,3,partition-16,HSS-SYNC-000,138
HSS-00001448,2025-11-06 03:50:16.973878,hss-secondary-2,Timeout,388,partition-12,HSS-SYNC-003,14757
HSS-00001449,2025-11-06 02:47:50.973878,hss-secondary-2,Success,1,partition-13,HSS-SYNC-000,111
HSS-00001450,2025-11-06 03:18:02.973878,hss-secondary-2,Partial Failure,444,partition-16,HSS-SYNC-001,1165
HSS-00001451,2025-11-06 05:34:08.973878,hss-secondary-2,Complete Failure,3430,partition-13,HSS-SYNC-003,13473
HSS-00001452,2025-11-06 05:58:37.973878,hss-secondary-2,Timeout,805,partition-16,HSS-SYNC-003,31934
HSS-00001453,2025-11-06 04:02:30.973878,hss-secondary-2,Complete Failure,843,partition-07,HSS-REP-102,15443
HSS-00001454,2025-11-06 04:48:01.973878,hss-secondary-2,Timeout,383,partition-07,HSS-DB-202,22318
HSS-00001455,2025-11-06 03:32:44.973878,hss-secondary-2,Complete Failure,2754,partition-12,HSS-REP-102,25260
HSS-00001456,2025-11-06 04:26:47.973878,hss-secondary-2,Lag Warning,32,partition-13,HSS-REP-102,3852
HSS-00001457,2025-11-06 05:07:22.973878,hss-secondary-2,Complete Failure,4609,partition-12,HSS-DB-202,7160
HSS-00001458,2025-11-06 06:18:08.973878,hss-secondary-2,Partial Failure,457,partition-12,HSS-SYNC-002,1180
HSS-00001459,2025-11-06 06:01:28.973878,hss-secondary-2,Timeout,530,partition-07,HSS-REP-102,29191
HSS-00001460,2025-11-06 03:09:35.973878,hss-secondary-2,Complete Failure,3891,partition-13,HSS-REP-102,8468
HSS-00001461,2025-11-06 02:56:29.973878,hss-secondary-2,Complete Failure,4786,partition-07,HSS-REP-102,21294
HSS-00001462,2025-11-06 03:44:44.973878,hss-secondary-2,Complete Failure,4630,partition-16,HSS-SYNC-001,20591
HSS-00001463,2025-11-06 04:42:54.973878,hss-secondary-2,Complete Failure,783,partition-07,HSS-REP-101,23379
HSS-00001464,2025-11-06 04:57:56.973878,hss-secondary-2,Complete Failure,1543,partition-13,HSS-REP-102,8840
HSS-00001465,2025-11-06 05:55:25.973878,hss-secondary-2,Lag Warning,32,partition-13,HSS-DB-201,2536
HSS-00001466,2025-11-06 05:51:40.973878,hss-secondary-2,Complete Failure,3181,partition-07,HSS-SYNC-001,25555
HSS-00001467,2025-11-06 04:42:11.973878,hss-secondary-2,Success,2,partition-13,HSS-SYNC-000,137
HSS-00001468,2025-11-06 03:36:21.973878,hss-secondary-2,Complete Failure,2967,partition-07,HSS-DB-201,23367
HSS-00001469,2025-11-06 05:45:38.973878,hss-secondary-2,Complete Failure,1548,partition-07,HSS-SYNC-001,9142
HSS-00001470,2025-11-06 04:12:37.973878,hss-secondary-2,Success,6,partition-16,HSS-SYNC-000,51
HSS-00001471,2025-11-06 02:45:23.973878,hss-secondary-2,Partial Failure,268,partition-16,HSS-DB-201,1170
HSS-00001472,2025-11-06 05:23:35.973878,hss-secondary-2,Timeout,545,partition-16,HSS-DB-201,44692
HSS-00001473,2025-11-06 03:07:03.973878,hss-secondary-2,Timeout,323,partition-13,HSS-SYNC-002,55479
HSS-00001474,2025-11-06 03:45:00.973878,hss-secondary-2,Partial Failure,416,partition-12,HSS-REP-102,741
HSS-00001475,2025-11-06 04:08:09.973878,hss-secondary-2,Timeout,147,partition-16,HSS-SYNC-002,31536
HSS-00001476,2025-11-06 06:08:16.973878,hss-secondary-2,Timeout,769,partition-07,HSS-SYNC-001,51487
HSS-00001477,2025-11-06 06:19:24.973878,hss-secondary-2,Lag Warning,39,partition-16,HSS-SYNC-003,4079
HSS-00001478,2025-11-06 06:03:28.973878,hss-secondary-2,Timeout,586,partition-13,HSS-SYNC-001,58330
HSS-00001479,2025-11-06 04:20:07.973878,hss-secondary-2,Complete Failure,1276,partition-16,HSS-SYNC-003,27676
HSS-00001480,2025-11-06 05:17:37.973878,hss-secondary-2,Complete Failure,4667,partition-07,HSS-REP-102,23920
HSS-00001481,2025-11-06 05:30:02.973878,hss-secondary-2,Partial Failure,160,partition-12,HSS-REP-102,1164
HSS-00001482,2025-11-06 02:36:24.973878,hss-secondary-2,Partial Failure,321,partition-16,HSS-REP-102,1924
HSS-00001483,2025-11-06 05:06:23.973878,hss-secondary-2,Timeout,780,partition-12,HSS-DB-201,42659
HSS-00001484,2025-11-06 05:50:00.973878,hss-secondary-2,Complete Failure,544,partition-12,HSS-SYNC-002,29188
HSS-00001485,2025-11-06 03:26:47.973878,hss-secondary-2,Partial Failure,273,partition-07,HSS-SYNC-001,1634
HSS-00001486,2025-11-06 03:37:26.973878,hss-secondary-2,Complete Failure,3239,partition-13,HSS-REP-101,5124
HSS-00001487,2025-11-06 04:22:49.973878,hss-secondary-2,Timeout,748,partition-16,HSS-SYNC-002,36000
HSS-00001488,2025-11-06 04:00:57.973878,hss-secondary-2,Complete Failure,1706,partition-16,HSS-SYNC-003,15938
HSS-00001489,2025-11-06 03:48:10.973878,hss-secondary-2,Complete Failure,3887,partition-12,HSS-SYNC-001,15482
HSS-00001490,2025-11-06 05:32:44.973878,hss-secondary-2,Timeout,991,partition-16,HSS-REP-102,21553
HSS-00001491,2025-11-06 06:04:59.973878,hss-secondary-2,Timeout,695,partition-13,HSS-REP-101,49343
HSS-00001492,2025-11-06 06:27:45.973878,hss-secondary-2,Partial Failure,193,partition-12,HSS-REP-102,1303
HSS-00001493,2025-11-06 03:20:33.973878,hss-secondary-2,Partial Failure,333,partition-07,HSS-REP-101,1741
HSS-00001494,2025-11-06 04:38:59.973878,hss-secondary-2,Complete Failure,1904,partition-07,HSS-SYNC-002,24279
HSS-00001495,2025-11-06 05:59:29.973878,hss-secondary-2,Partial Failure,78,partition-07,HSS-REP-101,1593
HSS-00001496,2025-11-06 04:14:45.973878,hss-secondary-2,Timeout,287,partition-12,HSS-SYNC-001,37969
HSS-00001497,2025-11-06 03:21:54.973878,hss-secondary-2,Partial Failure,319,partition-07,HSS-REP-102,1259
HSS-00001498,2025-11-06 02:59:28.973878,hss-secondary-2,Lag Warning,35,partition-16,HSS-DB-201,2484
HSS-00001499,2025-11-06 03:23:56.973878,hss-secondary-2,Complete Failure,3275,partition-13,HSS-SYNC-001,15831
HSS-00001500,2025-11-06 04:21:03.973878,hss-secondary-2,Complete Failure,747,partition-13,HSS-REP-101,28272
HSS-00001501,2025-11-06 05:43:15.973878,hss-secondary-2,Success,8,partition-16,HSS-SYNC-000,102
HSS-00001502,2025-11-06 05:16:06.973878,hss-secondary-2,Complete Failure,2118,partition-07,HSS-REP-101,10549
HSS-00001503,2025-11-06 05:36:12.973878,hss-secondary-2,Complete Failure,1283,partition-12,HSS-DB-202,22878
HSS-00001504,2025-11-06 02:36:12.973878,hss-secondary-2,Complete Failure,4443,partition-12,HSS-SYNC-003,22730
HSS-00001505,2025-11-06 04:08:10.973878,hss-secondary-2,Complete Failure,1097,partition-12,HSS-DB-202,12503
HSS-00001506,2025-11-06 04:00:33.973878,hss-secondary-2,Complete Failure,787,partition-13,HSS-DB-201,10257
HSS-00001507,2025-11-06 04:34:49.973878,hss-secondary-2,Partial Failure,188,partition-13,HSS-SYNC-002,767
HSS-00001508,2025-11-06 05:43:20.973878,hss-secondary-2,Timeout,709,partition-16,HSS-SYNC-002,32997
HSS-00001509,2025-11-06 04:40:01.973878,hss-secondary-2,Partial Failure,357,partition-16,HSS-REP-101,652
HSS-00001510,2025-11-06 06:29:28.973878,hss-secondary-2,Partial Failure,299,partition-12,HSS-DB-201,1594
HSS-00001511,2025-11-06 05:06:43.973878,hss-secondary-2,Timeout,157,partition-16,HSS-DB-201,49063
HSS-00001512,2025-11-06 05:09:26.973878,hss-secondary-2,Partial Failure,457,partition-16,HSS-REP-102,1615
HSS-00001513,2025-11-06 06:26:36.973878,hss-secondary-2,Timeout,552,partition-07,HSS-SYNC-003,39237
HSS-00001514,2025-11-06 05:39:01.973878,hss-secondary-2,Partial Failure,374,partition-12,HSS-SYNC-002,1293
HSS-00001515,2025-11-06 04:45:59.973878,hss-secondary-2,Complete Failure,1125,partition-13,HSS-DB-201,8639
HSS-00001516,2025-11-06 06:30:16.973878,hss-secondary-2,Complete Failure,4298,partition-13,HSS-DB-201,12308
HSS-00001517,2025-11-06 06:00:29.973878,hss-secondary-2,Complete Failure,2554,partition-12,HSS-SYNC-002,9753
HSS-00001518,2025-11-06 06:09:19.973878,hss-secondary-2,Timeout,809,partition-16,HSS-SYNC-002,54444
HSS-00001519,2025-11-06 04:03:50.973878,hss-secondary-2,Partial Failure,331,partition-07,HSS-SYNC-002,1574
HSS-00001520,2025-11-06 03:48:16.973878,hss-secondary-2,Complete Failure,2850,partition-07,HSS-REP-101,16446
HSS-00001521,2025-11-06 06:23:37.973878,hss-secondary-2,Complete Failure,1013,partition-07,HSS-DB-202,13698
HSS-00001522,2025-11-06 05:06:15.973878,hss-secondary-2,Complete Failure,4155,partition-16,HSS-DB-201,13207
HSS-00001523,2025-11-06 03:30:06.973878,hss-secondary-2,Lag Warning,21,partition-16,HSS-DB-202,3367
HSS-00001524,2025-11-06 05:06:39.973878,hss-secondary-2,Complete Failure,3975,partition-12,HSS-REP-101,24978
HSS-00001525,2025-11-06 06:29:58.973878,hss-secondary-2,Timeout,460,partition-07,HSS-SYNC-002,58715
HSS-00001526,2025-11-06 05:25:29.973878,hss-secondary-2,Timeout,712,partition-16,HSS-DB-201,21180
HSS-00001527,2025-11-06 04:20:17.973878,hss-secondary-2,Partial Failure,96,partition-12,HSS-REP-101,1424
HSS-00001528,2025-11-06 05:01:09.973878,hss-secondary-2,Success,1,partition-16,HSS-SYNC-000,86
HSS-00001529,2025-11-06 06:04:05.973878,hss-secondary-2,Complete Failure,876,partition-12,HSS-REP-101,7052
HSS-00001530,2025-11-06 04:27:46.973878,hss-secondary-2,Timeout,347,partition-13,HSS-REP-101,51072
HSS-00001531,2025-11-06 06:24:10.973878,hss-secondary-2,Success,3,partition-16,HSS-SYNC-000,143
HSS-00001532,2025-11-06 06:28:27.973878,hss-secondary-2,Partial Failure,288,partition-12,HSS-DB-201,1509
HSS-00001533,2025-11-06 02:36:28.973878,hss-secondary-2,Timeout,473,partition-16,HSS-REP-101,39433
HSS-00001534,2025-11-06 05:45:21.973878,hss-secondary-2,Complete Failure,761,partition-12,HSS-SYNC-003,19306
HSS-00001535,2025-11-06 03:40:32.973878,hss-secondary-2,Complete Failure,3871,partition-16,HSS-SYNC-002,5429
HSS-00001536,2025-11-06 05:14:12.973878,hss-secondary-2,Partial Failure,248,partition-13,HSS-SYNC-001,936
HSS-00001537,2025-11-06 06:09:14.973878,hss-secondary-2,Complete Failure,3385,partition-07,HSS-SYNC-002,9496
HSS-00001538,2025-11-06 05:47:43.973878,hss-secondary-2,Timeout,879,partition-16,HSS-DB-201,13907
HSS-00001539,2025-11-06 06:09:27.973878,hss-secondary-2,Success,5,partition-07,HSS-SYNC-000,50
HSS-00001540,2025-11-06 02:34:11.973878,hss-secondary-2,Partial Failure,76,partition-12,HSS-SYNC-002,707
HSS-00001541,2025-11-06 05:58:45.973878,hss-secondary-2,Complete Failure,1121,partition-07,HSS-SYNC-003,24810
HSS-00001542,2025-11-06 03:08:02.973878,hss-secondary-2,Timeout,224,partition-13,HSS-SYNC-003,35444
HSS-00001543,2025-11-06 05:38:20.973878,hss-secondary-2,Timeout,290,partition-07,HSS-SYNC-003,25715
HSS-00001544,2025-11-06 06:31:51.973878,hss-secondary-2,Partial Failure,378,partition-12,HSS-SYNC-003,1769
HSS-00001545,2025-11-06 06:10:45.973878,hss-secondary-2,Complete Failure,4430,partition-13,HSS-SYNC-003,21208
HSS-00001546,2025-11-06 03:29:47.973878,hss-secondary-2,Lag Warning,5,partition-07,HSS-DB-202,3346
HSS-00001547,2025-11-06 03:35:46.973878,hss-secondary-2,Partial Failure,186,partition-07,HSS-REP-101,703
HSS-00001548,2025-11-06 04:36:11.973878,hss-secondary-2,Complete Failure,2526,partition-16,HSS-SYNC-001,19654
HSS-00001549,2025-11-06 05:33:07.973878,hss-secondary-2,Partial Failure,135,partition-13,HSS-REP-102,1107
HSS-00001550,2025-11-06 04:05:37.973878,hss-secondary-2,Complete Failure,1084,partition-13,HSS-SYNC-003,7102
HSS-00001551,2025-11-06 04:35:24.973878,hss-secondary-2,Complete Failure,4865,partition-07,HSS-SYNC-002,17713
HSS-00001552,2025-11-06 02:41:22.973878,hss-secondary-2,Partial Failure,303,partition-07,HSS-SYNC-001,1929
HSS-00001553,2025-11-06 04:08:32.973878,hss-secondary-2,Complete Failure,3488,partition-13,HSS-DB-202,24349
HSS-00001554,2025-11-06 06:09:05.973878,hss-secondary-2,Complete Failure,587,partition-12,HSS-SYNC-003,21330
HSS-00001555,2025-11-06 05:19:18.973878,hss-secondary-2,Partial Failure,349,partition-12,HSS-DB-201,636
HSS-00001556,2025-11-06 05:54:46.973878,hss-secondary-2,Complete Failure,2154,partition-16,HSS-SYNC-002,10650
HSS-00001557,2025-11-06 03:00:56.973878,hss-secondary-2,Complete Failure,4253,partition-07,HSS-SYNC-003,22204
HSS-00001558,2025-11-06 03:25:15.973878,hss-secondary-2,Complete Failure,1605,partition-16,HSS-REP-102,27654
HSS-00001559,2025-11-06 05:33:08.973878,hss-secondary-2,Partial Failure,237,partition-07,HSS-REP-102,1700
HSS-00001560,2025-11-06 04:17:13.973878,hss-secondary-2,Timeout,965,partition-13,HSS-DB-201,18509
HSS-00001561,2025-11-06 05:00:08.973878,hss-secondary-2,Complete Failure,2058,partition-16,HSS-SYNC-003,23125
HSS-00001562,2025-11-06 05:43:46.973878,hss-secondary-2,Complete Failure,2179,partition-07,HSS-SYNC-001,24462
HSS-00001563,2025-11-06 04:59:58.973878,hss-secondary-2,Complete Failure,2101,partition-13,HSS-SYNC-003,9563
HSS-00001564,2025-11-06 03:10:09.973878,hss-secondary-2,Timeout,155,partition-13,HSS-DB-202,47663
HSS-00001565,2025-11-06 05:05:38.973878,hss-secondary-2,Success,1,partition-13,HSS-SYNC-000,188
HSS-00001566,2025-11-06 05:27:28.973878,hss-secondary-2,Complete Failure,2859,partition-12,HSS-SYNC-002,22897
HSS-00001567,2025-11-06 04:08:50.973878,hss-secondary-2,Success,8,partition-12,HSS-SYNC-000,74
HSS-00001568,2025-11-06 05:35:37.973878,hss-secondary-2,Partial Failure,333,partition-16,HSS-SYNC-001,1955
HSS-00001569,2025-11-06 03:11:50.973878,hss-secondary-2,Success,7,partition-13,HSS-SYNC-000,180
HSS-00001570,2025-11-06 04:02:27.973878,hss-secondary-2,Timeout,958,partition-07,HSS-SYNC-003,54978
HSS-00001571,2025-11-06 03:23:59.973878,hss-secondary-2,Partial Failure,118,partition-12,HSS-SYNC-002,1068
HSS-00001572,2025-11-06 06:32:01.973878,hss-secondary-2,Partial Failure,93,partition-12,HSS-DB-201,1089
HSS-00001573,2025-11-06 04:00:49.973878,hss-secondary-2,Complete Failure,640,partition-12,HSS-SYNC-002,22414
HSS-00001574,2025-11-06 03:12:39.973878,hss-secondary-2,Complete Failure,4100,partition-16,HSS-REP-102,21567
HSS-00001575,2025-11-06 05:14:29.973878,hss-secondary-2,Partial Failure,291,partition-12,HSS-REP-102,1922
HSS-00001576,2025-09-03 10:54:45.973878,hss-primary-1,Partial Failure,129,partition-07,HSS-DB-202,1606
HSS-00001577,2025-09-03 10:53:12.973878,hss-primary-1,Complete Failure,4230,partition-10,HSS-DB-201,20746
HSS-00001578,2025-09-03 09:23:40.973878,hss-primary-1,Complete Failure,3354,partition-12,HSS-SYNC-003,11901
HSS-00001579,2025-09-03 10:20:47.973878,hss-primary-1,Timeout,796,partition-12,HSS-SYNC-001,50353
HSS-00001580,2025-09-03 11:00:06.973878,hss-primary-1,Success,7,partition-07,HSS-SYNC-000,58
HSS-00001581,2025-09-03 09:18:46.973878,hss-primary-1,Timeout,613,partition-10,HSS-SYNC-002,37863
HSS-00001582,2025-09-03 10:15:09.973878,hss-primary-1,Partial Failure,198,partition-12,HSS-SYNC-003,735
HSS-00001583,2025-09-03 10:47:33.973878,hss-primary-1,Partial Failure,96,partition-06,HSS-DB-201,551
HSS-00001584,2025-09-03 09:26:32.973878,hss-primary-1,Success,1,partition-13,HSS-SYNC-000,114
HSS-00001585,2025-09-03 10:35:10.973878,hss-primary-1,Complete Failure,3943,partition-07,HSS-REP-102,23443
HSS-00001586,2025-09-03 09:58:14.973878,hss-primary-1,Partial Failure,115,partition-09,HSS-REP-101,780
HSS-00001587,2025-09-03 10:53:19.973878,hss-primary-1,Complete Failure,3371,partition-12,HSS-REP-101,28744
HSS-00001588,2025-09-03 09:03:00.973878,hss-primary-1,Complete Failure,1335,partition-13,HSS-SYNC-002,11192
HSS-00001589,2025-09-03 10:45:46.973878,hss-primary-1,Complete Failure,1618,partition-10,HSS-SYNC-002,24559
HSS-00001590,2025-09-03 10:58:52.973878,hss-primary-1,Lag Warning,32,partition-07,HSS-SYNC-002,4346
HSS-00001591,2025-09-03 10:32:37.973878,hss-primary-1,Partial Failure,482,partition-07,HSS-REP-101,1672
HSS-00001592,2025-09-03 09:37:41.973878,hss-primary-1,Partial Failure,180,partition-09,HSS-REP-102,1513
HSS-00001593,2025-09-03 10:43:54.973878,hss-primary-1,Complete Failure,2874,partition-13,HSS-DB-202,11641
HSS-00001594,2025-09-03 10:58:42.973878,hss-primary-1,Complete Failure,4875,partition-07,HSS-SYNC-003,14223
HSS-00001595,2025-09-03 10:54:03.973878,hss-primary-1,Success,5,partition-07,HSS-SYNC-000,49
HSS-00001596,2025-09-03 09:22:19.973878,hss-primary-1,Complete Failure,1336,partition-12,HSS-DB-202,7417
HSS-00001597,2025-09-03 09:55:26.973878,hss-primary-1,Partial Failure,124,partition-06,HSS-DB-202,981
HSS-00001598,2025-09-03 10:08:29.973878,hss-primary-1,Complete Failure,1256,partition-10,HSS-REP-102,10514
HSS-00001599,2025-09-03 09:04:06.973878,hss-primary-1,Complete Failure,4794,partition-13,HSS-DB-201,26295
HSS-00001600,2025-09-03 10:14:37.973878,hss-primary-1,Success,0,partition-09,HSS-SYNC-000,158
HSS-00001601,2025-09-03 09:17:24.973878,hss-primary-1,Partial Failure,280,partition-09,HSS-DB-202,647
HSS-00001602,2025-09-03 09:28:36.973878,hss-primary-1,Partial Failure,483,partition-09,HSS-SYNC-002,782
HSS-00001603,2025-09-03 10:46:08.973878,hss-primary-1,Complete Failure,3981,partition-12,HSS-SYNC-002,13199
HSS-00001604,2025-09-03 10:00:31.973878,hss-primary-1,Timeout,443,partition-06,HSS-SYNC-003,46358
HSS-00001605,2025-09-03 09:08:23.973878,hss-primary-1,Timeout,311,partition-09,HSS-SYNC-003,20253
HSS-00001606,2025-09-03 10:01:09.973878,hss-primary-1,Complete Failure,1463,partition-13,HSS-SYNC-001,14541
HSS-00001607,2025-09-03 10:43:11.973878,hss-primary-1,Complete Failure,864,partition-06,HSS-DB-201,19820
HSS-00001608,2025-09-03 10:09:28.973878,hss-primary-1,Partial Failure,381,partition-13,HSS-DB-202,1873
HSS-00001609,2025-09-03 09:41:04.973878,hss-primary-1,Timeout,342,partition-13,HSS-DB-201,17842
HSS-00001610,2025-09-03 10:54:25.973878,hss-primary-1,Partial Failure,159,partition-07,HSS-SYNC-001,1840
HSS-00001611,2025-09-03 10:38:27.973878,hss-primary-1,Partial Failure,436,partition-07,HSS-DB-201,1182
HSS-00001612,2025-09-03 09:21:25.973878,hss-primary-1,Complete Failure,2102,partition-06,HSS-SYNC-003,29777
HSS-00001613,2025-09-03 09:54:23.973878,hss-primary-1,Success,1,partition-13,HSS-SYNC-000,105
HSS-00001614,2025-09-03 10:18:31.973878,hss-primary-1,Complete Failure,4116,partition-09,HSS-SYNC-003,16307
HSS-00001615,2025-09-03 09:07:33.973878,hss-primary-1,Complete Failure,2633,partition-09,HSS-DB-202,11861
HSS-00001616,2025-09-03 10:35:43.973878,hss-primary-1,Partial Failure,123,partition-07,HSS-REP-102,1069
HSS-00001617,2025-09-03 10:48:30.973878,hss-primary-1,Complete Failure,2359,partition-09,HSS-SYNC-003,26073
HSS-00001618,2025-09-03 09:21:27.973878,hss-primary-1,Partial Failure,429,partition-10,HSS-SYNC-003,1901
HSS-00001619,2025-09-03 10:38:07.973878,hss-primary-1,Complete Failure,2343,partition-12,HSS-DB-202,16719
HSS-00001620,2025-09-03 09:26:07.973878,hss-primary-1,Partial Failure,204,partition-13,HSS-DB-202,1701
HSS-00001621,2025-09-03 09:36:47.973878,hss-primary-1,Partial Failure,251,partition-06,HSS-SYNC-003,1401
HSS-00001622,2025-09-03 10:15:00.973878,hss-primary-1,Partial Failure,283,partition-13,HSS-SYNC-001,627
HSS-00001623,2025-09-03 09:51:29.973878,hss-primary-1,Success,2,partition-09,HSS-SYNC-000,34
HSS-00001624,2025-09-03 10:32:20.973878,hss-primary-1,Complete Failure,2545,partition-10,HSS-SYNC-001,5368
HSS-00001625,2025-09-03 10:20:25.973878,hss-primary-1,Partial Failure,253,partition-12,HSS-SYNC-003,1419
HSS-00001626,2025-09-03 10:11:10.973878,hss-primary-1,Partial Failure,204,partition-06,HSS-REP-102,771
HSS-00001627,2025-09-03 09:20:07.973878,hss-primary-1,Partial Failure,249,partition-09,HSS-DB-202,1562
HSS-00001628,2025-09-03 10:47:28.973878,hss-primary-1,Timeout,752,partition-13,HSS-SYNC-003,40039
HSS-00001629,2025-09-03 09:06:16.973878,hss-primary-1,Complete Failure,4920,partition-12,HSS-REP-101,7618
HSS-00001630,2025-09-03 10:05:01.973878,hss-primary-1,Timeout,796,partition-10,HSS-REP-102,10957
HSS-00001631,2025-09-03 10:10:17.973878,hss-primary-1,Complete Failure,3659,partition-07,HSS-SYNC-001,7610
HSS-00001632,2025-09-03 09:17:24.973878,hss-primary-1,Timeout,359,partition-07,HSS-REP-101,16716
HSS-00001633,2025-09-03 09:49:47.973878,hss-primary-1,Success,1,partition-09,HSS-SYNC-000,168
HSS-00001634,2025-09-03 09:39:24.973878,hss-primary-1,Success,7,partition-06,HSS-SYNC-000,85
HSS-00001635,2025-09-03 09:26:29.973878,hss-primary-1,Complete Failure,1557,partition-13,HSS-SYNC-001,20395
HSS-00001636,2025-09-03 10:09:02.973878,hss-primary-1,Lag Warning,47,partition-06,HSS-REP-101,3749
HSS-00001637,2025-09-03 10:58:28.973878,hss-primary-1,Complete Failure,1613,partition-12,HSS-SYNC-002,29765
HSS-00001638,2025-09-03 10:54:24.973878,hss-primary-1,Complete Failure,2565,partition-09,HSS-REP-102,20940
HSS-00001639,2025-09-03 09:40:39.973878,hss-primary-1,Partial Failure,87,partition-12,HSS-DB-201,529
HSS-00001640,2025-09-03 09:40:09.973878,hss-primary-1,Partial Failure,371,partition-13,HSS-DB-201,613
HSS-00001641,2025-09-03 10:35:35.973878,hss-primary-1,Complete Failure,4984,partition-10,HSS-SYNC-003,11977
HSS-00001642,2025-09-03 10:52:32.973878,hss-primary-1,Timeout,337,partition-12,HSS-SYNC-001,27103
HSS-00001643,2025-09-03 09:47:15.973878,hss-primary-1,Lag Warning,18,partition-12,HSS-REP-101,3290
HSS-00001644,2025-09-03 10:04:02.973878,hss-primary-1,Complete Failure,2935,partition-10,HSS-SYNC-001,27436
HSS-00001645,2025-09-03 10:12:43.973878,hss-primary-1,Lag Warning,10,partition-12,HSS-SYNC-001,2458
