event_id,@timestamp,imsi,mme_host,cell_id,procedure_type,failure_code,serving_plmn,tracking_area_code,failure_description,signaling_message_type,attach_attempt,handover_attempt,authentication_attempt,source_cell_id,target_cell_id
EVT-00003133,2025-10-31 18:05:49.973878,3102601000000616,mme-03.tmobile.net,CELL-0024,Authentication,NAS-301,310-260,TAC-6210,Signaling storm detected - roaming restriction,Downlink NAS Transport,False,False,True,None,None
EVT-00003134,2025-10-31 17:53:50.973878,3102601000000374,mme-03.tmobile.net,CELL-0032,Authentication,NAS-301,310-800,TAC-8026,Attach rejected due to hardware failure on MME mme-03.tmobile.net,Downlink NAS Transport,False,False,True,None,None
EVT-00003135,2025-10-31 17:30:03.973878,3102601000000004,mme-03.tmobile.net,CELL-0028,Authentication,NAS-301,310-490,TAC-1882,Signaling storm detected - database corruption,S1 Setup Request,False,False,True,None,None
EVT-00003136,2025-10-31 17:17:16.973878,3102601000000531,mme-03.tmobile.net,CELL-0028,Authentication,HSS-401,310-260,TAC-3256,Signaling storm detected - security check failed,Initial UE Message,False,False,True,None,None
EVT-00003137,2025-10-31 17:42:52.973878,3102601000000202,mme-03.tmobile.net,CELL-0039,Authentication,HSS-401,310-260,TAC-5895,HSS unreachable during Authentication - database sync issue,Attach Accept,False,False,True,None,None
EVT-00003138,2025-10-31 17:08:56.973878,3102601000000262,mme-03.tmobile.net,CELL-0032,Authentication,HSS-401,310-260,TAC-4620,Bearer modification rejected - insufficient resources,Authentication Request,False,False,True,None,None
EVT-00003139,2025-10-31 17:14:45.973878,3102601000000634,mme-03.tmobile.net,CELL-0001,Authentication,HSS-401,310-260,TAC-2991,PDN connectivity failure - authentication timeout,Authentication Request,False,False,True,None,None
EVT-00003140,2025-10-31 17:29:39.973878,3102601000000610,mme-03.tmobile.net,CELL-0052,Authentication,HSS-401,310-490,TAC-4227,Resource exhaustion on mme-03.tmobile.net - signaling timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00003141,2025-10-31 17:18:27.973878,3102601000000013,mme-03.tmobile.net,CELL-0048,Attach,NAS-301,310-260,TAC-9876,PDN connectivity failure - hardware failure,TAU Accept,True,False,True,None,None
EVT-00003142,2025-10-31 18:01:31.973878,3102601000000202,mme-03.tmobile.net,CELL-0052,Authentication,HSS-401,310-260,TAC-5903,Service request timeout - invalid subscriber data,Attach Accept,False,False,True,None,None
EVT-00003143,2025-10-31 17:22:47.973878,3102601000000474,mme-03.tmobile.net,CELL-0039,Authentication,HSS-401,310-260,TAC-3584,Authentication failure for subscriber - cell overload,Uplink NAS Transport,False,False,True,None,None
EVT-00003144,2025-10-31 17:36:11.973878,3102601000000614,mme-03.tmobile.net,CELL-0058,Authentication,HSS-401,310-490,TAC-8430,Handover failure from CELL-0058 to CELL-0058 - roaming restriction,Path Switch Request,False,False,True,None,None
EVT-00003145,2025-10-31 17:56:33.973878,3102601000000006,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-490,TAC-2154,Bearer modification rejected - roaming restriction,Path Switch Request,False,False,True,None,None
EVT-00003146,2025-10-31 17:14:08.973878,3102601000000749,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-2071,Signaling storm detected - hardware failure,Initial UE Message,False,False,True,None,None
EVT-00003147,2025-10-31 17:28:26.973878,3102601000000238,mme-03.tmobile.net,CELL-0032,Authentication,HSS-401,310-260,TAC-6936,Resource exhaustion on mme-03.tmobile.net - invalid subscriber data,Initial UE Message,False,False,True,None,None
EVT-00003148,2025-10-31 17:52:12.973878,3102601000000102,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-1782,Handover failure from CELL-0051 to CELL-0051 - signaling timeout,S1 Setup Request,False,False,True,None,None
EVT-00003149,2025-10-31 18:00:17.973878,3102601000000069,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-5474,PDN connectivity failure - network congestion,Attach Accept,False,False,True,None,None
EVT-00003150,2025-10-31 17:52:54.973878,3102601000000619,mme-03.tmobile.net,CELL-0051,Authentication,NAS-301,310-490,TAC-4836,Authentication failure for subscriber - insufficient resources,Authentication Request,False,False,True,None,None
EVT-00003151,2025-10-31 17:11:58.973878,3102601000000238,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-4256,Resource exhaustion on mme-03.tmobile.net - hardware failure,Initial UE Message,False,False,True,None,None
EVT-00003152,2025-10-31 17:17:35.973878,3102601000000773,mme-03.tmobile.net,CELL-0060,Authentication,NAS-301,310-260,TAC-2694,Handover failure from CELL-0060 to CELL-0060 - insufficient resources,Path Switch Request,False,False,True,None,None
EVT-00003153,2025-10-31 17:56:35.973878,3102601000000055,mme-03.tmobile.net,CELL-0058,Attach,HSS-401,310-490,TAC-5243,HSS unreachable during Attach - database sync issue,Authentication Request,True,False,True,None,None
EVT-00003154,2025-10-31 17:12:52.973878,3102601000000010,mme-03.tmobile.net,CELL-0039,Attach,HSS-401,310-260,TAC-7881,HSS unreachable during Attach - database sync issue,TAU Accept,True,False,True,None,None
EVT-00003155,2025-10-31 17:33:50.973878,3102601000000692,mme-03.tmobile.net,CELL-0024,Authentication,HSS-401,310-260,TAC-6767,Attach rejected due to insufficient resources on MME mme-03.tmobile.net,Path Switch Request,False,False,True,None,None
EVT-00003156,2025-10-31 17:28:29.973878,3102601000000374,mme-03.tmobile.net,CELL-0045,Authentication,HSS-401,310-260,TAC-2528,HSS unreachable during Authentication - database sync issue,Downlink NAS Transport,False,False,True,None,None
EVT-00003157,2025-10-31 17:51:24.973878,3102601000000249,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-1820,Handover failure from CELL-0060 to CELL-0060 - authentication timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00003158,2025-10-31 17:25:37.973878,3102601000000434,mme-03.tmobile.net,CELL-0077,Authentication,NAS-301,310-260,TAC-9279,Authentication failure for subscriber - network congestion,Handover Required,False,False,True,None,None
EVT-00003159,2025-10-31 17:25:08.973878,3102601000000775,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-4259,Attach rejected due to HSS sync failure on MME mme-03.tmobile.net,Uplink NAS Transport,False,False,True,None,None
EVT-00003160,2025-10-31 17:30:53.973878,3102601000000262,mme-03.tmobile.net,CELL-0051,Authentication,NAS-301,310-260,TAC-8462,Handover failure from CELL-0051 to CELL-0051 - HSS sync failure,Handover Required,False,False,True,None,None
EVT-00003161,2025-10-31 17:19:09.973878,3102601000000552,mme-03.tmobile.net,CELL-0012,Authentication,HSS-401,310-260,TAC-8927,Authentication failure for subscriber - network congestion,Downlink NAS Transport,False,False,True,None,None
EVT-00003162,2025-10-31 17:56:57.973878,3102601000000727,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-1832,Signaling storm detected - security check failed,TAU Accept,False,False,True,None,None
EVT-00003163,2025-10-31 17:20:07.973878,3102601000000354,mme-03.tmobile.net,CELL-0032,Authentication,NAS-301,310-260,TAC-8336,Signaling storm detected - software bug,S1 Setup Request,False,False,True,None,None
EVT-00003164,2025-10-31 17:36:27.973878,3102601000000775,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-6563,PDN connectivity failure - invalid subscriber data,Initial UE Message,False,False,True,None,None
EVT-00003165,2025-10-31 17:22:03.973878,3102601000000404,mme-03.tmobile.net,CELL-0028,Authentication,NAS-301,310-260,TAC-2518,Authentication failure for subscriber - database corruption,Initial UE Message,False,False,True,None,None
EVT-00003166,2025-10-31 17:32:20.973878,3102601000000773,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-260,TAC-9349,Attach rejected due to database corruption on MME mme-03.tmobile.net,S1 Setup Request,False,False,True,None,None
EVT-00003167,2025-10-31 17:10:06.973878,3102601000000749,mme-03.tmobile.net,CELL-0024,Authentication,HSS-401,310-800,TAC-7329,Service request timeout - invalid subscriber data,Authentication Request,False,False,True,None,None
EVT-00003168,2025-10-31 17:14:40.973878,3102601000000524,mme-03.tmobile.net,CELL-0024,Authentication,NAS-301,310-490,TAC-9309,Handover failure from CELL-0024 to CELL-0024 - cell overload,Downlink NAS Transport,False,False,True,None,None
EVT-00003169,2025-10-31 17:15:48.973878,3102601000000374,mme-03.tmobile.net,CELL-0004,Attach,NAS-301,310-260,TAC-1140,PDN connectivity failure - software bug,Downlink NAS Transport,True,False,True,None,None
EVT-00003170,2025-10-31 17:59:38.973878,3102601000000724,mme-03.tmobile.net,CELL-0060,Attach,HSS-401,310-260,TAC-2566,Signaling storm detected - software bug,TAU Accept,True,False,True,None,None
EVT-00003171,2025-10-31 17:22:31.973878,3102601000000195,mme-03.tmobile.net,CELL-0032,Authentication,HSS-401,310-260,TAC-3599,Service request timeout - HSS sync failure,Attach Accept,False,False,True,None,None
EVT-00003172,2025-10-31 17:16:46.973878,3102601000000527,mme-03.tmobile.net,CELL-0045,Attach,NAS-301,310-260,TAC-3152,Handover failure from CELL-0045 to CELL-0045 - database corruption,Initial UE Message,True,False,True,None,None
EVT-00003173,2025-10-31 17:12:23.973878,3102601000000261,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-800,TAC-6083,PDN connectivity failure - database corruption,Authentication Request,False,False,True,None,None
EVT-00003174,2025-10-31 17:41:17.973878,3102601000000439,mme-03.tmobile.net,CELL-0039,Authentication,NAS-301,310-490,TAC-9693,TAU rejected - database corruption,Path Switch Request,False,False,True,None,None
EVT-00003175,2025-10-31 18:02:34.973878,3102601000000619,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-1307,Service request timeout - database corruption,S1 Setup Request,False,False,True,None,None
EVT-00003176,2025-10-31 17:38:03.973878,3102601000000354,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-490,TAC-3332,Bearer modification rejected - cell overload,Uplink NAS Transport,False,False,True,None,None
EVT-00003177,2025-10-31 17:34:10.973878,3102601000000610,mme-03.tmobile.net,CELL-0077,Authentication,NAS-301,310-260,TAC-8007,Authentication failure for subscriber - invalid subscriber data,Authentication Request,False,False,True,None,None
EVT-00003178,2025-10-31 17:39:18.973878,3102601000000674,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-260,TAC-8413,HSS unreachable during Authentication - database sync issue,Path Switch Request,False,False,True,None,None
EVT-00003179,2025-10-31 17:51:31.973878,3102601000000379,mme-03.tmobile.net,CELL-0060,Attach,HSS-401,310-260,TAC-4240,Bearer modification rejected - cell overload,TAU Accept,True,False,True,None,None
EVT-00003180,2025-10-31 17:43:31.973878,3102601000000297,mme-03.tmobile.net,CELL-0012,Authentication,HSS-401,310-260,TAC-2991,TAU rejected - hardware failure,Uplink NAS Transport,False,False,True,None,None
EVT-00003181,2025-10-31 17:21:20.973878,3102601000000073,mme-03.tmobile.net,CELL-0031,Authentication,NAS-301,310-800,TAC-5821,Attach rejected due to hardware failure on MME mme-03.tmobile.net,TAU Accept,False,False,True,None,None
EVT-00003182,2025-10-31 17:56:33.973878,3102601000000551,mme-03.tmobile.net,CELL-0028,Attach,NAS-301,310-260,TAC-7220,Service request timeout - software bug,Authentication Request,True,False,True,None,None
EVT-00003183,2025-10-31 17:31:58.973878,3102601000000229,mme-03.tmobile.net,CELL-0032,Authentication,HSS-401,310-490,TAC-9749,HSS unreachable during Authentication - database sync issue,Path Switch Request,False,False,True,None,None
EVT-00003184,2025-10-31 17:44:53.973878,3102601000000584,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-490,TAC-3282,TAU rejected - cell overload,S1 Setup Request,False,False,True,None,None
EVT-00003185,2025-10-31 17:34:37.973878,3102601000000524,mme-03.tmobile.net,CELL-0051,Attach,HSS-401,310-490,TAC-2370,Bearer modification rejected - software bug,Uplink NAS Transport,True,False,True,None,None
EVT-00003186,2025-10-31 17:53:24.973878,3102601000000013,mme-03.tmobile.net,CELL-0031,Attach,HSS-401,310-260,TAC-7641,Handover failure from CELL-0031 to CELL-0031 - insufficient resources,Path Switch Request,True,False,True,None,None
EVT-00003187,2025-10-31 18:01:50.973878,3102601000000195,mme-03.tmobile.net,CELL-0045,Attach,HSS-401,310-490,TAC-1558,HSS unreachable during Attach - database sync issue,TAU Accept,True,False,True,None,None
EVT-00003188,2025-10-31 17:56:38.973878,3102601000000749,mme-03.tmobile.net,CELL-0004,Authentication,NAS-301,310-260,TAC-2867,TAU rejected - cell overload,Downlink NAS Transport,False,False,True,None,None
EVT-00003189,2025-10-31 17:50:40.973878,3102601000000267,mme-03.tmobile.net,CELL-0032,Authentication,HSS-401,310-490,TAC-9449,HSS unreachable during Authentication - database sync issue,Uplink NAS Transport,False,False,True,None,None
EVT-00003190,2025-10-31 17:10:29.973878,3102601000000069,mme-03.tmobile.net,CELL-0039,Attach,NAS-301,310-260,TAC-2055,Service request timeout - database corruption,Initial UE Message,True,False,True,None,None
EVT-00003191,2025-10-31 17:52:19.973878,3102601000000294,mme-03.tmobile.net,CELL-0001,Attach,NAS-301,310-260,TAC-5847,Handover failure from CELL-0001 to CELL-0001 - network congestion,Handover Required,True,False,True,None,None
EVT-00003192,2025-10-31 17:56:21.973878,3102601000000010,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-260,TAC-1663,TAU rejected - security check failed,Authentication Request,False,False,True,None,None
EVT-00003193,2025-10-31 17:15:36.973878,3102601000000473,mme-03.tmobile.net,CELL-0004,Authentication,HSS-401,310-260,TAC-9070,Authentication failure for subscriber - security check failed,S1 Setup Request,False,False,True,None,None
EVT-00003194,2025-10-31 18:00:55.973878,3102601000000297,mme-03.tmobile.net,CELL-0052,Authentication,HSS-401,310-260,TAC-7060,Attach rejected due to security check failed on MME mme-03.tmobile.net,TAU Accept,False,False,True,None,None
EVT-00003195,2025-10-31 17:09:08.973878,3102601000000249,mme-03.tmobile.net,CELL-0077,Authentication,HSS-401,310-260,TAC-6413,Bearer modification rejected - cell overload,Authentication Request,False,False,True,None,None
EVT-00003196,2025-10-31 17:13:16.973878,3102601000000551,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-260,TAC-1782,Bearer modification rejected - security check failed,Path Switch Request,False,False,True,None,None
EVT-00003197,2025-10-31 17:46:24.973878,3102601000000531,mme-03.tmobile.net,CELL-0012,Attach,HSS-401,310-490,TAC-2953,Service request timeout - hardware failure,Downlink NAS Transport,True,False,True,None,None
EVT-00003198,2025-10-31 17:15:25.973878,3102601000000634,mme-03.tmobile.net,CELL-0048,Attach,HSS-401,310-260,TAC-7975,Handover failure from CELL-0048 to CELL-0048 - network congestion,Uplink NAS Transport,True,False,True,None,None
EVT-00003199,2025-10-31 17:10:16.973878,3102601000000633,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-3103,Authentication failure for subscriber - network congestion,Initial UE Message,False,False,True,None,None
EVT-00003200,2025-10-31 18:03:10.973878,3102601000000724,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-260,TAC-3311,Handover failure from CELL-0045 to CELL-0045 - database corruption,Attach Accept,False,False,True,None,None
EVT-00003201,2025-10-31 17:09:56.973878,3102601000000098,mme-03.tmobile.net,CELL-0001,Attach,HSS-401,310-260,TAC-3012,Bearer modification rejected - security check failed,Authentication Request,True,False,True,None,None
EVT-00003202,2025-10-31 17:47:25.973878,3102601000000294,mme-03.tmobile.net,CELL-0032,Authentication,HSS-401,310-260,TAC-2359,Resource exhaustion on mme-03.tmobile.net - security check failed,TAU Accept,False,False,True,None,None
EVT-00003203,2025-10-31 17:18:43.973878,3102601000000501,mme-03.tmobile.net,CELL-0031,Attach,HSS-401,310-260,TAC-3307,Resource exhaustion on mme-03.tmobile.net - software bug,Initial UE Message,True,False,True,None,None
EVT-00003204,2025-10-31 17:18:58.973878,3102601000000031,mme-03.tmobile.net,CELL-0024,Authentication,HSS-401,310-490,TAC-4761,Service request timeout - HSS sync failure,Initial UE Message,False,False,True,None,None
EVT-00003205,2025-10-31 17:07:32.973878,3102601000000379,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-3681,Authentication failure for subscriber - authentication timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00003206,2025-10-31 17:45:17.973878,3102601000000294,mme-03.tmobile.net,CELL-0051,Attach,HSS-401,310-260,TAC-9763,Bearer modification rejected - roaming restriction,Uplink NAS Transport,True,False,True,None,None
EVT-00003207,2025-10-31 17:58:45.973878,3102601000000633,mme-03.tmobile.net,CELL-0028,Authentication,HSS-401,310-800,TAC-1455,Signaling storm detected - software bug,Path Switch Request,False,False,True,None,None
EVT-00003208,2025-10-31 17:33:13.973878,3102601000000009,mme-03.tmobile.net,CELL-0004,Authentication,HSS-401,310-490,TAC-8501,Bearer modification rejected - database corruption,Initial UE Message,False,False,True,None,None
EVT-00003209,2025-10-31 17:59:53.973878,3102601000000265,mme-03.tmobile.net,CELL-0045,Authentication,HSS-401,310-260,TAC-1290,Handover failure from CELL-0045 to CELL-0045 - network congestion,Authentication Request,False,False,True,None,None
EVT-00003210,2025-10-31 17:21:48.973878,3102601000000262,mme-03.tmobile.net,CELL-0077,Attach,HSS-401,310-800,TAC-7783,Service request timeout - authentication timeout,Downlink NAS Transport,True,False,True,None,None
EVT-00003211,2025-10-31 18:00:02.973878,3102601000000725,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-3995,Signaling storm detected - roaming restriction,S1 Setup Request,False,False,True,None,None
EVT-00003212,2025-10-31 18:04:20.973878,3102601000000666,mme-03.tmobile.net,CELL-0004,Authentication,HSS-401,310-260,TAC-3387,Signaling storm detected - signaling timeout,Downlink NAS Transport,False,False,True,None,None
EVT-00003213,2025-10-31 17:49:03.973878,3102601000000725,mme-03.tmobile.net,CELL-0004,Attach,NAS-301,310-260,TAC-2394,PDN connectivity failure - database corruption,Uplink NAS Transport,True,False,True,None,None
EVT-00003214,2025-10-31 17:14:32.973878,3102601000000404,mme-03.tmobile.net,CELL-0060,Authentication,NAS-301,310-260,TAC-4829,Resource exhaustion on mme-03.tmobile.net - invalid subscriber data,S1 Setup Request,False,False,True,None,None
EVT-00003215,2025-10-31 17:37:56.973878,3102601000000749,mme-03.tmobile.net,CELL-0001,Authentication,HSS-401,310-260,TAC-5748,TAU rejected - roaming restriction,TAU Accept,False,False,True,None,None
EVT-00003216,2025-10-31 17:55:04.973878,3102601000000202,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-3645,Signaling storm detected - HSS sync failure,S1 Setup Request,False,False,True,None,None
EVT-00003217,2025-10-31 17:25:47.973878,3102601000000214,mme-03.tmobile.net,CELL-0051,Authentication,NAS-301,310-260,TAC-4659,Signaling storm detected - roaming restriction,Uplink NAS Transport,False,False,True,None,None
EVT-00003218,2025-10-31 17:24:43.973878,3102601000000214,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-6644,Resource exhaustion on mme-03.tmobile.net - roaming restriction,Handover Required,False,False,True,None,None
EVT-00003219,2025-10-31 17:37:34.973878,3102601000000302,mme-03.tmobile.net,CELL-0032,Authentication,NAS-301,310-260,TAC-8198,Bearer modification rejected - authentication timeout,Attach Accept,False,False,True,None,None
EVT-00003220,2025-10-31 17:59:39.973878,3102601000000439,mme-03.tmobile.net,CELL-0004,Authentication,NAS-301,310-260,TAC-7957,TAU rejected - network congestion,Handover Required,False,False,True,None,None
EVT-00003221,2025-10-31 17:22:58.973878,3102601000000584,mme-03.tmobile.net,CELL-0001,Authentication,HSS-401,310-260,TAC-1086,Attach rejected due to cell overload on MME mme-03.tmobile.net,Handover Required,False,False,True,None,None
EVT-00003222,2025-10-31 17:52:31.973878,3102601000000238,mme-03.tmobile.net,CELL-0052,Authentication,NAS-301,310-260,TAC-4965,Attach rejected due to HSS sync failure on MME mme-03.tmobile.net,TAU Accept,False,False,True,None,None
EVT-00003223,2025-10-31 17:43:39.973878,3102601000000267,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-9078,Authentication failure for subscriber - authentication timeout,Downlink NAS Transport,False,False,True,None,None
EVT-00003224,2025-10-31 17:38:06.973878,3102601000000531,mme-03.tmobile.net,CELL-0077,Authentication,HSS-401,310-800,TAC-5082,Bearer modification rejected - invalid subscriber data,Downlink NAS Transport,False,False,True,None,None
EVT-00003225,2025-10-31 17:30:36.973878,3102601000000031,mme-03.tmobile.net,CELL-0045,Attach,HSS-401,310-490,TAC-3304,PDN connectivity failure - signaling timeout,Path Switch Request,True,False,True,None,None
EVT-00003226,2025-10-31 17:59:14.973878,3102601000000296,mme-03.tmobile.net,CELL-0024,Attach,HSS-401,310-260,TAC-5152,Bearer modification rejected - security check failed,Authentication Request,True,False,True,None,None
EVT-00003227,2025-10-31 17:21:22.973878,3102601000000404,mme-03.tmobile.net,CELL-0028,Authentication,NAS-301,310-800,TAC-9750,Service request timeout - invalid subscriber data,Initial UE Message,False,False,True,None,None
EVT-00003228,2025-10-31 17:36:15.973878,3102601000000010,mme-03.tmobile.net,CELL-0004,Authentication,HSS-401,310-260,TAC-1239,Signaling storm detected - signaling timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00003229,2025-10-31 18:02:09.973878,3102601000000214,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-1021,Attach rejected due to invalid subscriber data on MME mme-03.tmobile.net,Handover Required,False,False,True,None,None
EVT-00003230,2025-10-31 17:39:20.973878,3102601000000005,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-1614,Attach rejected due to security check failed on MME mme-03.tmobile.net,Downlink NAS Transport,False,False,True,None,None
EVT-00003231,2025-10-31 17:36:55.973878,3102601000000102,mme-03.tmobile.net,CELL-0028,Attach,HSS-401,310-260,TAC-4873,Resource exhaustion on mme-03.tmobile.net - hardware failure,Initial UE Message,True,False,True,None,None
EVT-00003232,2025-10-31 17:55:28.973878,3102601000000214,mme-03.tmobile.net,CELL-0077,Attach,HSS-401,310-800,TAC-4202,TAU rejected - cell overload,Path Switch Request,True,False,True,None,None
EVT-00003233,2025-10-31 17:25:10.973878,3102601000000614,mme-03.tmobile.net,CELL-0052,Authentication,HSS-401,310-260,TAC-7045,TAU rejected - security check failed,Uplink NAS Transport,False,False,True,None,None
EVT-00003234,2025-10-31 17:42:36.973878,3102601000000614,mme-03.tmobile.net,CELL-0004,Authentication,HSS-401,310-260,TAC-1774,Handover failure from CELL-0004 to CELL-0004 - insufficient resources,Initial UE Message,False,False,True,None,None
EVT-00003235,2025-10-31 17:59:29.973878,3102601000000688,mme-03.tmobile.net,CELL-0039,Authentication,HSS-401,310-490,TAC-9271,Handover failure from CELL-0039 to CELL-0039 - invalid subscriber data,Path Switch Request,False,False,True,None,None
EVT-00003236,2025-10-31 17:20:07.973878,3102601000000379,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-7247,Signaling storm detected - HSS sync failure,Handover Required,False,False,True,None,None
EVT-00003237,2025-10-31 17:24:05.973878,3102601000000302,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-3645,Attach rejected due to roaming restriction on MME mme-03.tmobile.net,Downlink NAS Transport,False,False,True,None,None
EVT-00003238,2025-10-31 17:18:28.973878,3102601000000579,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-260,TAC-7013,Bearer modification rejected - security check failed,Uplink NAS Transport,False,False,True,None,None
EVT-00003239,2025-10-31 17:26:45.973878,3102601000000407,mme-03.tmobile.net,CELL-0012,Authentication,HSS-401,310-800,TAC-8351,Resource exhaustion on mme-03.tmobile.net - software bug,Authentication Request,False,False,True,None,None
EVT-00003240,2025-10-31 17:28:49.973878,3102601000000183,mme-03.tmobile.net,CELL-0012,Attach,HSS-401,310-800,TAC-1766,Authentication failure for subscriber - authentication timeout,Downlink NAS Transport,True,False,True,None,None
EVT-00003241,2025-10-31 17:56:55.973878,3102601000000610,mme-03.tmobile.net,CELL-0039,Attach,HSS-401,310-260,TAC-3668,TAU rejected - insufficient resources,Uplink NAS Transport,True,False,True,None,None
EVT-00003242,2025-10-31 17:24:25.973878,3102601000000294,mme-03.tmobile.net,CELL-0051,Attach,HSS-401,310-260,TAC-4062,Signaling storm detected - software bug,Initial UE Message,True,False,True,None,None
EVT-00003243,2025-10-31 17:39:44.973878,3102601000000098,mme-03.tmobile.net,CELL-0045,Authentication,HSS-401,310-260,TAC-1945,HSS unreachable during Authentication - database sync issue,Attach Accept,False,False,True,None,None
EVT-00003244,2025-10-31 17:10:41.973878,3102601000000134,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-1976,Attach rejected due to roaming restriction on MME mme-03.tmobile.net,Path Switch Request,False,False,True,None,None
EVT-00003245,2025-10-31 17:31:44.973878,3102601000000006,mme-03.tmobile.net,CELL-0045,Authentication,NAS-301,310-260,TAC-9867,Service request timeout - security check failed,Authentication Request,False,False,True,None,None
EVT-00003246,2025-10-31 17:14:14.973878,3102601000000297,mme-03.tmobile.net,CELL-0060,Authentication,HSS-401,310-260,TAC-8451,Signaling storm detected - security check failed,Attach Accept,False,False,True,None,None
EVT-00003247,2025-10-31 17:06:32.973878,3102601000000098,mme-03.tmobile.net,CELL-0004,Authentication,NAS-301,310-260,TAC-8316,Bearer modification rejected - cell overload,Downlink NAS Transport,False,False,True,None,None
EVT-00003248,2025-10-31 17:27:50.973878,3102601000000069,mme-03.tmobile.net,CELL-0058,Authentication,HSS-401,310-260,TAC-8050,Resource exhaustion on mme-03.tmobile.net - insufficient resources,Uplink NAS Transport,False,False,True,None,None
EVT-00003249,2025-10-31 17:31:52.973878,3102601000000552,mme-03.tmobile.net,CELL-0028,Attach,HSS-401,310-260,TAC-1433,Handover failure from CELL-0028 to CELL-0028 - authentication timeout,TAU Accept,True,False,True,None,None
EVT-00003250,2025-10-31 17:07:06.973878,3102601000000594,mme-03.tmobile.net,CELL-0039,Attach,HSS-401,310-260,TAC-1525,Resource exhaustion on mme-03.tmobile.net - HSS sync failure,Uplink NAS Transport,True,False,True,None,None
EVT-00003251,2025-10-31 17:53:54.973878,3102601000000584,mme-03.tmobile.net,CELL-0077,Authentication,NAS-301,310-260,TAC-2970,Signaling storm detected - insufficient resources,Downlink NAS Transport,False,False,True,None,None
EVT-00003252,2025-10-31 17:42:37.973878,3102601000000087,mme-03.tmobile.net,CELL-0052,Authentication,HSS-401,310-260,TAC-4334,Handover failure from CELL-0052 to CELL-0052 - signaling timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00003253,2025-10-31 17:50:31.973878,3102601000000374,mme-03.tmobile.net,CELL-0004,Authentication,HSS-401,310-260,TAC-3057,Service request timeout - software bug,Path Switch Request,False,False,True,None,None
EVT-00003254,2025-10-31 17:27:17.973878,3102601000000195,mme-03.tmobile.net,CELL-0051,Authentication,HSS-401,310-490,TAC-1533,Service request timeout - database corruption,Initial UE Message,False,False,True,None,None
EVT-00003255,2025-10-31 17:22:00.973878,3102601000000633,mme-03.tmobile.net,CELL-0028,Authentication,HSS-401,310-260,TAC-4120,Resource exhaustion on mme-03.tmobile.net - authentication timeout,Attach Accept,False,False,True,None,None
EVT-00003256,2025-10-31 17:06:46.973878,3102601000000531,mme-03.tmobile.net,CELL-0031,Authentication,NAS-301,310-260,TAC-3583,Attach rejected due to security check failed on MME mme-03.tmobile.net,S1 Setup Request,False,False,True,None,None
EVT-00003257,2025-10-31 18:04:43.973878,3102601000000584,mme-03.tmobile.net,CELL-0048,Authentication,HSS-401,310-260,TAC-8396,PDN connectivity failure - hardware failure,Uplink NAS Transport,False,False,True,None,None
EVT-00003258,2025-10-31 17:11:50.973878,3102601000000374,mme-03.tmobile.net,CELL-0012,Attach,NAS-301,310-260,TAC-3451,Handover failure from CELL-0012 to CELL-0012 - hardware failure,Initial UE Message,True,False,True,None,None
