transaction_id,@timestamp,customer_id,product_id,channel,transaction_amount,payment_method,store_location,campaign_id
TXN00001171,2025-10-29 12:45:20.082623,CUST000123,PROD000100,in-store,30.53,buy_now_pay_later,Airport,CAMP0074
TXN00001172,2025-10-29 13:00:20.082623,CUST000087,PROD000037,e-commerce,32.04,cash,Westside Mall,NONE
TXN00001173,2025-10-29 13:15:20.082623,CUST000071,PROD000051,in-store,16.31,digital_wallet,Metro Station,CAMP0010
TXN00001174,2025-10-29 13:30:20.082623,CUST000121,PROD000098,in-store,66.13,credit_card,Downtown,CAMP0041
TXN00001175,2025-10-29 13:45:20.082623,CUST000143,PROD000088,in-store,28.41,credit_card,Riverside,CAMP0005
TXN00001176,2025-10-29 14:00:20.082623,CUST000187,PROD000035,e-commerce,70.06,buy_now_pay_later,Airport,CAMP0056
TXN00001177,2025-10-29 14:15:20.082623,CUST000147,PROD000056,e-commerce,45.22,credit_card,Airport,CAMP0080
TXN00001178,2025-10-29 14:30:20.082623,CUST000148,PROD000024,in-store,15.67,cash,East Market,CAMP0073
TXN00001179,2025-10-29 14:45:20.082623,CUST000082,PROD000105,in-store,36.21,cash,Riverside,CAMP0042
TXN00001180,2025-10-29 15:00:20.082623,CUST000200,PROD000091,in-store,96.51,debit_card,Metro Station,CAMP0035
TXN00001181,2025-10-29 15:15:20.082623,CUST000063,PROD000150,e-commerce,142.57,digital_wallet,Suburban Center,CAMP0009
TXN00001182,2025-10-29 15:30:20.082623,CUST000116,PROD000008,in-store,376.3,credit_card,East Market,CAMP0071
TXN00001183,2025-10-29 15:45:20.082623,CUST000133,PROD000068,e-commerce,700.6,credit_card,Downtown,CAMP0043
TXN00001184,2025-10-29 16:00:20.082623,CUST000132,PROD000117,e-commerce,30.34,cash,Airport,CAMP0079
TXN00001185,2025-10-29 16:15:20.082623,CUST000064,PROD000015,e-commerce,126.26,buy_now_pay_later,East Market,CAMP0042
TXN00001186,2025-10-29 16:30:20.082623,CUST000143,PROD000003,e-commerce,29.69,credit_card,Downtown,CAMP0067
TXN00001187,2025-10-29 16:45:20.082623,CUST000086,PROD000023,e-commerce,34.33,credit_card,Downtown,CAMP0060
TXN00001188,2025-10-29 17:00:20.082623,CUST000159,PROD000089,e-commerce,27.32,cash,East Market,CAMP0007
TXN00001189,2025-10-29 17:15:20.082623,CUST000067,PROD000005,e-commerce,134.45,buy_now_pay_later,East Market,CAMP0050
TXN00001190,2025-10-29 17:30:20.082623,CUST000179,PROD000070,in-store,63.72,debit_card,Downtown,CAMP0051
TXN00001191,2025-10-29 17:45:20.082623,CUST000146,PROD000066,e-commerce,21.33,buy_now_pay_later,South Center,CAMP0030
TXN00001192,2025-10-29 18:00:20.082623,CUST000144,PROD000130,in-store,16.94,digital_wallet,Westside Mall,CAMP0080
TXN00001193,2025-10-29 18:15:20.082623,CUST000131,PROD000135,in-store,5.12,credit_card,North Plaza,NONE
TXN00001194,2025-10-29 18:30:20.082623,CUST000150,PROD000039,in-store,112.33,cash,Westside Mall,CAMP0011
TXN00001195,2025-10-29 18:45:20.082623,CUST000091,PROD000122,e-commerce,21.29,debit_card,South Center,NONE
TXN00001196,2025-10-29 19:00:20.082623,CUST000196,PROD000029,in-store,70.54,buy_now_pay_later,Downtown,NONE
TXN00001197,2025-10-29 19:15:20.082623,CUST000090,PROD000053,e-commerce,19.39,digital_wallet,Westside Mall,CAMP0009
TXN00001198,2025-10-29 19:30:20.082623,CUST000051,PROD000031,in-store,229.55,debit_card,Downtown,CAMP0002
TXN00001199,2025-10-29 19:45:20.082623,CUST000162,PROD000058,in-store,162.91,credit_card,Westside Mall,NONE
TXN00001200,2025-10-29 20:00:20.082623,CUST000111,PROD000019,in-store,23.27,debit_card,Riverside,NONE
TXN00001201,2025-10-29 20:15:20.082623,CUST000013,PROD000068,in-store,304.22,credit_card,Downtown,CAMP0062
TXN00001202,2025-10-29 20:30:20.082623,CUST000182,PROD000029,in-store,33.97,buy_now_pay_later,Riverside,CAMP0068
TXN00001203,2025-10-29 20:45:20.082623,CUST000078,PROD000108,e-commerce,10.23,buy_now_pay_later,South Center,CAMP0053
TXN00001204,2025-10-29 21:00:20.082623,CUST000152,PROD000134,e-commerce,47.05,debit_card,Airport,NONE
TXN00001205,2025-10-29 21:15:20.082623,CUST000172,PROD000072,in-store,37.67,cash,Airport,CAMP0007
TXN00001206,2025-10-29 21:30:20.082623,CUST000028,PROD000074,in-store,320.05,cash,Downtown,NONE
TXN00001207,2025-10-29 21:45:20.082623,CUST000010,PROD000129,e-commerce,43.22,cash,South Center,CAMP0022
TXN00001208,2025-10-29 22:00:20.082623,CUST000191,PROD000011,e-commerce,21.85,cash,North Plaza,CAMP0063
TXN00001209,2025-10-29 22:15:20.082623,CUST000131,PROD000097,in-store,60.43,debit_card,Downtown,NONE
TXN00001210,2025-10-29 22:30:20.082623,CUST000069,PROD000128,in-store,38.58,cash,Uptown,CAMP0051
TXN00001211,2025-10-29 22:45:20.082623,CUST000033,PROD000036,e-commerce,27.42,buy_now_pay_later,Suburban Center,CAMP0027
TXN00001212,2025-10-29 23:00:20.082623,CUST000176,PROD000032,e-commerce,9.28,digital_wallet,Westside Mall,CAMP0045
TXN00001213,2025-10-29 23:15:20.082623,CUST000191,PROD000127,e-commerce,53.32,digital_wallet,Downtown,CAMP0051
TXN00001214,2025-10-29 23:30:20.082623,CUST000050,PROD000149,e-commerce,15.9,debit_card,North Plaza,CAMP0012
TXN00001215,2025-10-29 23:45:20.082623,CUST000038,PROD000139,in-store,241.03,buy_now_pay_later,South Center,CAMP0012
TXN00001216,2025-10-30 00:00:20.082623,CUST000089,PROD000071,e-commerce,70.22,cash,South Center,CAMP0004
TXN00001217,2025-10-30 00:15:20.082623,CUST000189,PROD000025,in-store,15.5,cash,Suburban Center,NONE
TXN00001218,2025-10-30 00:30:20.082623,CUST000007,PROD000015,in-store,52.92,debit_card,Uptown,CAMP0059
TXN00001219,2025-10-30 00:45:20.082623,CUST000064,PROD000027,in-store,41.85,digital_wallet,Metro Station,CAMP0006
TXN00001220,2025-10-30 01:00:20.082623,CUST000189,PROD000112,e-commerce,88.6,cash,East Market,CAMP0052
TXN00001221,2025-10-30 01:15:20.082623,CUST000110,PROD000083,in-store,12.15,credit_card,Airport,CAMP0040
TXN00001222,2025-10-30 01:30:20.082623,CUST000196,PROD000068,e-commerce,330.39,credit_card,Downtown,CAMP0059
TXN00001223,2025-10-30 01:45:20.082623,CUST000106,PROD000095,e-commerce,36.63,buy_now_pay_later,Uptown,NONE
TXN00001224,2025-10-30 02:00:20.082623,CUST000100,PROD000043,in-store,83.27,buy_now_pay_later,South Center,NONE
TXN00001225,2025-10-30 02:15:20.082623,CUST000039,PROD000058,e-commerce,83.36,debit_card,Riverside,NONE
TXN00001226,2025-10-30 02:30:20.082623,CUST000075,PROD000091,in-store,194.19,digital_wallet,Riverside,CAMP0077
TXN00001227,2025-10-30 02:45:20.082623,CUST000106,PROD000133,in-store,74.12,cash,North Plaza,CAMP0008
TXN00001228,2025-10-30 03:00:20.082623,CUST000004,PROD000031,e-commerce,222.5,digital_wallet,South Center,CAMP0057
TXN00001229,2025-10-30 03:15:20.082623,CUST000122,PROD000139,in-store,281.67,debit_card,Metro Station,NONE
TXN00001230,2025-10-30 03:30:20.082623,CUST000025,PROD000123,in-store,92.19,digital_wallet,Uptown,CAMP0017
TXN00001231,2025-10-30 03:45:20.082623,CUST000109,PROD000077,in-store,12.76,credit_card,Suburban Center,CAMP0005
TXN00001232,2025-10-30 04:00:20.082623,CUST000139,PROD000047,in-store,42.46,credit_card,Riverside,CAMP0043
TXN00001233,2025-10-30 04:15:20.082623,CUST000055,PROD000099,e-commerce,34.61,buy_now_pay_later,Riverside,CAMP0069
TXN00001234,2025-10-30 04:30:20.082623,CUST000037,PROD000087,e-commerce,78.64,credit_card,East Market,CAMP0049
TXN00001235,2025-10-30 04:45:20.082623,CUST000196,PROD000121,e-commerce,57.71,buy_now_pay_later,Suburban Center,CAMP0053
TXN00001236,2025-10-30 05:00:20.082623,CUST000157,PROD000051,in-store,14.36,debit_card,Downtown,NONE
TXN00001237,2025-10-30 05:15:20.082623,CUST000175,PROD000096,e-commerce,464.48,debit_card,North Plaza,CAMP0060
TXN00001238,2025-10-30 05:30:20.082623,CUST000004,PROD000087,e-commerce,112.66,cash,North Plaza,CAMP0058
TXN00001239,2025-10-30 05:45:20.082623,CUST000098,PROD000042,in-store,43.61,cash,Airport,NONE
TXN00001240,2025-10-30 06:00:20.082623,CUST000023,PROD000107,in-store,25.89,credit_card,Metro Station,CAMP0078
TXN00001241,2025-10-30 06:15:20.082623,CUST000192,PROD000112,in-store,62.98,digital_wallet,North Plaza,CAMP0014
TXN00001242,2025-10-30 06:30:20.082623,CUST000032,PROD000127,e-commerce,61.74,debit_card,Suburban Center,CAMP0031
TXN00001243,2025-10-30 06:45:20.082623,CUST000023,PROD000142,e-commerce,68.79,debit_card,Westside Mall,CAMP0021
TXN00001244,2025-10-30 07:00:20.082623,CUST000016,PROD000001,in-store,75.73,credit_card,Riverside,CAMP0039
TXN00001245,2025-10-30 07:15:20.082623,CUST000133,PROD000096,e-commerce,235.25,digital_wallet,Metro Station,CAMP0056
TXN00001246,2025-10-30 07:30:20.082623,CUST000169,PROD000084,in-store,116.07,cash,Suburban Center,CAMP0016
TXN00001247,2025-10-30 07:45:20.082623,CUST000002,PROD000039,e-commerce,36.49,credit_card,Downtown,CAMP0078
TXN00001248,2025-10-30 08:00:20.082623,CUST000053,PROD000131,in-store,14.44,digital_wallet,Metro Station,CAMP0051
TXN00001249,2025-10-30 08:15:20.082623,CUST000074,PROD000070,e-commerce,45.61,cash,South Center,CAMP0010
TXN00001250,2025-10-30 08:30:20.082623,CUST000029,PROD000086,in-store,19.59,credit_card,Westside Mall,CAMP0063
TXN00001251,2025-10-30 08:45:20.082623,CUST000032,PROD000099,in-store,18.56,digital_wallet,Westside Mall,CAMP0007
TXN00001252,2025-10-30 09:00:20.082623,CUST000127,PROD000146,e-commerce,79.51,credit_card,Downtown,CAMP0080
TXN00001253,2025-10-30 09:15:20.082623,CUST000076,PROD000001,e-commerce,33.03,cash,East Market,NONE
TXN00001254,2025-10-30 09:30:20.082623,CUST000078,PROD000051,e-commerce,16.06,buy_now_pay_later,Downtown,NONE
TXN00001255,2025-10-30 09:45:20.082623,CUST000183,PROD000073,in-store,11.07,buy_now_pay_later,Riverside,CAMP0065
TXN00001256,2025-10-30 10:00:20.082623,CUST000029,PROD000125,e-commerce,58.87,digital_wallet,Uptown,CAMP0008
TXN00001257,2025-10-30 10:15:20.082623,CUST000187,PROD000126,e-commerce,10.26,credit_card,East Market,NONE
TXN00001258,2025-10-30 10:30:20.082623,CUST000082,PROD000074,e-commerce,148.85,buy_now_pay_later,Suburban Center,CAMP0048
TXN00001259,2025-10-30 10:45:20.082623,CUST000001,PROD000108,e-commerce,10.23,cash,Westside Mall,CAMP0076
TXN00001260,2025-10-30 11:00:20.082623,CUST000037,PROD000045,e-commerce,49.94,buy_now_pay_later,East Market,CAMP0016
TXN00001261,2025-10-30 11:15:20.082623,CUST000064,PROD000088,e-commerce,79.31,cash,Westside Mall,CAMP0064
TXN00001262,2025-10-30 11:30:20.082623,CUST000102,PROD000073,e-commerce,10.35,credit_card,Downtown,CAMP0044
TXN00001263,2025-10-30 11:45:20.082623,CUST000125,PROD000002,in-store,148.48,buy_now_pay_later,South Center,NONE
TXN00001264,2025-10-30 12:00:20.082623,CUST000066,PROD000087,e-commerce,38.3,debit_card,Suburban Center,CAMP0034
TXN00001265,2025-10-30 12:15:20.082623,CUST000150,PROD000133,e-commerce,105.01,cash,Westside Mall,CAMP0002
TXN00001266,2025-10-30 12:30:20.082623,CUST000154,PROD000085,e-commerce,205.73,cash,North Plaza,CAMP0004
TXN00001267,2025-10-30 12:45:20.082623,CUST000167,PROD000061,e-commerce,29.17,debit_card,East Market,NONE
TXN00001268,2025-10-30 13:00:20.082623,CUST000161,PROD000110,e-commerce,4.23,digital_wallet,South Center,CAMP0047
TXN00001269,2025-10-30 13:15:20.082623,CUST000179,PROD000097,e-commerce,69.28,digital_wallet,Downtown,CAMP0008
TXN00001270,2025-10-30 13:30:20.082623,CUST000085,PROD000088,in-store,51.5,credit_card,North Plaza,CAMP0016
TXN00001271,2025-10-30 13:45:20.082623,CUST000098,PROD000002,e-commerce,79.78,credit_card,Airport,CAMP0028
TXN00001272,2025-10-30 14:00:20.082623,CUST000123,PROD000113,e-commerce,34.9,digital_wallet,Westside Mall,CAMP0080
TXN00001273,2025-10-30 14:15:20.082623,CUST000190,PROD000023,in-store,37.57,digital_wallet,Downtown,NONE
TXN00001274,2025-10-30 14:30:20.082623,CUST000190,PROD000126,in-store,20.2,debit_card,Westside Mall,CAMP0042
TXN00001275,2025-10-30 14:45:20.082623,CUST000064,PROD000071,in-store,236.42,digital_wallet,East Market,CAMP0076
TXN00001276,2025-10-30 15:00:20.082623,CUST000121,PROD000037,e-commerce,34.77,debit_card,Suburban Center,CAMP0043
TXN00001277,2025-10-30 15:15:20.082623,CUST000081,PROD000041,in-store,138.86,credit_card,North Plaza,CAMP0058
TXN00001278,2025-10-30 15:30:20.082623,CUST000146,PROD000117,in-store,28.18,buy_now_pay_later,North Plaza,CAMP0068
TXN00001279,2025-10-30 15:45:20.082623,CUST000174,PROD000040,e-commerce,434.26,buy_now_pay_later,Suburban Center,CAMP0063
TXN00001280,2025-10-30 16:00:20.082623,CUST000044,PROD000041,e-commerce,161.49,debit_card,East Market,CAMP0054
TXN00001281,2025-10-30 16:15:20.082623,CUST000086,PROD000147,e-commerce,49.91,digital_wallet,Riverside,CAMP0076
TXN00001282,2025-10-30 16:30:20.082623,CUST000121,PROD000018,in-store,26.83,cash,Airport,CAMP0007
TXN00001283,2025-10-30 16:45:20.082623,CUST000030,PROD000028,e-commerce,14.6,credit_card,Suburban Center,CAMP0080
TXN00001284,2025-10-30 17:00:20.082623,CUST000163,PROD000069,e-commerce,199.17,buy_now_pay_later,Riverside,CAMP0040
TXN00001285,2025-10-30 17:15:20.082623,CUST000181,PROD000119,e-commerce,12.52,credit_card,Westside Mall,CAMP0078
TXN00001286,2025-10-30 17:30:20.082623,CUST000105,PROD000027,in-store,45.59,cash,South Center,CAMP0072
TXN00001287,2025-10-30 17:45:20.082623,CUST000184,PROD000037,in-store,17.49,buy_now_pay_later,Riverside,NONE
TXN00001288,2025-10-30 18:00:20.082623,CUST000035,PROD000016,in-store,72.83,digital_wallet,North Plaza,NONE
TXN00001289,2025-10-30 18:15:20.082623,CUST000047,PROD000140,e-commerce,17.16,digital_wallet,Riverside,CAMP0002
TXN00001290,2025-10-30 18:30:20.082623,CUST000171,PROD000111,in-store,95.33,credit_card,South Center,CAMP0015
TXN00001291,2025-10-30 18:45:20.082623,CUST000192,PROD000048,e-commerce,33.36,credit_card,Metro Station,CAMP0015
TXN00001292,2025-10-30 19:00:20.082623,CUST000024,PROD000122,in-store,16.98,buy_now_pay_later,South Center,CAMP0025
TXN00001293,2025-10-30 19:15:20.082623,CUST000166,PROD000136,e-commerce,201.21,digital_wallet,Riverside,NONE
TXN00001294,2025-10-30 19:30:20.082623,CUST000134,PROD000072,in-store,39.73,buy_now_pay_later,Riverside,CAMP0002
TXN00001295,2025-10-30 19:45:20.082623,CUST000117,PROD000068,e-commerce,330.28,credit_card,Airport,NONE
TXN00001296,2025-10-30 20:00:20.082623,CUST000079,PROD000103,e-commerce,55.96,digital_wallet,Metro Station,CAMP0032
TXN00001297,2025-10-30 20:15:20.082623,CUST000011,PROD000117,e-commerce,26.39,cash,Westside Mall,CAMP0061
TXN00001298,2025-10-30 20:30:20.082623,CUST000086,PROD000072,in-store,38.9,credit_card,East Market,CAMP0013
TXN00001299,2025-10-30 20:45:20.082623,CUST000084,PROD000060,in-store,115.85,credit_card,Suburban Center,CAMP0027
TXN00001300,2025-10-30 21:00:20.082623,CUST000032,PROD000055,e-commerce,20.34,buy_now_pay_later,Suburban Center,CAMP0075
TXN00001301,2025-10-30 21:15:20.082623,CUST000070,PROD000001,in-store,66.18,debit_card,Suburban Center,CAMP0066
TXN00001302,2025-10-30 21:30:20.082623,CUST000059,PROD000092,e-commerce,34.6,credit_card,South Center,CAMP0018
TXN00001303,2025-10-30 21:45:20.082623,CUST000148,PROD000134,in-store,51.95,cash,South Center,NONE
TXN00001304,2025-10-30 22:00:20.082623,CUST000189,PROD000108,e-commerce,30.03,credit_card,South Center,CAMP0049
TXN00001305,2025-10-30 22:15:20.082623,CUST000196,PROD000036,in-store,32.35,credit_card,Suburban Center,CAMP0012
TXN00001306,2025-10-30 22:30:20.082623,CUST000106,PROD000092,e-commerce,47.19,credit_card,North Plaza,CAMP0050
TXN00001307,2025-10-30 22:45:20.082623,CUST000145,PROD000114,e-commerce,19.4,buy_now_pay_later,Airport,CAMP0046
TXN00001308,2025-10-30 23:00:20.082623,CUST000110,PROD000115,e-commerce,140.28,credit_card,Airport,CAMP0067
TXN00001309,2025-10-30 23:15:20.082623,CUST000179,PROD000131,e-commerce,7.22,buy_now_pay_later,Westside Mall,CAMP0058
TXN00001310,2025-10-30 23:30:20.082623,CUST000123,PROD000101,e-commerce,67.95,buy_now_pay_later,East Market,CAMP0079
TXN00001311,2025-10-30 23:45:20.082623,CUST000029,PROD000135,e-commerce,5.11,digital_wallet,Airport,CAMP0044
TXN00001312,2025-10-31 00:00:20.082623,CUST000019,PROD000104,in-store,33.76,cash,Airport,CAMP0069
TXN00001313,2025-10-31 00:15:20.082623,CUST000021,PROD000127,in-store,60.97,cash,Metro Station,CAMP0070
TXN00001314,2025-10-31 00:30:20.082623,CUST000127,PROD000116,in-store,26.38,digital_wallet,Suburban Center,NONE
TXN00001315,2025-10-31 00:45:20.082623,CUST000090,PROD000028,e-commerce,14.76,debit_card,Riverside,CAMP0074
TXN00001316,2025-10-31 01:00:20.082623,CUST000036,PROD000102,in-store,5.32,digital_wallet,Uptown,CAMP0052
TXN00001317,2025-10-31 01:15:20.082623,CUST000124,PROD000085,in-store,314.44,digital_wallet,Riverside,CAMP0060
TXN00001318,2025-10-31 01:30:20.082623,CUST000099,PROD000067,in-store,108.09,digital_wallet,Downtown,NONE
TXN00001319,2025-10-31 01:45:20.082623,CUST000174,PROD000143,e-commerce,8.89,debit_card,Uptown,CAMP0013
TXN00001320,2025-10-31 02:00:20.082623,CUST000099,PROD000051,in-store,30.09,debit_card,South Center,CAMP0032
TXN00001321,2025-10-31 02:15:20.082623,CUST000154,PROD000143,e-commerce,8.29,buy_now_pay_later,Metro Station,CAMP0076
TXN00001322,2025-10-31 02:30:20.082623,CUST000089,PROD000065,e-commerce,19.06,digital_wallet,Downtown,CAMP0048
TXN00001323,2025-10-31 02:45:20.082623,CUST000034,PROD000087,in-store,77.55,buy_now_pay_later,Uptown,CAMP0075
TXN00001324,2025-10-31 03:00:20.082623,CUST000070,PROD000020,e-commerce,102.23,credit_card,Airport,CAMP0021
TXN00001325,2025-10-31 03:15:20.082623,CUST000147,PROD000026,e-commerce,196.98,credit_card,Airport,NONE
TXN00001326,2025-10-31 03:30:20.082623,CUST000098,PROD000087,e-commerce,38.22,cash,South Center,CAMP0007
TXN00001327,2025-10-31 03:45:20.082623,CUST000074,PROD000056,e-commerce,89.31,credit_card,Riverside,CAMP0076
TXN00001328,2025-10-31 04:00:20.082623,CUST000111,PROD000092,e-commerce,36.38,buy_now_pay_later,South Center,CAMP0002
TXN00001329,2025-10-31 04:15:20.082623,CUST000154,PROD000005,e-commerce,90.63,digital_wallet,Riverside,NONE
TXN00001330,2025-10-31 04:30:20.082623,CUST000132,PROD000135,e-commerce,11.39,cash,South Center,CAMP0029
TXN00001331,2025-10-31 04:45:20.082623,CUST000107,PROD000051,e-commerce,32.02,cash,South Center,CAMP0018
TXN00001332,2025-10-31 05:00:20.082623,CUST000063,PROD000140,e-commerce,17.24,digital_wallet,Downtown,CAMP0025
TXN00001333,2025-10-31 05:15:20.082623,CUST000189,PROD000056,e-commerce,84.21,credit_card,Airport,CAMP0028
TXN00001334,2025-10-31 05:30:20.082623,CUST000011,PROD000009,in-store,63.45,cash,North Plaza,CAMP0012
TXN00001335,2025-10-31 05:45:20.082623,CUST000133,PROD000037,in-store,16.72,buy_now_pay_later,East Market,NONE
TXN00001336,2025-10-31 06:00:20.082623,CUST000062,PROD000032,in-store,9.03,debit_card,Airport,NONE
TXN00001337,2025-10-31 06:15:20.082623,CUST000004,PROD000006,in-store,33.14,cash,Westside Mall,CAMP0025
TXN00001338,2025-10-31 06:30:20.082623,CUST000169,PROD000128,in-store,46.15,credit_card,Airport,CAMP0004
TXN00001339,2025-10-31 06:45:20.082623,CUST000033,PROD000091,e-commerce,181.56,debit_card,North Plaza,CAMP0031
TXN00001340,2025-10-31 07:00:20.082623,CUST000037,PROD000028,in-store,26.41,cash,South Center,CAMP0069
TXN00001341,2025-10-31 07:15:20.082623,CUST000099,PROD000126,e-commerce,22.76,debit_card,Airport,CAMP0069
TXN00001342,2025-10-31 07:30:20.082623,CUST000030,PROD000137,e-commerce,58.95,credit_card,North Plaza,CAMP0003
TXN00001343,2025-10-31 07:45:20.082623,CUST000145,PROD000136,e-commerce,222.21,digital_wallet,Suburban Center,NONE
TXN00001344,2025-10-31 08:00:20.082623,CUST000073,PROD000044,in-store,11.65,buy_now_pay_later,Downtown,CAMP0067
TXN00001345,2025-10-31 08:15:20.082623,CUST000118,PROD000118,in-store,19.53,credit_card,Metro Station,CAMP0064
TXN00001346,2025-10-31 08:30:20.082623,CUST000038,PROD000099,in-store,19.03,buy_now_pay_later,Suburban Center,CAMP0044
TXN00001347,2025-10-31 08:45:20.082623,CUST000042,PROD000083,e-commerce,24.65,cash,North Plaza,CAMP0060
TXN00001348,2025-10-31 09:00:20.082623,CUST000050,PROD000023,e-commerce,100.98,debit_card,North Plaza,CAMP0026
TXN00001349,2025-10-31 09:15:20.082623,CUST000100,PROD000044,in-store,6.0,credit_card,Downtown,CAMP0057
TXN00001350,2025-10-31 09:30:20.082623,CUST000090,PROD000028,e-commerce,30.05,credit_card,Westside Mall,CAMP0041
TXN00001351,2025-10-31 09:45:20.082623,CUST000124,PROD000048,e-commerce,32.71,digital_wallet,South Center,CAMP0079
TXN00001352,2025-10-31 10:00:20.082623,CUST000057,PROD000064,e-commerce,118.97,buy_now_pay_later,Downtown,CAMP0009
TXN00001353,2025-10-31 10:15:20.082623,CUST000080,PROD000038,e-commerce,72.51,cash,Airport,NONE
TXN00001354,2025-10-31 10:30:20.082623,CUST000105,PROD000016,e-commerce,71.74,debit_card,North Plaza,CAMP0033
TXN00001355,2025-10-31 10:45:20.082623,CUST000024,PROD000035,in-store,222.49,cash,North Plaza,CAMP0046
TXN00001356,2025-10-31 11:00:20.082623,CUST000142,PROD000052,e-commerce,92.09,buy_now_pay_later,Westside Mall,CAMP0061
TXN00001357,2025-10-31 11:15:20.082623,CUST000144,PROD000076,e-commerce,22.68,digital_wallet,East Market,NONE
TXN00001358,2025-10-31 11:30:20.082623,CUST000081,PROD000129,e-commerce,79.91,debit_card,Metro Station,CAMP0002
TXN00001359,2025-10-31 11:45:20.082623,CUST000199,PROD000129,in-store,85.63,credit_card,Suburban Center,NONE
TXN00001360,2025-10-31 12:00:20.082623,CUST000066,PROD000119,e-commerce,21.9,buy_now_pay_later,Suburban Center,CAMP0042
TXN00001361,2025-10-31 12:15:20.082623,CUST000159,PROD000088,e-commerce,26.39,credit_card,Uptown,CAMP0010
TXN00001362,2025-10-31 12:30:20.082623,CUST000121,PROD000112,in-store,29.67,buy_now_pay_later,Westside Mall,NONE
TXN00001363,2025-10-31 12:45:20.082623,CUST000165,PROD000050,in-store,40.43,credit_card,Riverside,CAMP0064
TXN00001364,2025-10-31 13:00:20.082623,CUST000161,PROD000128,in-store,135.28,credit_card,Suburban Center,CAMP0012
TXN00001365,2025-10-31 13:15:20.082623,CUST000066,PROD000110,in-store,13.91,buy_now_pay_later,Uptown,CAMP0049
TXN00001366,2025-10-31 13:30:20.082623,CUST000020,PROD000012,in-store,8.32,buy_now_pay_later,North Plaza,CAMP0076
TXN00001367,2025-10-31 13:45:20.082623,CUST000135,PROD000150,e-commerce,101.93,debit_card,Riverside,CAMP0047
TXN00001368,2025-10-31 14:00:20.082623,CUST000072,PROD000065,in-store,19.17,credit_card,Uptown,CAMP0059
TXN00001369,2025-10-31 14:15:20.082623,CUST000092,PROD000094,in-store,331.55,digital_wallet,Downtown,CAMP0051
TXN00001370,2025-10-31 14:30:20.082623,CUST000131,PROD000004,e-commerce,45.54,credit_card,Metro Station,CAMP0034
TXN00001371,2025-10-31 14:45:20.082623,CUST000104,PROD000090,e-commerce,30.01,digital_wallet,South Center,CAMP0058
TXN00001372,2025-10-31 15:00:20.082623,CUST000059,PROD000071,e-commerce,75.55,cash,Riverside,CAMP0009
TXN00001373,2025-10-31 15:15:20.082623,CUST000138,PROD000016,e-commerce,74.99,buy_now_pay_later,Metro Station,CAMP0078
TXN00001374,2025-10-31 15:30:20.082623,CUST000056,PROD000005,e-commerce,99.68,credit_card,South Center,CAMP0016
TXN00001375,2025-10-31 15:45:20.082623,CUST000043,PROD000060,in-store,105.81,digital_wallet,Riverside,CAMP0032
TXN00001376,2025-10-31 16:00:20.082623,CUST000007,PROD000129,in-store,38.45,digital_wallet,Riverside,CAMP0007
TXN00001377,2025-10-31 16:15:20.082623,CUST000185,PROD000051,e-commerce,14.09,credit_card,Riverside,CAMP0028
TXN00001378,2025-10-31 16:30:20.082623,CUST000045,PROD000108,e-commerce,9.24,debit_card,Uptown,CAMP0063
TXN00001379,2025-10-31 16:45:20.082623,CUST000122,PROD000128,in-store,45.51,credit_card,Riverside,CAMP0009
TXN00001380,2025-10-31 17:00:20.082623,CUST000176,PROD000137,e-commerce,66.64,cash,Suburban Center,CAMP0019
TXN00001381,2025-10-31 17:15:20.082623,CUST000121,PROD000005,in-store,46.02,buy_now_pay_later,Downtown,CAMP0036
TXN00001382,2025-10-31 17:30:20.082623,CUST000007,PROD000088,in-store,47.16,debit_card,Westside Mall,CAMP0010
TXN00001383,2025-10-31 17:45:20.082623,CUST000107,PROD000011,e-commerce,22.64,buy_now_pay_later,Riverside,NONE
TXN00001384,2025-10-31 18:00:20.082623,CUST000177,PROD000070,e-commerce,43.23,buy_now_pay_later,Suburban Center,CAMP0079
TXN00001385,2025-10-31 18:15:20.082623,CUST000030,PROD000006,in-store,63.0,digital_wallet,Airport,CAMP0031
TXN00001386,2025-10-31 18:30:20.082623,CUST000037,PROD000074,in-store,324.22,digital_wallet,Airport,CAMP0045
TXN00001387,2025-10-31 18:45:20.082623,CUST000047,PROD000068,in-store,685.3,debit_card,Metro Station,CAMP0067
TXN00001388,2025-10-31 19:00:20.082623,CUST000110,PROD000010,e-commerce,5.71,credit_card,Riverside,CAMP0031
TXN00001389,2025-10-31 19:15:20.082623,CUST000184,PROD000059,e-commerce,37.18,cash,Airport,CAMP0023
TXN00001390,2025-10-31 19:30:20.082623,CUST000123,PROD000057,in-store,80.87,credit_card,North Plaza,CAMP0052
TXN00001391,2025-10-31 19:45:20.082623,CUST000178,PROD000057,in-store,92.34,cash,Uptown,NONE
TXN00001392,2025-10-31 20:00:20.082623,CUST000177,PROD000019,in-store,19.43,digital_wallet,Uptown,CAMP0072
TXN00001393,2025-10-31 20:15:20.082623,CUST000062,PROD000098,e-commerce,66.78,cash,Suburban Center,CAMP0004
TXN00001394,2025-10-31 20:30:20.082623,CUST000112,PROD000004,e-commerce,101.65,credit_card,North Plaza,CAMP0044
TXN00001395,2025-10-31 20:45:20.082623,CUST000179,PROD000076,in-store,23.74,buy_now_pay_later,Riverside,CAMP0073
