recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000457,USER-0002778,CONTENT-001242,Similar to content you've watched with Moral ambiguity themes,"Similar viewing history,Genre match",0.7326008759071787,"Redemption arc,Political power",2025-11-11 16:21:48.783598
REC-00000458,USER-0002261,CONTENT-001702,Matches your preference for Whimsical storytelling with Complex plots,"New release,Director preference,Similar viewing history",0.9033241958438119,"Good vs evil,Parallel universes,Political power",2025-11-11 16:26:48.783598
REC-00000459,USER-0001088,CONTENT-000764,Matches your preference for Uplifting storytelling with Very Complex plots,"New release,Trending content",0.728174125611927,"Mental health,Time travel",2025-11-11 16:31:48.783598
REC-00000460,USER-0000955,CONTENT-001120,Popular among viewers who share your interest in Fantasy and Parallel universes,"Genre match,Cast preference,Completion rate,Highly rated",0.9570883014579101,"Identity crisis,Revenge quest",2025-11-11 16:36:48.783598
REC-00000461,USER-0001310,CONTENT-001755,Popular among viewers who share your interest in Comedy and Parallel universes,"Similar viewing history,Theme similarity,Trending content",0.8607095919317609,"Moral ambiguity,Good vs evil",2025-11-11 16:41:48.783598
REC-00000462,USER-0002655,CONTENT-000097,Based on your preference for Light tone and Very Complex narrative complexity,"Cast preference,Similar viewing history,Trending content",0.72876484177283,"Post-apocalyptic,Addiction recovery,Revenge quest",2025-11-11 16:46:48.783598
REC-00000463,USER-0000679,CONTENT-001227,Recommended because you enjoyed similar Family dynamics themes in Horror content,"Trending content,Cast preference,New release,Director preference",0.832215152737605,"Generational conflict,Revenge quest,Parallel universes",2025-11-11 16:51:48.783598
REC-00000464,USER-0003220,CONTENT-001002,Similar to content you've watched with Time travel themes,"Narrative complexity,Trending content",0.9441782830968541,"Artificial intelligence,Class struggle,Good vs evil",2025-11-11 16:56:48.783598
REC-00000465,USER-0002786,CONTENT-000315,Based on your preference for Gritty tone and Complex narrative complexity,"Highly rated,Tone preference,Narrative complexity",0.9554480248821088,"Political power,Love triangle,Moral ambiguity",2025-11-11 17:01:48.783598
REC-00000466,USER-0003704,CONTENT-000122,Recommended because you enjoyed similar Good vs evil themes in Action content,"Tone preference,Completion rate,Cast preference,Narrative complexity",0.9047314387552379,"Identity crisis,Artificial intelligence,Redemption arc",2025-11-11 17:06:48.783598
REC-00000467,USER-0004184,CONTENT-001017,Recommended because you enjoyed similar Social justice themes in Fantasy content,"Cast preference,Similar viewing history,Genre match,Director preference",0.9366722814960383,"Social justice,Political power,Time travel",2025-11-11 17:11:48.783598
REC-00000468,USER-0003513,CONTENT-001950,Similar to content you've watched with Post-apocalyptic themes,"Tone preference,Cast preference",0.9632026629263455,"Social justice,Moral ambiguity",2025-11-11 17:16:48.783598
REC-00000469,USER-0004455,CONTENT-001067,Popular among viewers who share your interest in Adventure and Survival,"Highly rated,Cast preference",0.8967460947546293,"Betrayal,Historical drama,Moral ambiguity",2025-11-11 17:21:48.783598
REC-00000470,USER-0002270,CONTENT-001853,Popular among viewers who share your interest in Romance and Class struggle,"Trending content,Highly rated",0.7903203413255822,"Identity crisis,Social justice,Corporate intrigue",2025-11-11 17:26:48.783598
REC-00000471,USER-0003894,CONTENT-001834,Popular among viewers who share your interest in Drama and Survival,"Cast preference,Similar viewing history,Narrative complexity",0.751594156568591,"Corporate intrigue,Identity crisis",2025-11-11 17:31:48.783598
REC-00000472,USER-0004445,CONTENT-001263,Similar to content you've watched with Addiction recovery themes,"Completion rate,Genre match,Trending content,Tone preference",0.7197792466018939,"Family dynamics,Generational conflict",2025-11-11 17:36:48.783598
REC-00000473,USER-0000584,CONTENT-000962,Similar to content you've watched with Class struggle themes,"Director preference,Tone preference,Narrative complexity",0.719690528435558,"Love triangle,Artificial intelligence",2025-11-11 17:41:48.783598
REC-00000474,USER-0003947,CONTENT-001565,Recommended because you enjoyed similar Moral ambiguity themes in Adventure content,"Completion rate,Cast preference,Similar viewing history",0.7450370834056717,"Friendship bonds,Love triangle,Identity crisis",2025-11-11 17:46:48.783598
REC-00000475,USER-0003855,CONTENT-001598,Popular among viewers who share your interest in Animation and Parallel universes,"Popular with similar users,Genre match",0.6936158041724256,"Betrayal,Addiction recovery",2025-11-11 17:51:48.783598
REC-00000476,USER-0000853,CONTENT-001890,Similar to content you've watched with Post-apocalyptic themes,"Theme similarity,Cast preference",0.719811828401829,"Artificial intelligence,Identity crisis",2025-11-11 17:56:48.783598
REC-00000477,USER-0004314,CONTENT-000368,Based on your preference for Uplifting tone and Very Complex narrative complexity,"Director preference,New release",0.7467619131278909,"Good vs evil,Coming of age,Survival",2025-11-11 18:01:48.783598
REC-00000478,USER-0002514,CONTENT-001780,Similar to content you've watched with Good vs evil themes,"New release,Similar viewing history",0.8966962807109838,"Betrayal,Class struggle,Redemption arc",2025-11-11 18:06:48.783598
REC-00000479,USER-0004107,CONTENT-000648,Similar to content you've watched with Political power themes,"Theme similarity,New release,Narrative complexity,Highly rated",0.7763454299667675,"Survival,Love triangle,Political power",2025-11-11 18:11:48.783598
REC-00000480,USER-0004499,CONTENT-001145,Popular among viewers who share your interest in Mystery and Time travel,"Highly rated,Popular with similar users",0.7487412556942487,"Political power,Coming of age",2025-11-11 18:16:48.783598
REC-00000481,USER-0001911,CONTENT-001290,Matches your preference for Intense storytelling with Moderate plots,"Theme similarity,Cast preference,Tone preference",0.7498909715047741,"Mental health,Time travel,Class struggle",2025-11-11 18:21:48.783598
REC-00000482,USER-0001417,CONTENT-000912,Matches your preference for Serious storytelling with Moderate plots,"Highly rated,Narrative complexity,New release",0.9256025570454133,"Good vs evil,Artificial intelligence",2025-11-11 18:26:48.783598
REC-00000483,USER-0004887,CONTENT-000473,Similar to content you've watched with Historical drama themes,"Theme similarity,Similar viewing history",0.7311018375173426,"Betrayal,Friendship bonds",2025-11-11 18:31:48.783598
REC-00000484,USER-0000138,CONTENT-001890,Matches your preference for Whimsical storytelling with Simple plots,"Tone preference,Trending content,Similar viewing history,Genre match",0.8399316019974299,"Survival,Revenge quest",2025-11-11 18:36:48.783598
REC-00000485,USER-0000000,CONTENT-001601,Recommended because you enjoyed similar Friendship bonds themes in Drama content,"Similar viewing history,Highly rated",0.9291880753900742,"Friendship bonds,Family dynamics,Generational conflict",2025-11-11 18:41:48.783598
REC-00000486,USER-0002635,CONTENT-001588,Recommended because you enjoyed similar Artificial intelligence themes in Horror content,"Genre match,New release,Cast preference",0.8089093109149399,"Survival,Friendship bonds",2025-11-11 18:46:48.783598
REC-00000487,USER-0000339,CONTENT-001700,Popular among viewers who share your interest in Adventure and Social justice,"Theme similarity,Highly rated,Similar viewing history",0.8481334772752983,"Post-apocalyptic,Political power,Generational conflict",2025-11-11 18:51:48.783598
REC-00000488,USER-0002915,CONTENT-001555,Similar to content you've watched with Redemption arc themes,"Director preference,Genre match,New release",0.9675323082452567,"Coming of age,Artificial intelligence,Historical drama",2025-11-11 18:56:48.783598
REC-00000489,USER-0003363,CONTENT-000853,Based on your preference for Intense tone and Very Complex narrative complexity,"Director preference,Similar viewing history",0.9159317836656283,"Post-apocalyptic,Family dynamics,Parallel universes",2025-11-11 19:01:48.783598
REC-00000490,USER-0004194,CONTENT-001561,Popular among viewers who share your interest in Mystery and Time travel,"Similar viewing history,Narrative complexity,Genre match",0.7697474058946482,"Class struggle,Betrayal",2025-11-11 19:06:48.783598
REC-00000491,USER-0000975,CONTENT-000954,Matches your preference for Light storytelling with Very Complex plots,"Tone preference,Similar viewing history",0.7811371772439765,"Revenge quest,Corporate intrigue",2025-11-11 19:11:48.783598
REC-00000492,USER-0002088,CONTENT-001564,Matches your preference for Gritty storytelling with Simple plots,"Completion rate,Similar viewing history,Theme similarity",0.6716142582453736,"Addiction recovery,Family dynamics",2025-11-11 19:16:48.783598
REC-00000493,USER-0004444,CONTENT-001753,Matches your preference for Light storytelling with Complex plots,"Director preference,Highly rated",0.6982068268056993,"Artificial intelligence,Parallel universes,Coming of age",2025-11-11 19:21:48.783598
REC-00000494,USER-0003364,CONTENT-001749,Popular among viewers who share your interest in Thriller and Historical drama,"Completion rate,Director preference,Theme similarity,Narrative complexity",0.9253280782892223,"Betrayal,Generational conflict,Identity crisis",2025-11-11 19:26:48.783598
REC-00000495,USER-0003011,CONTENT-001713,Matches your preference for Whimsical storytelling with Complex plots,"Tone preference,Theme similarity,Genre match,Completion rate",0.7783157074411134,"Artificial intelligence,Friendship bonds,Post-apocalyptic",2025-11-11 19:31:48.783598
REC-00000496,USER-0004829,CONTENT-001345,Matches your preference for Light storytelling with Very Complex plots,"Cast preference,Tone preference,Trending content,New release",0.9194713696566443,"Social justice,Time travel,Moral ambiguity",2025-11-11 19:36:48.783598
REC-00000497,USER-0001712,CONTENT-001124,Popular among viewers who share your interest in Family and Family dynamics,"Completion rate,Highly rated",0.8005177596063607,"Artificial intelligence,Post-apocalyptic",2025-11-11 19:41:48.783598
REC-00000498,USER-0003523,CONTENT-001468,Based on your preference for Intense tone and Moderate narrative complexity,"Popular with similar users,Theme similarity",0.6740959941634346,"Political power,Historical drama",2025-11-11 19:46:48.783598
REC-00000499,USER-0001959,CONTENT-001204,Similar to content you've watched with Political power themes,"Similar viewing history,Cast preference,Completion rate",0.8441367780262717,"Addiction recovery,Class struggle,Moral ambiguity",2025-11-11 19:51:48.783598
REC-00000500,USER-0002939,CONTENT-001193,Matches your preference for Whimsical storytelling with Simple plots,"Completion rate,Similar viewing history,Narrative complexity",0.6553461108506361,"Social justice,Political power,Redemption arc",2025-11-11 19:56:48.783598
REC-00000501,USER-0003513,CONTENT-000558,Similar to content you've watched with Social justice themes,"Highly rated,Similar viewing history,Trending content",0.795704584559165,"Identity crisis,Corporate intrigue,Moral ambiguity",2025-11-11 20:01:48.783598
REC-00000502,USER-0004450,CONTENT-000592,Matches your preference for Intense storytelling with Simple plots,"Director preference,Theme similarity,Trending content",0.7697711985954875,"Love triangle,Generational conflict",2025-11-11 20:06:48.783598
REC-00000503,USER-0001826,CONTENT-000132,Based on your preference for Intense tone and Simple narrative complexity,"Genre match,Director preference,Theme similarity,Cast preference",0.9066313232222887,"Revenge quest,Betrayal,Post-apocalyptic",2025-11-11 20:11:48.783598
REC-00000504,USER-0004168,CONTENT-001998,Matches your preference for Whimsical storytelling with Complex plots,"Completion rate,Tone preference,Trending content,Highly rated",0.7400632637654552,"Post-apocalyptic,Parallel universes",2025-11-11 20:16:48.783598
REC-00000505,USER-0004241,CONTENT-000000,Similar to content you've watched with Moral ambiguity themes,"Genre match,Tone preference",0.7448112116826081,"Parallel universes,Friendship bonds,Revenge quest",2025-11-11 20:21:48.783598
REC-00000506,USER-0000260,CONTENT-001875,Similar to content you've watched with Good vs evil themes,"Similar viewing history,Theme similarity,Completion rate",0.8682002527805938,"Family dynamics,Historical drama",2025-11-11 20:26:48.783598
REC-00000507,USER-0003731,CONTENT-000355,Based on your preference for Serious tone and Very Complex narrative complexity,"Popular with similar users,Completion rate,Trending content,Tone preference",0.7646170366389307,"Betrayal,Love triangle,Post-apocalyptic",2025-11-11 20:31:48.783598
REC-00000508,USER-0004741,CONTENT-000150,Popular among viewers who share your interest in Drama and Betrayal,"Cast preference,Similar viewing history,New release",0.8962026715569923,"Betrayal,Revenge quest,Artificial intelligence",2025-11-11 20:36:48.783598
REC-00000509,USER-0003558,CONTENT-001135,Recommended because you enjoyed similar Time travel themes in Family content,"Completion rate,Genre match,Trending content,Director preference",0.7167369342830863,"Historical drama,Artificial intelligence,Survival",2025-11-11 20:41:48.783598
REC-00000510,USER-0001209,CONTENT-000722,Matches your preference for Serious storytelling with Simple plots,"Theme similarity,Popular with similar users,Completion rate",0.8218804863743913,"Artificial intelligence,Generational conflict,Redemption arc",2025-11-11 20:46:48.783598
REC-00000511,USER-0000283,CONTENT-001735,Similar to content you've watched with Historical drama themes,"Narrative complexity,Theme similarity",0.6607022118143587,"Historical drama,Generational conflict",2025-11-11 20:51:48.783598
REC-00000512,USER-0000954,CONTENT-000578,Similar to content you've watched with Family dynamics themes,"Narrative complexity,Highly rated,Director preference,Completion rate",0.847659313701649,"Post-apocalyptic,Betrayal",2025-11-11 20:56:48.783598
REC-00000513,USER-0000193,CONTENT-000793,Recommended because you enjoyed similar Generational conflict themes in Family content,"Director preference,Popular with similar users",0.7632227285601102,"Addiction recovery,Artificial intelligence,Good vs evil",2025-11-11 21:01:48.783598
REC-00000514,USER-0000987,CONTENT-001587,Popular among viewers who share your interest in Action and Coming of age,"Cast preference,Completion rate,New release",0.6698118693644594,"Love triangle,Parallel universes,Class struggle",2025-11-11 21:06:48.783598
REC-00000515,USER-0001065,CONTENT-000024,Similar to content you've watched with Generational conflict themes,"Cast preference,Narrative complexity,Completion rate",0.7912550622975183,"Historical drama,Revenge quest",2025-11-11 21:11:48.783598
REC-00000516,USER-0003566,CONTENT-001857,Similar to content you've watched with Historical drama themes,"Director preference,New release",0.6885211589002865,"Artificial intelligence,Addiction recovery,Revenge quest",2025-11-11 21:16:48.783598
REC-00000517,USER-0001016,CONTENT-001572,Similar to content you've watched with Parallel universes themes,"Trending content,Genre match,Theme similarity",0.9022698137931872,"Good vs evil,Moral ambiguity,Historical drama",2025-11-11 21:21:48.783598
REC-00000518,USER-0002665,CONTENT-001095,Based on your preference for Whimsical tone and Complex narrative complexity,"Popular with similar users,Tone preference,Completion rate",0.7316625056109105,"Mental health,Time travel",2025-11-11 21:26:48.783598
REC-00000519,USER-0004094,CONTENT-000128,Recommended because you enjoyed similar Friendship bonds themes in Fantasy content,"Tone preference,Narrative complexity,New release,Popular with similar users",0.6938644247076109,"Addiction recovery,Mental health",2025-11-11 21:31:48.783598
REC-00000520,USER-0002696,CONTENT-000713,Matches your preference for Light storytelling with Moderate plots,"Completion rate,Similar viewing history",0.9778253145932032,"Social justice,Love triangle",2025-11-11 21:36:48.783598
REC-00000521,USER-0000676,CONTENT-000485,Recommended because you enjoyed similar Family dynamics themes in Fantasy content,"Genre match,Trending content",0.6901469675700701,"Parallel universes,Survival,Friendship bonds",2025-11-11 21:41:48.783598
REC-00000522,USER-0004751,CONTENT-000858,Matches your preference for Uplifting storytelling with Simple plots,"Trending content,Cast preference,Highly rated",0.673178778062464,"Historical drama,Moral ambiguity,Political power",2025-11-11 21:46:48.783598
REC-00000523,USER-0004832,CONTENT-001372,Similar to content you've watched with Post-apocalyptic themes,"Completion rate,Genre match,Highly rated",0.7234285391293571,"Parallel universes,Family dynamics",2025-11-11 21:51:48.783598
REC-00000524,USER-0003635,CONTENT-000523,Similar to content you've watched with Identity crisis themes,"Completion rate,Narrative complexity,New release",0.9519373407682229,"Love triangle,Political power",2025-11-11 21:56:48.783598
REC-00000525,USER-0000274,CONTENT-000445,Recommended because you enjoyed similar Family dynamics themes in Drama content,"Highly rated,Narrative complexity,Tone preference",0.6680622266783347,"Revenge quest,Betrayal,Family dynamics",2025-11-11 22:01:48.783598
REC-00000526,USER-0002937,CONTENT-001314,Based on your preference for Intense tone and Very Complex narrative complexity,"Genre match,Narrative complexity,Cast preference",0.8640143770478469,"Historical drama,Identity crisis",2025-11-11 22:06:48.783598
REC-00000527,USER-0002577,CONTENT-000668,Recommended because you enjoyed similar Post-apocalyptic themes in Fantasy content,"New release,Narrative complexity,Trending content,Tone preference",0.7356190922200762,"Coming of age,Post-apocalyptic",2025-11-11 22:11:48.783598
REC-00000528,USER-0003410,CONTENT-000108,Recommended because you enjoyed similar Family dynamics themes in Thriller content,"Popular with similar users,Theme similarity,Similar viewing history",0.8385872495549297,"Coming of age,Post-apocalyptic,Love triangle",2025-11-11 22:16:48.783598
REC-00000529,USER-0003196,CONTENT-000919,Similar to content you've watched with Time travel themes,"Genre match,Cast preference,Similar viewing history",0.9669412977575331,"Love triangle,Good vs evil",2025-11-11 22:21:48.783598
REC-00000530,USER-0003001,CONTENT-000716,Similar to content you've watched with Good vs evil themes,"Tone preference,Genre match",0.8706864717103474,"Historical drama,Friendship bonds",2025-11-11 22:26:48.783598
REC-00000531,USER-0003765,CONTENT-001089,Matches your preference for Serious storytelling with Very Complex plots,"New release,Genre match,Completion rate",0.9466259458039283,"Love triangle,Moral ambiguity",2025-11-11 22:31:48.783598
REC-00000532,USER-0004968,CONTENT-000346,Similar to content you've watched with Historical drama themes,"Narrative complexity,Cast preference,Completion rate,Similar viewing history",0.7478984095553164,"Betrayal,Post-apocalyptic",2025-11-11 22:36:48.783598
REC-00000533,USER-0003370,CONTENT-000097,Matches your preference for Whimsical storytelling with Complex plots,"New release,Similar viewing history,Completion rate",0.8249338303288439,"Love triangle,Time travel,Mental health",2025-11-11 22:41:48.783598
REC-00000534,USER-0001515,CONTENT-001356,Matches your preference for Intense storytelling with Moderate plots,"Cast preference,Director preference,Highly rated",0.738422912628725,"Political power,Friendship bonds",2025-11-11 22:46:48.783598
REC-00000535,USER-0001316,CONTENT-000761,Recommended because you enjoyed similar Historical drama themes in Comedy content,"Similar viewing history,Tone preference,Trending content",0.796959205285034,"Post-apocalyptic,Time travel,Mental health",2025-11-11 22:51:48.783598
REC-00000536,USER-0000286,CONTENT-001715,Based on your preference for Whimsical tone and Complex narrative complexity,"Cast preference,Director preference,Theme similarity",0.6837519100646945,"Parallel universes,Survival",2025-11-11 22:56:48.783598
REC-00000537,USER-0001168,CONTENT-000271,Based on your preference for Gritty tone and Complex narrative complexity,"Cast preference,Trending content",0.7968821981347869,"Coming of age,Good vs evil",2025-11-11 23:01:48.783598
REC-00000538,USER-0004513,CONTENT-000502,Popular among viewers who share your interest in Action and Generational conflict,"Similar viewing history,Highly rated,Genre match,Narrative complexity",0.8492990813317286,"Survival,Identity crisis",2025-11-11 23:06:48.783598
REC-00000539,USER-0001119,CONTENT-001209,Recommended because you enjoyed similar Friendship bonds themes in Fantasy content,"Genre match,New release,Popular with similar users",0.7302380442705133,"Betrayal,Identity crisis",2025-11-11 23:11:48.783598
REC-00000540,USER-0002450,CONTENT-001410,Similar to content you've watched with Friendship bonds themes,"Popular with similar users,New release,Trending content,Completion rate",0.7990754345016504,"Political power,Moral ambiguity",2025-11-11 23:16:48.783598
REC-00000541,USER-0001251,CONTENT-001803,Recommended because you enjoyed similar Identity crisis themes in Adventure content,"Trending content,Genre match,Completion rate,Theme similarity",0.7003692408776478,"Betrayal,Political power,Artificial intelligence",2025-11-11 23:21:48.783598
REC-00000542,USER-0000603,CONTENT-000337,Matches your preference for Light storytelling with Moderate plots,"New release,Highly rated,Tone preference",0.850525752414676,"Love triangle,Betrayal",2025-11-11 23:26:48.783598
REC-00000543,USER-0002639,CONTENT-001692,Popular among viewers who share your interest in Documentary and Friendship bonds,"Genre match,New release,Popular with similar users",0.7007605929031443,"Revenge quest,Social justice",2025-11-11 23:31:48.783598
REC-00000544,USER-0000707,CONTENT-000157,Popular among viewers who share your interest in Documentary and Coming of age,"New release,Tone preference",0.8808197636328431,"Love triangle,Good vs evil,Post-apocalyptic",2025-11-11 23:36:48.783598
REC-00000545,USER-0002189,CONTENT-000512,Matches your preference for Gritty storytelling with Very Complex plots,"Tone preference,New release",0.9383573684422113,"Mental health,Parallel universes",2025-11-11 23:41:48.783598
REC-00000546,USER-0000544,CONTENT-000628,Matches your preference for Dark storytelling with Moderate plots,"Tone preference,Highly rated,Trending content",0.8061133788312016,"Moral ambiguity,Identity crisis,Generational conflict",2025-11-11 23:46:48.783598
REC-00000547,USER-0003619,CONTENT-001167,Similar to content you've watched with Parallel universes themes,"Narrative complexity,Tone preference,Cast preference,Trending content",0.8384161948623234,"Coming of age,Redemption arc,Mental health",2025-11-11 23:51:48.783598
REC-00000548,USER-0004177,CONTENT-000694,Similar to content you've watched with Generational conflict themes,"Tone preference,Narrative complexity,Genre match",0.952126482832766,"Redemption arc,Survival,Moral ambiguity",2025-11-11 23:56:48.783598
REC-00000549,USER-0001091,CONTENT-001789,Similar to content you've watched with Love triangle themes,"Completion rate,Director preference",0.778846545676056,"Class struggle,Identity crisis,Historical drama",2025-11-12 00:01:48.783598
REC-00000550,USER-0003385,CONTENT-000194,Matches your preference for Light storytelling with Complex plots,"Director preference,Genre match,New release",0.8362596027502774,"Identity crisis,Redemption arc,Friendship bonds",2025-11-12 00:06:48.783598
REC-00000551,USER-0001927,CONTENT-001330,Based on your preference for Intense tone and Very Complex narrative complexity,"New release,Narrative complexity,Cast preference",0.9693166875696426,"Moral ambiguity,Friendship bonds,Historical drama",2025-11-12 00:11:48.783598
REC-00000552,USER-0003859,CONTENT-000541,Similar to content you've watched with Addiction recovery themes,"Theme similarity,Director preference,Popular with similar users",0.8104465523314545,"Survival,Coming of age",2025-11-12 00:16:48.783598
REC-00000553,USER-0000141,CONTENT-001892,Similar to content you've watched with Historical drama themes,"Completion rate,New release",0.8644780971169352,"Addiction recovery,Parallel universes",2025-11-12 00:21:48.783598
REC-00000554,USER-0003586,CONTENT-000435,Similar to content you've watched with Post-apocalyptic themes,"Similar viewing history,Theme similarity,New release,Trending content",0.7126183079823833,"Identity crisis,Betrayal,Revenge quest",2025-11-12 00:26:48.783598
REC-00000555,USER-0000785,CONTENT-001645,Popular among viewers who share your interest in Mystery and Historical drama,"Director preference,Tone preference",0.7980433187821651,"Good vs evil,Friendship bonds",2025-11-12 00:31:48.783598
REC-00000556,USER-0002372,CONTENT-001907,Based on your preference for Light tone and Moderate narrative complexity,"Highly rated,Narrative complexity,New release",0.6926551820233757,"Class struggle,Revenge quest,Family dynamics",2025-11-12 00:36:48.783598
REC-00000557,USER-0001705,CONTENT-000295,Popular among viewers who share your interest in Drama and Time travel,"Genre match,Similar viewing history",0.7571207105185916,"Generational conflict,Coming of age,Mental health",2025-11-12 00:41:48.783598
REC-00000558,USER-0002528,CONTENT-000016,Based on your preference for Uplifting tone and Very Complex narrative complexity,"Highly rated,Trending content,Popular with similar users,Similar viewing history",0.8008164890744093,"Post-apocalyptic,Historical drama,Revenge quest",2025-11-12 00:46:48.783598
REC-00000559,USER-0002568,CONTENT-001463,Matches your preference for Dark storytelling with Complex plots,"Genre match,Completion rate,New release",0.6525908439073255,"Mental health,Social justice,Revenge quest",2025-11-12 00:51:48.783598
REC-00000560,USER-0002441,CONTENT-001602,Recommended because you enjoyed similar Betrayal themes in Action content,"Cast preference,Narrative complexity",0.6560773520091379,"Generational conflict,Corporate intrigue",2025-11-12 00:56:48.783598
REC-00000561,USER-0000019,CONTENT-001312,Popular among viewers who share your interest in Thriller and Identity crisis,"Similar viewing history,Popular with similar users,Trending content",0.6835240512764498,"Post-apocalyptic,Family dynamics",2025-11-12 01:01:48.783598
REC-00000562,USER-0002439,CONTENT-001199,Popular among viewers who share your interest in Adventure and Friendship bonds,"Trending content,Director preference,Highly rated",0.9013470835711543,"Survival,Class struggle",2025-11-12 01:06:48.783598
REC-00000563,USER-0003677,CONTENT-000069,Similar to content you've watched with Coming of age themes,"New release,Theme similarity",0.8079570479572641,"Historical drama,Coming of age",2025-11-12 01:11:48.783598
REC-00000564,USER-0002089,CONTENT-000559,Recommended because you enjoyed similar Good vs evil themes in Adventure content,"Cast preference,Popular with similar users,Narrative complexity",0.9055828640582485,"Corporate intrigue,Redemption arc,Coming of age",2025-11-12 01:16:48.783598
REC-00000565,USER-0000398,CONTENT-000086,Based on your preference for Uplifting tone and Simple narrative complexity,"Cast preference,Tone preference,Completion rate,Director preference",0.6949230220560357,"Political power,Love triangle,Coming of age",2025-11-12 01:21:48.783598
REC-00000566,USER-0000505,CONTENT-000041,Based on your preference for Dark tone and Very Complex narrative complexity,"New release,Completion rate",0.7123724325733414,"Social justice,Mental health,Corporate intrigue",2025-11-12 01:26:48.783598
REC-00000567,USER-0000386,CONTENT-000930,Popular among viewers who share your interest in Drama and Mental health,"Genre match,Theme similarity,Highly rated",0.8916144451302764,"Love triangle,Mental health",2025-11-12 01:31:48.783598
REC-00000568,USER-0003063,CONTENT-001589,Matches your preference for Dark storytelling with Very Complex plots,"Theme similarity,Completion rate",0.6649599434926498,"Mental health,Generational conflict",2025-11-12 01:36:48.783598
REC-00000569,USER-0001135,CONTENT-000056,Recommended because you enjoyed similar Political power themes in Animation content,"Genre match,Similar viewing history,Trending content,Tone preference",0.7306792860020377,"Post-apocalyptic,Friendship bonds",2025-11-12 01:41:48.783598
REC-00000570,USER-0000289,CONTENT-000164,Based on your preference for Serious tone and Complex narrative complexity,"New release,Highly rated",0.8904158088590408,"Survival,Corporate intrigue,Historical drama",2025-11-12 01:46:48.783598
REC-00000571,USER-0003084,CONTENT-000929,Based on your preference for Dark tone and Very Complex narrative complexity,"Theme similarity,Tone preference",0.7876990551350906,"Family dynamics,Artificial intelligence,Political power",2025-11-12 01:51:48.783598
REC-00000572,USER-0004501,CONTENT-001035,Popular among viewers who share your interest in SciFi and Love triangle,"Genre match,Director preference",0.7865298186771201,"Coming of age,Betrayal,Social justice",2025-11-12 01:56:48.783598
REC-00000573,USER-0001322,CONTENT-000642,Recommended because you enjoyed similar Betrayal themes in SciFi content,"Tone preference,Cast preference,Narrative complexity",0.8428260770249034,"Historical drama,Artificial intelligence",2025-11-12 02:01:48.783598
REC-00000574,USER-0001849,CONTENT-001755,Recommended because you enjoyed similar Corporate intrigue themes in Drama content,"Director preference,Trending content,Theme similarity,Cast preference",0.7491324196135797,"Political power,Revenge quest,Parallel universes",2025-11-12 02:06:48.783598
REC-00000575,USER-0000585,CONTENT-001999,Recommended because you enjoyed similar Corporate intrigue themes in Family content,"Highly rated,Genre match,Director preference,Narrative complexity",0.9689238042627836,"Revenge quest,Redemption arc",2025-11-12 02:11:48.783598
REC-00000576,USER-0003790,CONTENT-001162,Based on your preference for Serious tone and Very Complex narrative complexity,"Highly rated,Popular with similar users,Trending content",0.9530283894877504,"Identity crisis,Social justice",2025-11-12 02:16:48.783598
REC-00000577,USER-0002311,CONTENT-001572,Matches your preference for Uplifting storytelling with Moderate plots,"Highly rated,Genre match,Narrative complexity",0.8385946006792593,"Historical drama,Corporate intrigue",2025-11-12 02:21:48.783598
REC-00000578,USER-0000445,CONTENT-001481,Recommended because you enjoyed similar Artificial intelligence themes in Mystery content,"Theme similarity,Cast preference,Tone preference",0.9605203048113451,"Good vs evil,Post-apocalyptic,Addiction recovery",2025-11-12 02:26:48.783598
REC-00000579,USER-0000858,CONTENT-001414,Popular among viewers who share your interest in Documentary and Identity crisis,"Popular with similar users,New release,Narrative complexity",0.9050157219602837,"Coming of age,Friendship bonds,Identity crisis",2025-11-12 02:31:48.783598
REC-00000580,USER-0002064,CONTENT-000803,Popular among viewers who share your interest in SciFi and Redemption arc,"Narrative complexity,Highly rated",0.9581332305803272,"Mental health,Love triangle",2025-11-12 02:36:48.783598
REC-00000581,USER-0000513,CONTENT-001603,Popular among viewers who share your interest in SciFi and Family dynamics,"Narrative complexity,New release",0.8133445211233811,"Parallel universes,Mental health",2025-11-12 02:41:48.783598
REC-00000582,USER-0001496,CONTENT-000477,Recommended because you enjoyed similar Redemption arc themes in Crime content,"Director preference,Similar viewing history,New release,Trending content",0.8934664045655153,"Time travel,Good vs evil,Historical drama",2025-11-12 02:46:48.783598
REC-00000583,USER-0000975,CONTENT-000533,Similar to content you've watched with Artificial intelligence themes,"Trending content,Similar viewing history,Narrative complexity",0.7280802917887005,"Identity crisis,Revenge quest,Coming of age",2025-11-12 02:51:48.783598
REC-00000584,USER-0003022,CONTENT-001313,Similar to content you've watched with Revenge quest themes,"Director preference,Theme similarity,Narrative complexity",0.8980174681810874,"Moral ambiguity,Betrayal",2025-11-12 02:56:48.783598
REC-00000585,USER-0002996,CONTENT-001807,Matches your preference for Intense storytelling with Moderate plots,"Director preference,Theme similarity,Tone preference,Completion rate",0.8794794840517581,"Class struggle,Identity crisis",2025-11-12 03:01:48.783598
