user_id,subscriber_id,preference_vector,liked_themes,disliked_themes,preferred_genres,avoided_genres,preferred_tone,complexity_preference,session_count,profile_maturity,last_updated,cold_start_phase
USER-0002851,SUB-0002851,"0.6520,0.3270,0.5053,0.5620,0.5589,0.3508,0.6597,0.3680,0.8486,0.2667,0.5049,0.1280,0.6240,0.1539,0.9710,0.5283,0.5796,0.1078,0.1676,0.2509","Artificial intelligence,Post-apocalyptic,Revenge quest","Historical drama,Love triangle","Comedy,Romance,Crime",,Dark,Very Complex,15,Cold Start,2025-10-22 04:31:48.711304,False
USER-0002852,SUB-0002852,"0.3662,0.8462,0.4371,0.0667,0.3490,0.5313,0.9374,0.8832,0.3162,0.7283,0.3601,0.6062,0.3888,0.4848,0.1393,0.8542,0.8274,0.9445,0.4695,0.3500","Artificial intelligence,Love triangle,Addiction recovery,Time travel","Family dynamics,Coming of age,Corporate intrigue","Drama,Romance,Mystery,Fantasy","Family,Action",Gritty,Moderate,15,Established,2025-10-22 04:46:48.711304,False
USER-0002853,SUB-0002853,"0.4285,0.5237,0.6633,0.0751,0.2829,0.6796,0.2385,0.9163,0.7134,0.1689,0.8548,0.6330,0.0175,0.5999,0.8410,0.6681,0.9436,0.4344,0.4113,0.0190","Artificial intelligence,Family dynamics,Love triangle,Friendship bonds,Time travel",Betrayal,"Romance,Fantasy,Horror,Action",Family,Serious,Moderate,75,Established,2025-10-22 05:01:48.711304,False
USER-0002854,SUB-0002854,"0.7126,0.8797,0.7277,0.6635,0.6688,0.5611,0.1190,0.1802,0.4545,0.9413,0.5599,0.1640,0.7046,0.3236,0.5509,0.2964,0.4527,0.6901,0.6056,0.1373","Time travel,Artificial intelligence,Revenge quest,Identity crisis,Addiction recovery,Love triangle","Class struggle,Friendship bonds","Family,Drama,Crime,Action","Animation,Crime",Whimsical,Simple,15,Developing,2025-10-22 05:16:48.711304,False
USER-0002855,SUB-0002855,"0.4965,0.0734,0.5287,0.9049,0.5884,0.3487,0.6706,0.6804,0.9844,0.6911,0.1359,0.2034,0.9617,0.0000,0.9024,0.6184,0.3318,0.1772,0.5736,0.3908","Coming of age,Historical drama,Addiction recovery,Identity crisis,Political power,Social justice","Class struggle,Identity crisis,Redemption arc","Comedy,Drama,Romance,Fantasy",,Dark,Simple,35,Established,2025-10-22 05:31:48.711304,False
USER-0002856,SUB-0002856,"0.1317,0.6310,0.1575,0.9900,0.4030,0.5330,0.6105,0.2433,0.9180,0.2117,0.5453,0.6232,0.6964,0.1748,0.9617,0.8436,0.8106,0.5161,0.9370,0.8923","Identity crisis,Post-apocalyptic,Social justice,Moral ambiguity,Generational conflict","Survival,Moral ambiguity","Family,Comedy",,Dark,Very Complex,35,Cold Start,2025-10-22 05:46:48.711304,False
USER-0002857,SUB-0002857,"0.7271,0.4674,0.2600,0.8727,0.7576,0.9405,0.1684,0.8336,0.6615,0.9473,0.8965,0.7351,0.6815,0.7349,0.9211,0.5681,0.1847,0.0429,0.3806,0.9848","Social justice,Identity crisis,Time travel,Artificial intelligence","Class struggle,Good vs evil,Artificial intelligence","Fantasy,Adventure,Family,Documentary",,Whimsical,Very Complex,15,Established,2025-10-22 06:01:48.711304,False
USER-0002858,SUB-0002858,"0.0200,0.8078,0.7820,0.3209,0.0423,0.9248,0.7847,0.7927,0.0916,0.9124,0.2855,0.6442,0.4884,0.1911,0.9997,0.0932,0.9765,0.0389,0.0686,0.8492","Coming of age,Addiction recovery,Good vs evil",Historical drama,"SciFi,Action",Mystery,Uplifting,Moderate,15,Mature,2025-10-22 06:16:48.711304,False
USER-0002859,SUB-0002859,"0.0925,0.3102,0.5255,0.6732,0.4130,0.0191,0.7273,0.5432,0.9211,0.0263,0.8956,0.4460,0.8841,0.3598,0.0582,0.5811,0.2407,0.2746,0.0673,0.4030","Time travel,Coming of age,Social justice,Post-apocalyptic","Parallel universes,Social justice","Adventure,Thriller,Mystery,Documentary",,Light,Complex,2,Mature,2025-10-22 06:31:48.711304,False
USER-0002860,SUB-0002860,"0.1340,0.5607,0.4255,0.5067,0.4274,0.4838,0.4591,0.9336,0.2563,0.0532,0.9693,0.7416,0.6289,0.1248,0.0767,0.8798,0.9180,0.2531,0.3152,0.1498","Friendship bonds,Family dynamics,Time travel,Generational conflict,Class struggle,Political power","Survival,Redemption arc,Coming of age","Horror,SciFi",,Gritty,Moderate,35,Established,2025-10-22 06:46:48.711304,False
USER-0002861,SUB-0002861,"0.8925,0.4010,0.6283,0.3250,0.4911,0.9370,0.7702,0.0855,0.6396,0.9024,0.2986,0.4159,0.7138,0.4123,0.5546,0.4767,0.1330,0.5982,0.6459,0.2082","Corporate intrigue,Family dynamics,Friendship bonds,Generational conflict,Identity crisis,Betrayal","Parallel universes,Good vs evil,Generational conflict","Drama,Thriller","Fantasy,Animation",Uplifting,Very Complex,35,Established,2025-10-22 07:01:48.711304,True
USER-0002862,SUB-0002862,"0.4734,0.4007,0.9257,0.4975,0.3987,0.0800,0.3195,0.8791,0.7216,0.9669,0.4474,0.3175,0.8880,0.2475,0.4806,0.9341,0.4502,0.0587,0.1947,0.8035","Good vs evil,Identity crisis,Redemption arc,Survival,Friendship bonds","Parallel universes,Political power","Animation,Crime,Horror","Animation,Documentary",Light,Simple,15,Cold Start,2025-10-22 07:16:48.711304,False
USER-0002863,SUB-0002863,"0.1006,0.9590,0.4236,0.2755,0.3790,0.8086,0.0408,0.3987,0.5056,0.3954,0.2760,0.5123,0.9410,0.2583,0.5249,0.3665,0.9800,0.6586,0.8203,0.7946","Identity crisis,Corporate intrigue,Love triangle,Family dynamics,Addiction recovery,Social justice","Addiction recovery,Family dynamics","Crime,Adventure,Drama",Drama,Gritty,Moderate,35,Established,2025-10-22 07:31:48.711304,False
USER-0002864,SUB-0002864,"0.8523,0.1417,0.1918,0.8904,0.9097,0.8200,0.3335,0.3268,0.9719,0.4005,0.5905,0.8307,0.3932,0.9109,0.9741,0.8957,0.7392,0.3997,0.0169,0.0382","Post-apocalyptic,Mental health,Addiction recovery,Love triangle",Corporate intrigue,"Drama,Adventure,Family",SciFi,Light,Very Complex,2,Cold Start,2025-10-22 07:46:48.711304,False
USER-0002865,SUB-0002865,"0.1187,0.7914,0.3171,0.5441,0.2157,0.3396,0.7289,0.1431,0.0641,0.0677,0.3882,0.6157,0.3365,0.6039,0.6602,0.6411,0.0380,0.5674,0.8446,0.9389","Moral ambiguity,Corporate intrigue,Good vs evil,Love triangle","Coming of age,Identity crisis,Parallel universes","Horror,Romance",Action,Light,Complex,5,Developing,2025-10-22 08:01:48.711304,False
USER-0002866,SUB-0002866,"0.8523,0.7281,0.5485,0.3336,0.2996,0.4441,0.1425,0.1305,0.3661,0.0269,0.5292,0.0283,0.1277,0.9342,0.3248,0.3894,0.0899,0.5548,0.8343,0.0338","Survival,Friendship bonds,Artificial intelligence,Revenge quest,Identity crisis,Coming of age","Corporate intrigue,Generational conflict,Post-apocalyptic","Comedy,Romance,Thriller,Animation",,Light,Complex,35,Established,2025-10-22 08:16:48.711304,False
USER-0002867,SUB-0002867,"0.2104,0.3750,0.2949,0.8936,0.0836,0.4600,0.2772,0.8828,0.8487,0.2625,0.5244,0.0414,0.6048,0.5371,0.3249,0.2410,0.1337,0.6954,0.6419,0.8065","Time travel,Political power,Redemption arc,Friendship bonds,Identity crisis",Good vs evil,"Fantasy,Family,SciFi","Action,Mystery",Dark,Moderate,15,Developing,2025-10-22 08:31:48.711304,False
USER-0002868,SUB-0002868,"0.0259,0.5640,0.9229,0.2805,0.1500,0.4323,0.1657,0.6956,0.5238,0.7271,0.7870,0.7961,0.7732,0.8027,0.4299,0.9114,0.7200,0.2892,0.4876,0.6178","Identity crisis,Betrayal,Coming of age","Betrayal,Redemption arc,Social justice","Drama,Romance",,Dark,Moderate,5,Established,2025-10-22 08:46:48.711304,False
USER-0002869,SUB-0002869,"0.3525,0.4421,0.4201,0.8872,0.7930,0.5997,0.2701,0.2508,0.1793,0.6793,0.0480,0.6458,0.9766,0.8088,0.7945,0.7058,0.7689,0.4208,0.4013,0.9157","Parallel universes,Love triangle,Historical drama,Time travel,Addiction recovery","Moral ambiguity,Addiction recovery","Family,SciFi","Mystery,Animation",Whimsical,Complex,5,Developing,2025-10-22 09:01:48.711304,True
USER-0002870,SUB-0002870,"0.7296,0.9234,0.0904,0.0295,0.1116,0.1243,0.7138,0.6559,0.1072,0.0728,0.5228,0.1133,0.8667,0.8305,0.5219,0.6293,0.6359,0.5408,0.6088,0.5736","Betrayal,Revenge quest,Artificial intelligence","Addiction recovery,Historical drama,Good vs evil","Documentary,Mystery,Fantasy",,Light,Simple,15,Established,2025-10-22 09:16:48.711304,False
USER-0002871,SUB-0002871,"0.4123,0.4822,0.6888,0.0363,0.1228,0.6370,0.7296,0.5747,0.1379,0.8892,0.8465,0.5797,0.2467,0.8212,0.9386,0.8625,0.7617,0.6632,0.9952,0.4443","Social justice,Corporate intrigue,Parallel universes,Post-apocalyptic,Friendship bonds","Class struggle,Moral ambiguity,Generational conflict","Adventure,Drama,Mystery,Thriller","Action,Romance",Uplifting,Moderate,75,Established,2025-10-22 09:31:48.711304,False
USER-0002872,SUB-0002872,"0.0018,0.2818,0.0347,0.3227,0.1602,0.2565,0.4701,0.2349,0.9147,0.3046,0.8987,0.6431,0.6477,0.0521,0.5459,0.4551,0.4715,0.2029,0.3470,0.0035","Time travel,Love triangle,Redemption arc,Historical drama,Survival,Friendship bonds","Artificial intelligence,Parallel universes,Betrayal","Drama,Family","Horror,Crime",Gritty,Very Complex,5,Mature,2025-10-22 09:46:48.711304,False
USER-0002873,SUB-0002873,"0.3842,0.3011,0.8996,0.2654,0.1795,0.8631,0.7766,0.7926,0.1304,0.9427,0.5302,0.2275,0.6036,0.8565,0.5711,0.6811,0.6474,0.1590,0.2448,0.0714","Artificial intelligence,Class struggle,Betrayal,Corporate intrigue","Good vs evil,Mental health,Class struggle","Fantasy,Crime,SciFi,Mystery",,Serious,Complex,15,Established,2025-10-22 10:01:48.711304,False
USER-0002874,SUB-0002874,"0.6268,0.2520,0.4381,0.5727,0.2871,0.4800,0.6682,0.8046,0.5239,0.4758,0.1811,0.3756,0.6549,0.6708,0.1149,0.2128,0.8924,0.8693,0.8412,0.0654","Historical drama,Redemption arc,Coming of age,Identity crisis","Moral ambiguity,Good vs evil,Identity crisis","SciFi,Crime",Mystery,Serious,Moderate,5,Established,2025-10-22 10:16:48.711304,False
USER-0002875,SUB-0002875,"0.3808,0.3456,0.5695,0.3687,0.5144,0.3993,0.4069,0.5194,0.2337,0.1801,0.1410,0.2458,0.8987,0.5971,0.2030,0.4138,0.9734,0.7461,0.0169,0.6210","Mental health,Family dynamics,Redemption arc,Corporate intrigue,Coming of age","Post-apocalyptic,Survival","Drama,Horror","Family,Comedy",Gritty,Moderate,2,Established,2025-10-22 10:31:48.711304,False
USER-0002876,SUB-0002876,"0.4256,0.8212,0.2722,0.3412,0.3917,0.3738,0.8036,0.6996,0.7840,0.5975,0.9666,0.9682,0.1568,0.6455,0.5477,0.9325,0.9761,0.1956,0.1657,0.6346","Friendship bonds,Political power,Post-apocalyptic,Social justice",Family dynamics,"Animation,Family,Drama",Horror,Serious,Very Complex,2,Developing,2025-10-22 10:46:48.711304,False
USER-0002877,SUB-0002877,"0.3124,0.5240,0.9889,0.0175,0.6931,0.9983,0.3582,0.0533,0.8512,0.0606,0.0501,0.1820,0.0058,0.0339,0.3824,0.2507,0.0662,0.8883,0.8389,0.4227","Time travel,Social justice,Redemption arc,Parallel universes,Addiction recovery",Revenge quest,"Animation,Mystery,Comedy,Fantasy","Comedy,Mystery",Intense,Very Complex,35,Mature,2025-10-22 11:01:48.711304,False
USER-0002878,SUB-0002878,"0.0819,0.6834,0.2564,0.0450,0.5212,0.5543,0.0131,0.4383,0.7647,0.8565,0.3768,0.4932,0.8707,0.6132,0.8846,0.9192,0.8519,0.0384,0.6138,0.3811","Addiction recovery,Coming of age,Revenge quest,Post-apocalyptic,Mental health,Social justice","Class struggle,Moral ambiguity","Documentary,Comedy,Action,Mystery",Thriller,Intense,Simple,15,Developing,2025-10-22 11:16:48.711304,False
USER-0002879,SUB-0002879,"0.1957,0.7402,0.0868,0.5788,0.4026,0.6800,0.7965,0.1254,0.8381,0.4706,0.8734,0.2560,0.6776,0.5338,0.2327,0.6038,0.9165,0.5003,0.2853,0.1448","Love triangle,Betrayal,Time travel,Identity crisis,Corporate intrigue,Survival",Identity crisis,"Documentary,Horror,Action",,Intense,Simple,35,Mature,2025-10-22 11:31:48.711304,False
USER-0002880,SUB-0002880,"0.5237,0.5058,0.8619,0.6757,0.2144,0.3138,0.4924,0.0695,0.0312,0.5792,0.7115,0.5869,0.7118,0.6109,0.1597,0.7840,0.4336,0.8057,0.7198,0.3336","Good vs evil,Generational conflict,Moral ambiguity,Mental health,Historical drama","Historical drama,Time travel","Documentary,Mystery",,Light,Very Complex,35,Established,2025-10-22 11:46:48.711304,True
USER-0002881,SUB-0002881,"0.5929,0.6574,0.6689,0.0222,0.0349,0.7786,0.7213,0.9849,0.9691,0.0259,0.9331,0.0774,0.4635,0.7096,0.6090,0.4390,0.7351,0.1255,0.2630,0.1417","Family dynamics,Addiction recovery,Survival,Friendship bonds,Historical drama,Moral ambiguity","Time travel,Political power","Crime,Adventure","Crime,Action",Intense,Complex,75,Established,2025-10-22 12:01:48.711304,False
USER-0002882,SUB-0002882,"0.7387,0.2838,0.2761,0.7296,0.7914,0.1279,0.3167,0.4239,0.9940,0.4435,0.2351,0.8523,0.5913,0.7248,0.1290,0.4993,0.4333,0.3674,0.2498,0.8711","Coming of age,Good vs evil,Corporate intrigue,Class struggle,Friendship bonds","Identity crisis,Survival","Action,Crime","Horror,Comedy",Light,Complex,15,Mature,2025-10-22 12:16:48.711304,False
USER-0002883,SUB-0002883,"0.1508,0.8483,0.5228,0.8894,0.7719,0.4026,0.9333,0.5847,0.5581,0.3886,0.1590,0.5324,0.8673,0.2840,0.3319,0.3135,0.3072,0.5657,0.3380,0.8635","Social justice,Redemption arc,Post-apocalyptic,Love triangle","Friendship bonds,Post-apocalyptic,Addiction recovery","Comedy,Mystery,Animation,Adventure",,Intense,Moderate,15,Developing,2025-10-22 12:31:48.711304,False
USER-0002884,SUB-0002884,"0.4723,0.5529,0.6393,0.9303,0.4066,0.0708,0.7785,0.6695,0.4619,0.9248,0.4109,0.0993,0.2517,0.9561,0.9755,0.9333,0.9821,0.9471,0.7563,0.8446","Moral ambiguity,Parallel universes,Identity crisis,Generational conflict",Coming of age,"Horror,Action,Adventure",,Uplifting,Simple,75,Established,2025-10-22 12:46:48.711304,False
USER-0002885,SUB-0002885,"0.7126,0.5899,0.2027,0.1845,0.8880,0.6225,0.8308,0.8118,0.7511,0.2968,0.7884,0.2911,0.4710,0.9449,0.3431,0.2676,0.7656,0.4798,0.4983,0.9734","Generational conflict,Revenge quest,Corporate intrigue","Generational conflict,Time travel,Social justice","Mystery,Comedy,Action",Mystery,Light,Complex,5,Established,2025-10-22 13:01:48.711304,False
USER-0002886,SUB-0002886,"0.2959,0.8759,0.5325,0.5962,0.6469,0.5577,0.7639,0.2878,0.6974,0.1951,0.9546,0.2491,0.4798,0.6920,0.3516,0.1928,0.2070,0.6643,0.3072,0.1493","Class struggle,Betrayal,Revenge quest","Corporate intrigue,Survival","SciFi,Animation,Comedy",,Whimsical,Complex,75,Cold Start,2025-10-22 13:16:48.711304,False
USER-0002887,SUB-0002887,"0.6721,0.2911,0.2737,0.0251,0.3847,0.0685,0.0258,0.9714,0.6937,0.3850,0.4222,0.3763,0.4174,0.7899,0.6105,0.0308,0.2188,0.6132,0.2142,0.8037","Class struggle,Redemption arc,Parallel universes,Good vs evil,Love triangle,Friendship bonds","Good vs evil,Corporate intrigue","Animation,Comedy,Documentary,Fantasy",,Whimsical,Complex,2,Developing,2025-10-22 13:31:48.711304,False
USER-0002888,SUB-0002888,"0.5516,0.8625,0.5329,0.0637,0.4329,0.1430,0.0634,0.6626,0.3077,0.6364,0.4782,0.3457,0.4026,0.0948,0.5385,0.0821,0.0812,0.1749,0.0694,0.8932","Betrayal,Identity crisis,Corporate intrigue,Post-apocalyptic,Historical drama","Political power,Survival,Class struggle","Action,Crime,Comedy",,Dark,Very Complex,15,Established,2025-10-22 13:46:48.711304,True
USER-0002889,SUB-0002889,"0.1441,0.9506,0.1588,0.0043,0.9979,0.7250,0.6624,0.3687,0.4504,0.9153,0.1598,0.8820,0.2929,0.7388,0.7416,0.1159,0.5000,0.6776,0.4584,0.2644","Betrayal,Historical drama,Post-apocalyptic,Family dynamics,Time travel,Redemption arc","Social justice,Corporate intrigue","Crime,Fantasy,Comedy,Family",Thriller,Whimsical,Moderate,2,Mature,2025-10-22 14:01:48.711304,False
USER-0002890,SUB-0002890,"0.8725,0.4002,0.9925,0.7105,0.5913,0.7281,0.3850,0.0894,0.3627,0.4377,0.4164,0.6939,0.0545,0.0197,0.2440,0.1969,0.4674,0.8992,0.4695,0.4619","Social justice,Revenge quest,Survival,Good vs evil","Coming of age,Time travel,Addiction recovery","Action,Comedy,Romance","Adventure,Mystery",Whimsical,Moderate,2,Mature,2025-10-22 14:16:48.711304,True
USER-0002891,SUB-0002891,"0.9241,0.7943,0.0182,0.7035,0.1114,0.1004,0.8797,0.3396,0.1591,0.5960,0.9074,0.8429,0.6592,0.3464,0.5244,0.5026,0.6058,0.7269,0.2245,0.5656","Identity crisis,Generational conflict,Family dynamics,Historical drama","Betrayal,Political power,Friendship bonds","Comedy,Documentary",Mystery,Whimsical,Very Complex,15,Established,2025-10-22 14:31:48.711304,False
USER-0002892,SUB-0002892,"0.6967,0.1375,0.7331,0.4961,0.2535,0.8311,0.7401,0.8398,0.1836,0.3263,0.8983,0.9878,0.6821,0.8958,0.7678,0.7340,0.8895,0.5866,0.1324,0.0396","Betrayal,Friendship bonds,Revenge quest","Class struggle,Moral ambiguity","Fantasy,Thriller","Documentary,Adventure",Whimsical,Moderate,15,Mature,2025-10-22 14:46:48.711304,True
USER-0002893,SUB-0002893,"0.0168,0.4281,0.5817,0.8441,0.7026,0.3026,0.0111,0.0562,0.3768,0.2568,0.6416,0.1169,0.2896,0.4624,0.8038,0.1464,0.4288,0.2692,0.6068,0.4774","Identity crisis,Corporate intrigue,Moral ambiguity","Political power,Generational conflict","Action,Horror,Animation",,Light,Moderate,15,Cold Start,2025-10-22 15:01:48.711304,True
USER-0002894,SUB-0002894,"0.4614,0.0263,0.2096,0.5475,0.6184,0.7344,0.4961,0.5255,0.2868,0.3325,0.7627,0.4505,0.2369,0.2310,0.7792,0.3268,0.8581,0.0739,0.2698,0.5584","Post-apocalyptic,Redemption arc,Friendship bonds","Social justice,Corporate intrigue,Addiction recovery","Fantasy,Animation,Action","Thriller,Documentary",Light,Simple,35,Mature,2025-10-22 15:16:48.711304,False
USER-0002895,SUB-0002895,"0.9362,0.5327,0.2715,0.0014,0.5768,0.6638,0.7480,0.8036,0.9190,0.0957,0.3513,0.6279,0.4054,0.9319,0.9539,0.9756,0.4596,0.6986,0.4814,0.9929","Identity crisis,Friendship bonds,Love triangle,Addiction recovery,Historical drama,Good vs evil","Revenge quest,Class struggle","Fantasy,Documentary,Horror,Action","Crime,Family",Gritty,Complex,35,Developing,2025-10-22 15:31:48.711304,True
USER-0002896,SUB-0002896,"0.5086,0.8099,0.0440,0.8921,0.0009,0.5329,0.9111,0.9830,0.0875,0.5847,0.5882,0.1221,0.2789,0.9974,0.0415,0.7211,0.2378,0.5282,0.1751,0.9939","Generational conflict,Class struggle,Family dynamics,Social justice","Betrayal,Survival","Mystery,Romance,Animation","Crime,Family",Dark,Very Complex,35,Developing,2025-10-22 15:46:48.711304,True
USER-0002897,SUB-0002897,"0.5123,0.0061,0.5364,0.1987,0.2616,0.2730,0.0019,0.4293,0.2383,0.7143,0.2497,0.4693,0.8803,0.2702,0.0161,0.4422,0.3331,0.1048,0.3952,0.9194","Artificial intelligence,Redemption arc,Generational conflict,Parallel universes",Moral ambiguity,"Thriller,Romance,Drama,Animation",,Light,Very Complex,2,Established,2025-10-22 16:01:48.711304,False
USER-0002898,SUB-0002898,"0.0802,0.5162,0.8445,0.6420,0.9020,0.4709,0.6029,0.8227,0.6043,0.4970,0.9380,0.7452,0.2322,0.4595,0.4447,0.3821,0.9434,0.6586,0.2454,0.0683","Post-apocalyptic,Coming of age,Generational conflict,Family dynamics","Parallel universes,Social justice,Betrayal","Horror,Animation,Romance","Family,Documentary",Intense,Complex,75,Cold Start,2025-10-22 16:16:48.711304,False
USER-0002899,SUB-0002899,"0.5145,0.9387,0.8717,0.1231,0.0083,0.4228,0.0432,0.4326,0.3495,0.0211,0.3792,0.0560,0.8142,0.8682,0.5816,0.8615,0.4650,0.4373,0.7725,0.5119","Revenge quest,Generational conflict,Friendship bonds,Survival,Addiction recovery,Corporate intrigue",Betrayal,"Action,Thriller,Documentary,Romance",Crime,Intense,Very Complex,75,Developing,2025-10-22 16:31:48.711304,False
USER-0002900,SUB-0002900,"0.5426,0.3728,0.9517,0.1732,0.9319,0.2659,0.0470,0.2769,0.4643,0.5687,0.6857,0.8285,0.0932,0.3858,0.9233,0.1249,0.7885,0.8134,0.0019,0.2489","Corporate intrigue,Social justice,Parallel universes",Artificial intelligence,"SciFi,Romance",,Intense,Very Complex,15,Developing,2025-10-22 16:46:48.711304,False
USER-0002901,SUB-0002901,"0.6092,0.8668,0.8950,0.0248,0.5882,0.6646,0.7771,0.8031,0.9671,0.8250,0.2797,0.4567,0.2370,0.1284,0.3223,0.6167,0.2259,0.8114,0.4191,0.9752","Survival,Revenge quest,Post-apocalyptic,Social justice,Class struggle",Moral ambiguity,"SciFi,Comedy,Family",,Whimsical,Very Complex,2,Developing,2025-10-22 17:01:48.711304,False
USER-0002902,SUB-0002902,"0.3486,0.1034,0.9740,0.4648,0.4343,0.5667,0.5314,0.5887,0.3269,0.5649,0.6052,0.7991,0.0544,0.0828,0.5167,0.4652,0.1355,0.6901,0.3636,0.8443","Generational conflict,Betrayal,Addiction recovery,Post-apocalyptic,Identity crisis,Political power",Identity crisis,"Comedy,Action",Comedy,Dark,Complex,5,Established,2025-10-22 17:16:48.711304,False
USER-0002903,SUB-0002903,"0.4183,0.3907,0.3310,0.3893,0.1245,0.0646,0.8820,0.5759,0.7055,0.9208,0.0925,0.7127,0.4692,0.4604,0.3520,0.6637,0.3385,0.3478,0.0889,0.4666","Good vs evil,Political power,Social justice,Coming of age,Survival,Corporate intrigue",Generational conflict,"Animation,Comedy",,Intense,Moderate,2,Cold Start,2025-10-22 17:31:48.711304,False
USER-0002904,SUB-0002904,"0.0055,0.9163,0.9609,0.9276,0.9663,0.3698,0.8992,0.9362,0.9168,0.8933,0.3986,0.2230,0.7600,0.0697,0.1225,0.4383,0.8535,0.0341,0.0132,0.6605","Historical drama,Identity crisis,Coming of age,Time travel,Friendship bonds","Family dynamics,Survival,Identity crisis","Adventure,Horror,Documentary",Action,Intense,Moderate,5,Cold Start,2025-10-22 17:46:48.711304,False
USER-0002905,SUB-0002905,"0.1380,0.5026,0.2098,0.0957,0.7865,0.8783,0.0679,0.8334,0.4895,0.6105,0.9805,0.1515,0.0269,0.7125,0.7612,0.3479,0.8864,0.2043,0.8962,0.4484","Friendship bonds,Redemption arc,Moral ambiguity,Love triangle",Class struggle,"Mystery,Family",,Dark,Simple,15,Cold Start,2025-10-22 18:01:48.711304,False
USER-0002906,SUB-0002906,"0.8836,0.1188,0.3825,0.6514,0.0196,0.6807,0.4300,0.3391,0.9706,0.8551,0.9617,0.8855,0.6815,0.2296,0.7300,0.4016,0.6840,0.8194,0.4755,0.9932","Coming of age,Redemption arc,Mental health,Political power","Class struggle,Addiction recovery,Family dynamics","Romance,Family,SciFi,Horror",,Serious,Simple,5,Established,2025-10-22 18:16:48.711304,False
USER-0002907,SUB-0002907,"0.0504,0.9495,0.5605,0.6245,0.8072,0.7077,0.3719,0.5290,0.1092,0.7513,0.9494,0.7053,0.3837,0.1247,0.8577,0.4216,0.2206,0.0663,0.9310,0.1882","Love triangle,Artificial intelligence,Class struggle,Social justice,Moral ambiguity","Friendship bonds,Generational conflict","Documentary,Comedy,Romance,Fantasy",,Dark,Simple,15,Mature,2025-10-22 18:31:48.711304,False
USER-0002908,SUB-0002908,"0.5525,0.2073,0.1603,0.6073,0.7758,0.8087,0.3051,0.0455,0.1210,0.6169,0.0568,0.0146,0.7155,0.6391,0.3779,0.1626,0.9632,0.2368,0.9993,0.7744","Moral ambiguity,Post-apocalyptic,Identity crisis,Artificial intelligence",Parallel universes,"Action,Family","Fantasy,Adventure",Whimsical,Simple,5,Developing,2025-10-22 18:46:48.711304,True
USER-0002909,SUB-0002909,"0.8547,0.1381,0.3259,0.9673,0.5430,0.0718,0.9586,0.4639,0.7144,0.5440,0.5308,0.2637,0.6479,0.6670,0.8785,0.0956,0.3342,0.4231,0.5685,0.8745","Class struggle,Coming of age,Revenge quest","Survival,Betrayal,Mental health","Crime,Adventure",,Whimsical,Simple,15,Cold Start,2025-10-22 19:01:48.711304,False
USER-0002910,SUB-0002910,"0.9976,0.6394,0.4474,0.5344,0.9812,0.4416,0.6375,0.4241,0.1764,0.0391,0.9299,0.8336,0.8279,0.8694,0.8092,0.9013,0.4435,0.7051,0.3465,0.3649","Love triangle,Good vs evil,Parallel universes","Artificial intelligence,Historical drama,Moral ambiguity","Documentary,Comedy,Mystery,Adventure",,Intense,Simple,5,Mature,2025-10-22 19:16:48.711304,False
USER-0002911,SUB-0002911,"0.6928,0.2239,0.7371,0.9944,0.3771,0.0080,0.5410,0.8164,0.3488,0.5692,0.2831,0.5172,0.8905,0.5305,0.6805,0.5156,0.6484,0.5158,0.7005,0.1849","Political power,Addiction recovery,Survival,Artificial intelligence,Corporate intrigue,Coming of age",Redemption arc,"Adventure,Action,Family,Drama",,Dark,Very Complex,5,Mature,2025-10-22 19:31:48.711304,False
USER-0002912,SUB-0002912,"0.4751,0.6966,0.4630,0.2003,0.4658,0.4131,0.0590,0.3030,0.3634,0.6395,0.1509,0.8911,0.8969,0.4461,0.3572,0.7619,0.1431,0.7383,0.0286,0.3224","Parallel universes,Family dynamics,Post-apocalyptic,Redemption arc,Addiction recovery,Class struggle","Mental health,Addiction recovery,Social justice","Animation,Fantasy","Horror,Animation",Light,Complex,35,Mature,2025-10-22 19:46:48.711304,False
USER-0002913,SUB-0002913,"0.9847,0.8240,0.1883,0.7996,0.5946,0.6331,0.7417,0.9960,0.3457,0.8751,0.3306,0.9852,0.9636,0.2895,0.8827,0.3943,0.1421,0.5434,0.4709,0.3220","Historical drama,Good vs evil,Mental health,Political power,Redemption arc","Survival,Generational conflict","Comedy,Documentary",,Uplifting,Simple,35,Established,2025-10-22 20:01:48.711304,False
USER-0002914,SUB-0002914,"0.6512,0.5224,0.0061,0.5776,0.2037,0.5497,0.6423,0.4174,0.9752,0.2446,0.2056,0.7436,0.0372,0.7617,0.9955,0.5727,0.3326,0.4857,0.3353,0.7043","Historical drama,Addiction recovery,Betrayal,Generational conflict,Mental health,Parallel universes",Historical drama,"Action,Thriller,Adventure",Horror,Intense,Simple,75,Cold Start,2025-10-22 20:16:48.711304,False
USER-0002915,SUB-0002915,"0.6971,0.3428,0.4471,0.0959,0.4461,0.9361,0.2312,0.3818,0.2066,0.8445,0.0537,0.2519,0.0385,0.9925,0.8792,0.2918,0.2587,0.7553,0.5998,0.9292","Betrayal,Social justice,Family dynamics,Historical drama,Generational conflict,Good vs evil","Coming of age,Revenge quest,Friendship bonds","Fantasy,Animation,Comedy","Mystery,Animation",Dark,Very Complex,35,Cold Start,2025-10-22 20:31:48.711304,False
