cell_id,cell_name,technology,region,latitude,longitude,max_prb_capacity,vendor,deployment_date,neighbor_cell_list
cell-00270,Tower CENTRAL-0270,5G-SA,southwest,48.506686761360264,-112.00952073087265,100,Ericsson,2024-03-29 10:39:16.867975,"cell-00148,cell-00173,cell-00263,cell-00131"
cell-00271,Tower NORTHEAST-0271,4G-LTE,southeast,45.314270807028,-81.11894583082652,150,Nokia,2024-03-30 10:39:16.867975,"cell-00325,cell-00400,cell-00151"
cell-00272,Tower NORTHEAST-0272,5G-NSA,central,47.63198671714684,-95.71793510293077,50,Samsung,2024-03-31 10:39:16.867975,"cell-00314,cell-00135,cell-00254,cell-00204,cell-00033"
cell-00273,Tower NORTHEAST-0273,5G-SA,central,43.89564467663931,-105.45989322534184,150,Samsung,2024-04-01 10:39:16.867975,"cell-00267,cell-00135,cell-00079,cell-00463"
cell-00274,Tower NORTHEAST-0274,5G-NSA,northwest,43.18856251140366,-69.2566282642209,150,Samsung,2024-04-02 10:39:16.867975,"cell-00312,cell-00106,cell-00321,cell-00007,cell-00273,cell-00219,cell-00456"
cell-00275,Tower NORTHWEST-0275,5G-NSA,southwest,37.97944630265037,-111.72232407521588,200,Ericsson,2024-04-03 10:39:16.867975,"cell-00037,cell-00467,cell-00127,cell-00373,cell-00152,cell-00097,cell-00100"
cell-00276,Tower SOUTHEAST-0276,5G-NSA,southeast,41.983524166392,-84.49523357381672,200,Nokia,2024-04-04 10:39:16.867975,"cell-00093,cell-00230,cell-00488"
cell-00277,Tower NORTHEAST-0277,4G-LTE,central,41.725084191961926,-76.66517470772165,200,Samsung,2024-04-05 10:39:16.867975,"cell-00333,cell-00001,cell-00489,cell-00060"
cell-00278,Tower SOUTHEAST-0278,5G-SA,northwest,33.63410961464193,-73.72761888815738,50,Nokia,2024-04-06 10:39:16.867975,"cell-00178,cell-00109,cell-00094,cell-00463,cell-00243"
cell-00279,Tower NORTHWEST-0279,5G-NSA,northeast,38.74247191633042,-79.7337376348317,150,Ericsson,2024-04-07 10:39:16.867975,"cell-00128,cell-00305,cell-00175,cell-00221,cell-00114,cell-00106,cell-00449"
cell-00280,Tower SOUTHWEST-0280,5G-SA,northeast,34.859464088721865,-91.0200833786931,150,Ericsson,2024-04-08 10:39:16.867975,"cell-00130,cell-00056,cell-00094"
cell-00281,Tower SOUTHEAST-0281,4G-LTE,northwest,26.762730742805424,-121.58787239106599,200,Ericsson,2024-04-09 10:39:16.867975,"cell-00110,cell-00360,cell-00347,cell-00090"
cell-00282,Tower NORTHEAST-0282,5G-SA,central,27.639336322113977,-112.8714920619299,150,Nokia,2024-04-10 10:39:16.867975,"cell-00131,cell-00044,cell-00130"
cell-00283,Tower SOUTHEAST-0283,5G-NSA,southwest,37.25303107655655,-89.60298896336872,200,Nokia,2024-04-11 10:39:16.867975,"cell-00260,cell-00162,cell-00074"
cell-00284,Tower CENTRAL-0284,4G-LTE,southeast,32.196224104266186,-113.60577327536589,50,Ericsson,2024-04-12 10:39:16.867975,"cell-00464,cell-00218,cell-00443,cell-00498,cell-00119,cell-00044"
cell-00285,Tower SOUTHWEST-0285,5G-SA,southeast,26.906334754117772,-75.40187357189447,100,Samsung,2024-04-13 10:39:16.867975,"cell-00329,cell-00041,cell-00139,cell-00296"
cell-00286,Tower NORTHWEST-0286,4G-LTE,southeast,32.35066520919949,-123.55705586613462,100,Nokia,2024-04-14 10:39:16.867975,"cell-00322,cell-00035,cell-00152,cell-00215,cell-00237"
cell-00287,Tower SOUTHEAST-0287,4G-LTE,northwest,48.7370674453891,-114.35402841953177,200,Ericsson,2024-04-15 10:39:16.867975,"cell-00490,cell-00320,cell-00114"
cell-00288,Tower SOUTHWEST-0288,4G-LTE,southwest,37.286965083803814,-94.70250396978109,200,Nokia,2024-04-16 10:39:16.867975,"cell-00131,cell-00149,cell-00292,cell-00264,cell-00189,cell-00271,cell-00201"
cell-00289,Tower NORTHEAST-0289,5G-SA,southwest,48.93317239189696,-83.24260482189825,150,Nokia,2024-04-17 10:39:16.867975,"cell-00241,cell-00095,cell-00155,cell-00492,cell-00213,cell-00432"
cell-00290,Tower NORTHWEST-0290,5G-SA,central,39.672599207770816,-100.09880790726342,100,Samsung,2024-04-18 10:39:16.867975,"cell-00045,cell-00355,cell-00189,cell-00151"
cell-00291,Tower NORTHEAST-0291,4G-LTE,southeast,25.2620669152658,-65.04362277587668,200,Nokia,2024-04-19 10:39:16.867975,"cell-00399,cell-00125,cell-00198,cell-00152,cell-00216,cell-00062"
cell-00292,Tower CENTRAL-0292,5G-NSA,northwest,48.529856628697694,-89.96449865328334,150,Ericsson,2024-04-20 10:39:16.867975,"cell-00213,cell-00052,cell-00226"
cell-00293,Tower CENTRAL-0293,4G-LTE,northeast,33.095388784088186,-78.6839196004597,50,Samsung,2024-04-21 10:39:16.867975,"cell-00262,cell-00242,cell-00201,cell-00330,cell-00038"
cell-00294,Tower SOUTHWEST-0294,4G-LTE,central,45.22938534305931,-76.75533550319064,150,Nokia,2024-04-22 10:39:16.867975,"cell-00304,cell-00051,cell-00498,cell-00058,cell-00279,cell-00485"
cell-00295,Tower CENTRAL-0295,4G-LTE,northeast,42.787959558613636,-65.27214892027624,150,Nokia,2024-04-23 10:39:16.867975,"cell-00264,cell-00475,cell-00112,cell-00255,cell-00036,cell-00161,cell-00381"
cell-00296,Tower CENTRAL-0296,5G-NSA,northwest,41.414538961674644,-80.98895123323724,50,Ericsson,2024-04-24 10:39:16.867975,"cell-00142,cell-00317,cell-00411,cell-00247,cell-00077"
cell-00297,Tower CENTRAL-0297,4G-LTE,southwest,36.76027934295812,-97.59878223125439,50,Nokia,2024-04-25 10:39:16.867975,"cell-00405,cell-00343,cell-00033"
cell-00298,Tower SOUTHEAST-0298,5G-SA,northeast,44.98409411824897,-119.55339633484631,150,Nokia,2024-04-26 10:39:16.867975,"cell-00338,cell-00333,cell-00401"
cell-00299,Tower NORTHEAST-0299,5G-NSA,central,28.094734642212856,-84.16985953127497,200,Nokia,2024-04-27 10:39:16.867975,"cell-00433,cell-00067,cell-00150"
cell-00300,Tower CENTRAL-0300,5G-NSA,southwest,36.233092748014315,-93.82970079937526,200,Nokia,2024-04-28 10:39:16.867975,"cell-00017,cell-00231,cell-00125,cell-00271,cell-00289,cell-00484"
cell-00301,Tower NORTHWEST-0301,4G-LTE,northwest,44.05531662066345,-108.83364335257748,100,Nokia,2024-04-29 10:39:16.867975,"cell-00024,cell-00234,cell-00245,cell-00041,cell-00267,cell-00212,cell-00464"
cell-00302,Tower CENTRAL-0302,4G-LTE,northwest,40.64327005748286,-67.45941123643587,100,Ericsson,2024-04-30 10:39:16.867975,"cell-00258,cell-00161,cell-00315,cell-00316"
cell-00303,Tower SOUTHEAST-0303,5G-NSA,northwest,33.87072014802332,-84.75034643926514,150,Samsung,2024-05-01 10:39:16.867975,"cell-00070,cell-00411,cell-00148,cell-00437,cell-00301"
cell-00304,Tower NORTHWEST-0304,4G-LTE,northeast,31.44615643142236,-73.6791881271959,150,Ericsson,2024-05-02 10:39:16.867975,"cell-00238,cell-00003,cell-00148,cell-00047"
cell-00305,Tower NORTHWEST-0305,5G-NSA,southeast,32.024538701945865,-119.59927879662412,50,Samsung,2024-05-03 10:39:16.867975,"cell-00192,cell-00327,cell-00468,cell-00185,cell-00316,cell-00125,cell-00171"
cell-00306,Tower CENTRAL-0306,4G-LTE,southwest,32.10336514943758,-114.23208518009689,150,Nokia,2024-05-04 10:39:16.867975,"cell-00154,cell-00120,cell-00462"
cell-00307,Tower NORTHWEST-0307,5G-NSA,southwest,35.459037069539015,-69.38510095875742,150,Nokia,2024-05-05 10:39:16.867975,"cell-00300,cell-00331,cell-00185,cell-00489"
cell-00308,Tower NORTHEAST-0308,4G-LTE,northeast,34.6943019885933,-101.62259818199378,200,Nokia,2024-05-06 10:39:16.867975,"cell-00388,cell-00129,cell-00048,cell-00199,cell-00474,cell-00441"
cell-00309,Tower NORTHWEST-0309,4G-LTE,northeast,30.83591810752044,-96.93641067585366,200,Nokia,2024-05-07 10:39:16.867975,"cell-00246,cell-00304,cell-00034"
cell-00310,Tower SOUTHEAST-0310,4G-LTE,northwest,41.6615334802083,-96.08111010017522,200,Nokia,2024-05-08 10:39:16.867975,"cell-00159,cell-00062,cell-00178"
cell-00311,Tower SOUTHWEST-0311,5G-NSA,southeast,47.50621125107401,-66.05754187871845,50,Nokia,2024-05-09 10:39:16.867975,"cell-00248,cell-00157,cell-00192"
cell-00312,Tower NORTHEAST-0312,5G-SA,southwest,29.92209433894975,-102.56062771450966,50,Samsung,2024-05-10 10:39:16.867975,"cell-00223,cell-00165,cell-00220"
cell-00313,Tower NORTHWEST-0313,5G-SA,southwest,38.51965224268501,-96.7483631877927,50,Ericsson,2024-05-11 10:39:16.867975,"cell-00135,cell-00376,cell-00244"
cell-00314,Tower SOUTHEAST-0314,5G-SA,central,26.728708586773458,-113.90181024826096,150,Samsung,2024-05-12 10:39:16.867975,"cell-00013,cell-00308,cell-00088,cell-00005,cell-00127,cell-00411"
cell-00315,Tower NORTHWEST-0315,5G-NSA,central,47.843716168850136,-105.5588406897912,50,Nokia,2024-05-13 10:39:16.867975,"cell-00028,cell-00036,cell-00137"
cell-00316,Tower CENTRAL-0316,5G-NSA,southeast,42.43841645551361,-94.22332531353265,150,Samsung,2024-05-14 10:39:16.867975,"cell-00293,cell-00446,cell-00008,cell-00210"
cell-00317,Tower CENTRAL-0317,4G-LTE,central,42.98979212216409,-106.93050284471671,150,Samsung,2024-05-15 10:39:16.867975,"cell-00121,cell-00475,cell-00469,cell-00329,cell-00144,cell-00480"
cell-00318,Tower CENTRAL-0318,4G-LTE,northwest,43.370197848240146,-113.49095905174434,150,Samsung,2024-05-16 10:39:16.867975,"cell-00215,cell-00003,cell-00129,cell-00083,cell-00018,cell-00089"
cell-00319,Tower NORTHEAST-0319,5G-SA,northeast,28.351472887609937,-98.78578423222676,150,Nokia,2024-05-17 10:39:16.867975,"cell-00352,cell-00110,cell-00180,cell-00445"
cell-00320,Tower SOUTHWEST-0320,4G-LTE,northeast,40.88483490034931,-101.66526400099576,150,Nokia,2024-05-18 10:39:16.867975,"cell-00436,cell-00288,cell-00047,cell-00044"
cell-00321,Tower NORTHEAST-0321,5G-SA,northeast,48.80973192320325,-98.38642678326116,150,Nokia,2024-05-19 10:39:16.867975,"cell-00447,cell-00469,cell-00125,cell-00164,cell-00301,cell-00049"
cell-00322,Tower CENTRAL-0322,5G-NSA,central,46.50472332434977,-86.90034964883701,200,Ericsson,2024-05-20 10:39:16.867975,"cell-00173,cell-00412,cell-00276,cell-00298"
cell-00323,Tower NORTHEAST-0323,5G-SA,southeast,44.049643503797625,-112.27588114056532,200,Samsung,2024-05-21 10:39:16.867975,"cell-00428,cell-00036,cell-00193"
cell-00324,Tower SOUTHEAST-0324,5G-NSA,northeast,33.42421046920115,-103.03931467412542,150,Samsung,2024-05-22 10:39:16.867975,"cell-00421,cell-00351,cell-00141,cell-00102"
cell-00325,Tower SOUTHEAST-0325,5G-NSA,southwest,33.18069998240414,-69.67360818612006,50,Nokia,2024-05-23 10:39:16.867975,"cell-00164,cell-00211,cell-00381,cell-00320,cell-00357,cell-00057,cell-00127"
cell-00326,Tower SOUTHEAST-0326,4G-LTE,central,33.88878524112634,-109.45904627251701,150,Samsung,2024-05-24 10:39:16.867975,"cell-00401,cell-00199,cell-00416"
cell-00327,Tower NORTHEAST-0327,5G-NSA,northwest,32.67428507653569,-106.23403484297611,100,Nokia,2024-05-25 10:39:16.867975,"cell-00052,cell-00340,cell-00441,cell-00433,cell-00422,cell-00480"
cell-00328,Tower SOUTHEAST-0328,5G-SA,northeast,40.42578130577305,-122.6576521293322,50,Samsung,2024-05-26 10:39:16.867975,"cell-00055,cell-00446,cell-00220,cell-00052"
cell-00329,Tower SOUTHWEST-0329,5G-NSA,southeast,48.220549750036525,-66.1538423729374,200,Samsung,2024-05-27 10:39:16.867975,"cell-00483,cell-00426,cell-00076"
cell-00330,Tower SOUTHEAST-0330,5G-NSA,northwest,25.883766338916587,-103.1003482729773,200,Ericsson,2024-05-28 10:39:16.867975,"cell-00213,cell-00142,cell-00029,cell-00022"
cell-00331,Tower CENTRAL-0331,5G-NSA,northeast,44.833565995519116,-114.44064321005685,200,Ericsson,2024-05-29 10:39:16.867975,"cell-00038,cell-00245,cell-00284"
cell-00332,Tower SOUTHWEST-0332,4G-LTE,southwest,43.148297662137566,-93.00417531415096,50,Samsung,2024-05-30 10:39:16.867975,"cell-00208,cell-00465,cell-00312,cell-00358,cell-00062,cell-00049"
cell-00333,Tower SOUTHEAST-0333,4G-LTE,northwest,32.83352474743875,-76.34431754555703,150,Ericsson,2024-05-31 10:39:16.867975,"cell-00468,cell-00320,cell-00248,cell-00325,cell-00446"
cell-00334,Tower SOUTHWEST-0334,4G-LTE,central,46.718919504419404,-78.92091560044823,100,Samsung,2024-06-01 10:39:16.867975,"cell-00175,cell-00184,cell-00467,cell-00313"
cell-00335,Tower NORTHEAST-0335,4G-LTE,southeast,43.526170186887875,-66.89431630151736,50,Samsung,2024-06-02 10:39:16.867975,"cell-00370,cell-00226,cell-00058,cell-00331"
cell-00336,Tower NORTHWEST-0336,5G-NSA,central,40.679293621010366,-76.43216743768707,200,Nokia,2024-06-03 10:39:16.867975,"cell-00307,cell-00464,cell-00447,cell-00392,cell-00063"
cell-00337,Tower NORTHWEST-0337,5G-NSA,central,37.97651734168998,-90.09359245180758,100,Ericsson,2024-06-04 10:39:16.867975,"cell-00257,cell-00129,cell-00220,cell-00068,cell-00318,cell-00201,cell-00308"
cell-00338,Tower SOUTHWEST-0338,5G-NSA,northeast,39.132444651348024,-92.08671606438034,200,Ericsson,2024-06-05 10:39:16.867975,"cell-00079,cell-00439,cell-00364,cell-00283,cell-00454,cell-00257"
cell-00339,Tower SOUTHEAST-0339,4G-LTE,northeast,44.70720051378025,-87.16755316070498,200,Samsung,2024-06-06 10:39:16.867975,"cell-00146,cell-00016,cell-00418"
cell-00340,Tower NORTHEAST-0340,4G-LTE,northeast,43.14534466300056,-96.50585986627667,100,Ericsson,2024-06-07 10:39:16.867975,"cell-00050,cell-00382,cell-00448,cell-00421,cell-00020,cell-00312"
cell-00341,Tower NORTHWEST-0341,4G-LTE,southwest,41.62843684319141,-101.24039422664792,100,Samsung,2024-06-08 10:39:16.867975,"cell-00407,cell-00094,cell-00201,cell-00138,cell-00422,cell-00363"
cell-00342,Tower SOUTHWEST-0342,4G-LTE,northwest,36.117076908175356,-101.59727927647235,200,Ericsson,2024-06-09 10:39:16.867975,"cell-00071,cell-00227,cell-00368"
cell-00343,Tower SOUTHEAST-0343,5G-SA,northeast,33.16632405474063,-86.15495311244077,200,Nokia,2024-06-10 10:39:16.867975,"cell-00045,cell-00117,cell-00378,cell-00381,cell-00456,cell-00247,cell-00383"
cell-00344,Tower SOUTHEAST-0344,5G-NSA,central,25.864989767910355,-95.07952109550772,100,Samsung,2024-06-11 10:39:16.867975,"cell-00430,cell-00041,cell-00498,cell-00333,cell-00194,cell-00428,cell-00405"
cell-00345,Tower NORTHWEST-0345,5G-NSA,central,37.321816424420355,-87.59346253452124,200,Ericsson,2024-06-12 10:39:16.867975,"cell-00458,cell-00278,cell-00271,cell-00311,cell-00159"
cell-00346,Tower SOUTHEAST-0346,4G-LTE,central,40.99217974352611,-67.455657100226,100,Nokia,2024-06-13 10:39:16.867975,"cell-00017,cell-00435,cell-00278"
cell-00347,Tower NORTHWEST-0347,5G-SA,central,38.10807085744622,-123.00099890624273,100,Nokia,2024-06-14 10:39:16.867975,"cell-00184,cell-00003,cell-00476"
cell-00348,Tower SOUTHWEST-0348,5G-SA,southwest,47.333234845983185,-95.07381880125598,150,Ericsson,2024-06-15 10:39:16.867975,"cell-00307,cell-00479,cell-00363"
cell-00349,Tower NORTHWEST-0349,4G-LTE,central,42.093988550352044,-97.17919570397892,150,Nokia,2024-06-16 10:39:16.867975,"cell-00187,cell-00438,cell-00402,cell-00427,cell-00414"
cell-00350,Tower SOUTHEAST-0350,5G-NSA,northwest,33.31656313437318,-87.673551355947,200,Samsung,2024-06-17 10:39:16.867975,"cell-00473,cell-00184,cell-00172,cell-00249"
cell-00351,Tower SOUTHWEST-0351,5G-NSA,northwest,48.351591397021295,-95.59174319637151,50,Ericsson,2024-06-18 10:39:16.867975,"cell-00465,cell-00347,cell-00104,cell-00339,cell-00090"
cell-00352,Tower CENTRAL-0352,4G-LTE,southeast,37.115348230589504,-119.22999909941059,100,Nokia,2024-06-19 10:39:16.867975,"cell-00304,cell-00069,cell-00460,cell-00075"
cell-00353,Tower NORTHEAST-0353,4G-LTE,northeast,37.027577232411794,-123.79030151925066,100,Samsung,2024-06-20 10:39:16.867975,"cell-00367,cell-00126,cell-00144,cell-00020,cell-00452,cell-00419"
cell-00354,Tower NORTHWEST-0354,4G-LTE,southwest,30.624891077762587,-86.68243522032208,50,Ericsson,2024-06-21 10:39:16.867975,"cell-00394,cell-00091,cell-00454"
cell-00355,Tower SOUTHWEST-0355,4G-LTE,southwest,37.211754219225064,-106.65983455339808,50,Nokia,2024-06-22 10:39:16.867975,"cell-00416,cell-00395,cell-00324,cell-00166,cell-00454,cell-00131,cell-00186"
cell-00356,Tower SOUTHWEST-0356,5G-NSA,northeast,36.56640341006321,-77.47442757430105,150,Nokia,2024-06-23 10:39:16.867975,"cell-00019,cell-00101,cell-00027,cell-00485"
cell-00357,Tower SOUTHWEST-0357,5G-NSA,northeast,41.056958646789155,-120.63441268071271,50,Ericsson,2024-06-24 10:39:16.867975,"cell-00415,cell-00080,cell-00088,cell-00378,cell-00233,cell-00043,cell-00246"
cell-00358,Tower SOUTHEAST-0358,4G-LTE,southeast,33.89948642076106,-102.83546012004155,100,Ericsson,2024-06-25 10:39:16.867975,"cell-00430,cell-00253,cell-00092,cell-00064,cell-00147,cell-00486"
cell-00359,Tower SOUTHWEST-0359,5G-SA,northwest,29.158220082763666,-109.06016173115515,100,Nokia,2024-06-26 10:39:16.867975,"cell-00358,cell-00324,cell-00377"
cell-00360,Tower CENTRAL-0360,5G-NSA,southwest,31.153320344309066,-72.2529888137511,200,Ericsson,2024-06-27 10:39:16.867975,"cell-00149,cell-00326,cell-00346,cell-00283,cell-00108"
cell-00361,Tower CENTRAL-0361,5G-NSA,northwest,48.92365582792432,-117.03319935041941,150,Samsung,2024-06-28 10:39:16.867975,"cell-00337,cell-00135,cell-00173,cell-00324,cell-00234,cell-00117,cell-00251"
cell-00362,Tower SOUTHWEST-0362,4G-LTE,northwest,43.38359975055006,-97.19475317951347,200,Ericsson,2024-06-29 10:39:16.867975,"cell-00401,cell-00362,cell-00350"
cell-00363,Tower CENTRAL-0363,4G-LTE,southeast,36.42654933355543,-89.63875064709484,200,Ericsson,2024-06-30 10:39:16.867975,"cell-00225,cell-00436,cell-00289,cell-00124,cell-00234"
cell-00364,Tower NORTHWEST-0364,5G-SA,northeast,39.43863278990608,-121.87480535346913,200,Samsung,2024-07-01 10:39:16.867975,"cell-00092,cell-00228,cell-00106,cell-00315,cell-00275"
cell-00365,Tower SOUTHEAST-0365,5G-SA,northeast,30.330591235310457,-93.00506946233921,200,Samsung,2024-07-02 10:39:16.867975,"cell-00479,cell-00472,cell-00067,cell-00405,cell-00448"
cell-00366,Tower CENTRAL-0366,4G-LTE,southwest,39.79588081807281,-87.34967507026646,50,Nokia,2024-07-03 10:39:16.867975,"cell-00276,cell-00149,cell-00257,cell-00009,cell-00253,cell-00038,cell-00368"
cell-00367,Tower NORTHEAST-0367,5G-NSA,northeast,34.7384448586797,-98.91002166653938,50,Ericsson,2024-07-04 10:39:16.867975,"cell-00368,cell-00131,cell-00281,cell-00066"
cell-00368,Tower NORTHWEST-0368,4G-LTE,southeast,31.67818031985356,-92.50621517199235,200,Samsung,2024-07-05 10:39:16.867975,"cell-00412,cell-00272,cell-00392,cell-00486,cell-00273"
cell-00369,Tower NORTHEAST-0369,5G-NSA,central,29.3527460540981,-75.05433154332178,150,Nokia,2024-07-06 10:39:16.867975,"cell-00431,cell-00077,cell-00137,cell-00431,cell-00032,cell-00028,cell-00310"
cell-00370,Tower CENTRAL-0370,4G-LTE,southeast,36.35059323364842,-106.78475083081588,150,Nokia,2024-07-07 10:39:16.867975,"cell-00497,cell-00365,cell-00441,cell-00196,cell-00461,cell-00096"
cell-00371,Tower NORTHWEST-0371,5G-SA,southeast,36.22380341356807,-83.10995268447485,100,Samsung,2024-07-08 10:39:16.867975,"cell-00343,cell-00394,cell-00419"
cell-00372,Tower SOUTHWEST-0372,4G-LTE,northeast,31.362946612655115,-111.97130306407692,50,Ericsson,2024-07-09 10:39:16.867975,"cell-00450,cell-00044,cell-00279,cell-00073"
cell-00373,Tower CENTRAL-0373,4G-LTE,northwest,46.92950789283596,-88.60219448678738,50,Ericsson,2024-07-10 10:39:16.867975,"cell-00235,cell-00101,cell-00210,cell-00114"
cell-00374,Tower CENTRAL-0374,4G-LTE,northeast,31.647955064220135,-76.85241290097048,200,Ericsson,2024-07-11 10:39:16.867975,"cell-00086,cell-00329,cell-00158,cell-00300,cell-00472"
cell-00375,Tower SOUTHEAST-0375,5G-NSA,northeast,44.716908498817716,-79.7884082107753,200,Samsung,2024-07-12 10:39:16.867975,"cell-00384,cell-00406,cell-00437"
cell-00376,Tower NORTHWEST-0376,4G-LTE,southeast,43.29009440926254,-71.31031859813402,150,Samsung,2024-07-13 10:39:16.867975,"cell-00260,cell-00363,cell-00054,cell-00290,cell-00428"
cell-00377,Tower SOUTHWEST-0377,5G-SA,southwest,35.10465744485539,-120.23311924055517,150,Ericsson,2024-07-14 10:39:16.867975,"cell-00458,cell-00423,cell-00076,cell-00223,cell-00188,cell-00044,cell-00374"
cell-00378,Tower CENTRAL-0378,4G-LTE,northwest,34.117814084928995,-82.12553010001598,200,Nokia,2024-07-15 10:39:16.867975,"cell-00072,cell-00430,cell-00181"
cell-00379,Tower NORTHEAST-0379,4G-LTE,northeast,37.46570419669042,-95.72625088558249,50,Ericsson,2024-07-16 10:39:16.867975,"cell-00498,cell-00357,cell-00030,cell-00493,cell-00210"
cell-00380,Tower CENTRAL-0380,5G-SA,southeast,26.17611615022883,-124.65152566273473,150,Samsung,2024-07-17 10:39:16.867975,"cell-00001,cell-00452,cell-00223,cell-00457"
cell-00381,Tower SOUTHWEST-0381,5G-SA,southwest,46.666870330928134,-87.10913783957501,200,Ericsson,2024-07-18 10:39:16.867975,"cell-00208,cell-00031,cell-00011,cell-00174,cell-00216,cell-00394"
cell-00382,Tower SOUTHWEST-0382,4G-LTE,northwest,26.3823727195168,-70.82312539185864,50,Ericsson,2024-07-19 10:39:16.867975,"cell-00446,cell-00310,cell-00179"
cell-00383,Tower SOUTHWEST-0383,4G-LTE,southeast,46.81424097344565,-95.43480957564415,50,Samsung,2024-07-20 10:39:16.867975,"cell-00232,cell-00332,cell-00143,cell-00380,cell-00197,cell-00110"
cell-00384,Tower SOUTHWEST-0384,5G-SA,central,48.58637618092438,-116.80060411940636,150,Nokia,2024-07-21 10:39:16.867975,"cell-00305,cell-00020,cell-00421,cell-00062,cell-00360,cell-00078"
cell-00385,Tower SOUTHEAST-0385,5G-NSA,southeast,34.19181526302261,-109.04680292748984,200,Samsung,2024-07-22 10:39:16.867975,"cell-00182,cell-00303,cell-00327"
cell-00386,Tower SOUTHWEST-0386,4G-LTE,northeast,29.642369261476446,-107.82250951270042,100,Samsung,2024-07-23 10:39:16.867975,"cell-00163,cell-00154,cell-00371,cell-00470"
cell-00387,Tower NORTHEAST-0387,4G-LTE,southeast,31.90132038896253,-111.37192275617141,150,Ericsson,2024-07-24 10:39:16.867975,"cell-00166,cell-00054,cell-00043,cell-00064"
cell-00388,Tower NORTHEAST-0388,5G-NSA,southwest,46.32672740617659,-66.98504317447257,200,Samsung,2024-07-25 10:39:16.867975,"cell-00327,cell-00192,cell-00098,cell-00328,cell-00031,cell-00406"
cell-00389,Tower SOUTHEAST-0389,5G-NSA,southeast,31.928180256643792,-111.18160602066736,150,Ericsson,2024-07-26 10:39:16.867975,"cell-00216,cell-00260,cell-00037,cell-00232,cell-00292,cell-00188"
cell-00390,Tower CENTRAL-0390,4G-LTE,central,47.790255800854304,-89.45747730766715,50,Ericsson,2024-07-27 10:39:16.867975,"cell-00056,cell-00390,cell-00383,cell-00302,cell-00025,cell-00198"
cell-00391,Tower NORTHWEST-0391,4G-LTE,northwest,31.042307187481345,-87.45289663881194,150,Nokia,2024-07-28 10:39:16.867975,"cell-00080,cell-00012,cell-00092,cell-00244"
cell-00392,Tower CENTRAL-0392,5G-NSA,southeast,29.63807969280651,-77.32209624541902,100,Ericsson,2024-07-29 10:39:16.867975,"cell-00037,cell-00303,cell-00303,cell-00379,cell-00162"
cell-00393,Tower CENTRAL-0393,5G-SA,southeast,45.108895691715674,-75.70394132184931,150,Ericsson,2024-07-30 10:39:16.867975,"cell-00166,cell-00017,cell-00171"
cell-00394,Tower CENTRAL-0394,5G-SA,northwest,28.245649427154163,-116.77633744623805,50,Ericsson,2024-07-31 10:39:16.867975,"cell-00284,cell-00129,cell-00235,cell-00297"
cell-00395,Tower SOUTHEAST-0395,5G-NSA,southwest,44.569986681901234,-118.03859191069483,50,Ericsson,2024-08-01 10:39:16.867975,"cell-00374,cell-00363,cell-00336"
cell-00396,Tower CENTRAL-0396,4G-LTE,southwest,42.76902301201203,-94.37208494068788,100,Ericsson,2024-08-02 10:39:16.867975,"cell-00279,cell-00122,cell-00083,cell-00164"
cell-00397,Tower CENTRAL-0397,5G-NSA,northwest,30.195254947760816,-121.44217364575297,150,Samsung,2024-08-03 10:39:16.867975,"cell-00042,cell-00277,cell-00255,cell-00246,cell-00116,cell-00417,cell-00078"
cell-00398,Tower CENTRAL-0398,4G-LTE,southwest,30.054440140108046,-104.826196747688,50,Nokia,2024-08-04 10:39:16.867975,"cell-00488,cell-00238,cell-00202,cell-00229,cell-00209"
cell-00399,Tower SOUTHWEST-0399,4G-LTE,central,38.626898018730266,-119.5515740121377,50,Nokia,2024-08-05 10:39:16.867975,"cell-00049,cell-00020,cell-00050,cell-00282"
cell-00400,Tower NORTHWEST-0400,5G-NSA,southwest,32.38296242136522,-124.2058732785191,50,Nokia,2024-08-06 10:39:16.867975,"cell-00026,cell-00159,cell-00340,cell-00407,cell-00149,cell-00052"
cell-00401,Tower NORTHWEST-0401,5G-NSA,northwest,25.453856062112944,-120.50164021475021,200,Ericsson,2024-08-07 10:39:16.867975,"cell-00292,cell-00454,cell-00220"
cell-00402,Tower CENTRAL-0402,5G-SA,northeast,33.07340993072867,-95.64403224171976,50,Ericsson,2024-08-08 10:39:16.867975,"cell-00253,cell-00313,cell-00126,cell-00374"
cell-00403,Tower SOUTHWEST-0403,5G-SA,southeast,29.10002817800076,-120.74148005405033,50,Samsung,2024-08-09 10:39:16.867975,"cell-00197,cell-00273,cell-00446,cell-00443"
cell-00404,Tower NORTHEAST-0404,5G-NSA,southwest,43.75918950991004,-124.48554503430125,150,Nokia,2024-08-10 10:39:16.867975,"cell-00272,cell-00283,cell-00016,cell-00445"
cell-00405,Tower NORTHEAST-0405,4G-LTE,southeast,36.955012341262275,-121.88346378477398,100,Nokia,2024-08-11 10:39:16.867975,"cell-00218,cell-00064,cell-00316"
cell-00406,Tower CENTRAL-0406,5G-NSA,southwest,34.63468453922907,-100.66201061999325,200,Ericsson,2024-08-12 10:39:16.867975,"cell-00390,cell-00234,cell-00421"
cell-00407,Tower SOUTHWEST-0407,5G-SA,southeast,41.25810387555468,-75.6258371863252,200,Samsung,2024-08-13 10:39:16.867975,"cell-00486,cell-00046,cell-00382,cell-00149"
