@timestamp,handoff_id,handoff_type,source_cell_id,target_cell_id,handoff_result,failure_reason,handoff_latency_ms,imsi_hash,mme_host,ue_signal_strength_dbm
2025-11-12 03:10:36.924484,ho-00003007,S1,cell-00245,cell-00180,success,none,105,imsi-979402,mme-so-18,-110
2025-11-12 03:11:16.924484,ho-00003008,X2,cell-00026,cell-00310,timeout,none,61,imsi-159388,mme-no-15,-118
2025-11-12 03:11:56.924484,ho-00003009,S1,cell-00169,cell-00168,success,none,46,imsi-771157,mme-no-17,-74
2025-11-12 03:12:36.924484,ho-00003010,X2,cell-00149,cell-00307,success,none,27,imsi-214493,mme-no-12,-76
2025-11-12 03:13:16.924484,ho-00003011,S1,cell-00074,cell-00151,failure,none,41,imsi-401630,mme-so-09,-77
2025-11-12 03:13:56.924484,ho-00003012,X2,cell-00151,cell-00250,success,none,14,imsi-388760,mme-no-25,-113
2025-11-12 03:14:36.924484,ho-00003013,X2,cell-00130,cell-00333,success,none,81,imsi-743629,mme-so-05,-111
2025-11-12 03:15:16.924484,ho-00003014,S1,cell-00273,cell-00489,success,none,136,imsi-204299,mme-no-22,-80
2025-11-12 03:15:56.924484,ho-00003015,S1,cell-00138,cell-00092,success,none,64,imsi-141465,mme-so-11,-107
2025-11-12 03:16:36.924484,ho-00003016,X2,cell-00017,cell-00488,success,none,87,imsi-703930,mme-so-28,-75
2025-11-12 03:17:16.924484,ho-00003017,S1,cell-00008,cell-00041,success,none,39,imsi-557529,mme-no-15,-119
2025-11-12 03:17:56.924484,ho-00003018,X2,cell-00453,cell-00051,success,none,21,imsi-907025,mme-no-34,-87
2025-11-12 03:18:36.924484,ho-00003019,X2,cell-00471,cell-00225,success,target_cell_congestion,67,imsi-120618,mme-no-04,-116
2025-11-12 03:19:16.924484,ho-00003020,S1,cell-00380,cell-00472,success,none,72,imsi-367186,mme-no-34,-95
2025-11-12 03:19:56.924484,ho-00003021,S1,cell-00121,cell-00014,success,none,53,imsi-755063,mme-ce-21,-80
2025-11-12 03:20:36.924484,ho-00003022,X2,cell-00221,cell-00370,success,weak_signal,27,imsi-634178,mme-no-04,-72
2025-11-12 03:21:16.924484,ho-00003023,X2,cell-00217,cell-00322,success,weak_signal,40,imsi-794232,mme-so-42,-84
2025-11-12 03:21:56.924484,ho-00003024,S1,cell-00332,cell-00277,success,none,105,imsi-672876,mme-no-39,-107
2025-11-12 03:22:36.924484,ho-00003025,X2,cell-00260,cell-00249,success,none,37,imsi-466251,mme-so-50,-82
2025-11-12 03:23:16.924484,ho-00003026,inter-freq,cell-00299,cell-00365,success,none,74,imsi-300840,mme-no-06,-66
2025-11-12 03:23:56.924484,ho-00003027,S1,cell-00268,cell-00402,success,none,70,imsi-615312,mme-so-18,-74
2025-11-12 03:24:36.924484,ho-00003028,S1,cell-00411,cell-00319,success,none,13,imsi-649231,mme-no-15,-107
2025-11-12 03:25:16.924484,ho-00003029,X2,cell-00011,cell-00189,success,none,42,imsi-732943,mme-no-47,-71
2025-11-12 03:25:56.924484,ho-00003030,S1,cell-00015,cell-00046,success,none,117,imsi-946730,mme-ce-41,-86
2025-11-12 03:26:36.924484,ho-00003031,S1,cell-00197,cell-00102,success,none,74,imsi-105467,mme-no-04,-94
2025-11-12 03:27:16.924484,ho-00003032,S1,cell-00465,cell-00243,success,none,10,imsi-220127,mme-ce-41,-99
2025-11-12 03:27:56.924484,ho-00003033,X2,cell-00212,cell-00391,success,none,69,imsi-751763,mme-no-16,-91
2025-11-12 03:28:36.924484,ho-00003034,S1,cell-00304,cell-00284,success,target_cell_congestion,43,imsi-249974,mme-ce-20,-76
2025-11-12 03:29:16.924484,ho-00003035,intra-cell,cell-00446,cell-00487,success,none,99,imsi-858117,mme-no-22,-87
2025-11-12 03:29:56.924484,ho-00003036,X2,cell-00200,cell-00107,timeout,none,167,imsi-808027,mme-no-47,-83
2025-11-12 03:30:36.924484,ho-00003037,S1,cell-00321,cell-00080,success,none,14,imsi-929242,mme-no-29,-69
2025-11-12 03:31:16.924484,ho-00003038,X2,cell-00221,cell-00277,timeout,none,14,imsi-541046,mme-ce-46,-105
2025-11-12 03:31:56.924484,ho-00003039,X2,cell-00055,cell-00132,success,none,39,imsi-605177,mme-so-50,-107
2025-11-12 03:32:36.924484,ho-00003040,S1,cell-00215,cell-00438,timeout,none,13,imsi-794293,mme-no-01,-85
2025-11-12 03:33:16.924484,ho-00003041,S1,cell-00310,cell-00199,success,none,73,imsi-142078,mme-no-17,-94
2025-11-12 03:33:56.924484,ho-00003042,S1,cell-00301,cell-00170,success,none,64,imsi-303136,mme-ce-48,-82
2025-11-12 03:34:36.924484,ho-00003043,intra-cell,cell-00021,cell-00413,success,none,40,imsi-902604,mme-no-29,-69
2025-11-12 03:35:16.924484,ho-00003044,intra-cell,cell-00125,cell-00155,failure,none,32,imsi-315080,mme-ce-21,-84
2025-11-12 03:35:56.924484,ho-00003045,S1,cell-00347,cell-00163,success,none,38,imsi-974463,mme-so-02,-64
2025-11-12 03:36:36.924484,ho-00003046,X2,cell-00159,cell-00257,success,handoff_timeout,32,imsi-560437,mme-so-30,-64
2025-11-12 03:37:16.924484,ho-00003047,X2,cell-00418,cell-00467,success,none,42,imsi-581063,mme-so-30,-113
2025-11-12 03:37:56.924484,ho-00003048,S1,cell-00169,cell-00279,timeout,handoff_timeout,228,imsi-170440,mme-no-34,-78
2025-11-12 03:38:36.924484,ho-00003049,S1,cell-00378,cell-00062,success,none,54,imsi-249506,mme-no-39,-114
2025-11-12 03:39:16.924484,ho-00003050,X2,cell-00440,cell-00434,success,none,114,imsi-512606,mme-no-49,-109
2025-11-12 03:39:56.924484,ho-00003051,S1,cell-00172,cell-00038,success,none,100,imsi-418475,mme-so-28,-75
2025-11-12 03:40:36.924484,ho-00003052,S1,cell-00132,cell-00392,success,none,107,imsi-611617,mme-ce-48,-69
2025-11-12 03:41:16.924484,ho-00003053,S1,cell-00454,cell-00014,success,none,79,imsi-321659,mme-no-07,-114
2025-11-12 03:41:56.924484,ho-00003054,X2,cell-00493,cell-00310,success,none,26,imsi-485790,mme-no-38,-63
2025-11-12 03:42:36.924484,ho-00003055,X2,cell-00025,cell-00377,failure,none,147,imsi-240749,mme-ce-20,-74
2025-11-12 03:43:16.924484,ho-00003056,X2,cell-00161,cell-00284,success,none,244,imsi-962131,mme-so-32,-102
2025-11-12 03:43:56.924484,ho-00003057,S1,cell-00251,cell-00396,failure,none,170,imsi-317906,mme-no-17,-71
2025-11-12 03:44:36.924484,ho-00003058,X2,cell-00347,cell-00066,success,none,92,imsi-694359,mme-ce-44,-81
2025-11-12 03:45:16.924484,ho-00003059,X2,cell-00417,cell-00160,failure,none,70,imsi-986336,mme-no-01,-101
2025-11-12 03:45:56.924484,ho-00003060,S1,cell-00354,cell-00126,success,weak_signal,16,imsi-925269,mme-ce-46,-76
2025-11-12 03:46:36.924484,ho-00003061,S1,cell-00351,cell-00044,failure,none,65,imsi-124188,mme-no-45,-82
2025-11-12 03:47:16.924484,ho-00003062,S1,cell-00064,cell-00329,success,target_cell_congestion,37,imsi-956283,mme-no-16,-73
2025-11-12 03:47:56.924484,ho-00003063,X2,cell-00073,cell-00235,success,none,23,imsi-479274,mme-no-31,-72
2025-11-12 03:48:36.924484,ho-00003064,X2,cell-00038,cell-00031,success,none,65,imsi-910316,mme-no-39,-89
2025-11-12 03:49:16.924484,ho-00003065,S1,cell-00371,cell-00387,success,none,48,imsi-791987,mme-no-07,-117
2025-11-12 03:49:56.924484,ho-00003066,S1,cell-00426,cell-00083,success,none,142,imsi-827439,mme-no-06,-79
2025-11-12 03:50:36.924484,ho-00003067,S1,cell-00084,cell-00494,success,none,71,imsi-601065,mme-so-10,-118
2025-11-12 03:51:16.924484,ho-00003068,S1,cell-00346,cell-00294,success,none,35,imsi-222948,mme-ce-21,-96
2025-11-12 03:51:56.924484,ho-00003069,intra-cell,cell-00187,cell-00043,success,none,88,imsi-975535,mme-so-14,-99
2025-11-12 03:52:36.924484,ho-00003070,intra-cell,cell-00168,cell-00171,success,none,38,imsi-709707,mme-so-18,-109
2025-11-12 03:53:16.924484,ho-00003071,inter-freq,cell-00335,cell-00024,failure,resource_unavailable,32,imsi-209264,mme-so-05,-84
2025-11-12 03:53:56.924484,ho-00003072,S1,cell-00130,cell-00006,success,none,45,imsi-203646,mme-so-50,-110
2025-11-12 03:54:36.924484,ho-00003073,X2,cell-00261,cell-00475,success,none,77,imsi-773622,mme-so-14,-116
2025-11-12 03:55:16.924484,ho-00003074,inter-freq,cell-00262,cell-00420,success,none,27,imsi-916875,mme-no-34,-77
2025-11-12 03:55:56.924484,ho-00003075,X2,cell-00053,cell-00166,success,target_cell_congestion,34,imsi-811160,mme-no-49,-110
2025-11-12 03:56:36.924484,ho-00003076,S1,cell-00442,cell-00177,success,none,72,imsi-486575,mme-so-43,-113
2025-11-12 03:57:16.924484,ho-00003077,S1,cell-00390,cell-00254,success,none,49,imsi-524345,mme-ce-46,-119
2025-11-12 03:57:56.924484,ho-00003078,intra-cell,cell-00037,cell-00367,success,none,72,imsi-128299,mme-ce-44,-97
2025-11-12 03:58:36.924484,ho-00003079,inter-freq,cell-00113,cell-00179,success,none,54,imsi-100230,mme-no-15,-83
2025-11-12 03:59:16.924484,ho-00003080,X2,cell-00498,cell-00095,success,none,87,imsi-219518,mme-no-29,-81
2025-11-12 03:59:56.924484,ho-00003081,X2,cell-00170,cell-00144,success,none,41,imsi-648051,mme-ce-24,-98
2025-11-12 04:00:36.924484,ho-00003082,intra-cell,cell-00390,cell-00368,success,none,28,imsi-158118,mme-ce-41,-117
2025-11-12 04:01:16.924484,ho-00003083,S1,cell-00313,cell-00440,success,none,43,imsi-880932,mme-so-23,-82
2025-11-12 04:01:56.924484,ho-00003084,intra-cell,cell-00056,cell-00005,success,none,43,imsi-486779,mme-no-27,-75
2025-11-12 04:02:36.924484,ho-00003085,X2,cell-00201,cell-00132,success,none,78,imsi-349459,mme-no-13,-65
2025-11-12 04:03:16.924484,ho-00003086,S1,cell-00266,cell-00247,failure,handoff_timeout,31,imsi-401515,mme-no-06,-95
2025-11-12 04:03:56.924484,ho-00003087,S1,cell-00488,cell-00076,success,none,31,imsi-923428,mme-ce-48,-118
2025-11-12 04:04:36.924484,ho-00003088,inter-freq,cell-00002,cell-00204,failure,none,46,imsi-339686,mme-so-43,-70
2025-11-12 04:05:16.924484,ho-00003089,S1,cell-00439,cell-00345,success,none,47,imsi-754466,mme-no-25,-73
2025-11-12 04:05:56.924484,ho-00003090,intra-cell,cell-00497,cell-00349,timeout,none,67,imsi-667322,mme-no-45,-85
2025-11-12 04:06:36.924484,ho-00003091,X2,cell-00364,cell-00303,success,target_cell_congestion,126,imsi-197247,mme-no-39,-69
2025-11-12 04:07:16.924484,ho-00003092,X2,cell-00461,cell-00169,success,none,76,imsi-381082,mme-no-15,-120
2025-11-12 04:07:56.924484,ho-00003093,X2,cell-00496,cell-00220,timeout,none,62,imsi-235881,mme-so-43,-101
2025-11-12 04:08:36.924484,ho-00003094,S1,cell-00497,cell-00267,success,resource_unavailable,108,imsi-589306,mme-so-43,-83
2025-11-12 04:09:16.924484,ho-00003095,inter-freq,cell-00351,cell-00160,success,none,47,imsi-310289,mme-no-47,-97
2025-11-12 04:09:56.924484,ho-00003096,S1,cell-00462,cell-00050,success,none,68,imsi-548435,mme-ce-46,-106
2025-11-12 04:10:36.924484,ho-00003097,X2,cell-00072,cell-00351,success,none,332,imsi-200324,mme-ce-20,-100
2025-11-12 04:11:16.924484,ho-00003098,S1,cell-00008,cell-00307,success,none,95,imsi-696566,mme-no-31,-103
2025-11-12 04:11:56.924484,ho-00003099,X2,cell-00228,cell-00172,success,none,280,imsi-508858,mme-no-15,-93
2025-11-12 04:12:36.924484,ho-00003100,X2,cell-00092,cell-00228,success,none,14,imsi-625224,mme-so-36,-78
2025-11-12 04:13:16.924484,ho-00003101,X2,cell-00043,cell-00027,success,target_cell_congestion,110,imsi-630956,mme-no-01,-110
2025-11-12 04:13:56.924484,ho-00003102,X2,cell-00200,cell-00229,failure,none,8,imsi-244105,mme-so-42,-65
2025-11-12 04:14:36.924484,ho-00003103,X2,cell-00184,cell-00332,success,none,53,imsi-702082,mme-ce-44,-92
2025-11-12 04:15:16.924484,ho-00003104,S1,cell-00454,cell-00222,success,none,35,imsi-508848,mme-ce-41,-65
2025-11-12 04:15:56.924484,ho-00003105,X2,cell-00003,cell-00340,success,none,48,imsi-499724,mme-so-23,-113
2025-11-12 04:16:36.924484,ho-00003106,S1,cell-00447,cell-00475,failure,none,95,imsi-910928,mme-no-04,-71
2025-11-12 04:17:16.924484,ho-00003107,X2,cell-00363,cell-00149,success,target_cell_congestion,10,imsi-601506,mme-no-07,-85
2025-11-12 04:17:56.924484,ho-00003108,intra-cell,cell-00389,cell-00398,success,none,29,imsi-661514,mme-so-03,-77
2025-11-12 04:18:36.924484,ho-00003109,X2,cell-00216,cell-00482,success,none,53,imsi-408717,mme-so-50,-68
2025-11-12 04:19:16.924484,ho-00003110,S1,cell-00099,cell-00061,success,none,34,imsi-806761,mme-no-12,-104
2025-11-12 04:19:56.924484,ho-00003111,X2,cell-00358,cell-00405,success,none,27,imsi-609322,mme-ce-24,-113
2025-11-12 04:20:36.924484,ho-00003112,X2,cell-00380,cell-00060,success,none,26,imsi-583960,mme-no-07,-78
2025-11-12 04:21:16.924484,ho-00003113,S1,cell-00162,cell-00174,success,none,49,imsi-100017,mme-no-07,-65
2025-11-12 04:21:56.924484,ho-00003114,X2,cell-00206,cell-00291,success,none,29,imsi-928645,mme-ce-19,-107
2025-11-12 04:22:36.924484,ho-00003115,X2,cell-00069,cell-00462,timeout,none,261,imsi-544307,mme-no-27,-94
2025-11-12 04:23:16.924484,ho-00003116,inter-freq,cell-00319,cell-00399,success,none,38,imsi-490379,mme-so-28,-95
2025-11-12 04:23:56.924484,ho-00003117,X2,cell-00172,cell-00190,success,none,20,imsi-669178,mme-so-50,-78
2025-11-12 04:24:36.924484,ho-00003118,X2,cell-00480,cell-00057,success,none,90,imsi-563399,mme-so-28,-93
2025-11-12 04:25:16.924484,ho-00003119,X2,cell-00267,cell-00344,success,none,22,imsi-619308,mme-no-39,-92
2025-11-12 04:25:56.924484,ho-00003120,X2,cell-00133,cell-00280,success,none,43,imsi-704384,mme-so-50,-77
2025-11-12 04:26:36.924484,ho-00003121,inter-freq,cell-00291,cell-00465,success,none,91,imsi-197760,mme-ce-46,-85
2025-11-12 04:27:16.924484,ho-00003122,X2,cell-00220,cell-00235,success,none,101,imsi-145241,mme-no-29,-99
2025-11-12 04:27:56.924484,ho-00003123,S1,cell-00053,cell-00302,success,none,51,imsi-187479,mme-no-40,-66
2025-11-12 04:28:36.924484,ho-00003124,S1,cell-00301,cell-00318,success,none,43,imsi-826383,mme-no-49,-108
2025-11-12 04:29:16.924484,ho-00003125,intra-cell,cell-00478,cell-00188,failure,none,35,imsi-589979,mme-so-14,-107
2025-11-12 04:29:56.924484,ho-00003126,X2,cell-00127,cell-00185,success,none,230,imsi-574314,mme-so-36,-81
2025-11-12 04:30:36.924484,ho-00003127,X2,cell-00437,cell-00364,success,none,166,imsi-170144,mme-no-29,-114
2025-11-12 04:31:16.924484,ho-00003128,intra-cell,cell-00050,cell-00028,success,target_cell_congestion,195,imsi-280287,mme-no-45,-109
2025-11-12 04:31:56.924484,ho-00003129,intra-cell,cell-00489,cell-00191,success,target_cell_congestion,77,imsi-213693,mme-no-12,-120
2025-11-12 04:32:36.924484,ho-00003130,S1,cell-00074,cell-00120,success,none,91,imsi-146505,mme-so-28,-105
2025-11-12 04:33:16.924484,ho-00003131,S1,cell-00488,cell-00266,success,none,70,imsi-196657,mme-no-49,-83
2025-11-12 04:33:56.924484,ho-00003132,intra-cell,cell-00271,cell-00494,success,none,63,imsi-279284,mme-no-49,-80
2025-11-12 04:34:36.924484,ho-00003133,S1,cell-00311,cell-00482,failure,none,22,imsi-787001,mme-no-34,-74
2025-11-12 04:35:16.924484,ho-00003134,inter-freq,cell-00182,cell-00430,success,none,13,imsi-982101,mme-no-22,-113
2025-11-12 04:35:56.924484,ho-00003135,S1,cell-00350,cell-00118,success,none,51,imsi-590123,mme-no-07,-115
2025-11-12 04:36:36.924484,ho-00003136,inter-freq,cell-00234,cell-00438,success,resource_unavailable,75,imsi-958795,mme-so-50,-114
2025-11-12 04:37:16.924484,ho-00003137,intra-cell,cell-00407,cell-00462,success,none,34,imsi-280730,mme-so-32,-85
2025-11-12 04:37:56.924484,ho-00003138,S1,cell-00414,cell-00165,success,handoff_timeout,45,imsi-740301,mme-ce-21,-101
2025-11-12 04:38:36.924484,ho-00003139,S1,cell-00249,cell-00231,success,none,37,imsi-136742,mme-no-27,-61
2025-11-12 04:39:16.924484,ho-00003140,S1,cell-00195,cell-00005,success,none,61,imsi-903601,mme-no-31,-97
2025-11-12 04:39:56.924484,ho-00003141,X2,cell-00335,cell-00100,success,none,43,imsi-811496,mme-no-38,-66
2025-11-12 04:40:36.924484,ho-00003142,X2,cell-00391,cell-00196,success,handoff_timeout,15,imsi-412442,mme-no-01,-103
2025-11-12 04:41:16.924484,ho-00003143,S1,cell-00091,cell-00054,success,none,18,imsi-470922,mme-no-38,-81
2025-11-12 04:41:56.924484,ho-00003144,X2,cell-00280,cell-00460,success,none,42,imsi-905954,mme-ce-48,-105
2025-11-12 04:42:36.924484,ho-00003145,S1,cell-00414,cell-00210,success,none,156,imsi-277011,mme-so-32,-118
2025-11-12 04:43:16.924484,ho-00003146,X2,cell-00242,cell-00303,success,none,44,imsi-172984,mme-no-33,-77
2025-11-12 04:43:56.924484,ho-00003147,intra-cell,cell-00196,cell-00367,success,none,25,imsi-864882,mme-no-37,-85
2025-11-12 04:44:36.924484,ho-00003148,S1,cell-00241,cell-00185,success,none,62,imsi-115798,mme-so-50,-113
2025-11-12 04:45:16.924484,ho-00003149,intra-cell,cell-00305,cell-00301,success,none,63,imsi-253322,mme-no-07,-120
2025-11-12 04:45:56.924484,ho-00003150,X2,cell-00321,cell-00194,success,none,72,imsi-675330,mme-so-05,-111
2025-11-12 04:46:36.924484,ho-00003151,X2,cell-00394,cell-00144,success,none,136,imsi-724566,mme-no-38,-109
2025-11-12 04:47:16.924484,ho-00003152,X2,cell-00459,cell-00236,success,none,87,imsi-672754,mme-ce-24,-114
2025-11-12 04:47:56.924484,ho-00003153,S1,cell-00017,cell-00246,success,none,108,imsi-856912,mme-so-50,-101
2025-11-12 04:48:36.924484,ho-00003154,intra-cell,cell-00097,cell-00384,success,handoff_timeout,33,imsi-428828,mme-ce-44,-104
2025-11-12 04:49:16.924484,ho-00003155,S1,cell-00397,cell-00097,success,none,24,imsi-179560,mme-no-47,-91
2025-11-12 04:49:56.924484,ho-00003156,X2,cell-00278,cell-00121,success,none,69,imsi-614999,mme-no-31,-80
2025-11-12 04:50:36.924484,ho-00003157,X2,cell-00309,cell-00402,success,none,80,imsi-152142,mme-no-37,-77
2025-11-12 04:51:16.924484,ho-00003158,X2,cell-00070,cell-00194,failure,none,88,imsi-283966,mme-no-13,-65
2025-11-12 04:51:56.924484,ho-00003159,X2,cell-00265,cell-00403,success,none,178,imsi-227967,mme-no-25,-118
2025-11-12 04:52:36.924484,ho-00003160,S1,cell-00425,cell-00045,success,none,15,imsi-968801,mme-so-30,-85
2025-11-12 04:53:16.924484,ho-00003161,X2,cell-00111,cell-00251,success,none,31,imsi-895726,mme-ce-24,-90
2025-11-12 04:53:56.924484,ho-00003162,X2,cell-00294,cell-00215,success,weak_signal,62,imsi-667288,mme-no-45,-113
2025-11-12 04:54:36.924484,ho-00003163,S1,cell-00146,cell-00284,success,none,29,imsi-458381,mme-no-31,-107
2025-11-12 04:55:16.924484,ho-00003164,X2,cell-00317,cell-00257,failure,none,27,imsi-320102,mme-so-50,-83
2025-11-12 04:55:56.924484,ho-00003165,X2,cell-00220,cell-00109,failure,none,23,imsi-164063,mme-no-40,-97
2025-11-12 04:56:36.924484,ho-00003166,intra-cell,cell-00295,cell-00398,success,resource_unavailable,142,imsi-481098,mme-no-17,-88
2025-11-12 04:57:16.924484,ho-00003167,S1,cell-00471,cell-00081,success,none,31,imsi-191418,mme-so-02,-86
2025-11-12 04:57:56.924484,ho-00003168,S1,cell-00283,cell-00058,success,none,33,imsi-251662,mme-ce-48,-68
2025-11-12 04:58:36.924484,ho-00003169,S1,cell-00057,cell-00196,success,resource_unavailable,30,imsi-543611,mme-no-37,-110
2025-11-12 04:59:16.924484,ho-00003170,X2,cell-00443,cell-00417,success,none,26,imsi-409476,mme-so-05,-89
2025-11-12 04:59:56.924484,ho-00003171,intra-cell,cell-00464,cell-00402,success,none,38,imsi-665149,mme-no-07,-109
2025-11-12 05:00:36.924484,ho-00003172,inter-freq,cell-00126,cell-00285,success,none,56,imsi-981943,mme-ce-21,-120
2025-11-12 05:01:16.924484,ho-00003173,X2,cell-00270,cell-00240,success,none,28,imsi-220028,mme-so-10,-119
2025-11-12 05:01:56.924484,ho-00003174,X2,cell-00195,cell-00443,success,none,76,imsi-303603,mme-so-36,-96
2025-11-12 05:02:36.924484,ho-00003175,X2,cell-00407,cell-00250,success,none,174,imsi-904456,mme-no-45,-112
2025-11-12 05:03:16.924484,ho-00003176,X2,cell-00225,cell-00241,success,none,67,imsi-565374,mme-no-29,-107
2025-11-12 05:03:56.924484,ho-00003177,intra-cell,cell-00325,cell-00477,success,none,45,imsi-867450,mme-no-25,-66
2025-11-12 05:04:36.924484,ho-00003178,X2,cell-00159,cell-00205,success,none,45,imsi-627027,mme-ce-26,-71
2025-11-12 05:05:16.924484,ho-00003179,X2,cell-00045,cell-00039,success,none,60,imsi-104346,mme-ce-44,-103
2025-11-12 05:05:56.924484,ho-00003180,X2,cell-00417,cell-00300,success,none,52,imsi-941035,mme-ce-20,-117
2025-11-12 05:06:36.924484,ho-00003181,X2,cell-00066,cell-00222,success,none,27,imsi-404225,mme-no-40,-88
2025-11-12 05:07:16.924484,ho-00003182,X2,cell-00063,cell-00364,success,none,41,imsi-365516,mme-no-27,-114
2025-11-12 05:07:56.924484,ho-00003183,X2,cell-00245,cell-00267,success,resource_unavailable,50,imsi-721119,mme-no-34,-103
2025-11-12 05:08:36.924484,ho-00003184,S1,cell-00438,cell-00194,success,none,92,imsi-433201,mme-ce-21,-62
2025-11-12 05:09:16.924484,ho-00003185,X2,cell-00459,cell-00403,success,none,81,imsi-708313,mme-so-43,-110
2025-11-12 05:09:56.924484,ho-00003186,X2,cell-00446,cell-00192,success,none,108,imsi-315226,mme-no-38,-105
2025-11-12 05:10:36.924484,ho-00003187,X2,cell-00054,cell-00186,success,none,189,imsi-626675,mme-so-03,-63
2025-11-12 05:11:16.924484,ho-00003188,X2,cell-00007,cell-00373,success,none,14,imsi-230380,mme-no-15,-98
2025-11-12 05:11:56.924484,ho-00003189,X2,cell-00237,cell-00368,success,none,44,imsi-374795,mme-ce-26,-96
2025-11-12 05:12:36.924484,ho-00003190,S1,cell-00474,cell-00465,success,none,62,imsi-600251,mme-no-17,-98
2025-11-12 05:13:16.924484,ho-00003191,S1,cell-00100,cell-00218,success,none,44,imsi-667383,mme-so-42,-76
2025-11-12 05:13:56.924484,ho-00003192,S1,cell-00030,cell-00390,success,none,25,imsi-211018,mme-no-12,-87
2025-11-12 05:14:36.924484,ho-00003193,S1,cell-00014,cell-00056,success,none,34,imsi-858120,mme-so-11,-61
2025-11-12 05:15:16.924484,ho-00003194,X2,cell-00156,cell-00426,success,resource_unavailable,143,imsi-203034,mme-no-39,-91
2025-11-12 05:15:56.924484,ho-00003195,X2,cell-00477,cell-00256,success,none,47,imsi-914134,mme-no-49,-83
2025-11-12 05:16:36.924484,ho-00003196,X2,cell-00250,cell-00474,success,target_cell_congestion,53,imsi-510204,mme-no-04,-83
2025-11-12 05:17:16.924484,ho-00003197,X2,cell-00157,cell-00221,success,none,169,imsi-153067,mme-ce-48,-86
2025-11-12 05:17:56.924484,ho-00003198,S1,cell-00017,cell-00240,failure,none,77,imsi-805989,mme-no-25,-104
2025-11-12 05:18:36.924484,ho-00003199,S1,cell-00240,cell-00170,success,none,25,imsi-496008,mme-so-35,-70
2025-11-12 05:19:16.924484,ho-00003200,S1,cell-00486,cell-00277,success,none,22,imsi-776183,mme-ce-46,-106
2025-11-12 05:19:56.924484,ho-00003201,X2,cell-00172,cell-00172,success,none,33,imsi-847307,mme-no-13,-104
2025-11-12 05:20:36.924484,ho-00003202,S1,cell-00066,cell-00219,timeout,none,33,imsi-156310,mme-so-36,-113
2025-11-12 05:21:16.924484,ho-00003203,S1,cell-00018,cell-00442,success,none,66,imsi-310509,mme-so-05,-64
2025-11-12 05:21:56.924484,ho-00003204,X2,cell-00311,cell-00362,success,none,34,imsi-750323,mme-no-12,-116
2025-11-12 05:22:36.924484,ho-00003205,intra-cell,cell-00295,cell-00293,success,none,31,imsi-487534,mme-ce-46,-113
2025-11-12 05:23:16.924484,ho-00003206,X2,cell-00374,cell-00289,success,none,38,imsi-850976,mme-no-45,-117
2025-11-12 05:23:56.924484,ho-00003207,X2,cell-00130,cell-00472,success,none,99,imsi-390357,mme-so-35,-107
2025-11-12 05:24:36.924484,ho-00003208,S1,cell-00034,cell-00486,success,none,45,imsi-802526,mme-so-43,-72
2025-11-12 05:25:16.924484,ho-00003209,intra-cell,cell-00122,cell-00112,success,none,54,imsi-723295,mme-no-45,-108
2025-11-12 05:25:56.924484,ho-00003210,intra-cell,cell-00275,cell-00093,success,none,66,imsi-427102,mme-no-49,-71
2025-11-12 05:26:36.924484,ho-00003211,S1,cell-00044,cell-00445,success,none,145,imsi-870139,mme-so-10,-69
2025-11-12 05:27:16.924484,ho-00003212,inter-freq,cell-00107,cell-00120,success,none,75,imsi-476591,mme-so-36,-100
2025-11-12 05:27:56.924484,ho-00003213,intra-cell,cell-00420,cell-00154,success,none,88,imsi-920733,mme-so-30,-102
2025-11-12 05:28:36.924484,ho-00003214,X2,cell-00449,cell-00497,success,none,137,imsi-991765,mme-no-34,-115
2025-11-12 05:29:16.924484,ho-00003215,S1,cell-00128,cell-00413,success,none,70,imsi-573301,mme-no-38,-99
2025-11-12 05:29:56.924484,ho-00003216,X2,cell-00164,cell-00451,success,target_cell_congestion,21,imsi-634404,mme-no-37,-84
2025-11-12 05:30:36.924484,ho-00003217,X2,cell-00018,cell-00448,success,none,42,imsi-241211,mme-so-10,-104
2025-11-12 05:31:16.924484,ho-00003218,X2,cell-00143,cell-00183,success,none,46,imsi-235953,mme-ce-41,-79
2025-11-12 05:31:56.924484,ho-00003219,X2,cell-00012,cell-00172,success,none,50,imsi-434667,mme-so-09,-92
2025-11-12 05:32:36.924484,ho-00003220,X2,cell-00413,cell-00492,failure,none,54,imsi-617907,mme-ce-20,-106
2025-11-12 05:33:16.924484,ho-00003221,intra-cell,cell-00259,cell-00372,success,none,39,imsi-363546,mme-so-30,-97
2025-11-12 05:33:56.924484,ho-00003222,S1,cell-00017,cell-00429,success,none,35,imsi-885134,mme-so-36,-81
2025-11-12 05:34:36.924484,ho-00003223,X2,cell-00360,cell-00011,success,none,133,imsi-846290,mme-no-25,-94
2025-11-12 05:35:16.924484,ho-00003224,X2,cell-00091,cell-00225,success,none,28,imsi-586254,mme-ce-19,-84
2025-11-12 05:35:56.924484,ho-00003225,S1,cell-00205,cell-00434,success,none,94,imsi-540679,mme-no-45,-109
2025-11-12 05:36:36.924484,ho-00003226,X2,cell-00247,cell-00097,success,handoff_timeout,77,imsi-658221,mme-no-33,-78
2025-11-12 05:37:16.924484,ho-00003227,S1,cell-00266,cell-00083,success,none,49,imsi-705712,mme-no-22,-105
2025-11-12 05:37:56.924484,ho-00003228,S1,cell-00319,cell-00154,success,none,97,imsi-511124,mme-no-17,-109
