@timestamp,event_id,mme_host,cluster_id,datacenter,procedure_type,procedure_result,procedure_latency_ms,cell_id,tracking_area_code,imsi_hash,reject_cause,s1ap_message_type,signaling_interface,message_direction
2025-11-12 11:19:16.875763,evt-00004320,mme-no-47,cluster-east-1,dc-seattle,Detach,failure,96,cell-00291,tac-0085,imsi-154791,congestion,UEContextRelease,S10,downlink
2025-11-12 11:19:46.875763,evt-00004321,mme-no-37,cluster-east-2,dc-seattle,Attach,success,301,cell-00186,tac-0043,imsi-220525,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-12 11:20:16.875763,evt-00004322,mme-no-07,cluster-west-2,dc-atlanta,Service Request,success,553,cell-00434,tac-0090,imsi-954927,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 11:20:46.875763,evt-00004323,mme-so-14,cluster-central,dc-chicago,Attach,success,55,cell-00444,tac-0032,imsi-853504,roaming_not_allowed,InitialUEMessage,S6a,uplink
2025-11-12 11:21:16.875763,evt-00004324,mme-no-25,cluster-west-1,dc-atlanta,TAU,success,159,cell-00327,tac-0089,imsi-104624,network_failure,UEContextRelease,S11,uplink
2025-11-12 11:21:46.875763,evt-00004325,mme-ce-44,cluster-central,dc-seattle,TAU,success,51,cell-00024,tac-0078,imsi-186034,no_reject,UplinkNASTransport,S6a,uplink
2025-11-12 11:22:16.875763,evt-00004326,mme-no-47,cluster-east-2,dc-chicago,Service Request,success,51,cell-00212,tac-0050,imsi-989056,no_reject,UEContextRelease,S11,uplink
2025-11-12 11:22:46.875763,evt-00004327,mme-no-38,cluster-east-1,dc-newyork,Attach,success,112,cell-00442,tac-0017,imsi-385173,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 11:23:16.875763,evt-00004328,mme-no-37,cluster-west-2,dc-atlanta,Attach,success,38,cell-00075,tac-0027,imsi-463710,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-12 11:23:46.875763,evt-00004329,mme-ce-24,cluster-east-2,dc-newyork,Service Request,timeout,32,cell-00411,tac-0075,imsi-683716,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 11:24:16.875763,evt-00004330,mme-no-27,cluster-west-2,dc-atlanta,Attach,success,329,cell-00262,tac-0060,imsi-207945,congestion,InitialContextSetup,S6a,uplink
2025-11-12 11:24:46.875763,evt-00004331,mme-no-33,cluster-west-2,dc-chicago,Attach,success,106,cell-00476,tac-0095,imsi-763316,no_reject,UEContextRelease,S1-MME,uplink
2025-11-12 11:25:16.875763,evt-00004332,mme-so-14,cluster-central,dc-newyork,TAU,success,69,cell-00347,tac-0034,imsi-335265,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 11:25:46.875763,evt-00004333,mme-ce-41,cluster-east-1,dc-seattle,Service Request,success,47,cell-00319,tac-0089,imsi-867957,network_failure,InitialContextSetup,S1-MME,uplink
2025-11-12 11:26:16.875763,evt-00004334,mme-so-35,cluster-central,dc-chicago,TAU,success,38,cell-00238,tac-0095,imsi-582530,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 11:26:46.875763,evt-00004335,mme-no-15,cluster-east-1,dc-newyork,TAU,success,42,cell-00292,tac-0022,imsi-471995,no_reject,InitialUEMessage,S10,downlink
2025-11-12 11:27:16.875763,evt-00004336,mme-so-02,cluster-east-1,dc-seattle,TAU,success,33,cell-00176,tac-0010,imsi-571604,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 11:27:46.875763,evt-00004337,mme-no-08,cluster-central,dc-newyork,Service Request,success,217,cell-00094,tac-0037,imsi-687462,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 11:28:16.875763,evt-00004338,mme-no-31,cluster-central,dc-chicago,Service Request,success,308,cell-00356,tac-0066,imsi-260830,no_reject,UEContextRelease,S1-MME,uplink
2025-11-12 11:28:46.875763,evt-00004339,mme-no-39,cluster-west-2,dc-dallas,Service Request,failure,71,cell-00268,tac-0036,imsi-591903,network_failure,DownlinkNASTransport,S6a,uplink
2025-11-12 11:29:16.875763,evt-00004340,mme-so-23,cluster-west-2,dc-atlanta,Attach,timeout,55,cell-00222,tac-0004,imsi-107487,congestion,InitialContextSetup,S6a,downlink
2025-11-12 11:29:46.875763,evt-00004341,mme-no-45,cluster-central,dc-newyork,TAU,success,175,cell-00452,tac-0025,imsi-780672,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-12 11:30:16.875763,evt-00004342,mme-so-03,cluster-east-2,dc-newyork,Attach,success,27,cell-00052,tac-0048,imsi-292090,no_reject,UplinkNASTransport,S6a,downlink
2025-11-12 11:30:46.875763,evt-00004343,mme-no-08,cluster-west-2,dc-atlanta,Bearer Modification,success,160,cell-00097,tac-0096,imsi-840695,roaming_not_allowed,InitialUEMessage,S1-MME,downlink
2025-11-12 11:31:16.875763,evt-00004344,mme-so-30,cluster-west-2,dc-newyork,Attach,success,304,cell-00192,tac-0077,imsi-483987,roaming_not_allowed,InitialContextSetup,S1-MME,uplink
2025-11-12 11:31:46.875763,evt-00004345,mme-ce-44,cluster-east-1,dc-atlanta,TAU,success,178,cell-00173,tac-0035,imsi-409881,no_reject,UEContextRelease,S1-MME,downlink
2025-11-12 11:32:16.875763,evt-00004346,mme-no-45,cluster-west-2,dc-chicago,Detach,success,108,cell-00013,tac-0053,imsi-999374,no_reject,InitialContextSetup,S10,uplink
2025-11-12 11:32:46.875763,evt-00004347,mme-ce-21,cluster-central,dc-seattle,Attach,success,26,cell-00280,tac-0086,imsi-881863,no_reject,UEContextRelease,S1-MME,downlink
2025-11-12 11:33:16.875763,evt-00004348,mme-no-29,cluster-west-2,dc-dallas,Attach,success,152,cell-00018,tac-0029,imsi-912650,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-12 11:33:46.875763,evt-00004349,mme-so-23,cluster-east-2,dc-atlanta,TAU,success,67,cell-00223,tac-0049,imsi-744651,no_reject,UplinkNASTransport,S10,uplink
2025-11-12 11:34:16.875763,evt-00004350,mme-no-06,cluster-west-1,dc-newyork,Attach,success,36,cell-00162,tac-0044,imsi-122485,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 11:34:46.875763,evt-00004351,mme-so-23,cluster-central,dc-dallas,TAU,success,278,cell-00230,tac-0060,imsi-132241,auth_failure,InitialUEMessage,S11,downlink
2025-11-12 11:35:16.875763,evt-00004352,mme-no-06,cluster-east-1,dc-newyork,Bearer Modification,success,58,cell-00487,tac-0019,imsi-374888,congestion,InitialContextSetup,S6a,downlink
2025-11-12 11:35:46.875763,evt-00004353,mme-so-11,cluster-east-1,dc-dallas,Attach,rejected,334,cell-00228,tac-0088,imsi-662753,congestion,DownlinkNASTransport,S6a,downlink
2025-11-12 11:36:16.875763,evt-00004354,mme-so-02,cluster-west-2,dc-seattle,PDN Connectivity,failure,29,cell-00468,tac-0059,imsi-223012,no_reject,InitialUEMessage,S11,downlink
2025-11-12 11:36:46.875763,evt-00004355,mme-ce-44,cluster-west-1,dc-seattle,Attach,success,27,cell-00315,tac-0023,imsi-541240,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-12 11:37:16.875763,evt-00004356,mme-ce-46,cluster-east-1,dc-seattle,Service Request,success,453,cell-00245,tac-0084,imsi-175281,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 11:37:46.875763,evt-00004357,mme-no-31,cluster-west-2,dc-dallas,Bearer Modification,success,98,cell-00332,tac-0065,imsi-766235,no_reject,UEContextRelease,S11,uplink
2025-11-12 11:38:16.875763,evt-00004358,mme-so-14,cluster-central,dc-atlanta,TAU,success,54,cell-00208,tac-0033,imsi-575954,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-12 11:38:46.875763,evt-00004359,mme-so-28,cluster-west-2,dc-newyork,TAU,success,59,cell-00030,tac-0073,imsi-233388,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-12 11:39:16.875763,evt-00004360,mme-ce-26,cluster-central,dc-chicago,Detach,failure,96,cell-00323,tac-0099,imsi-430606,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 11:39:46.875763,evt-00004361,mme-ce-19,cluster-east-1,dc-newyork,Attach,success,96,cell-00262,tac-0063,imsi-887422,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 11:40:16.875763,evt-00004362,mme-ce-19,cluster-west-1,dc-dallas,Service Request,timeout,297,cell-00468,tac-0088,imsi-378672,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-12 11:40:46.875763,evt-00004363,mme-no-17,cluster-east-2,dc-chicago,Service Request,failure,45,cell-00484,tac-0036,imsi-795041,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-12 11:41:16.875763,evt-00004364,mme-so-42,cluster-west-1,dc-dallas,Service Request,success,128,cell-00416,tac-0059,imsi-580255,no_reject,InitialContextSetup,S6a,downlink
2025-11-12 11:41:46.875763,evt-00004365,mme-so-42,cluster-east-2,dc-atlanta,TAU,success,679,cell-00184,tac-0038,imsi-737708,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-12 11:42:16.875763,evt-00004366,mme-so-09,cluster-west-1,dc-chicago,Service Request,success,34,cell-00248,tac-0060,imsi-952925,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 11:42:46.875763,evt-00004367,mme-no-06,cluster-west-1,dc-newyork,TAU,success,85,cell-00167,tac-0084,imsi-613341,no_reject,InitialUEMessage,S6a,downlink
2025-11-12 11:43:16.875763,evt-00004368,mme-no-45,cluster-central,dc-atlanta,PDN Connectivity,success,64,cell-00218,tac-0025,imsi-757712,network_failure,UEContextRelease,S11,uplink
2025-11-12 11:43:46.875763,evt-00004369,mme-no-47,cluster-east-2,dc-chicago,Attach,success,74,cell-00205,tac-0077,imsi-738093,no_reject,InitialContextSetup,S10,uplink
2025-11-12 11:44:16.875763,evt-00004370,mme-so-23,cluster-east-1,dc-newyork,TAU,failure,336,cell-00128,tac-0048,imsi-819945,auth_failure,InitialContextSetup,S10,uplink
2025-11-12 11:44:46.875763,evt-00004371,mme-ce-24,cluster-east-1,dc-chicago,PDN Connectivity,success,58,cell-00038,tac-0041,imsi-530878,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 11:45:16.875763,evt-00004372,mme-so-10,cluster-central,dc-newyork,Service Request,success,107,cell-00487,tac-0043,imsi-200499,no_reject,UplinkNASTransport,S6a,downlink
2025-11-12 11:45:46.875763,evt-00004373,mme-so-11,cluster-central,dc-newyork,Service Request,success,96,cell-00462,tac-0081,imsi-149980,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 11:46:16.875763,evt-00004374,mme-so-14,cluster-central,dc-chicago,TAU,success,201,cell-00500,tac-0009,imsi-856780,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 11:46:46.875763,evt-00004375,mme-so-10,cluster-east-2,dc-seattle,Attach,success,118,cell-00367,tac-0093,imsi-157492,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-12 11:47:16.875763,evt-00004376,mme-no-25,cluster-west-1,dc-dallas,TAU,success,174,cell-00234,tac-0006,imsi-926047,no_reject,InitialContextSetup,S1-MME,uplink
2025-11-12 11:47:46.875763,evt-00004377,mme-no-38,cluster-east-2,dc-seattle,Service Request,success,46,cell-00238,tac-0052,imsi-911528,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 11:48:16.875763,evt-00004378,mme-no-25,cluster-east-2,dc-newyork,TAU,success,48,cell-00055,tac-0007,imsi-302924,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 11:48:46.875763,evt-00004379,mme-no-29,cluster-east-1,dc-seattle,PDN Connectivity,success,38,cell-00024,tac-0013,imsi-646750,network_failure,InitialContextSetup,S1-MME,downlink
2025-11-12 11:49:16.875763,evt-00004380,mme-no-15,cluster-central,dc-chicago,Attach,success,68,cell-00155,tac-0086,imsi-501813,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 11:49:46.875763,evt-00004381,mme-no-04,cluster-east-2,dc-atlanta,Service Request,success,165,cell-00284,tac-0003,imsi-752306,no_reject,InitialContextSetup,S6a,downlink
2025-11-12 11:50:16.875763,evt-00004382,mme-no-40,cluster-west-2,dc-atlanta,TAU,success,45,cell-00246,tac-0061,imsi-604932,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 11:50:46.875763,evt-00004383,mme-no-39,cluster-east-1,dc-chicago,Service Request,success,26,cell-00410,tac-0065,imsi-222495,no_reject,InitialUEMessage,S11,uplink
2025-11-12 11:51:16.875763,evt-00004384,mme-no-22,cluster-central,dc-seattle,TAU,success,87,cell-00461,tac-0099,imsi-106613,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 11:51:46.875763,evt-00004385,mme-no-34,cluster-central,dc-newyork,Service Request,success,36,cell-00228,tac-0072,imsi-129889,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 11:52:16.875763,evt-00004386,mme-no-25,cluster-west-2,dc-seattle,Attach,success,102,cell-00101,tac-0006,imsi-240888,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 11:52:46.875763,evt-00004387,mme-ce-46,cluster-east-2,dc-newyork,TAU,success,56,cell-00457,tac-0065,imsi-309953,no_reject,UplinkNASTransport,S6a,uplink
2025-11-12 11:53:16.875763,evt-00004388,mme-so-30,cluster-west-2,dc-chicago,Bearer Modification,timeout,114,cell-00243,tac-0092,imsi-341252,no_reject,UEContextRelease,S6a,uplink
2025-11-12 11:53:46.875763,evt-00004389,mme-no-33,cluster-east-1,dc-dallas,PDN Connectivity,success,210,cell-00302,tac-0042,imsi-804452,auth_failure,UplinkNASTransport,S1-MME,downlink
2025-11-12 11:54:16.875763,evt-00004390,mme-no-38,cluster-central,dc-dallas,Bearer Modification,success,41,cell-00255,tac-0085,imsi-597244,network_failure,DownlinkNASTransport,S1-MME,downlink
2025-11-12 11:54:46.875763,evt-00004391,mme-no-40,cluster-east-2,dc-newyork,Service Request,success,68,cell-00358,tac-0090,imsi-370709,congestion,InitialUEMessage,S1-MME,downlink
2025-11-12 11:55:16.875763,evt-00004392,mme-ce-48,cluster-central,dc-newyork,Service Request,success,73,cell-00337,tac-0083,imsi-427522,congestion,InitialContextSetup,S6a,uplink
2025-11-12 11:55:46.875763,evt-00004393,mme-no-38,cluster-west-1,dc-chicago,TAU,success,290,cell-00066,tac-0002,imsi-154268,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 11:56:16.875763,evt-00004394,mme-so-09,cluster-central,dc-dallas,Attach,success,92,cell-00286,tac-0063,imsi-592852,no_reject,InitialUEMessage,S11,downlink
2025-11-12 11:56:46.875763,evt-00004395,mme-ce-26,cluster-central,dc-seattle,TAU,success,42,cell-00375,tac-0044,imsi-604233,roaming_not_allowed,InitialUEMessage,S6a,uplink
2025-11-12 11:57:16.875763,evt-00004396,mme-so-50,cluster-west-2,dc-newyork,Service Request,success,120,cell-00386,tac-0086,imsi-571757,no_reject,InitialUEMessage,S6a,downlink
2025-11-12 11:57:46.875763,evt-00004397,mme-ce-26,cluster-east-1,dc-newyork,PDN Connectivity,success,189,cell-00444,tac-0031,imsi-295896,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 11:58:16.875763,evt-00004398,mme-so-03,cluster-east-2,dc-dallas,Bearer Modification,success,87,cell-00152,tac-0053,imsi-317643,no_reject,UEContextRelease,S1-MME,downlink
2025-11-12 11:58:46.875763,evt-00004399,mme-no-40,cluster-central,dc-dallas,TAU,success,54,cell-00369,tac-0088,imsi-226275,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 11:59:16.875763,evt-00004400,mme-no-31,cluster-central,dc-dallas,Service Request,success,99,cell-00114,tac-0091,imsi-608297,network_failure,DownlinkNASTransport,S1-MME,downlink
2025-11-12 11:59:46.875763,evt-00004401,mme-so-05,cluster-central,dc-seattle,Service Request,success,77,cell-00145,tac-0048,imsi-780390,no_reject,UEContextRelease,S1-MME,uplink
2025-11-12 12:00:16.875763,evt-00004402,mme-so-10,cluster-central,dc-atlanta,Attach,success,111,cell-00055,tac-0028,imsi-972259,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 12:00:46.875763,evt-00004403,mme-ce-26,cluster-central,dc-chicago,TAU,success,41,cell-00290,tac-0085,imsi-930780,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-12 12:01:16.875763,evt-00004404,mme-ce-20,cluster-west-1,dc-newyork,Attach,success,132,cell-00321,tac-0031,imsi-524391,congestion,InitialUEMessage,S6a,uplink
2025-11-12 12:01:46.875763,evt-00004405,mme-ce-48,cluster-west-1,dc-newyork,Attach,timeout,61,cell-00275,tac-0087,imsi-582294,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-12 12:02:16.875763,evt-00004406,mme-no-31,cluster-west-1,dc-seattle,TAU,success,144,cell-00134,tac-0073,imsi-102260,no_reject,InitialContextSetup,S6a,downlink
2025-11-12 12:02:46.875763,evt-00004407,mme-so-05,cluster-east-2,dc-chicago,Detach,success,77,cell-00050,tac-0056,imsi-156370,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-12 12:03:16.875763,evt-00004408,mme-no-27,cluster-west-2,dc-dallas,Service Request,success,139,cell-00302,tac-0007,imsi-836606,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-12 12:03:46.875763,evt-00004409,mme-ce-26,cluster-east-2,dc-newyork,Attach,success,102,cell-00343,tac-0019,imsi-767132,no_reject,UEContextRelease,S1-MME,downlink
2025-11-12 12:04:16.875763,evt-00004410,mme-so-43,cluster-west-1,dc-dallas,Service Request,success,194,cell-00263,tac-0016,imsi-740217,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 12:04:46.875763,evt-00004411,mme-no-37,cluster-west-2,dc-atlanta,TAU,success,123,cell-00337,tac-0095,imsi-582218,no_reject,InitialUEMessage,S11,uplink
2025-11-12 12:05:16.875763,evt-00004412,mme-so-09,cluster-central,dc-seattle,Attach,success,213,cell-00168,tac-0064,imsi-334497,congestion,InitialUEMessage,S1-MME,uplink
2025-11-12 12:05:46.875763,evt-00004413,mme-ce-48,cluster-west-2,dc-dallas,Service Request,success,121,cell-00338,tac-0071,imsi-671694,network_failure,InitialUEMessage,S1-MME,uplink
2025-11-12 12:06:16.875763,evt-00004414,mme-so-35,cluster-east-2,dc-seattle,PDN Connectivity,success,47,cell-00458,tac-0043,imsi-733549,no_reject,DownlinkNASTransport,S11,uplink
2025-11-12 12:06:46.875763,evt-00004415,mme-no-38,cluster-east-1,dc-atlanta,Detach,success,65,cell-00418,tac-0060,imsi-616937,no_reject,InitialUEMessage,S6a,uplink
2025-11-12 12:07:16.875763,evt-00004416,mme-so-35,cluster-central,dc-atlanta,TAU,failure,58,cell-00363,tac-0024,imsi-852666,no_reject,DownlinkNASTransport,S11,uplink
2025-11-12 12:07:46.875763,evt-00004417,mme-no-45,cluster-west-1,dc-chicago,Bearer Modification,success,65,cell-00381,tac-0094,imsi-662255,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-12 12:08:16.875763,evt-00004418,mme-so-05,cluster-central,dc-chicago,Attach,success,59,cell-00160,tac-0094,imsi-404196,network_failure,UplinkNASTransport,S6a,uplink
2025-11-12 12:08:46.875763,evt-00004419,mme-so-35,cluster-west-2,dc-newyork,Bearer Modification,rejected,162,cell-00452,tac-0024,imsi-801926,no_reject,DownlinkNASTransport,S1-MME,downlink
2025-11-12 12:09:16.875763,evt-00004420,mme-no-31,cluster-east-1,dc-newyork,PDN Connectivity,success,366,cell-00342,tac-0077,imsi-544522,no_reject,UplinkNASTransport,S10,uplink
2025-11-12 12:09:46.875763,evt-00004421,mme-ce-48,cluster-west-1,dc-atlanta,PDN Connectivity,success,254,cell-00390,tac-0068,imsi-986372,no_reject,UEContextRelease,S1-MME,downlink
2025-11-12 12:10:16.875763,evt-00004422,mme-so-10,cluster-east-2,dc-atlanta,Attach,timeout,54,cell-00464,tac-0060,imsi-227901,no_reject,DownlinkNASTransport,S10,downlink
2025-11-12 12:10:46.875763,evt-00004423,mme-no-22,cluster-central,dc-dallas,TAU,success,212,cell-00379,tac-0073,imsi-705954,no_reject,UEContextRelease,S1-MME,uplink
2025-11-12 12:11:16.875763,evt-00004424,mme-so-32,cluster-west-2,dc-newyork,Detach,success,62,cell-00002,tac-0055,imsi-846504,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-12 12:11:46.875763,evt-00004425,mme-no-39,cluster-west-2,dc-seattle,TAU,success,367,cell-00096,tac-0035,imsi-698936,no_reject,InitialUEMessage,S10,downlink
2025-11-12 12:12:16.875763,evt-00004426,mme-no-34,cluster-central,dc-atlanta,TAU,success,426,cell-00445,tac-0091,imsi-750867,congestion,InitialUEMessage,S1-MME,uplink
2025-11-12 12:12:46.875763,evt-00004427,mme-no-22,cluster-west-1,dc-dallas,PDN Connectivity,success,247,cell-00360,tac-0069,imsi-284102,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-12 12:13:16.875763,evt-00004428,mme-so-02,cluster-west-2,dc-seattle,Attach,success,165,cell-00442,tac-0058,imsi-462793,auth_failure,DownlinkNASTransport,S1-MME,downlink
2025-11-12 12:13:46.875763,evt-00004429,mme-so-03,cluster-east-1,dc-dallas,Attach,failure,435,cell-00311,tac-0045,imsi-965104,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 12:14:16.875763,evt-00004430,mme-no-38,cluster-east-1,dc-newyork,Attach,success,58,cell-00218,tac-0072,imsi-672396,no_reject,InitialUEMessage,S1-MME,downlink
2025-11-12 12:14:46.875763,evt-00004431,mme-so-43,cluster-west-1,dc-atlanta,Detach,success,121,cell-00398,tac-0008,imsi-142285,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 12:15:16.875763,evt-00004432,mme-ce-21,cluster-west-2,dc-seattle,PDN Connectivity,success,62,cell-00245,tac-0067,imsi-935123,no_reject,InitialContextSetup,S10,uplink
2025-11-12 12:15:46.875763,evt-00004433,mme-so-42,cluster-central,dc-chicago,Attach,success,26,cell-00003,tac-0069,imsi-374229,no_reject,UplinkNASTransport,S6a,uplink
2025-11-12 12:16:16.875763,evt-00004434,mme-so-32,cluster-central,dc-seattle,TAU,success,160,cell-00218,tac-0081,imsi-745846,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-12 12:16:46.875763,evt-00004435,mme-so-23,cluster-east-2,dc-seattle,Attach,success,694,cell-00213,tac-0082,imsi-525164,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 12:17:16.875763,evt-00004436,mme-so-30,cluster-west-2,dc-chicago,Service Request,success,105,cell-00196,tac-0035,imsi-158131,auth_failure,DownlinkNASTransport,S1-MME,downlink
2025-11-12 12:17:46.875763,evt-00004437,mme-no-33,cluster-east-2,dc-dallas,TAU,timeout,56,cell-00122,tac-0065,imsi-990262,unknown_subscriber,InitialUEMessage,S1-MME,downlink
2025-11-12 12:18:16.875763,evt-00004438,mme-so-30,cluster-east-1,dc-newyork,Attach,success,129,cell-00260,tac-0093,imsi-470521,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-12 12:18:46.875763,evt-00004439,mme-no-08,cluster-west-1,dc-newyork,Detach,success,50,cell-00237,tac-0067,imsi-988471,no_reject,UEContextRelease,S1-MME,uplink
2025-11-12 12:19:16.875763,evt-00004440,mme-so-09,cluster-central,dc-atlanta,Service Request,success,29,cell-00448,tac-0047,imsi-574312,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 12:19:46.875763,evt-00004441,mme-no-37,cluster-east-2,dc-newyork,TAU,success,46,cell-00373,tac-0041,imsi-602294,no_reject,InitialUEMessage,S1-MME,uplink
2025-11-12 12:20:16.875763,evt-00004442,mme-so-11,cluster-west-1,dc-dallas,TAU,success,101,cell-00142,tac-0077,imsi-864713,no_reject,DownlinkNASTransport,S1-MME,uplink
2025-11-12 12:20:46.875763,evt-00004443,mme-ce-24,cluster-west-2,dc-seattle,TAU,failure,66,cell-00357,tac-0001,imsi-833888,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 12:21:16.875763,evt-00004444,mme-so-28,cluster-west-1,dc-dallas,Attach,success,45,cell-00239,tac-0004,imsi-729491,no_reject,InitialContextSetup,S6a,downlink
2025-11-12 12:21:46.875763,evt-00004445,mme-ce-46,cluster-west-1,dc-seattle,PDN Connectivity,failure,138,cell-00291,tac-0016,imsi-378325,no_reject,InitialContextSetup,S10,downlink
2025-11-12 12:22:16.875763,evt-00004446,mme-so-36,cluster-east-1,dc-chicago,Detach,success,50,cell-00395,tac-0030,imsi-382212,no_reject,InitialUEMessage,S6a,uplink
2025-11-12 12:22:46.875763,evt-00004447,mme-so-23,cluster-east-1,dc-dallas,Service Request,success,80,cell-00397,tac-0018,imsi-328862,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 12:23:16.875763,evt-00004448,mme-no-07,cluster-west-1,dc-dallas,Attach,success,32,cell-00297,tac-0039,imsi-738967,no_reject,InitialContextSetup,S1-MME,downlink
2025-11-12 12:23:46.875763,evt-00004449,mme-so-30,cluster-west-2,dc-newyork,TAU,success,72,cell-00070,tac-0001,imsi-235630,no_reject,UEContextRelease,S6a,uplink
2025-11-12 12:24:16.875763,evt-00004450,mme-no-39,cluster-west-2,dc-atlanta,Detach,success,63,cell-00304,tac-0092,imsi-708406,no_reject,DownlinkNASTransport,S6a,uplink
2025-11-12 12:24:46.875763,evt-00004451,mme-no-22,cluster-west-2,dc-atlanta,TAU,success,61,cell-00112,tac-0045,imsi-660981,congestion,DownlinkNASTransport,S1-MME,uplink
2025-11-12 12:25:16.875763,evt-00004452,mme-no-34,cluster-west-2,dc-chicago,Attach,success,76,cell-00179,tac-0020,imsi-385132,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-12 12:25:46.875763,evt-00004453,mme-so-28,cluster-east-1,dc-seattle,TAU,success,116,cell-00257,tac-0070,imsi-489702,no_reject,UplinkNASTransport,S6a,uplink
2025-11-12 12:26:16.875763,evt-00004454,mme-ce-46,cluster-west-1,dc-chicago,TAU,success,41,cell-00499,tac-0034,imsi-745165,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-12 12:26:46.875763,evt-00004455,mme-so-05,cluster-central,dc-atlanta,PDN Connectivity,success,39,cell-00332,tac-0054,imsi-609131,no_reject,InitialUEMessage,S6a,uplink
2025-11-12 12:27:16.875763,evt-00004456,mme-no-01,cluster-east-2,dc-seattle,Service Request,success,173,cell-00030,tac-0086,imsi-120391,no_reject,UEContextRelease,S1-MME,uplink
2025-11-12 12:27:46.875763,evt-00004457,mme-no-12,cluster-west-1,dc-atlanta,Service Request,success,49,cell-00465,tac-0070,imsi-933988,no_reject,InitialContextSetup,S6a,uplink
2025-11-12 12:28:16.875763,evt-00004458,mme-so-18,cluster-west-1,dc-atlanta,Service Request,success,26,cell-00233,tac-0023,imsi-645258,no_reject,UplinkNASTransport,S1-MME,uplink
2025-11-12 12:28:46.875763,evt-00004459,mme-so-50,cluster-west-2,dc-seattle,Detach,success,70,cell-00402,tac-0013,imsi-839498,no_reject,InitialUEMessage,S6a,downlink
2025-11-12 12:29:16.875763,evt-00004460,mme-no-31,cluster-central,dc-chicago,Service Request,failure,119,cell-00457,tac-0073,imsi-879720,network_failure,InitialContextSetup,S1-MME,uplink
2025-11-12 12:29:46.875763,evt-00004461,mme-ce-46,cluster-central,dc-newyork,PDN Connectivity,success,85,cell-00033,tac-0013,imsi-364607,no_reject,UplinkNASTransport,S1-MME,downlink
2025-11-12 12:30:16.875763,evt-00004462,mme-ce-44,cluster-east-2,dc-newyork,Service Request,rejected,179,cell-00390,tac-0072,imsi-167534,no_reject,DownlinkNASTransport,S6a,downlink
2025-11-12 12:30:46.875763,evt-00004463,mme-so-18,cluster-east-2,dc-atlanta,Service Request,failure,83,cell-00229,tac-0092,imsi-571504,no_reject,UplinkNASTransport,S6a,downlink
