@timestamp,ran_node_id,cell_id,handover_attempts,handover_failures,handover_type,source_rat,target_rat,ue_count
2026-01-27 19:24:32.412666,RAN-001,CELL-0116,439,25,INTER-FREQ,LTE,NR,36
2025-12-15 06:18:25.412666,RAN-002,CELL-0019,434,15,INTRA-FREQ,NR,UMTS,669
2026-01-12 01:54:13.412666,RAN-014,CELL-0040,146,66,INTER-RAT-5G-4G,NR,LTE,376
2026-01-14 06:30:59.412666,RAN-040,CELL-0011,197,14,INTER-RAT-4G-5G,NR,UMTS,625
2026-01-08 13:14:47.412666,RAN-027,CELL-0124,466,31,INTER-FREQ,UMTS,NR,704
2026-02-07 12:24:22.412666,RAN-001,CELL-0026,284,222,INTER-RAT-4G-5G,NR,LTE,682
2025-12-21 02:00:10.412666,RAN-012,CELL-0021,133,87,INTER-RAT-5G-4G,NR,LTE,124
2025-12-30 22:59:13.412666,RAN-047,CELL-0164,194,16,INTER-RAT-4G-5G,LTE,UMTS,157
2026-03-10 14:06:42.412666,RAN-011,CELL-0047,117,90,INTER-RAT-5G-4G,NR,LTE,154
2026-01-12 02:27:36.412666,RAN-014,CELL-0046,144,118,INTER-RAT-5G-4G,NR,LTE,105
2026-02-16 17:56:25.412666,RAN-045,CELL-0126,204,10,INTER-FREQ,UMTS,LTE,552
2025-12-12 22:53:44.412666,RAN-023,CELL-0200,263,1,INTRA-FREQ,NR,LTE,371
2025-12-21 02:12:50.412666,RAN-008,CELL-0041,54,34,INTER-RAT-5G-4G,LTE,NR,959
2026-02-07 11:59:07.412666,RAN-026,CELL-0042,169,118,INTER-FREQ,LTE,NR,527
2026-01-29 15:22:49.412666,RAN-026,CELL-0019,362,36,INTRA-FREQ,NR,UMTS,268
2026-01-20 00:17:10.412666,RAN-016,CELL-0032,304,48,INTER-FREQ,NR,LTE,523
2026-01-12 02:10:41.412666,RAN-018,CELL-0038,99,74,INTER-RAT-5G-4G,NR,LTE,192
2026-03-10 14:54:25.412666,RAN-028,CELL-0002,148,116,INTER-FREQ,LTE,NR,548
2026-02-05 04:34:24.412666,RAN-015,CELL-0058,250,3,INTER-RAT-4G-5G,LTE,NR,570
2025-12-21 03:07:03.412666,RAN-012,CELL-0023,210,181,INTER-RAT-5G-4G,LTE,NR,891
2026-01-06 17:57:05.412666,RAN-012,CELL-0030,224,108,INTER-FREQ,LTE,NR,672
2026-02-04 20:46:22.412666,RAN-040,CELL-0198,187,12,INTRA-FREQ,UMTS,NR,144
2026-01-12 02:22:51.412666,RAN-014,CELL-0038,180,137,INTER-FREQ,NR,LTE,142
2026-01-06 16:58:25.412666,RAN-012,CELL-0024,174,144,INTER-FREQ,NR,LTE,148
2025-12-28 20:34:08.412666,RAN-015,CELL-0048,341,22,INTER-RAT-5G-4G,NR,UMTS,291
2026-02-23 08:25:36.412666,RAN-006,CELL-0186,82,18,INTER-FREQ,LTE,UMTS,274
2026-01-06 18:20:05.412666,RAN-006,CELL-0009,234,168,INTER-RAT-5G-4G,NR,LTE,422
2026-01-12 02:25:57.412666,RAN-014,CELL-0036,116,78,INTER-RAT-5G-4G,NR,LTE,690
2026-03-10 14:50:16.412666,RAN-027,CELL-0005,280,172,INTER-RAT-5G-4G,LTE,NR,109
2026-01-12 02:45:01.412666,RAN-015,CELL-0037,54,27,INTER-RAT-5G-4G,LTE,NR,162
2026-03-10 12:58:21.412666,RAN-028,CELL-0024,205,137,INTER-RAT-5G-4G,LTE,NR,668
2026-01-06 18:42:08.412666,RAN-008,CELL-0037,203,148,INTER-FREQ,NR,LTE,704
2026-01-03 20:18:51.412666,RAN-013,CELL-0118,108,3,INTRA-FREQ,LTE,UMTS,43
2026-03-10 13:28:11.412666,RAN-002,CELL-0036,85,62,INTER-FREQ,NR,LTE,569
2026-01-12 01:22:31.412666,RAN-014,CELL-0047,90,34,INTER-RAT-5G-4G,NR,LTE,702
2026-02-07 12:17:13.412666,RAN-005,CELL-0041,239,182,INTER-FREQ,NR,LTE,938
2026-02-07 12:11:38.412666,RAN-005,CELL-0020,89,56,INTER-RAT-4G-5G,NR,LTE,435
2026-03-10 13:25:55.412666,RAN-002,CELL-0022,64,45,INTER-FREQ,NR,LTE,524
2026-01-12 01:28:22.412666,RAN-015,CELL-0049,166,95,INTER-RAT-5G-4G,NR,LTE,807
2026-03-01 02:26:11.412666,RAN-027,CELL-0191,490,3,INTER-RAT-4G-5G,UMTS,NR,715
2026-01-12 02:46:40.412666,RAN-018,CELL-0041,289,193,INTER-RAT-5G-4G,NR,LTE,622
2026-01-06 17:39:36.412666,RAN-006,CELL-0013,190,149,INTER-RAT-4G-5G,LTE,NR,872
2026-01-12 01:21:16.412666,RAN-014,CELL-0023,250,131,INTER-RAT-5G-4G,LTE,NR,232
2026-01-06 17:54:58.412666,RAN-008,CELL-0042,215,109,INTER-RAT-5G-4G,NR,LTE,329
2026-03-10 14:16:20.412666,RAN-028,CELL-0033,286,160,INTER-RAT-5G-4G,LTE,NR,238
2026-01-20 03:16:20.412666,RAN-039,CELL-0083,169,45,INTER-RAT-4G-5G,NR,LTE,725
2025-12-21 02:56:01.412666,RAN-020,CELL-0004,52,40,INTER-RAT-4G-5G,LTE,NR,498
2025-12-21 03:26:30.412666,RAN-020,CELL-0023,218,150,INTER-RAT-4G-5G,NR,LTE,595
2026-01-06 18:39:37.412666,RAN-006,CELL-0050,137,99,INTER-RAT-4G-5G,LTE,NR,223
2026-03-05 02:36:00.412666,RAN-030,CELL-0029,455,16,INTER-RAT-5G-4G,LTE,UMTS,333
2026-01-12 01:13:33.412666,RAN-014,CELL-0030,99,19,INTER-FREQ,LTE,NR,106
2026-01-06 16:36:20.412666,RAN-008,CELL-0031,210,176,INTER-RAT-4G-5G,NR,LTE,930
2026-01-12 02:33:35.412666,RAN-014,CELL-0048,271,210,INTER-RAT-5G-4G,NR,LTE,940
2026-03-10 13:35:42.412666,RAN-023,CELL-0016,174,87,INTER-RAT-5G-4G,NR,LTE,748
2026-02-07 12:09:20.412666,RAN-026,CELL-0029,188,71,INTER-FREQ,NR,LTE,892
2026-03-10 13:07:19.412666,RAN-027,CELL-0010,71,67,INTER-RAT-4G-5G,NR,LTE,426
2025-12-21 04:47:34.412666,RAN-008,CELL-0026,118,110,INTER-RAT-4G-5G,NR,LTE,576
2026-01-12 02:27:21.412666,RAN-014,CELL-0005,126,68,INTER-RAT-4G-5G,LTE,NR,386
2026-01-30 06:17:56.412666,RAN-028,CELL-0045,128,5,INTER-RAT-5G-4G,NR,LTE,535
2026-01-15 10:41:32.412666,RAN-042,CELL-0092,232,46,INTER-RAT-4G-5G,NR,UMTS,130
2026-02-07 11:40:45.412666,RAN-026,CELL-0034,172,132,INTER-RAT-4G-5G,LTE,NR,205
2026-03-10 14:47:40.412666,RAN-011,CELL-0017,137,79,INTER-RAT-5G-4G,LTE,NR,313
2026-02-07 11:35:28.412666,RAN-001,CELL-0009,210,108,INTER-FREQ,LTE,NR,939
2025-12-17 07:41:53.412666,RAN-021,CELL-0115,29,0,INTER-RAT-5G-4G,UMTS,LTE,507
2026-01-09 22:42:41.412666,RAN-019,CELL-0033,312,1,INTRA-FREQ,NR,LTE,705
2026-02-07 11:31:12.412666,RAN-029,CELL-0003,84,61,INTER-RAT-5G-4G,NR,LTE,145
2026-02-07 11:40:37.412666,RAN-026,CELL-0040,258,151,INTER-RAT-4G-5G,LTE,NR,792
2025-12-21 02:52:20.412666,RAN-002,CELL-0021,94,51,INTER-RAT-5G-4G,NR,LTE,857
2026-01-06 04:33:53.412666,RAN-034,CELL-0043,252,30,INTRA-FREQ,NR,LTE,381
2026-03-10 13:17:33.412666,RAN-028,CELL-0004,62,30,INTER-FREQ,LTE,NR,315
2026-01-12 02:08:18.412666,RAN-018,CELL-0019,249,137,INTER-RAT-5G-4G,NR,LTE,701
2026-02-07 11:42:06.412666,RAN-001,CELL-0042,102,76,INTER-RAT-5G-4G,LTE,NR,873
2025-12-21 03:34:46.412666,RAN-002,CELL-0046,79,67,INTER-FREQ,NR,LTE,334
2026-03-10 13:45:56.412666,RAN-001,CELL-0015,105,86,INTER-RAT-5G-4G,NR,LTE,526
2026-01-06 16:23:53.412666,RAN-012,CELL-0048,71,45,INTER-RAT-5G-4G,NR,LTE,641
2026-02-10 04:10:42.412666,RAN-032,CELL-0122,460,44,INTRA-FREQ,NR,LTE,606
2025-12-23 19:22:33.412666,RAN-037,CELL-0075,228,9,INTRA-FREQ,UMTS,LTE,184
2026-01-12 01:37:44.412666,RAN-018,CELL-0034,127,95,INTER-FREQ,NR,LTE,838
2026-03-10 14:40:19.412666,RAN-011,CELL-0013,257,130,INTER-RAT-5G-4G,LTE,NR,237
2026-03-10 12:59:08.412666,RAN-023,CELL-0039,218,178,INTER-RAT-5G-4G,LTE,NR,289
2026-02-07 11:46:53.412666,RAN-005,CELL-0043,202,168,INTER-RAT-5G-4G,NR,LTE,541
2026-02-07 11:54:52.412666,RAN-001,CELL-0010,89,37,INTER-RAT-5G-4G,LTE,NR,766
2026-03-10 13:59:02.412666,RAN-023,CELL-0021,67,21,INTER-RAT-5G-4G,NR,LTE,124
2026-02-07 11:46:45.412666,RAN-029,CELL-0040,208,152,INTER-FREQ,NR,LTE,689
2026-01-12 01:56:52.412666,RAN-014,CELL-0014,142,94,INTER-RAT-4G-5G,NR,LTE,643
2025-12-21 03:02:01.412666,RAN-002,CELL-0020,280,220,INTER-RAT-5G-4G,LTE,NR,230
2026-03-10 14:34:39.412666,RAN-028,CELL-0023,214,172,INTER-FREQ,NR,LTE,359
2026-01-12 00:58:16.412666,RAN-014,CELL-0005,260,170,INTER-RAT-4G-5G,LTE,NR,148
2026-01-12 02:10:18.412666,RAN-018,CELL-0040,101,81,INTER-RAT-4G-5G,LTE,NR,270
2026-01-06 18:32:21.412666,RAN-012,CELL-0028,284,223,INTER-RAT-5G-4G,NR,LTE,910
2026-01-09 10:01:42.412666,RAN-026,CELL-0059,49,1,INTER-FREQ,UMTS,LTE,12
2026-02-25 17:57:19.412666,RAN-042,CELL-0039,138,10,INTER-RAT-5G-4G,NR,LTE,30
2026-01-06 17:42:03.412666,RAN-012,CELL-0033,261,162,INTER-RAT-5G-4G,LTE,NR,824
2025-12-21 02:19:00.412666,RAN-012,CELL-0012,198,85,INTER-RAT-4G-5G,NR,LTE,533
2025-12-21 02:29:49.412666,RAN-008,CELL-0010,146,59,INTER-RAT-5G-4G,NR,LTE,369
2026-01-12 01:08:59.412666,RAN-014,CELL-0019,105,80,INTER-RAT-5G-4G,NR,LTE,884
2026-01-06 18:03:38.412666,RAN-006,CELL-0042,139,91,INTER-RAT-4G-5G,NR,LTE,257
2026-03-04 20:33:33.412666,RAN-039,CELL-0012,387,4,INTER-FREQ,NR,UMTS,15
2026-02-07 12:06:26.412666,RAN-029,CELL-0038,254,115,INTER-RAT-4G-5G,NR,LTE,315
2026-02-07 12:24:34.412666,RAN-029,CELL-0014,140,108,INTER-FREQ,NR,LTE,826
2026-01-02 16:10:15.412666,RAN-005,CELL-0052,16,0,INTER-FREQ,NR,LTE,248
2025-12-21 04:24:32.412666,RAN-008,CELL-0026,70,49,INTER-RAT-4G-5G,LTE,NR,444
2026-01-12 10:57:40.412666,RAN-044,CELL-0040,248,4,INTER-RAT-5G-4G,NR,LTE,381
2025-12-21 20:08:09.412666,RAN-016,CELL-0144,169,12,INTRA-FREQ,LTE,NR,439
2026-01-24 14:35:54.412666,RAN-024,CELL-0029,499,41,INTER-FREQ,LTE,NR,191
2026-03-10 13:02:32.412666,RAN-023,CELL-0011,208,132,INTER-FREQ,NR,LTE,338
2025-12-21 04:24:11.412666,RAN-002,CELL-0033,212,172,INTER-FREQ,NR,LTE,896
2025-12-21 04:38:07.412666,RAN-002,CELL-0048,201,149,INTER-RAT-5G-4G,LTE,NR,647
2026-01-06 16:25:04.412666,RAN-012,CELL-0005,292,249,INTER-RAT-4G-5G,LTE,NR,606
2026-01-06 16:28:02.412666,RAN-012,CELL-0016,273,85,INTER-RAT-5G-4G,LTE,NR,467
2026-01-06 18:16:36.412666,RAN-008,CELL-0048,244,167,INTER-RAT-4G-5G,NR,LTE,498
2025-12-19 16:42:17.412666,RAN-039,CELL-0114,144,2,INTER-RAT-4G-5G,NR,UMTS,298
2026-01-06 15:56:24.412666,RAN-008,CELL-0030,135,67,INTER-RAT-5G-4G,LTE,NR,452
2026-03-10 13:48:41.412666,RAN-027,CELL-0036,112,73,INTER-RAT-5G-4G,NR,LTE,421
2026-01-06 17:34:31.412666,RAN-012,CELL-0030,125,87,INTER-RAT-5G-4G,NR,LTE,428
2025-12-21 04:07:33.412666,RAN-012,CELL-0016,242,126,INTER-FREQ,NR,LTE,967
2026-02-07 12:07:29.412666,RAN-005,CELL-0003,108,65,INTER-FREQ,NR,LTE,832
2026-01-06 16:25:35.412666,RAN-006,CELL-0022,97,81,INTER-RAT-5G-4G,LTE,NR,362
2026-03-10 13:35:06.412666,RAN-023,CELL-0030,50,45,INTER-RAT-5G-4G,LTE,NR,448
2025-12-28 04:58:35.412666,RAN-038,CELL-0023,164,12,INTRA-FREQ,UMTS,LTE,322
2026-02-24 18:20:43.412666,RAN-020,CELL-0070,91,12,INTRA-FREQ,LTE,UMTS,363
2026-01-12 01:12:51.412666,RAN-015,CELL-0034,95,80,INTER-RAT-5G-4G,NR,LTE,212
2026-01-06 16:25:15.412666,RAN-008,CELL-0046,196,171,INTER-FREQ,NR,LTE,988
2025-12-26 01:18:03.412666,RAN-046,CELL-0147,22,3,INTER-FREQ,NR,LTE,564
2026-02-07 12:27:07.412666,RAN-019,CELL-0019,294,230,INTER-RAT-4G-5G,LTE,NR,277
2025-12-21 04:22:04.412666,RAN-012,CELL-0036,76,54,INTER-RAT-5G-4G,LTE,NR,668
2026-01-12 01:14:57.412666,RAN-015,CELL-0001,106,69,INTER-RAT-5G-4G,LTE,NR,777
2026-02-06 02:04:35.412666,RAN-020,CELL-0145,330,2,INTRA-FREQ,UMTS,NR,544
2026-01-06 15:53:33.412666,RAN-012,CELL-0029,167,135,INTER-RAT-5G-4G,NR,LTE,592
2026-02-07 12:12:35.412666,RAN-026,CELL-0011,215,121,INTER-RAT-5G-4G,NR,LTE,726
2026-01-12 01:25:55.412666,RAN-015,CELL-0047,283,144,INTER-RAT-5G-4G,NR,LTE,339
2026-02-25 14:01:42.412666,RAN-009,CELL-0020,418,113,INTER-FREQ,NR,UMTS,86
2025-12-19 03:17:45.412666,RAN-047,CELL-0130,328,26,EMERGENCY,LTE,UMTS,685
2026-03-10 13:18:14.412666,RAN-028,CELL-0001,107,57,INTER-RAT-5G-4G,NR,LTE,802
2026-01-06 16:01:53.412666,RAN-008,CELL-0048,160,70,INTER-RAT-5G-4G,LTE,NR,202
2026-01-12 01:57:42.412666,RAN-014,CELL-0049,90,61,INTER-RAT-5G-4G,LTE,NR,298
2025-12-15 19:33:29.412666,RAN-050,CELL-0165,498,57,INTER-FREQ,LTE,UMTS,109
2026-01-02 21:35:09.412666,RAN-001,CELL-0033,51,2,INTER-RAT-5G-4G,LTE,UMTS,101
2026-02-13 10:52:46.412666,RAN-015,CELL-0045,453,56,INTER-FREQ,NR,LTE,362
2026-03-10 14:00:47.412666,RAN-002,CELL-0030,109,33,INTER-RAT-5G-4G,NR,LTE,951
2026-01-16 08:15:45.412666,RAN-008,CELL-0188,377,121,INTER-FREQ,UMTS,LTE,308
2025-12-21 03:31:45.412666,RAN-008,CELL-0013,137,105,INTER-RAT-4G-5G,NR,LTE,982
2026-01-12 02:10:36.412666,RAN-018,CELL-0015,155,139,INTER-RAT-5G-4G,LTE,NR,255
2025-12-21 03:22:27.412666,RAN-002,CELL-0036,173,115,INTER-FREQ,NR,LTE,722
2026-02-07 11:41:23.412666,RAN-007,CELL-0013,217,114,INTER-RAT-5G-4G,NR,LTE,354
2026-02-07 12:20:33.412666,RAN-029,CELL-0027,113,98,INTER-FREQ,NR,LTE,273
2026-02-07 12:11:52.412666,RAN-019,CELL-0036,256,153,INTER-RAT-5G-4G,NR,LTE,900
2026-02-20 01:15:20.412666,RAN-039,CELL-0016,242,28,EMERGENCY,LTE,UMTS,82
2026-03-10 13:43:58.412666,RAN-027,CELL-0034,289,192,INTER-RAT-5G-4G,NR,LTE,835
2026-01-06 16:06:18.412666,RAN-012,CELL-0044,70,28,INTER-RAT-4G-5G,LTE,NR,165
2026-01-04 05:25:13.412666,RAN-015,CELL-0062,383,36,INTRA-FREQ,LTE,UMTS,451
2026-03-01 08:59:07.412666,RAN-027,CELL-0002,302,13,INTER-FREQ,LTE,UMTS,484
2026-02-07 11:49:01.412666,RAN-019,CELL-0005,66,45,INTER-FREQ,LTE,NR,636
2025-12-30 00:05:39.412666,RAN-027,CELL-0015,239,10,INTRA-FREQ,LTE,NR,163
2025-12-30 04:58:05.412666,RAN-031,CELL-0029,17,2,INTRA-FREQ,LTE,UMTS,518
2025-12-11 10:03:07.412666,RAN-027,CELL-0183,369,115,INTER-FREQ,LTE,NR,35
2026-01-22 20:48:22.412666,RAN-015,CELL-0029,19,4,INTER-RAT-4G-5G,UMTS,NR,88
2026-01-09 12:32:40.412666,RAN-005,CELL-0154,231,7,INTRA-FREQ,UMTS,LTE,324
2026-02-07 11:42:51.412666,RAN-005,CELL-0043,89,44,INTER-RAT-5G-4G,NR,LTE,215
2025-12-21 02:54:28.412666,RAN-008,CELL-0029,131,70,INTER-RAT-4G-5G,NR,LTE,397
2026-01-16 20:27:56.412666,RAN-005,CELL-0078,402,37,INTER-RAT-5G-4G,LTE,UMTS,19
2026-01-12 01:10:18.412666,RAN-015,CELL-0048,205,145,INTER-RAT-5G-4G,NR,LTE,286
2026-01-06 18:32:22.412666,RAN-006,CELL-0037,144,66,INTER-RAT-5G-4G,NR,LTE,701
2026-02-07 12:14:03.412666,RAN-019,CELL-0021,246,180,INTER-RAT-4G-5G,LTE,NR,627
2026-02-27 06:54:49.412666,RAN-010,CELL-0125,312,2,INTRA-FREQ,LTE,NR,757
2026-03-10 13:46:59.412666,RAN-001,CELL-0027,255,212,INTER-FREQ,NR,LTE,563
2026-01-06 17:25:05.412666,RAN-006,CELL-0030,246,109,INTER-RAT-5G-4G,LTE,NR,417
2026-01-03 14:53:09.412666,RAN-047,CELL-0065,110,19,INTER-FREQ,LTE,NR,589
2026-02-23 21:14:50.412666,RAN-034,CELL-0142,94,3,INTER-FREQ,LTE,UMTS,166
2026-01-04 04:52:22.412666,RAN-034,CELL-0004,17,0,INTER-RAT-5G-4G,NR,UMTS,35
2026-02-07 11:34:46.412666,RAN-026,CELL-0042,272,150,INTER-FREQ,NR,LTE,224
2026-01-22 13:16:11.412666,RAN-017,CELL-0020,236,25,INTRA-FREQ,NR,LTE,778
2026-01-12 00:56:31.412666,RAN-014,CELL-0050,224,171,INTER-RAT-5G-4G,LTE,NR,392
2026-01-06 18:06:35.412666,RAN-012,CELL-0016,149,109,INTER-FREQ,NR,LTE,179
2026-03-05 05:38:22.412666,RAN-048,CELL-0188,224,7,INTER-FREQ,NR,LTE,387
2026-01-12 02:33:17.412666,RAN-018,CELL-0050,135,90,INTER-FREQ,LTE,NR,411
2026-03-10 13:32:43.412666,RAN-001,CELL-0009,273,236,INTER-RAT-5G-4G,NR,LTE,641
2026-01-12 01:04:03.412666,RAN-018,CELL-0038,194,165,INTER-FREQ,NR,LTE,854
2026-02-28 11:52:42.412666,RAN-006,CELL-0020,420,12,INTER-RAT-4G-5G,NR,LTE,701
2026-03-10 13:59:01.412666,RAN-023,CELL-0002,233,138,INTER-RAT-4G-5G,NR,LTE,290
2025-12-21 02:07:13.412666,RAN-002,CELL-0015,229,175,INTER-FREQ,NR,LTE,925
2026-01-17 08:16:09.412666,RAN-050,CELL-0106,41,5,INTER-RAT-5G-4G,NR,LTE,424
2026-03-10 13:55:33.412666,RAN-027,CELL-0042,150,95,INTER-RAT-4G-5G,NR,LTE,590
2026-01-12 01:34:06.412666,RAN-015,CELL-0024,135,80,INTER-FREQ,NR,LTE,283
2026-01-12 01:58:17.412666,RAN-015,CELL-0018,113,92,INTER-RAT-5G-4G,LTE,NR,184
