metric_id,@timestamp,network.cell.id,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,kpi.call_drop_rate,kpi.call_success_rate,network.procedure.success_rate,network.handover.success_rate,network.rrc.connection_success_rate,network.cell.active_subscribers,network.transport.latency_ms,network.transport.packet_loss_pct,capacity.busy_hour.prb_utilization_p95,network.cell.availability_pct
MET-0000000949,2025-11-08 09:04:00.424718,CELL-00026,49.45,62.61,0.827,96.16,98.61,95.17,97.28,188,19.93,0.602,96.85,99.923
MET-0000000950,2025-11-08 09:09:00.424718,CELL-00039,43.11,65.8,2.738,97.49,98.58,95.76,99.06,592,43.96,1.056,77.35,99.105
MET-0000000951,2025-11-08 09:14:00.424718,CELL-00049,84.5,70.16,2.81,99.31,98.24,98.25,98.91,272,42.33,1.342,87.76,99.204
MET-0000000952,2025-11-08 09:19:00.424718,CELL-00142,56.99,30.23,2.405,96.94,96.84,94.79,95.57,581,23.63,0.513,78.42,99.565
MET-0000000953,2025-11-08 09:24:00.424718,CELL-00124,42.57,21.28,0.852,99.15,97.35,98.76,99.59,167,45.14,0.485,84.67,99.84
MET-0000000954,2025-11-08 09:29:00.424718,CELL-00034,64.96,39.69,0.956,95.89,94.37,93.26,96.4,463,34.54,0.566,90.04,99.295
MET-0000000955,2025-11-08 09:34:00.424718,CELL-00017,21.32,70.8,2.393,96.38,98.22,97.05,95.48,288,5.28,0.327,89.01,99.187
MET-0000000956,2025-11-08 09:39:00.424718,CELL-00123,77.32,71.43,0.485,97.84,95.39,94.31,98.13,218,8.9,1.87,83.63,99.301
MET-0000000957,2025-11-08 09:44:00.424718,CELL-00030,87.13,40.88,1.495,96.43,95.82,98.63,95.03,318,10.82,0.956,71.32,99.532
MET-0000000958,2025-11-08 09:49:00.424718,CELL-00022,87.65,51.56,1.517,97.85,94.34,92.19,95.22,523,23.21,1.057,92.95,99.439
MET-0000000959,2025-11-08 09:54:00.424718,CELL-00065,36.7,30.69,0.826,96.29,95.9,95.28,96.34,95,16.73,1.206,93.61,99.646
MET-0000000960,2025-11-08 09:59:00.424718,CELL-00045,53.5,37.66,0.153,96.15,94.75,98.82,99.61,428,41.53,0.416,61.06,99.8
MET-0000000961,2025-11-08 10:04:00.424718,CELL-00039,59.5,69.66,0.52,95.03,98.99,97.87,95.22,687,32.38,0.072,78.83,99.734
MET-0000000962,2025-11-08 10:09:00.424718,CELL-00093,57.85,42.88,2.736,99.58,96.66,96.43,98.29,796,36.62,0.271,90.54,99.152
MET-0000000963,2025-11-08 10:14:00.424718,CELL-00031,59.21,59.27,2.75,98.27,95.92,92.74,97.23,733,29.27,0.694,92.74,99.078
MET-0000000964,2025-11-08 10:19:00.424718,CELL-00142,38.02,15.31,2.013,98.18,97.87,92.13,99.69,245,47.42,0.15,62.35,99.589
MET-0000000965,2025-11-08 10:24:00.424718,CELL-00146,66.18,65.06,2.235,97.01,98.17,94.04,99.2,734,14.43,0.131,78.17,99.014
MET-0000000966,2025-11-08 10:29:00.424718,CELL-00013,68.88,40.4,3.364,98.08,95.7,92.39,96.79,745,22.89,1.079,97.66,99.812
MET-0000000967,2025-11-08 10:34:00.424718,CELL-00038,78.67,16.61,0.347,95.83,98.49,98.73,96.06,318,10.85,0.16,79.47,99.412
MET-0000000968,2025-11-08 10:39:00.424718,CELL-00091,48.44,19.76,0.882,98.18,96.88,93.12,98.64,206,40.35,1.83,73.18,99.056
MET-0000000969,2025-11-08 10:44:00.424718,CELL-00138,73.11,16.7,2.773,96.95,98.95,97.34,98.19,139,46.14,1.855,77.13,99.082
MET-0000000970,2025-11-08 10:49:00.424718,CELL-00042,76.93,20.15,2.882,95.5,94.96,97.39,98.72,80,35.94,0.553,76.1,99.018
MET-0000000971,2025-11-08 10:54:00.424718,CELL-00136,83.92,32.33,1.85,97.99,95.38,93.72,97.0,339,9.52,0.865,63.95,99.111
MET-0000000972,2025-11-08 10:59:00.424718,CELL-00050,32.7,68.41,3.304,98.13,97.02,96.83,99.39,294,26.91,1.831,63.8,99.321
MET-0000000973,2025-11-08 11:04:00.424718,CELL-00042,59.03,63.33,2.915,98.95,98.16,98.93,99.03,320,6.0,0.176,69.47,99.601
MET-0000000974,2025-11-08 11:09:00.424718,CELL-00127,42.77,79.8,2.994,99.09,96.76,95.09,97.06,617,48.6,0.963,80.86,99.067
MET-0000000975,2025-11-08 11:14:00.424718,CELL-00081,73.89,38.18,2.498,95.18,96.22,98.48,95.76,570,38.01,0.099,66.95,99.618
MET-0000000976,2025-11-08 11:19:00.424718,CELL-00144,39.01,63.62,1.43,97.16,97.3,94.03,95.43,147,25.62,0.121,94.91,99.011
MET-0000000977,2025-11-08 11:24:00.424718,CELL-00114,70.7,50.91,2.734,99.74,96.38,93.96,98.37,708,42.73,0.678,74.51,99.378
MET-0000000978,2025-11-08 11:29:00.424718,CELL-00038,48.85,76.51,1.312,98.41,98.19,93.24,99.56,558,42.65,1.695,63.6,99.7
MET-0000000979,2025-11-08 11:34:00.424718,CELL-00117,51.72,30.46,2.57,98.31,98.36,92.6,96.53,757,46.82,1.837,97.54,99.72
MET-0000000980,2025-11-08 11:39:00.424718,CELL-00040,70.63,46.53,2.836,96.94,98.22,94.32,98.03,193,46.84,0.397,81.34,99.099
MET-0000000981,2025-11-08 11:44:00.424718,CELL-00011,93.08,23.02,3.173,97.48,96.27,93.41,98.66,355,46.49,1.831,65.47,99.512
MET-0000000982,2025-11-08 11:49:00.424718,CELL-00081,81.4,71.22,0.827,97.54,99.16,97.56,98.74,534,20.62,0.326,61.99,99.596
MET-0000000983,2025-11-08 11:54:00.424718,CELL-00024,91.25,78.33,2.063,97.78,98.13,98.14,98.83,191,19.81,0.09,75.31,99.367
MET-0000000984,2025-11-08 11:59:00.424718,CELL-00133,55.44,75.57,0.377,95.89,95.41,95.22,98.91,130,45.88,0.252,88.68,99.137
MET-0000000985,2025-11-08 12:04:00.424718,CELL-00073,20.89,22.55,3.347,96.33,96.81,93.64,98.36,659,10.93,0.148,92.67,99.731
MET-0000000986,2025-11-08 12:09:00.424718,CELL-00104,48.92,77.36,0.981,98.47,95.34,95.38,95.67,204,25.91,1.483,76.3,99.584
MET-0000000987,2025-11-08 12:14:00.424718,CELL-00044,86.69,45.91,2.872,99.12,97.77,96.23,98.66,510,43.17,0.78,72.33,99.988
MET-0000000988,2025-11-08 12:19:00.424718,CELL-00107,54.68,68.91,1.11,97.46,96.78,97.91,98.76,627,34.34,0.663,86.58,99.066
MET-0000000989,2025-11-08 12:24:00.424718,CELL-00146,83.26,48.26,2.934,95.27,96.94,94.65,98.59,159,24.37,0.12,71.43,99.816
MET-0000000990,2025-11-08 12:29:00.424718,CELL-00105,60.62,47.62,3.322,95.13,95.83,97.3,97.21,190,41.56,1.555,68.84,99.198
MET-0000000991,2025-11-08 12:34:00.424718,CELL-00058,28.65,17.16,1.061,97.5,97.61,95.2,98.8,312,36.61,0.538,71.55,99.779
MET-0000000992,2025-11-08 12:39:00.424718,CELL-00094,25.23,64.28,2.857,97.67,99.05,94.57,97.4,790,11.92,1.684,90.46,99.804
MET-0000000993,2025-11-08 12:44:00.424718,CELL-00032,34.13,48.86,2.215,96.79,98.4,96.3,95.04,395,30.1,0.422,65.22,99.499
MET-0000000994,2025-11-08 12:49:00.424718,CELL-00016,48.71,77.77,2.827,98.72,94.27,95.9,98.9,186,6.57,0.526,73.45,99.595
MET-0000000995,2025-11-08 12:54:00.424718,CELL-00132,70.03,24.43,3.479,97.89,98.8,98.08,95.58,170,46.58,1.287,63.75,99.345
MET-0000000996,2025-11-08 12:59:00.424718,CELL-00087,59.96,79.22,3.021,96.85,97.15,97.57,99.13,682,27.97,0.599,97.12,99.228
MET-0000000997,2025-11-08 13:04:00.424718,CELL-00113,37.94,50.51,2.602,98.14,96.34,93.56,95.83,372,28.62,0.65,93.1,99.699
MET-0000000998,2025-11-08 13:09:00.424718,CELL-00103,67.39,62.09,0.221,99.86,98.28,97.69,98.56,758,48.3,0.878,95.13,99.382
MET-0000000999,2025-11-08 13:14:00.424718,CELL-00094,23.9,60.71,3.242,99.87,95.45,92.4,98.03,780,40.39,0.905,93.71,99.086
MET-0000001000,2025-11-08 13:19:00.424718,CELL-00015,83.74,42.91,0.994,95.21,96.79,96.3,96.54,55,36.56,1.788,74.13,99.503
MET-0000001001,2025-11-08 13:24:00.424718,CELL-00051,59.75,41.27,2.114,98.07,99.42,92.27,95.57,598,49.48,0.075,61.21,99.723
MET-0000001002,2025-11-08 13:29:00.424718,CELL-00032,44.98,29.02,2.982,98.84,97.99,96.07,96.23,240,48.01,0.271,72.33,99.617
MET-0000001003,2025-11-08 13:34:00.424718,CELL-00070,54.26,25.5,0.415,96.09,95.95,98.67,99.64,279,28.65,1.407,88.26,99.128
MET-0000001004,2025-11-08 13:39:00.424718,CELL-00144,49.43,33.32,1.0,98.53,95.22,92.15,99.07,339,29.23,1.041,69.41,99.422
MET-0000001005,2025-11-08 13:44:00.424718,CELL-00059,83.13,48.08,1.283,98.88,98.46,97.66,97.06,287,5.09,1.389,96.25,99.549
MET-0000001006,2025-11-08 13:49:00.424718,CELL-00033,24.89,57.59,0.2,97.5,94.52,95.56,98.11,649,34.45,1.331,89.65,99.544
MET-0000001007,2025-11-08 13:54:00.424718,CELL-00078,53.93,51.75,0.219,97.6,95.39,95.56,97.59,459,13.69,1.346,68.17,99.926
MET-0000001008,2025-11-08 13:59:00.424718,CELL-00053,64.2,44.69,0.22,99.28,98.15,94.74,97.17,191,6.55,1.124,90.58,99.065
MET-0000001009,2025-11-08 14:04:00.424718,CELL-00076,91.0,55.49,2.836,95.29,95.32,92.23,97.2,143,5.61,0.535,82.27,99.582
MET-0000001010,2025-11-08 14:09:00.424718,CELL-00054,76.83,58.52,2.079,98.32,97.09,96.25,99.0,408,18.71,1.643,63.12,99.49
MET-0000001011,2025-11-08 14:14:00.424718,CELL-00065,78.12,17.05,2.46,98.72,94.87,98.85,99.46,280,28.94,0.717,78.66,99.807
MET-0000001012,2025-11-08 14:19:00.424718,CELL-00143,43.86,30.37,2.802,97.0,96.25,97.29,97.79,725,18.24,1.143,97.11,99.362
MET-0000001013,2025-11-08 14:24:00.424718,CELL-00037,72.28,35.95,1.485,96.49,96.82,92.32,99.48,288,18.14,0.538,70.75,99.578
MET-0000001014,2025-11-08 14:29:00.424718,CELL-00137,57.38,38.23,3.406,97.98,94.67,93.17,98.26,553,38.41,0.078,79.7,99.534
MET-0000001015,2025-11-08 14:34:00.424718,CELL-00102,49.63,24.51,2.233,95.27,94.95,93.8,98.67,84,23.09,0.74,63.51,99.055
MET-0000001016,2025-11-08 14:39:00.424718,CELL-00139,33.76,35.95,1.953,95.35,94.16,94.0,96.94,339,44.67,0.644,63.3,99.721
MET-0000001017,2025-11-08 14:44:00.424718,CELL-00107,57.3,34.02,2.019,95.51,95.56,95.21,96.87,696,9.07,1.831,66.95,99.295
MET-0000001018,2025-11-08 14:49:00.424718,CELL-00124,37.57,67.32,3.319,95.47,95.72,96.29,97.06,510,32.84,0.922,76.55,99.154
MET-0000001019,2025-11-08 14:54:00.424718,CELL-00089,62.9,38.39,2.945,99.85,97.89,95.8,99.31,422,31.3,0.853,79.11,99.69
MET-0000001020,2025-11-08 14:59:00.424718,CELL-00106,82.15,77.41,1.576,97.81,94.3,97.54,97.54,457,35.47,0.544,65.04,99.217
MET-0000001021,2025-11-08 15:04:00.424718,CELL-00044,42.22,57.76,2.043,95.32,98.13,96.61,96.28,755,15.79,0.601,92.38,99.851
MET-0000001022,2025-11-08 15:09:00.424718,CELL-00084,55.37,70.45,0.163,95.53,94.26,93.22,97.4,183,41.46,0.297,79.05,99.668
MET-0000001023,2025-11-08 15:14:00.424718,CELL-00093,84.82,29.89,2.579,97.11,98.76,92.03,97.27,108,6.21,0.19,78.41,99.107
MET-0000001024,2025-11-08 15:19:00.424718,CELL-00002,73.34,47.12,1.397,97.71,94.67,97.45,97.11,94,45.38,1.947,63.67,99.339
MET-0000001025,2025-11-08 15:24:00.424718,CELL-00028,32.53,57.3,2.468,95.61,96.03,94.44,98.69,82,17.41,1.619,81.69,99.483
MET-0000001026,2025-11-08 15:29:00.424718,CELL-00104,48.01,40.3,2.872,99.0,98.08,98.89,97.93,103,10.87,1.674,90.62,99.993
MET-0000001027,2025-11-08 15:34:00.424718,CELL-00119,85.09,32.97,2.191,95.67,97.56,92.1,99.22,777,45.39,0.796,93.71,99.159
MET-0000001028,2025-11-08 15:39:00.424718,CELL-00150,84.33,73.47,1.549,99.47,96.74,93.56,97.98,611,8.68,1.093,71.63,99.929
MET-0000001029,2025-11-08 15:44:00.424718,CELL-00085,40.31,73.07,2.269,98.42,94.01,94.64,95.44,624,12.12,1.403,89.14,99.048
MET-0000001030,2025-11-08 15:49:00.424718,CELL-00009,58.0,27.06,3.278,99.05,96.92,92.27,98.26,580,47.43,0.808,97.96,99.214
MET-0000001031,2025-11-08 15:54:00.424718,CELL-00088,23.95,40.44,3.305,98.08,97.69,94.56,95.96,189,41.88,0.875,67.81,99.578
MET-0000001032,2025-11-08 15:59:00.424718,CELL-00005,63.13,51.22,0.164,97.08,95.84,95.36,97.98,786,38.42,1.997,91.69,99.896
MET-0000001033,2025-11-08 16:04:00.424718,CELL-00096,73.65,77.8,3.459,95.68,98.72,96.54,98.44,154,46.94,1.05,72.26,99.609
MET-0000001034,2025-11-08 16:09:00.424718,CELL-00033,37.46,42.52,2.026,95.14,97.79,95.29,97.76,528,41.43,1.26,95.76,99.003
MET-0000001035,2025-11-08 16:14:00.424718,CELL-00109,31.01,54.71,2.467,95.92,94.32,92.58,98.84,349,47.92,0.852,73.25,99.648
MET-0000001036,2025-11-08 16:19:00.424718,CELL-00018,74.08,61.32,3.396,96.66,97.85,93.54,95.22,490,25.99,1.526,73.87,99.521
MET-0000001037,2025-11-08 16:24:00.424718,CELL-00141,61.32,63.84,0.341,99.14,95.53,94.35,96.53,235,17.27,1.162,82.61,99.551
MET-0000001038,2025-11-08 16:29:00.424718,CELL-00049,20.47,26.93,1.745,95.38,98.0,95.55,97.43,399,15.28,0.986,94.02,99.423
MET-0000001039,2025-11-08 16:34:00.424718,CELL-00002,24.49,29.17,0.352,96.31,94.77,98.02,99.06,232,6.47,1.648,73.38,99.453
MET-0000001040,2025-11-08 16:39:00.424718,CELL-00096,29.17,60.94,2.912,96.94,95.07,93.91,98.93,647,47.63,1.706,70.1,99.235
MET-0000001041,2025-11-08 16:44:00.424718,CELL-00127,60.55,76.83,0.685,96.56,98.12,95.44,96.62,166,42.06,1.999,81.36,99.042
MET-0000001042,2025-11-08 16:49:00.424718,CELL-00138,79.9,65.45,2.184,97.36,97.13,95.46,98.61,74,44.01,0.375,88.21,99.415
MET-0000001043,2025-11-08 16:54:00.424718,CELL-00140,55.07,69.62,1.002,98.81,97.2,96.21,95.57,656,33.18,1.138,74.92,99.752
MET-0000001044,2025-11-08 16:59:00.424718,CELL-00008,53.52,64.7,1.304,98.58,98.42,92.2,97.1,337,41.22,0.829,70.07,99.081
MET-0000001045,2025-11-08 17:04:00.424718,CELL-00038,32.57,17.63,2.293,95.69,95.22,97.35,97.59,237,38.14,1.366,67.48,99.842
MET-0000001046,2025-11-08 17:09:00.424718,CELL-00048,25.07,40.01,0.831,96.55,97.44,98.31,98.45,681,20.45,0.094,89.79,99.607
MET-0000001047,2025-11-08 17:14:00.424718,CELL-00119,53.34,37.37,0.577,98.78,97.31,97.16,98.02,394,28.96,0.756,70.32,99.694
MET-0000001048,2025-11-08 17:19:00.424718,CELL-00133,31.45,67.81,1.929,98.71,99.14,98.49,97.95,352,6.34,1.388,70.96,99.857
MET-0000001049,2025-11-08 17:24:00.424718,CELL-00091,61.99,39.46,2.822,96.12,98.9,96.68,97.23,502,22.83,0.629,89.1,99.574
MET-0000001050,2025-11-08 17:29:00.424718,CELL-00069,73.52,43.79,1.318,97.3,95.85,93.54,95.47,768,5.61,1.964,62.69,99.859
MET-0000001051,2025-11-08 17:34:00.424718,CELL-00010,72.41,58.55,0.161,95.31,98.38,95.46,98.33,56,27.11,0.389,60.5,99.046
MET-0000001052,2025-11-08 17:39:00.424718,CELL-00041,36.65,70.61,2.313,98.23,96.06,98.21,98.38,493,25.82,1.279,72.64,99.723
MET-0000001053,2025-11-08 17:44:00.424718,CELL-00017,28.67,20.53,0.533,96.94,95.11,92.02,96.77,151,25.48,1.415,89.8,99.406
MET-0000001054,2025-11-08 17:49:00.424718,CELL-00137,53.28,49.88,1.456,96.72,98.08,98.51,98.82,266,19.29,1.854,96.13,99.075
MET-0000001055,2025-11-08 17:54:00.424718,CELL-00073,50.17,56.13,0.1,99.48,96.39,94.05,96.36,717,44.85,1.432,64.87,99.166
MET-0000001056,2025-11-08 17:59:00.424718,CELL-00128,33.91,52.16,1.282,96.16,99.15,94.16,97.92,131,7.18,1.269,90.05,99.326
MET-0000001057,2025-11-08 18:04:00.424718,CELL-00132,36.97,31.78,3.475,96.11,97.18,94.11,98.05,611,39.08,0.833,69.36,99.389
MET-0000001058,2025-11-08 18:09:00.424718,CELL-00136,81.7,16.77,0.863,96.37,94.21,96.03,97.25,90,47.7,0.774,74.47,99.104
MET-0000001059,2025-11-08 18:14:00.424718,CELL-00142,33.68,58.12,1.231,99.56,95.78,93.59,98.9,747,23.2,1.944,90.37,99.107
MET-0000001060,2025-11-08 18:19:00.424718,CELL-00004,22.81,56.07,2.662,95.61,99.11,92.23,96.82,382,25.79,0.061,75.94,99.869
MET-0000001061,2025-11-08 18:24:00.424718,CELL-00030,27.0,67.99,0.378,96.71,96.34,95.82,98.01,524,18.87,1.89,94.99,99.323
MET-0000001062,2025-11-08 18:29:00.424718,CELL-00112,49.01,61.02,0.279,95.5,96.39,93.61,95.25,488,5.88,0.129,89.9,99.595
MET-0000001063,2025-11-08 18:34:00.424718,CELL-00108,69.82,53.01,3.275,96.15,94.01,94.71,98.12,743,7.57,0.143,84.52,99.103
MET-0000001064,2025-11-08 18:39:00.424718,CELL-00028,38.88,37.13,3.47,95.52,98.89,96.11,96.83,396,44.87,1.67,97.14,99.887
MET-0000001065,2025-11-08 18:44:00.424718,CELL-00095,32.49,42.3,1.05,99.27,95.01,98.72,95.19,612,40.65,1.355,77.77,99.18
MET-0000001066,2025-11-08 18:49:00.424718,CELL-00054,63.91,70.24,2.087,97.1,97.97,92.27,99.71,369,15.33,1.575,73.93,99.963
MET-0000001067,2025-11-08 18:54:00.424718,CELL-00035,65.1,62.47,3.314,95.36,95.89,98.42,97.04,226,45.66,0.267,65.27,99.922
MET-0000001068,2025-11-08 18:59:00.424718,CELL-00001,70.28,39.94,2.713,99.18,95.02,96.76,96.63,236,11.51,0.175,66.88,99.076
MET-0000001069,2025-11-08 19:04:00.424718,CELL-00115,94.98,37.47,2.823,99.02,94.31,95.09,98.02,341,20.93,0.749,89.82,99.308
MET-0000001070,2025-11-08 19:09:00.424718,CELL-00104,66.1,66.38,2.353,96.4,96.33,93.16,96.75,400,15.63,0.314,73.46,99.781
MET-0000001071,2025-11-08 19:14:00.424718,CELL-00149,24.92,27.24,1.696,96.98,96.04,93.43,99.21,738,11.26,1.412,93.39,99.389
MET-0000001072,2025-11-08 19:19:00.424718,CELL-00121,92.37,67.61,1.366,95.91,99.28,94.91,98.57,189,12.26,0.796,73.3,99.978
MET-0000001073,2025-11-08 19:24:00.424718,CELL-00085,59.74,37.82,2.822,95.23,98.0,96.2,96.46,401,11.73,1.746,82.43,99.256
MET-0000001074,2025-11-08 19:29:00.424718,CELL-00040,54.59,58.21,3.435,97.03,94.62,98.47,99.55,187,35.39,0.176,84.04,99.699
MET-0000001075,2025-11-08 19:34:00.424718,CELL-00065,24.15,38.39,0.398,95.67,94.08,97.97,99.34,143,29.77,0.07,91.87,99.548
MET-0000001076,2025-11-08 19:39:00.424718,CELL-00058,20.81,17.19,1.189,96.16,96.99,92.51,97.74,571,9.16,0.827,60.28,99.268
MET-0000001077,2025-11-08 19:44:00.424718,CELL-00093,69.57,45.29,1.2,96.15,96.38,96.95,99.7,775,30.34,1.28,88.91,99.78
MET-0000001078,2025-11-08 19:49:00.424718,CELL-00006,47.42,53.61,0.442,97.39,96.2,92.75,98.34,728,11.96,1.186,93.7,99.813
MET-0000001079,2025-11-08 19:54:00.424718,CELL-00144,60.6,72.79,2.184,98.25,96.31,93.94,95.67,244,46.5,0.816,73.94,99.972
MET-0000001080,2025-11-08 19:59:00.424718,CELL-00010,72.01,22.17,0.604,98.28,96.35,96.37,95.91,564,47.94,0.372,76.4,99.404
MET-0000001081,2025-11-08 20:04:00.424718,CELL-00104,91.68,74.91,0.22,96.73,96.29,96.55,98.23,265,49.31,1.599,67.34,99.826
MET-0000001082,2025-11-08 20:09:00.424718,CELL-00002,87.76,71.29,3.23,99.19,95.56,92.65,97.75,368,25.32,0.486,61.58,99.229
MET-0000001083,2025-11-08 20:14:00.424718,CELL-00100,85.69,41.5,2.389,98.74,94.86,95.59,96.77,221,33.06,1.449,90.83,99.503
MET-0000001084,2025-11-08 20:19:00.424718,CELL-00087,37.73,58.14,2.158,97.14,97.33,98.76,97.38,369,37.19,1.412,62.53,99.81
MET-0000001085,2025-11-08 20:24:00.424718,CELL-00020,92.41,27.92,0.81,96.45,98.2,96.02,99.21,154,33.84,0.776,96.97,99.346
MET-0000001086,2025-11-08 20:29:00.424718,CELL-00060,34.88,72.15,2.17,95.8,96.65,97.28,96.49,685,35.33,1.494,81.5,99.256
MET-0000001087,2025-11-08 20:34:00.424718,CELL-00142,87.61,74.89,1.268,98.57,98.52,92.6,95.86,61,20.53,0.728,65.34,99.79
MET-0000001088,2025-11-08 20:39:00.424718,CELL-00010,57.07,57.76,1.196,96.26,94.36,94.96,99.39,116,32.36,1.622,77.42,99.119
MET-0000001089,2025-11-08 20:44:00.424718,CELL-00002,68.36,38.81,3.376,98.01,96.62,92.26,98.76,798,21.57,0.539,89.83,99.488
MET-0000001090,2025-11-08 20:49:00.424718,CELL-00137,54.29,15.93,0.561,96.26,95.64,94.13,95.49,269,39.93,0.147,83.08,99.878
MET-0000001091,2025-11-08 20:54:00.424718,CELL-00109,57.27,79.19,1.01,97.4,99.1,96.37,99.04,300,5.2,0.584,85.54,99.827
MET-0000001092,2025-11-08 20:59:00.424718,CELL-00121,37.96,19.77,2.135,97.17,98.31,97.91,99.16,96,32.49,1.34,88.42,99.587
MET-0000001093,2025-11-08 21:04:00.424718,CELL-00020,54.19,39.64,1.85,97.2,94.32,93.3,99.14,392,27.85,0.17,89.13,99.381
MET-0000001094,2025-11-08 21:09:00.424718,CELL-00013,21.37,45.23,0.971,95.51,96.14,97.25,98.46,422,28.88,0.944,64.12,99.581
MET-0000001095,2025-11-08 21:14:00.424718,CELL-00135,20.09,29.96,1.732,96.4,97.3,95.05,97.24,283,20.69,0.91,81.6,99.049
MET-0000001096,2025-11-08 21:19:00.424718,CELL-00146,72.42,26.6,0.725,95.73,97.87,92.37,97.35,522,46.3,0.665,93.61,99.933
MET-0000001097,2025-11-08 21:24:00.424718,CELL-00028,22.71,59.48,2.123,96.52,94.88,93.19,97.98,52,29.97,0.981,88.29,99.551
MET-0000001098,2025-11-08 21:29:00.424718,CELL-00040,82.05,62.85,2.794,97.76,98.01,94.45,96.52,432,15.38,0.899,90.81,99.074
MET-0000001099,2025-11-08 21:34:00.424718,CELL-00128,76.07,36.13,3.319,99.23,98.62,98.36,97.85,56,33.24,0.912,61.04,99.889
MET-0000001100,2025-11-08 21:39:00.424718,CELL-00076,44.88,73.65,0.374,95.79,95.37,95.62,95.59,223,15.75,0.663,79.64,99.437
MET-0000001101,2025-11-08 21:44:00.424718,CELL-00003,62.4,68.91,0.512,97.86,94.67,93.21,96.94,633,6.41,0.252,85.93,99.467
MET-0000001102,2025-11-08 21:49:00.424718,CELL-00138,54.4,63.96,2.998,97.35,95.46,95.2,97.5,535,34.77,1.889,91.78,99.617
MET-0000001103,2025-11-08 21:54:00.424718,CELL-00111,31.48,58.51,2.564,99.88,98.72,93.97,98.16,758,7.66,0.203,63.15,99.528
MET-0000001104,2025-11-08 21:59:00.424718,CELL-00069,58.5,56.14,0.695,95.83,97.88,95.28,99.24,785,6.03,0.817,79.05,99.492
MET-0000001105,2025-11-08 22:04:00.424718,CELL-00065,83.43,50.22,3.349,98.6,94.55,92.8,97.81,240,47.78,1.918,79.37,99.067
MET-0000001106,2025-11-08 22:09:00.424718,CELL-00139,29.45,28.68,0.45,97.22,97.51,94.07,96.39,539,42.47,1.729,93.67,99.035
MET-0000001107,2025-11-08 22:14:00.424718,CELL-00071,22.87,34.95,1.87,98.88,97.05,97.04,98.13,105,31.57,0.3,60.86,99.447
MET-0000001108,2025-11-08 22:19:00.424718,CELL-00101,53.92,24.34,3.166,97.53,94.11,92.4,98.04,191,44.31,0.466,95.84,99.371
MET-0000001109,2025-11-08 22:24:00.424718,CELL-00068,94.28,38.94,2.997,96.15,95.12,92.14,98.61,481,18.55,0.876,82.95,99.803
MET-0000001110,2025-11-08 22:29:00.424718,CELL-00113,90.99,73.24,2.602,96.12,94.39,94.96,96.52,77,31.14,1.492,95.69,99.508
MET-0000001111,2025-11-08 22:34:00.424718,CELL-00149,87.07,46.39,2.401,96.0,94.34,92.72,98.73,237,19.76,0.28,61.68,99.916
MET-0000001112,2025-11-08 22:39:00.424718,CELL-00070,74.13,42.09,0.211,99.31,98.35,94.89,97.65,388,25.41,0.2,63.87,99.405
MET-0000001113,2025-11-08 22:44:00.424718,CELL-00010,83.02,56.79,1.194,96.08,98.85,96.45,96.63,317,32.87,1.978,68.57,99.456
MET-0000001114,2025-11-08 22:49:00.424718,CELL-00133,68.33,54.86,3.484,96.04,94.74,94.1,99.17,785,29.11,0.84,93.55,99.339
MET-0000001115,2025-11-08 22:54:00.424718,CELL-00024,75.99,19.45,0.199,96.46,94.74,92.29,95.4,88,46.32,1.195,82.57,99.417
MET-0000001116,2025-11-08 22:59:00.424718,CELL-00035,57.62,16.48,0.913,97.03,95.04,95.23,98.36,271,41.23,1.23,74.73,99.985
MET-0000001117,2025-11-08 23:04:00.424718,CELL-00054,65.31,49.87,0.761,98.26,96.54,97.85,98.24,299,38.98,0.325,97.62,99.142
MET-0000001118,2025-11-08 23:09:00.424718,CELL-00022,35.58,27.24,0.561,95.97,95.86,96.62,98.9,240,34.9,0.321,90.1,99.497
MET-0000001119,2025-11-08 23:14:00.424718,CELL-00112,23.39,61.61,2.649,98.26,97.0,94.3,95.18,497,48.72,0.719,72.24,99.113
MET-0000001120,2025-11-08 23:19:00.424718,CELL-00082,46.37,70.13,1.425,98.7,94.53,96.53,96.88,333,48.19,0.638,76.64,99.88
MET-0000001121,2025-11-08 23:24:00.424718,CELL-00125,26.31,79.94,2.019,95.14,97.06,96.58,98.19,188,5.4,1.236,78.69,99.232
MET-0000001122,2025-11-08 23:29:00.424718,CELL-00142,83.76,41.39,3.476,95.37,97.1,97.64,96.69,474,28.26,1.057,67.38,99.514
MET-0000001123,2025-11-08 23:34:00.424718,CELL-00111,92.42,22.66,1.132,97.55,98.87,98.03,98.35,499,49.17,0.804,62.34,99.575
MET-0000001124,2025-11-08 23:39:00.424718,CELL-00087,37.17,32.41,2.909,99.3,97.8,97.8,98.13,554,10.84,0.025,87.64,99.72
MET-0000001125,2025-11-08 23:44:00.424718,CELL-00059,62.81,60.26,0.541,99.76,96.58,92.46,97.21,642,25.11,0.661,64.21,99.153
MET-0000001126,2025-11-08 23:49:00.424718,CELL-00128,88.99,17.1,1.449,97.18,97.9,96.56,97.7,654,48.79,1.862,65.95,99.261
MET-0000001127,2025-11-08 23:54:00.424718,CELL-00095,37.86,45.92,2.186,98.4,96.52,92.66,99.01,702,21.91,1.627,60.46,99.31
