event_id,@timestamp,network.cell.id,network.procedure.type,network.procedure.result_code,network.procedure.success,network.procedure.duration_ms,subscriber.imsi,network.radio.rsrp_dbm,network.radio.rsrq_db,network.radio.sinr_db,network.handover.source_cell,network.handover.target_cell,network.handover.success,network.rrc.connection_result,network.vendor.name,network.technology,network.region.id,event.description
EVT-0000001611,2025-11-11 13:04:30.370058,CELL-00142,DETACH,SUCCESS,True,228.8,310260748563876,-101.7,-17.9,21.9,CELL-00066,None,None,SUCCESS,Samsung,LTE-A,REGION-12,"DETACH SUCCESS on LTE-A cell CELL-00142, took 228.8ms, signal strength -101.7dBm"
EVT-0000001612,2025-11-11 13:05:00.370058,CELL-00030,BEARER_MODIFY,SUCCESS,True,1038.0,310260338624268,-89.8,-16.4,24.3,CELL-00088,None,None,ESTABLISHED,Ericsson,LTE,REGION-03,"BEARER_MODIFY SUCCESS on LTE cell CELL-00030, took 1038.0ms, signal strength -89.8dBm"
EVT-0000001613,2025-11-11 13:05:30.370058,CELL-00094,RRC_CONNECTION,SUCCESS,True,668.0,310260142761950,-106.9,-19.3,24.6,None,None,True,REJECTED,Samsung,5G NR,REGION-15,"RRC_CONNECTION SUCCESS on 5G NR cell CELL-00094, took 668.0ms, signal strength -106.9dBm"
EVT-0000001614,2025-11-11 13:06:00.370058,CELL-00099,ATTACH,SUCCESS,True,150.6,310260768452606,-110.1,-19.2,22.7,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-06,"Signaling event: ATTACH SUCCESS at CELL-00099, 150.6ms, radio quality RSRP=-110.1 SINR=22.7"
EVT-0000001615,2025-11-11 13:06:30.370058,CELL-00034,SERVICE_REQUEST,SUCCESS,True,221.4,310260634590656,-94.3,-7.9,11.9,None,None,True,SUCCESS,Ericsson,LTE-A,REGION-01,"SERVICE_REQUEST SUCCESS on LTE-A cell CELL-00034, took 221.4ms, signal strength -94.3dBm"
EVT-0000001616,2025-11-11 13:07:00.370058,CELL-00101,PAGING_RESPONSE,SUCCESS,True,329.8,310260668550106,-114.1,-14.6,-0.3,None,None,None,ESTABLISHED,Nokia,LTE,REGION-10,"PAGING_RESPONSE procedure on cell CELL-00101, result SUCCESS, duration 329.8ms, RSRP -114.1dBm"
EVT-0000001617,2025-11-11 13:07:30.370058,CELL-00129,RRC_CONNECTION,SUCCESS,True,405.8,310260404339959,-96.1,-6.4,11.1,None,None,False,TIMEOUT,Ericsson,LTE-A,REGION-09,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00129, 405.8ms, radio quality RSRP=-96.1 SINR=11.1"
EVT-0000001618,2025-11-11 13:08:00.370058,CELL-00015,BEARER_SETUP,SUCCESS,True,361.7,310260626863658,-111.0,-6.1,24.2,None,None,None,ESTABLISHED,Ericsson,LTE,REGION-01,"Signaling event: BEARER_SETUP SUCCESS at CELL-00015, 361.7ms, radio quality RSRP=-111.0 SINR=24.2"
EVT-0000001619,2025-11-11 13:08:30.370058,CELL-00075,PAGING_RESPONSE,SUCCESS,True,180.3,310260861968068,-92.6,-15.2,4.8,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-06,"PAGING_RESPONSE SUCCESS on LTE-A cell CELL-00075, took 180.3ms, signal strength -92.6dBm"
EVT-0000001620,2025-11-11 13:09:00.370058,CELL-00135,BEARER_MODIFY,TIMEOUT,True,559.2,310260752276965,-108.1,-10.9,0.5,None,None,None,SUCCESS,Nokia,LTE,REGION-07,"Signaling event: BEARER_MODIFY TIMEOUT at CELL-00135, 559.2ms, radio quality RSRP=-108.1 SINR=0.5"
EVT-0000001621,2025-11-11 13:09:30.370058,CELL-00013,TAU,SUCCESS,True,313.1,310260867096730,-95.9,-5.6,7.8,None,None,False,ESTABLISHED,Ericsson,5G NR,REGION-11,"TAU SUCCESS on 5G NR cell CELL-00013, took 313.1ms, signal strength -95.9dBm"
EVT-0000001622,2025-11-11 13:10:00.370058,CELL-00004,BEARER_MODIFY,SUCCESS,True,726.2,310260642401930,-78.1,-7.0,24.4,CELL-00072,None,None,TIMEOUT,Samsung,LTE-A,REGION-02,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00004, 726.2ms, radio quality RSRP=-78.1 SINR=24.4"
EVT-0000001623,2025-11-11 13:10:30.370058,CELL-00015,DETACH,SUCCESS,False,505.9,310260656556018,-84.4,-8.9,24.2,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-15,"DETACH procedure on cell CELL-00015, result SUCCESS, duration 505.9ms, RSRP -84.4dBm"
EVT-0000001624,2025-11-11 13:11:00.370058,CELL-00074,TAU,SUCCESS,True,450.8,310260500621015,-111.7,-5.3,13.2,CELL-00034,None,None,ESTABLISHED,Nokia,LTE,REGION-09,"Signaling event: TAU SUCCESS at CELL-00074, 450.8ms, radio quality RSRP=-111.7 SINR=13.2"
EVT-0000001625,2025-11-11 13:11:30.370058,CELL-00150,DETACH,SUCCESS,True,365.3,310260748563876,-99.4,-6.7,4.3,None,CELL-00081,None,ESTABLISHED,Nokia,LTE-A,REGION-04,"Signaling event: DETACH SUCCESS at CELL-00150, 365.3ms, radio quality RSRP=-99.4 SINR=4.3"
EVT-0000001626,2025-11-11 13:12:00.370058,CELL-00050,PAGING_RESPONSE,SUCCESS,True,437.9,310260971272281,-77.2,-9.7,9.1,None,None,None,ESTABLISHED,Nokia,LTE,REGION-11,"PAGING_RESPONSE procedure on cell CELL-00050, result SUCCESS, duration 437.9ms, RSRP -77.2dBm"
EVT-0000001627,2025-11-11 13:12:30.370058,CELL-00024,ATTACH,SUCCESS,True,467.2,310260951094510,-77.1,-15.6,8.9,None,None,None,ESTABLISHED,Samsung,LTE,REGION-09,"Signaling event: ATTACH SUCCESS at CELL-00024, 467.2ms, radio quality RSRP=-77.1 SINR=8.9"
EVT-0000001628,2025-11-11 13:13:00.370058,CELL-00065,HANDOVER,SUCCESS,True,426.2,310260540151266,-73.4,-19.6,17.4,None,None,False,ESTABLISHED,Nokia,LTE,REGION-10,"HANDOVER procedure on cell CELL-00065, result SUCCESS, duration 426.2ms, RSRP -73.4dBm"
EVT-0000001629,2025-11-11 13:13:30.370058,CELL-00038,RRC_CONNECTION,SUCCESS,True,674.9,310260656556018,-85.7,-11.5,-3.3,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-14,"RRC_CONNECTION procedure on cell CELL-00038, result SUCCESS, duration 674.9ms, RSRP -85.7dBm"
EVT-0000001630,2025-11-11 13:14:00.370058,CELL-00148,HANDOVER,SUCCESS,False,755.9,310260445645910,-109.8,-17.7,12.3,None,CELL-00145,False,ESTABLISHED,Samsung,5G NR,REGION-04,"Signaling event: HANDOVER SUCCESS at CELL-00148, 755.9ms, radio quality RSRP=-109.8 SINR=12.3"
EVT-0000001631,2025-11-11 13:14:30.370058,CELL-00087,RRC_CONNECTION,SUCCESS,True,529.3,310260765297936,-97.8,-9.2,20.5,CELL-00142,None,None,ESTABLISHED,Samsung,5G NR,REGION-02,"RRC_CONNECTION procedure on cell CELL-00087, result SUCCESS, duration 529.3ms, RSRP -97.8dBm"
EVT-0000001632,2025-11-11 13:15:00.370058,CELL-00111,TAU,SUCCESS,True,155.2,310260340506991,-95.0,-9.3,11.6,None,None,None,ESTABLISHED,Ericsson,5G NR,REGION-05,"TAU procedure on cell CELL-00111, result SUCCESS, duration 155.2ms, RSRP -95.0dBm"
EVT-0000001633,2025-11-11 13:15:30.370058,CELL-00051,PAGING_RESPONSE,SUCCESS,True,489.1,310260768452606,-118.4,-9.6,14.9,CELL-00104,CELL-00075,None,ESTABLISHED,Ericsson,LTE-A,REGION-07,"PAGING_RESPONSE procedure on cell CELL-00051, result SUCCESS, duration 489.1ms, RSRP -118.4dBm"
EVT-0000001634,2025-11-11 13:16:00.370058,CELL-00096,RRC_CONNECTION,SUCCESS,True,417.4,310260642401930,-83.0,-16.6,5.4,None,None,None,SUCCESS,Nokia,5G NR,REGION-14,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00096, 417.4ms, radio quality RSRP=-83.0 SINR=5.4"
EVT-0000001635,2025-11-11 13:16:30.370058,CELL-00022,BEARER_MODIFY,SUCCESS,False,391.3,310260910208442,-90.5,-13.8,25.0,None,None,None,ESTABLISHED,Samsung,LTE,REGION-02,"BEARER_MODIFY procedure on cell CELL-00022, result SUCCESS, duration 391.3ms, RSRP -90.5dBm"
EVT-0000001636,2025-11-11 13:17:00.370058,CELL-00013,HANDOVER,SUCCESS,True,363.0,310260379403038,-85.2,-13.5,0.8,CELL-00004,CELL-00003,None,TIMEOUT,Ericsson,LTE,REGION-03,"HANDOVER SUCCESS on LTE cell CELL-00013, took 363.0ms, signal strength -85.2dBm"
EVT-0000001637,2025-11-11 13:17:30.370058,CELL-00051,ATTACH,SUCCESS,True,322.5,310260678266092,-115.6,-9.5,-3.7,CELL-00112,None,True,REJECTED,Samsung,5G NR,REGION-09,"ATTACH SUCCESS on 5G NR cell CELL-00051, took 322.5ms, signal strength -115.6dBm"
EVT-0000001638,2025-11-11 13:18:00.370058,CELL-00116,DETACH,SUCCESS,False,658.5,310260720280939,-120.0,-11.2,23.5,None,None,None,ESTABLISHED,Samsung,LTE,REGION-04,"DETACH procedure on cell CELL-00116, result SUCCESS, duration 658.5ms, RSRP -120.0dBm"
EVT-0000001639,2025-11-11 13:18:30.370058,CELL-00143,BEARER_SETUP,SUCCESS,True,537.8,310260596898681,-99.2,-12.9,19.3,None,None,None,SUCCESS,Ericsson,LTE-A,REGION-05,"BEARER_SETUP SUCCESS on LTE-A cell CELL-00143, took 537.8ms, signal strength -99.2dBm"
EVT-0000001640,2025-11-11 13:19:00.370058,CELL-00026,BEARER_SETUP,SUCCESS,True,401.4,310260943164557,-106.4,-16.3,8.9,None,CELL-00010,None,TIMEOUT,Samsung,5G NR,REGION-13,"BEARER_SETUP procedure on cell CELL-00026, result SUCCESS, duration 401.4ms, RSRP -106.4dBm"
EVT-0000001641,2025-11-11 13:19:30.370058,CELL-00014,ATTACH,SUCCESS,False,577.3,310260998632570,-82.5,-6.0,12.2,CELL-00109,CELL-00114,True,ESTABLISHED,Ericsson,5G NR,REGION-03,"Signaling event: ATTACH SUCCESS at CELL-00014, 577.3ms, radio quality RSRP=-82.5 SINR=12.2"
EVT-0000001642,2025-11-11 13:20:00.370058,CELL-00131,BEARER_MODIFY,SUCCESS,True,657.2,310260891775920,-74.5,-15.0,12.2,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-09,"BEARER_MODIFY procedure on cell CELL-00131, result SUCCESS, duration 657.2ms, RSRP -74.5dBm"
EVT-0000001643,2025-11-11 13:20:30.370058,CELL-00116,SERVICE_REQUEST,SUCCESS,True,411.3,310260989051181,-74.7,-19.8,1.4,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-04,"SERVICE_REQUEST procedure on cell CELL-00116, result SUCCESS, duration 411.3ms, RSRP -74.7dBm"
EVT-0000001644,2025-11-11 13:21:00.370058,CELL-00008,SERVICE_REQUEST,SUCCESS,True,310.0,310260536560131,-115.7,-6.5,18.3,None,None,None,ESTABLISHED,Samsung,LTE,REGION-05,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00008, 310.0ms, radio quality RSRP=-115.7 SINR=18.3"
EVT-0000001645,2025-11-11 13:21:30.370058,CELL-00058,HANDOVER,SUCCESS,True,394.7,310260806706608,-75.2,-12.4,8.7,CELL-00018,None,None,ESTABLISHED,Nokia,LTE-A,REGION-08,"HANDOVER procedure on cell CELL-00058, result SUCCESS, duration 394.7ms, RSRP -75.2dBm"
EVT-0000001646,2025-11-11 13:22:00.370058,CELL-00018,DETACH,SUCCESS,True,475.8,310260766112271,-81.7,-8.7,7.5,None,None,None,SUCCESS,Nokia,LTE,REGION-15,"DETACH SUCCESS on LTE cell CELL-00018, took 475.8ms, signal strength -81.7dBm"
EVT-0000001647,2025-11-11 13:22:30.370058,CELL-00052,TAU,REJECT,True,233.9,310260288362339,-106.6,-19.7,13.7,None,None,False,ESTABLISHED,Nokia,5G NR,REGION-08,"TAU procedure on cell CELL-00052, result REJECT, duration 233.9ms, RSRP -106.6dBm"
EVT-0000001648,2025-11-11 13:23:00.370058,CELL-00147,RRC_CONNECTION,FAILURE,False,525.3,310260162615665,-102.1,-6.6,13.6,None,None,True,ESTABLISHED,Ericsson,LTE,REGION-05,"RRC_CONNECTION FAILURE on LTE cell CELL-00147, took 525.3ms, signal strength -102.1dBm"
EVT-0000001649,2025-11-11 13:23:30.370058,CELL-00145,DETACH,SUCCESS,True,475.9,310260720280939,-72.3,-8.6,2.2,None,CELL-00077,True,SUCCESS,Samsung,5G NR,REGION-04,"Signaling event: DETACH SUCCESS at CELL-00145, 475.9ms, radio quality RSRP=-72.3 SINR=2.2"
EVT-0000001650,2025-11-11 13:24:00.370058,CELL-00003,DETACH,SUCCESS,True,255.0,310260156973810,-70.2,-8.2,-3.6,CELL-00045,CELL-00003,True,ESTABLISHED,Ericsson,5G NR,REGION-14,"DETACH procedure on cell CELL-00003, result SUCCESS, duration 255.0ms, RSRP -70.2dBm"
EVT-0000001651,2025-11-11 13:24:30.370058,CELL-00020,PAGING_RESPONSE,TIMEOUT,True,286.6,310260445645910,-96.7,-14.1,14.9,None,None,False,ESTABLISHED,Nokia,5G NR,REGION-13,"PAGING_RESPONSE TIMEOUT on 5G NR cell CELL-00020, took 286.6ms, signal strength -96.7dBm"
EVT-0000001652,2025-11-11 13:25:00.370058,CELL-00018,TAU,SUCCESS,True,762.0,310260376656819,-107.3,-8.6,13.9,CELL-00137,None,None,TIMEOUT,Ericsson,LTE,REGION-01,"TAU procedure on cell CELL-00018, result SUCCESS, duration 762.0ms, RSRP -107.3dBm"
EVT-0000001653,2025-11-11 13:25:30.370058,CELL-00112,SERVICE_REQUEST,SUCCESS,True,540.2,310260326524014,-97.5,-12.4,5.3,None,CELL-00022,None,SUCCESS,Ericsson,LTE-A,REGION-14,"Signaling event: SERVICE_REQUEST SUCCESS at CELL-00112, 540.2ms, radio quality RSRP=-97.5 SINR=5.3"
EVT-0000001654,2025-11-11 13:26:00.370058,CELL-00040,BEARER_SETUP,SUCCESS,False,1121.9,310260470712671,-112.4,-12.2,13.9,None,None,False,SUCCESS,Ericsson,LTE-A,REGION-02,"BEARER_SETUP procedure on cell CELL-00040, result SUCCESS, duration 1121.9ms, RSRP -112.4dBm"
EVT-0000001655,2025-11-11 13:26:30.370058,CELL-00002,BEARER_MODIFY,SUCCESS,False,600.4,310260866503461,-106.8,-17.8,-4.9,CELL-00025,None,None,ESTABLISHED,Ericsson,LTE,REGION-05,"BEARER_MODIFY procedure on cell CELL-00002, result SUCCESS, duration 600.4ms, RSRP -106.8dBm"
EVT-0000001656,2025-11-11 13:27:00.370058,CELL-00026,RRC_CONNECTION,SUCCESS,True,570.6,310260316093376,-93.6,-10.0,-4.4,CELL-00100,CELL-00070,None,REJECTED,Samsung,LTE,REGION-01,"RRC_CONNECTION procedure on cell CELL-00026, result SUCCESS, duration 570.6ms, RSRP -93.6dBm"
EVT-0000001657,2025-11-11 13:27:30.370058,CELL-00068,BEARER_SETUP,SUCCESS,False,579.8,310260742006865,-86.0,-19.9,2.9,None,CELL-00100,False,ESTABLISHED,Nokia,5G NR,REGION-14,"Signaling event: BEARER_SETUP SUCCESS at CELL-00068, 579.8ms, radio quality RSRP=-86.0 SINR=2.9"
EVT-0000001658,2025-11-11 13:28:00.370058,CELL-00138,RRC_CONNECTION,SUCCESS,True,437.6,310260439089137,-108.1,-8.7,3.9,CELL-00044,CELL-00008,None,ESTABLISHED,Nokia,LTE-A,REGION-14,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00138, took 437.6ms, signal strength -108.1dBm"
EVT-0000001659,2025-11-11 13:28:30.370058,CELL-00070,BEARER_MODIFY,SUCCESS,True,268.8,310260572107399,-94.9,-6.1,4.8,None,None,False,REJECTED,Nokia,5G NR,REGION-03,"BEARER_MODIFY procedure on cell CELL-00070, result SUCCESS, duration 268.8ms, RSRP -94.9dBm"
EVT-0000001660,2025-11-11 13:29:00.370058,CELL-00044,RRC_CONNECTION,SUCCESS,True,279.0,310260712478383,-93.3,-10.5,22.5,None,None,True,REJECTED,Samsung,LTE,REGION-04,"RRC_CONNECTION SUCCESS on LTE cell CELL-00044, took 279.0ms, signal strength -93.3dBm"
EVT-0000001661,2025-11-11 13:29:30.370058,CELL-00128,PAGING_RESPONSE,SUCCESS,True,226.1,310260250157018,-102.6,-10.1,21.3,None,None,False,ESTABLISHED,Nokia,LTE-A,REGION-02,"PAGING_RESPONSE procedure on cell CELL-00128, result SUCCESS, duration 226.1ms, RSRP -102.6dBm"
EVT-0000001662,2025-11-11 13:30:00.370058,CELL-00104,BEARER_MODIFY,SUCCESS,True,403.3,310260998632570,-96.5,-16.0,-3.0,CELL-00141,None,False,SUCCESS,Ericsson,LTE,REGION-02,"BEARER_MODIFY procedure on cell CELL-00104, result SUCCESS, duration 403.3ms, RSRP -96.5dBm"
EVT-0000001663,2025-11-11 13:30:30.370058,CELL-00015,RRC_CONNECTION,SUCCESS,True,125.4,310260861968068,-100.4,-8.8,10.6,CELL-00039,None,True,SUCCESS,Samsung,LTE-A,REGION-09,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00015, took 125.4ms, signal strength -100.4dBm"
EVT-0000001664,2025-11-11 13:31:00.370058,CELL-00134,RRC_CONNECTION,SUCCESS,True,171.2,310260420386659,-77.9,-9.8,18.9,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-14,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00134, took 171.2ms, signal strength -77.9dBm"
EVT-0000001665,2025-11-11 13:31:30.370058,CELL-00071,ATTACH,SUCCESS,True,992.7,310260415083697,-102.1,-9.9,18.4,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-01,"ATTACH SUCCESS on LTE-A cell CELL-00071, took 992.7ms, signal strength -102.1dBm"
EVT-0000001666,2025-11-11 13:32:00.370058,CELL-00062,DETACH,SUCCESS,True,615.3,310260411260872,-116.7,-12.4,23.2,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-02,"Signaling event: DETACH SUCCESS at CELL-00062, 615.3ms, radio quality RSRP=-116.7 SINR=23.2"
EVT-0000001667,2025-11-11 13:32:30.370058,CELL-00059,DETACH,REJECT,True,411.3,310260101573151,-114.2,-15.8,-2.4,CELL-00134,None,False,ESTABLISHED,Ericsson,LTE,REGION-05,"DETACH procedure on cell CELL-00059, result REJECT, duration 411.3ms, RSRP -114.2dBm"
EVT-0000001668,2025-11-11 13:33:00.370058,CELL-00051,RRC_CONNECTION,SUCCESS,False,461.3,310260382325683,-117.7,-15.7,21.7,CELL-00124,CELL-00087,None,ESTABLISHED,Ericsson,LTE,REGION-02,"RRC_CONNECTION SUCCESS on LTE cell CELL-00051, took 461.3ms, signal strength -117.7dBm"
EVT-0000001669,2025-11-11 13:33:30.370058,CELL-00073,RRC_CONNECTION,SUCCESS,False,380.3,310260858518367,-96.8,-10.1,23.1,None,None,None,ESTABLISHED,Ericsson,5G NR,REGION-13,"RRC_CONNECTION procedure on cell CELL-00073, result SUCCESS, duration 380.3ms, RSRP -96.8dBm"
EVT-0000001670,2025-11-11 13:34:00.370058,CELL-00022,PAGING_RESPONSE,SUCCESS,True,474.1,310260951094510,-101.2,-19.9,8.4,CELL-00090,None,True,ESTABLISHED,Ericsson,LTE-A,REGION-12,"PAGING_RESPONSE procedure on cell CELL-00022, result SUCCESS, duration 474.1ms, RSRP -101.2dBm"
EVT-0000001671,2025-11-11 13:34:30.370058,CELL-00047,HANDOVER,REJECT,True,494.2,310260293469485,-116.8,-19.5,-3.7,None,None,None,REJECTED,Ericsson,LTE,REGION-08,"Signaling event: HANDOVER REJECT at CELL-00047, 494.2ms, radio quality RSRP=-116.8 SINR=-3.7"
EVT-0000001672,2025-11-11 13:35:00.370058,CELL-00129,RRC_CONNECTION,SUCCESS,True,210.6,310260379403038,-107.6,-19.4,16.6,None,CELL-00124,None,ESTABLISHED,Ericsson,5G NR,REGION-02,"RRC_CONNECTION procedure on cell CELL-00129, result SUCCESS, duration 210.6ms, RSRP -107.6dBm"
EVT-0000001673,2025-11-11 13:35:30.370058,CELL-00088,BEARER_SETUP,SUCCESS,True,364.1,310260172672274,-93.2,-18.6,7.6,CELL-00026,None,None,ESTABLISHED,Samsung,5G NR,REGION-02,"Signaling event: BEARER_SETUP SUCCESS at CELL-00088, 364.1ms, radio quality RSRP=-93.2 SINR=7.6"
EVT-0000001674,2025-11-11 13:36:00.370058,CELL-00025,HANDOVER,SUCCESS,True,1129.9,310260910208442,-102.1,-12.6,7.5,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-08,"Signaling event: HANDOVER SUCCESS at CELL-00025, 1129.9ms, radio quality RSRP=-102.1 SINR=7.5"
EVT-0000001675,2025-11-11 13:36:30.370058,CELL-00013,HANDOVER,SUCCESS,True,252.1,310260162615665,-110.6,-10.1,-1.1,CELL-00084,None,None,ESTABLISHED,Samsung,LTE,REGION-05,"Signaling event: HANDOVER SUCCESS at CELL-00013, 252.1ms, radio quality RSRP=-110.6 SINR=-1.1"
EVT-0000001676,2025-11-11 13:37:00.370058,CELL-00106,DETACH,SUCCESS,True,814.1,310260440688558,-105.0,-19.8,7.4,None,None,False,ESTABLISHED,Nokia,LTE-A,REGION-06,"Signaling event: DETACH SUCCESS at CELL-00106, 814.1ms, radio quality RSRP=-105.0 SINR=7.4"
EVT-0000001677,2025-11-11 13:37:30.370058,CELL-00030,BEARER_SETUP,SUCCESS,True,830.0,310260967898720,-98.5,-14.2,4.8,None,None,True,TIMEOUT,Samsung,LTE,REGION-10,"BEARER_SETUP procedure on cell CELL-00030, result SUCCESS, duration 830.0ms, RSRP -98.5dBm"
EVT-0000001678,2025-11-11 13:38:00.370058,CELL-00079,HANDOVER,SUCCESS,False,399.4,310260948582593,-96.6,-14.4,14.3,None,None,None,SUCCESS,Ericsson,LTE,REGION-14,"Signaling event: HANDOVER SUCCESS at CELL-00079, 399.4ms, radio quality RSRP=-96.6 SINR=14.3"
EVT-0000001679,2025-11-11 13:38:30.370058,CELL-00033,BEARER_MODIFY,SUCCESS,False,155.1,310260291815312,-81.4,-18.0,16.5,None,None,True,ESTABLISHED,Nokia,LTE-A,REGION-04,"BEARER_MODIFY SUCCESS on LTE-A cell CELL-00033, took 155.1ms, signal strength -81.4dBm"
EVT-0000001680,2025-11-11 13:39:00.370058,CELL-00090,DETACH,FAILURE,True,331.5,310260440688558,-89.0,-8.9,6.3,CELL-00031,None,None,ESTABLISHED,Nokia,LTE-A,REGION-12,"Signaling event: DETACH FAILURE at CELL-00090, 331.5ms, radio quality RSRP=-89.0 SINR=6.3"
EVT-0000001681,2025-11-11 13:39:30.370058,CELL-00118,TAU,SUCCESS,True,242.0,310260647140772,-75.0,-12.7,19.8,CELL-00142,None,None,REJECTED,Nokia,LTE,REGION-02,"TAU procedure on cell CELL-00118, result SUCCESS, duration 242.0ms, RSRP -75.0dBm"
EVT-0000001682,2025-11-11 13:40:00.370058,CELL-00004,RRC_CONNECTION,SUCCESS,True,739.8,310260411260872,-97.0,-5.6,9.0,None,CELL-00105,None,ESTABLISHED,Nokia,LTE-A,REGION-11,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00004, took 739.8ms, signal strength -97.0dBm"
EVT-0000001683,2025-11-11 13:40:30.370058,CELL-00031,DETACH,SUCCESS,False,1065.0,310260574347200,-70.2,-12.7,23.7,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-01,"DETACH SUCCESS on LTE-A cell CELL-00031, took 1065.0ms, signal strength -70.2dBm"
EVT-0000001684,2025-11-11 13:41:00.370058,CELL-00056,RRC_CONNECTION,SUCCESS,True,136.3,310260651399191,-81.7,-14.0,-0.3,CELL-00124,None,None,ESTABLISHED,Samsung,LTE-A,REGION-08,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00056, 136.3ms, radio quality RSRP=-81.7 SINR=-0.3"
EVT-0000001685,2025-11-11 13:41:30.370058,CELL-00036,HANDOVER,SUCCESS,True,545.6,310260439089137,-110.2,-14.7,12.6,CELL-00016,CELL-00027,None,ESTABLISHED,Samsung,LTE-A,REGION-02,"HANDOVER procedure on cell CELL-00036, result SUCCESS, duration 545.6ms, RSRP -110.2dBm"
EVT-0000001686,2025-11-11 13:42:00.370058,CELL-00140,BEARER_SETUP,SUCCESS,True,434.5,310260891775920,-118.3,-6.2,0.5,None,CELL-00043,False,SUCCESS,Ericsson,5G NR,REGION-13,"BEARER_SETUP SUCCESS on 5G NR cell CELL-00140, took 434.5ms, signal strength -118.3dBm"
EVT-0000001687,2025-11-11 13:42:30.370058,CELL-00043,TAU,SUCCESS,True,1142.1,310260938690922,-92.2,-13.5,-0.4,None,CELL-00084,None,REJECTED,Nokia,5G NR,REGION-15,"Signaling event: TAU SUCCESS at CELL-00043, 1142.1ms, radio quality RSRP=-92.2 SINR=-0.4"
EVT-0000001688,2025-11-11 13:43:00.370058,CELL-00110,ATTACH,SUCCESS,True,343.6,310260193511861,-110.8,-8.7,3.1,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-11,"ATTACH procedure on cell CELL-00110, result SUCCESS, duration 343.6ms, RSRP -110.8dBm"
EVT-0000001689,2025-11-11 13:43:30.370058,CELL-00014,TAU,SUCCESS,False,281.2,310260692258771,-98.8,-7.4,15.0,None,CELL-00075,False,ESTABLISHED,Ericsson,LTE-A,REGION-05,"TAU procedure on cell CELL-00014, result SUCCESS, duration 281.2ms, RSRP -98.8dBm"
EVT-0000001690,2025-11-11 13:44:00.370058,CELL-00087,BEARER_SETUP,RADIO_FAILURE,True,148.1,310260954586868,-117.3,-12.2,7.9,None,CELL-00087,None,REJECTED,Nokia,LTE-A,REGION-01,"Signaling event: BEARER_SETUP RADIO_FAILURE at CELL-00087, 148.1ms, radio quality RSRP=-117.3 SINR=7.9"
EVT-0000001691,2025-11-11 13:44:30.370058,CELL-00099,TAU,SUCCESS,False,565.8,310260675633794,-75.3,-13.3,3.0,None,None,True,ESTABLISHED,Nokia,LTE,REGION-06,"TAU procedure on cell CELL-00099, result SUCCESS, duration 565.8ms, RSRP -75.3dBm"
EVT-0000001692,2025-11-11 13:45:00.370058,CELL-00150,DETACH,TIMEOUT,True,530.2,310260675633794,-85.9,-13.1,24.0,None,CELL-00064,None,ESTABLISHED,Samsung,5G NR,REGION-14,"DETACH procedure on cell CELL-00150, result TIMEOUT, duration 530.2ms, RSRP -85.9dBm"
EVT-0000001693,2025-11-11 13:45:30.370058,CELL-00127,ATTACH,SUCCESS,True,373.2,310260791784337,-111.3,-15.5,-1.5,None,CELL-00064,True,ESTABLISHED,Ericsson,5G NR,REGION-12,"Signaling event: ATTACH SUCCESS at CELL-00127, 373.2ms, radio quality RSRP=-111.3 SINR=-1.5"
EVT-0000001694,2025-11-11 13:46:00.370058,CELL-00080,PAGING_RESPONSE,SUCCESS,True,174.9,310260162615665,-96.7,-5.7,7.5,None,CELL-00072,True,ESTABLISHED,Ericsson,LTE-A,REGION-08,"PAGING_RESPONSE procedure on cell CELL-00080, result SUCCESS, duration 174.9ms, RSRP -96.7dBm"
EVT-0000001695,2025-11-11 13:46:30.370058,CELL-00021,SERVICE_REQUEST,SUCCESS,False,220.2,310260739904264,-71.2,-13.6,23.4,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-06,"SERVICE_REQUEST procedure on cell CELL-00021, result SUCCESS, duration 220.2ms, RSRP -71.2dBm"
EVT-0000001696,2025-11-11 13:47:00.370058,CELL-00060,ATTACH,SUCCESS,True,248.7,310260850068834,-81.5,-14.0,2.7,CELL-00130,None,None,ESTABLISHED,Nokia,LTE,REGION-12,"ATTACH procedure on cell CELL-00060, result SUCCESS, duration 248.7ms, RSRP -81.5dBm"
